	kallisto_quant_sample140	kallisto_quant_sample145	kallisto_quant_sample150	kallisto_quant_sample173	kallisto_quant_sample178
XM_029327396.2	0	0	0	6.01498e-08	0
XM_044314233.1	6	15.3533	16.7826	13.0828	41.8638
XR_006398180.1	6	0	0	1.3752	14.3593
XM_029338449.2	57.7072	34.0056	44.4995	80.1902	35.0193
XM_029334565.2	20	0	4	8	13
XM_044315252.1	3.34678	0	0	0	10.7445
XM_044312581.1	0	0	0	0	0
XM_044319717.1	218.925	0	0	0	0
XM_029349402.2	0	0	16.295	0	69.9607
XM_044327586.1	424.566	135	4	10.443	520.864
XM_029332358.2	23.9029	21	30.8567	26	16
XM_044312585.1	0	0	0	0	0
XM_029335459.2	287.827	364.401	105.251	179.525	284.583
XM_029332559.2	1356.17	712.668	673.31	1026.94	944.973
XM_029348129.2	83.6253	67	61	88	101
XM_029342461.2	28.8179	5.12125	7.38001	7.37236	0
XM_044321171.1	43.5419	6.40778	0	3.23141	0
XM_044323334.1	0	0	84.9534	0	0
XM_044322580.1	26.4995	1.70589	156.555	115.057	33.5713
XM_029357584.2	0	0	0	90.062	68.8152
XM_029327536.2	13	0	4	0	0
XM_029335445.2	0	0	0	0	0
XM_044327507.1	232.481	159.207	176	263.481	334.088
XM_044318579.1	69.2549	49	36.1397	238	409
XM_044327959.1	7.07169	2.07645	9.54545	1.25974	7.64297
XM_044322870.1	160.671	93	98.3688	120.95	124.045
XM_044321159.1	69	118	48	60	44
XM_029334195.2	6.35061e-05	0	1.02175e-05	0	0
XM_044323678.1	820.441	597	3.1527	6.67604	954.53
XM_029353292.2	15	2	6	4	51
XM_044315682.1	42	50.1349	33.0283	42.0353	47.1131
XM_029323486.2	2	1	0	0	0
XM_044319685.1	0	112.825	64.2047	0	0
XM_044317788.1	250.902	0	0	42.2848	0
XM_029348086.2	95	38	32	123.554	49
XM_029334420.2	96.3559	0	16.7437	27.7787	151.218
XM_044309183.1	228	159	163	180	175
XM_029340719.2	689.962	1649.83	684.448	820.589	448.709
XR_006396777.1	0	0	0	0	0
XM_029340319.2	930	1021	493	501	625
XM_044309863.1	36.4202	0	40.8045	13.5181	185.745
XM_044316310.1	11	23	19.9772	3	62
XM_044320370.1	0	22.0837	39.6805	14.3933	1.06526
XM_029348517.2	0	38	16	62.0785	40.7248
XM_029341763.2	7.14679	0	0	8.29122	0
XM_029350387.2	276	208	96	98	171
XM_044319582.1	8.4672	25.0223	4.58866	0	0
XM_044311286.1	5	6	6	19	13
XM_029356460.2	4805.12	2709.81	2996.06	2227.63	1601
XR_006394694.1	2	1	2	10	2
XM_044321550.1	1.036	8.13074	0	10.119	4.32085
XM_029343300.2	0	23.6752	0	13.481	0
XM_044313478.1	0	0	0	0	0
XM_044322938.1	586	290	340	460	744
XR_006396143.1	330.184	202.746	127.163	300.054	437.648
XR_006393510.1	40.2238	33.8658	50.9376	70.673	48.2398
XM_029327715.2	309	573.085	311.789	182	408.238
XR_006395014.1	11	0	12	9	3
XM_044308044.1	0	0	0	0	0
XM_044312940.1	0	0	0	0	0
XR_003824405.2	78	3	0	8	12
XM_044323026.1	8227.48	1744.41	5020.92	8694.71	10701.8
XM_029355731.2	59.2578	44.3934	15.1212	6.03709	10.0559
XM_044329317.1	0.000276536	0.000165428	1.82192	0	31.5119
XR_003828547.2	408.411	376.128	193.604	203.527	182.424
XM_044324837.1	0	0	0	0	0
XM_044324162.1	2707	1658	1511	2979	3032
XM_029345830.2	14.0072	0	0	32.8895	10.8977
XM_029337377.2	85.2048	16.903	0	0	0
XM_029348091.2	59.6769	553.136	21.9751	98.5098	649.877
XM_044315846.1	10	0	0	0	1.02
XM_029346997.2	0	0	0	0	0
XR_006394426.1	2.30967	10.6041	13	2.73168	1.24248
XM_029349541.2	0	0	42.1376	0	0
XM_029355246.2	576.996	13.7519	3.84812	11.3389	12.078
XR_006392853.1	0	0	0	0	0
XM_044312129.1	0	0	0	0	0
XM_029358628.2	1343.65	499.39	402.674	840.026	601.907
XM_044316729.1	4.37459	0	0	0	0
XM_029325589.2	15.297	0.68822	986.561	0	46.5053
XM_044310710.1	0	0	0	0	0
XR_006392572.1	0	0	7.67216	0	0
XM_044318388.1	0	0	0	0	3
XR_006396929.1	0	10.6799	0	12.408	3.2028
XM_044319994.1	0	0	0	0	0
XR_006393013.1	0	0	0	0	0
XM_029344325.2	1775	1756	1183	1973	2066
XM_029358370.2	246.287	262.694	84.3142	535.234	324.525
XM_044322987.1	0	0	0	0	0
XM_044321219.1	5.11535	9.76325	26.4412	12.4974	2.41239
XM_029350465.2	492.348	336.873	124	685.226	469.001
XR_006397725.1	0	0	0	0	0
XM_029342942.2	1.98299	12.7053	11	9	49.6492
XM_029350330.2	25	8	468	30	120
XM_029347657.2	0	0	0	0	15.4155
XM_044312220.1	718.968	580	251.879	629.441	907.716
XM_044324484.1	10.0479	0	1.95194	12.7141	0
XM_029344806.2	51.5979	40.8028	28.4963	8.46224	13.375
XM_029353046.2	53.3984	0	34.7659	43.8042	120.924
XM_044314912.1	0	16.9022	0	0	0
XR_006392480.1	37	30	43	15	54
XM_029328676.2	31.2503	46.488	17.6523	12.1394	123.209
XR_006391457.1	100.776	0	1.11766	106.475	17.0936
XM_029337481.2	185.729	331.986	55.9567	289.34	145.789
XM_044320860.1	636	225	253	505	765
XM_044323361.1	467	221	321	1133	1086
XM_029341923.2	447.912	20.2088	537.928	260.953	774.683
XM_044308352.1	101	17	7	197.965	0
XM_044326918.1	0	1	23	2	2
XM_044329209.1	0	0	0	3.95147	0
XM_044326739.1	148.269	0	55.4873	86.0641	0
XM_029356643.2	32	4	18	0	1
XM_044308081.1	5.95471e-05	0	0	0	11.3641
XM_029358250.2	0	0	0	17.5846	0
XR_006396064.1	44.3577	23.6007	9.60043	0	0
XM_044319335.1	1158.52	1305.15	925.208	1308.51	804.922
XM_044328026.1	52.7209	61.2917	37.529	37.1449	12.5156
XM_044308881.1	0	0	0	0	0
XM_029331555.2	13359	9854.04	4432.18	6961.27	4511.15
XR_006396487.1	0	1.4	0	0	0
XM_029352297.2	58	32	22	41	54
XM_044327270.1	207	43	100	45.9596	34.0381
XM_044323953.1	2491.62	2341.1	1082.58	4017.67	2875.51
XM_044322627.1	0	4	7.42388	0	20.541
XM_029328541.2	3144	3048	1751	2662	2586
XM_044322158.1	123.003	14.062	122.251	160.139	108.353
XM_044312016.1	98	1	55	7	85.875
XM_029331966.2	0	0	146.761	0	425.794
XR_006392419.1	0	0.200692	0	1.6035	0.667559
XM_029348255.2	205.831	64.1811	197.712	154.508	124.076
XM_029324748.2	81.7792	55.2514	37.5119	60.869	104.375
XM_029323980.2	1466	1072	453	1186	1421
XM_044308320.1	256.765	142.32	127.463	291.097	162.584
XM_029344506.2	11	10	0	30	3
XM_044327647.1	6	0	2	14	0
XM_044309145.1	19.1813	7.359	24.5046	7.08726	0
XM_044319963.1	0	24	0	64.4898	110
XR_006396608.1	1	0	41	1	128
XM_044318107.1	5	45.2271	95.2432	28.039	118.674
XM_029351270.2	1541	959	1063	2600	2749
XM_029337069.2	44.9338	0	0	67.4119	32.6907
XM_029356269.2	216.864	192.045	119.75	209.732	313.542
XR_006392430.1	15.1667	0	16	27.5108	23.3913
XR_006396768.1	38.3346	3.21251	23.5653	3.38979	72.1898
XM_044309547.1	0	0	1	1	28.7284
XM_044317062.1	0	0	0	0	0
XM_029339684.2	2484	1476	1503	2098	1971
XM_044326510.1	114	62	100	199	208
XR_006392603.1	22.2455	31	84	33	132.272
XM_044318124.1	98250.3	59018.2	21954.2	51533.1	25050
XR_006396825.1	0	0	0	0	0
XM_029355553.2	47.8394	1.5536	0	143.553	114.103
XM_029334360.2	0	0	0	0	0
XM_029356422.2	66.8396	20.5967	10.892	0	0
XM_029323730.2	673.968	372.965	405.817	546.267	756.85
XM_029331056.2	154	101.54	0	62	0
XM_029324855.2	17	23	0	24	15
XM_029340351.2	53	131	63	66	62
XR_003828281.2	4	0	0	1	10
XR_006392243.1	0	0	0	0	0
XM_029336465.2	93	31	30	63	87
XM_044320037.1	48.0517	10.5065	227.463	23.299	113.905
XR_003826741.2	12.0784	0	0	0	0
XM_029346729.2	5	6	0	10	9
XM_029349641.2	196.841	216.817	172.191	1.90972	11.3807
XR_006393021.1	32.2608	0	1.04752	0	0
XM_029351798.2	1798	3597	888	1248	1067
XM_029352705.2	255	227	154	173	357.089
XM_044316153.1	0	0	0	0	0
XR_006395676.1	124	6	83	178	130
XM_044315245.1	53.2391	11.9795	60.2977	27.3862	66.1313
XM_044320016.1	576.108	804.55	391.067	464.872	484.34
XM_029332412.2	1092	1660	1130	696	1113
XR_006392251.1	0	0	0	0	0
XM_029336532.2	0	15	2	7	0
XM_029337578.2	1535.42	1801.53	1229.76	1437.36	1370.22
XM_029334487.2	99.9656	148.667	511.951	750.628	292.917
XR_006391494.1	107.927	76.2973	1.21419	89.8482	46.1148
XR_006392437.1	8.55333	53.472	4.16102	3.86877	154.158
XM_044325912.1	0	260.822	198.331	149.626	0
XM_029335554.2	219	638	292	181	310
XM_029351566.2	71.7284	6.13248	0	7.90705	0
XM_044308460.1	19	71	18	22	18.5
XM_044322565.1	34.5189	0	0	20.7185	0
XM_029330343.2	3.17469e-06	0.00150077	0.000112359	1.60174e-05	1.39541e-05
XM_029352423.2	1541	1519	625	3006	2351
XM_044315907.1	49	50	28	44	44
XM_029334481.2	130.476	5.32493	18.1795	187.961	112.615
XM_044324227.1	34.377	14.6811	110.181	25.6105	199.189
XM_029340472.2	39.607	32.1439	69.2775	145.647	63.384
XM_044327300.1	28	95	70	99	4
XM_044307702.1	1980.27	2055.93	719.535	1416.09	594.281
XM_029328743.2	129	195	66	125	254
XM_044329219.1	69.9405	24.3865	84.3598	47.8543	44.2329
XM_029333812.2	18725	17139	14793	18463	15937
XM_044327235.1	0	0	0	0	0
XM_044308781.1	148	65	37	41	46
XM_044311840.1	0	0	0	0	0
XM_029339208.2	21238	11915	11644	26079	22197
XM_044322553.1	0	10.8847	0	0	12.1438
XR_006393127.1	7	2	5	0	0
XM_029357036.2	528	520	201	507	223
XR_003827631.2	0	0	0	0	0
XM_029350000.2	0	3.9463	1.6046	1.10291	0
XM_029333341.2	3642	2741	1283	2845	2244
XM_044327589.1	280.851	163.796	22	50.4674	1
XM_044322023.1	663.088	294.001	237.269	336.167	2.35536e-05
XM_029327461.2	2450.32	1509.78	753.588	1237.72	3527.78
XM_029338001.2	62	68	129	71	179
XM_029329009.2	1169	1151	635	761	734
XM_029337401.2	492.535	579.002	229.933	398.566	242.286
XM_044316588.1	7041	7393	3437	6491	3949
XM_044327936.1	101.319	183.862	135.304	446.573	373.642
XM_029328449.2	434.235	784.795	26.2841	416.815	357.596
XM_044313202.1	0	2	1.05407	3.0466	8.32787
XM_029342769.2	5384	4740	3030	4280	3964
XM_044325410.1	32.7169	0	0	0	0
XM_044308377.1	340.449	212.58	2.32779e-06	0.264173	556.865
XM_044316635.1	176.437	0	21.6769	145.361	88.7804
XM_044309069.1	87.1408	272.189	74.3286	333.142	652.961
XM_029323668.2	24.3955	0	0	0	0
XM_029349491.2	841.984	420.066	392.702	441.398	230.18
XM_044317376.1	209.705	86.5377	65.3235	176.373	502.102
XR_006392324.1	67.8502	14.3963	92.9891	13.6299	173.018
XM_044314971.1	0.326261	2.90768	0	25.9257	8.41853
XR_003825819.2	0	4.35789	0	0	0
XM_029334562.2	51	40	39	57	36
XM_029350733.2	1941	2151	1499	3026	2719
XR_006395375.1	0	0	0	0	0
XM_044323745.1	0	0	0	3.71347	0
XM_044325841.1	0	0	0	29.1742	0
XM_044322249.1	564.724	88.0018	499.638	135.571	371.576
XM_044325774.1	28.4168	0	0	0	31.6595
XM_044310041.1	33.1297	19.8424	17	17.415	365.786
XM_044315647.1	148.25	12.2825	38.2168	25.1615	22.5228
XM_044308319.1	254.143	99.1984	55.6896	132.841	125.952
XM_044308529.1	0	0	0	0	0
XR_006396806.1	0	0	0	0	0
XM_029327036.2	2320.39	1691.1	1044.91	1578.26	2346.48
XM_044322532.1	0	0	0	0	0
XM_029328595.2	462	338	220	313	295
XM_029351856.2	311.482	18.2664	35.9064	125.539	219.151
XR_006394659.1	0	1.58001	1.40779	0	0
XR_006395644.1	3595.47	1179.87	704.197	1609.17	434.513
XR_006396596.1	63.4502	56.1568	50.1833	136.025	53.2166
XM_029339369.2	419	105.695	238	101	212.153
XM_029343580.2	0	148.335	286.728	0.0481011	335.678
XM_029356257.2	3482.57	3545.72	1734.04	2998.18	1591.13
XM_044328491.1	0	0	0	0	0
XM_044311501.1	42	10	12	23	55
XM_044312838.1	186.103	0	0.00567892	459.302	644.865
XM_044317156.1	0.610602	0	0	0	0
XM_044313409.1	0	0	0	0	0
XM_044318071.1	2.53766	133.776	43.1961	127.216	198.469
XM_029351843.2	358.609	61.5718	198.823	425.573	226.676
XM_029346267.2	5.39184	15.574	0	0	12.5288
XM_029351574.2	0	0	0	0	0
XM_044308591.1	0	0	5	0	22
XR_006395989.1	33	9.01512	26.799	15.2094	75.2516
XM_044327890.1	335.383	171.117	200.848	171.253	303.456
XM_029336805.2	59	17	0	74	65
XM_029333901.2	3436.93	3468.94	672.99	3213.74	1727.2
XM_044318205.1	9.19455	9.59664	16	5.1973	2.24305
XM_044315233.1	17.5883	16.9785	6.69152	15.2169	51.0233
XM_044323115.1	65.0006	32.6714	68.2311	19.5227	61.1992
XM_044318858.1	603.122	436.529	272.348	441.398	733.509
XM_044318889.1	0	0	0	40.7187	4.08874e-06
XM_029341279.2	17	13	14	12	177
XM_044312480.1	5	0	0	7	0
XM_044328599.1	0	1.10152	0	0	0
XR_006392132.1	2.0067	0	0	0	4.01093
XM_044321392.1	2.2464	6.59945	3.64914	14.0088	151.595
XR_006393992.1	0	0	1	9	0
XM_044311098.1	0	0	0	0	0
XM_044323461.1	0	2	0	13.3377	0
XM_029350367.2	2663.4	1151.8	1485.25	1252.07	1438.68
XM_029337296.2	472	664	575	924	373
XM_044312435.1	0	0	0	8	0
XM_044316335.1	843.284	46.6867	26.0284	1037.55	672.56
XM_029329443.2	1698	1523	913	1314	1871
XM_044318151.1	616.401	373.318	284.878	539.581	561.268
XM_029346947.2	1347.12	1892.04	1406.95	2574.5	2372.76
XM_044329260.1	0	0	0	0	0
XM_044326393.1	995.12	880.257	1482.79	3063.88	2780.12
XM_044323885.1	41.8063	39.8263	211.487	493.333	9.58364
XM_044315817.1	785	606	288	566	823
XR_006394970.1	0	0	0	0	2.70801
XM_029354998.2	0	0	0	3	0
XM_029325901.2	163	184	90	135	140
XR_006396713.1	0	22.1391	0	65.69	0
XR_006391576.1	832	1132	958	1539	484
XR_006391789.1	0	0	0	0	0
XM_029337614.2	0	0	2	11	0
XR_003824337.2	56	61	44	27	68
XM_044311616.1	0	0	0	0	0
XM_044327797.1	3	39	8	29	5
XM_044318932.1	0	0	0	0	29.2125
XR_006393027.1	75.0929	125.434	94.3438	44.5149	272.089
XM_029339527.2	0	9.50685	0.971699	14.4618	2.87668
XR_006394118.1	10	0	24	0	80
XM_044306888.1	25	0	4.54314	1	47.1282
XM_029354875.2	5.65257	22.382	5.015	49.1406	0
XR_006393111.1	226	311	190	1855	1112
XR_006393373.1	74	37	46	31	29
XR_006394494.1	0	0	0	0	9
XM_029356967.2	855	483	503	926	991
XM_044328469.1	10.9284	11.6502	21.6775	0	21.9583
XM_044323681.1	0	0	0	0	0
XM_029338795.2	277.899	209.396	192.821	387.349	240.726
XM_029325009.2	1882	1243	1141	2182	2062
XM_029333625.2	337	321	78	376	296
XM_044310608.1	731.079	340.693	308.589	657.421	521.746
XM_044307048.1	0	0	0	5.76106	10.6549
XM_029328699.2	562	846	380	452	462
XM_044322155.1	0	0	0	0	3.58387
XR_006395015.1	314.273	234.23	65.3089	566.182	211.795
XR_006397641.1	0	0	0	0	0
XR_006393789.1	0.690476	20.371	82.1254	4.55433	9.22724
XM_044314866.1	153.345	42.9151	122.196	158.593	162.949
XR_006397647.1	0	0	0	0	0
XM_044310977.1	0	0	0	0	0
XM_029348038.2	1320	724	853	1230	1524
XR_006397979.1	65	27	88	85	115
XM_044321187.1	321	330	283	364	697
XM_029350639.2	456	237	330	343	302
XM_044322786.1	39.744	11.8852	25.7136	13.4154	32.1698
XM_044316778.1	85.4443	64.6387	54.581	159.866	84.3104
XM_029336422.2	32.3318	12.5386	85	48	38.5212
XM_044323707.1	0	0	0	0	0
XR_006392643.1	0	28.5942	1	0	0
XM_029326873.2	259.209	360.52	96.8899	277.406	210.015
XM_044309602.1	41.4257	0	0	112.913	0
XM_029357598.2	0	0	1	9	0
XR_006396201.1	589	825	681	665	250
XM_029334429.2	5882	4607	3295	3853	2961
XM_044324974.1	0	4	8	0	9
XM_029339955.2	96	288	109	390	105
XM_029347091.2	62.2858	104	73.1495	159.726	135.299
XR_006396410.1	0	26.8739	14.9332	29.9493	0
XR_003827573.2	4	198.321	2	9	173.643
XM_029332417.2	163	141	38	102	163
XM_044319201.1	0	3	9	29	25
XM_044324157.1	301	212	190	284	578
XR_006394479.1	0	0	0	0	23.1704
XM_044315102.1	7	48	5.05881	21	23.7268
XR_006397325.1	0	0	0	0	0
XM_044309392.1	25.5004	0	10	0	19.9494
XR_006393413.1	171.831	101.012	20.6938	110.406	46.0231
XM_044314293.1	0	0	0	0	0
XM_029331890.2	3352	3187	2559	3613	3935
XM_029333785.2	644.086	690	346.571	804.51	735.909
XM_029358142.2	0	0	0	0	0
XM_029330571.2	0	0	0	1.19587e-06	96.5141
XR_006396960.1	0	0	0	0	0
XM_029328892.2	863.289	732.633	229.041	853.043	419.059
XM_029337708.2	838.751	527.761	386.817	196.495	514.865
XM_044313323.1	0.97656	0.958654	0.0840347	0.446371	78
XM_029348699.2	0	0	23.2041	53.2384	0
XM_029335028.2	634.433	713.338	485.478	498.453	488.068
XM_044316803.1	136	69	70	84.0385	98
XR_006397243.1	22.6068	0	0	0	1.43847
XM_029335573.2	10448	21201	9804	14345	12499
XM_029334570.2	0	0	0	2	0
XM_044311032.1	47.8174	47.041	59.1212	104.622	83.5289
XR_006392516.1	33	0	20.0221	4	97.8946
XR_006393151.1	2	16	0	20	23
XM_029325019.2	1571	1705	1053	2593	2130
XR_006392090.1	0	0	0	0	0
XR_006397858.1	0	0	0	3.26568	10
XM_029349080.2	10213	10881	5202	8164.99	5070.97
XM_044316828.1	310.106	676.612	460.284	887.075	656.499
XM_044318465.1	17.7528	110.332	0	95.8533	2.60565e-06
XM_029341298.2	4988	4494	2502	3594	1978
XM_029344936.2	21.3619	30.0499	8.87349	104.635	46.382
XM_029329656.2	715.333	724.566	421.995	786.569	941.153
XM_044313044.1	0	1	7	4	21
XM_029334187.2	1950	1652.86	1106.74	1904.8	1767.49
XM_044318431.1	0	0	0	0	0
XM_029331501.2	131.009	260	102.353	95	176.398
XM_029334800.2	0.148556	5.47736	119.422	105.681	188.943
XM_044319000.1	165.943	344.525	39.4692	391.39	508.816
XM_029330767.2	160.631	108.615	24.7276	100.282	98.8511
XM_029358256.2	534	345.268	465	391	469.78
XM_044320135.1	0	4	0	0	0
XM_044327616.1	0	0	4.58502	0	0
XM_044320127.1	92.2459	117.116	59.1435	89.5037	78.3316
XM_044319850.1	0	4.29649	1	12.6092	6.28319
XM_029358177.2	989.747	772.053	662.6	1288.89	1293.52
XM_044314838.1	0	0	0	0	0
XM_044313745.1	0	0	0	0	0
XR_006397185.1	31.881	0	3.98715	10.6433	15.4905
XM_044314368.1	0	0	0	0	6
XM_044327049.1	457.558	162	74	263.246	102.486
XM_029337323.2	434	275	166	542	465
XM_044326011.1	618.696	602.126	13.9635	575.303	201.188
XM_044308330.1	0	0	0	6.33755	186.009
XM_044310755.1	4.34172	98.2335	351.769	241.383	377.161
XR_006395065.1	0	0	0	0	0
XM_044322658.1	9.65659	0	9.41346	34.5979	14.2338
XM_029324714.2	0	0	0	0	0
XM_044322383.1	27	42.1213	25.2853	25.0333	56.6584
XR_006396407.1	72.09	0	0	0	70.0113
XM_044317265.1	158.704	136.876	75.0351	91.333	142.685
XM_044310205.1	0	0	0	0	1
XR_006392726.1	0	8.35808	2.16052	25.7783	4.35447
XM_044317511.1	1	13	15	23	0
XM_029331030.2	1204.1	1149.06	828.003	1379	1009.16
XM_029346082.2	191.893	34.9385	315.104	157.017	236.645
XM_044321011.1	0	227.76	0	69.041	224.626
XM_044321010.1	0	47.4679	259.563	463	664.462
XM_044308989.1	90.0909	42.7285	13.868	123.637	76.4226
XR_006395268.1	8.4421	5.60669	4.58986	16.1531	5.35801
XR_006394053.1	230.058	226.966	311.116	333.994	133.272
XM_029330045.2	309.62	108.06	146.452	167.428	102.789
XM_044323712.1	14	1	6	5	53
XM_029346485.2	353	231	96	328	344
XM_029340927.2	10	6	0	4	55
XM_044316211.1	0	0	0	15.2072	8.92336
XR_006393973.1	1364.68	487.107	716.175	1816.05	2112.32
XM_029340942.2	66	29	117	72	221
XM_029339907.2	90.4596	54.4257	93.9916	74.098	78.4755
XR_006395954.1	606.645	823.536	155.683	466.448	578.04
XM_044321986.1	29	12.4587	42.0851	24.1677	186.65
XM_029333715.2	550	275	329	744	401.951
XM_044323675.1	5	17	10	1	32.5404
XM_044321757.1	107	94	105	184	114
XM_044319246.1	708.13	428.628	564.459	544.036	976.468
XM_029338868.2	360.14	512.98	115.705	603.549	229.801
XM_044317072.1	0	0	0	0	0
XM_029338713.2	26.9766	0	0	0	0
XM_029342105.2	4984	3828	2794	4774	4749
XM_044325816.1	427.31	17.464	400.748	69.5052	202.562
XM_044311391.1	1	18	6	5.21401	13
XM_044312448.1	4.43678	4	32.1914	16.4809	12.1419
XR_006397082.1	8	15	18.1202	10.2167	5.03333
XM_044328006.1	63.0723	22.3435	10.108	32.4278	3.03773
XM_044314800.1	4.87878	0	0	7.40076	47.552
XM_044308436.1	0	110.314	15.812	121.769	51.368
XM_029330599.2	5	0	7	1	0
XM_029354481.2	0	0	0	0	0
XM_029341522.2	0	0	0	74.7335	0
XM_044324694.1	0	0	0	0	0
XM_044309849.1	2.95464	0	0	5.19766	2.81765
XM_029356759.2	751.594	619.817	754.546	812.626	774.996
XM_044329077.1	31.7085	14.2485	51.4386	59.211	90.5911
XM_044317220.1	856.628	562.123	514.058	1206.57	1080.06
XM_029330627.2	5	0	0	3.84345	10.3859
XM_044323746.1	35	42	61	55	244
XM_029347596.2	544	317	191	507	559
XR_006392875.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_029356286.2	1861.14	1639.97	1029.5	1807.6	1392.21
XM_029351058.2	166	91	135	158.123	214
XM_044312566.1	0	533.078	127.022	366.498	385.345
XR_003827208.2	57	42	99	97	127
XM_044328883.1	0	2.84271	12.4308	0	6.72941
XM_044317447.1	0	0	0	0	53.7289
XR_006396585.1	74.072	0.0035772	4.12708	76.6211	60.5213
XM_044327435.1	0	23.5	0	24	59
XM_029352036.2	0	0	0	0	0
XM_029332872.2	5662.22	6165.82	4811.79	10299.3	8214.69
XM_029346476.2	11.396	2.20095	5.37335	16.4015	5.4816
XM_029356740.2	882	697	588	824	931
XR_006395777.1	0	0	0	0	0
XM_029332257.2	0	0	0	0	0
XM_044327952.1	6	8	35.8234	14	96.3506
XM_029334907.2	76.4367	470.101	7.4713e-07	559.494	403.849
XM_044328926.1	6804.52	9350.51	4907.83	20399.6	11381.9
XR_003827934.2	1	3	0	8	0
XM_044325723.1	1	59	7	12	30
XM_044310052.1	15.4358	14	0	0	3.1399
XM_044312456.1	13.8404	74.9125	3.33429	9.58633	25.6076
XM_044329215.1	83.0996	34.6512	12.6841	37.0963	4.17445
XM_044319550.1	0	0	3	0	0
XM_029327379.2	273	101	86	122	76
XM_044317101.1	16.2684	21.2279	2.0205	56.9533	17.5391
XM_029333498.2	32.9668	49.5786	11.0079	0	33.0511
XM_029324549.2	40	19	54	39	25
XM_029345444.2	0	2.93567	17.4669	5.5922	4.91577
XR_003825072.2	456	136	18	305	327
XM_044308053.1	378	277	129	356	153
XM_029356980.2	0	44.396	38.3466	60.9415	24.7826
XM_044313354.1	3	0.996935	0	0	38.9176
XM_029344674.2	681.691	590.927	449.483	1018.5	724.489
XM_044323730.1	0	20.1569	0	0	6.91201
XM_029357608.2	47	19	20	25	70
XM_044321919.1	55.2235	0	0	0	0
XM_029337620.2	0	0	7.34305	0	36.8497
XM_044306944.1	63.2764	0	0	24.8742	69.7118
XM_029332927.2	7001.74	7829.54	3345.17	6861.96	5872.66
XM_044324348.1	2.61272e-07	2.62763e-07	1.35114e-08	5.67144e-08	1.49672e-07
XM_044313282.1	160.812	190.11	48.0726	233.279	111.893
XM_029330257.2	189	137	106	158	212
XR_006392878.1	41.4353	1.7713	24.8023	4.91995	150.901
XM_044323126.1	133.134	9	11.8248	103.232	8.0687
XM_029332102.2	31	0	0	50.0687	0
XM_044323686.1	13	13.0329	48	3.01517	14
XM_044313747.1	25.6039	1	10.411	4	101.136
XM_029339998.2	4984	4399	2590	3018	3919
XM_029344530.2	236	51	124	95.6091	144.739
XM_029357583.2	0	85.9016	87.9624	0	71.0233
XM_029326540.2	0	5	17	19.5678	32
XM_044321889.1	6168	4633	4013	5544	5638
XM_029342212.2	1554.4	1171.89	491.943	1356.82	1098.93
XM_029341210.2	75.133	87.0673	29.6008	448.705	173.267
XM_029327768.2	0	0	8.79651	0	1
XM_029339396.2	1111.35	674.669	307.368	137.308	333.329
XM_044307106.1	0	0	4.40962	0	0
XM_029334892.2	0	0	0	0	0
XM_029327251.2	290.853	260	191.842	327.391	297.176
XM_029329246.2	75	19	107	27	427
XM_029338656.2	6	3	2	7	9
XM_044328273.1	77	29	17	28	36
XM_029350683.2	1519	1722	1325	1634	1643
XM_029328137.2	12.4398	0	0	14.9289	0
XM_029331709.2	2171.64	3647.6	199.539	3141.52	430.337
XM_029350488.2	61.4364	6.08526	0	45.4554	43.9798
XM_044318485.1	10.8147	3.27635	10.4142	0	9.91391
XM_044307565.1	0	0	0	0	0
XR_006398188.1	6	7.26564e-05	0	0	0
XR_006392314.1	18	16	21	9	49
XR_006394012.1	0	3.88204e-08	1.1956e-08	4.47696e-07	0
XM_044323283.1	239	174.358	149.755	160.91	103.532
XR_006394011.1	0	3.88204e-08	1.1956e-08	4.47696e-07	0
XM_044321643.1	0	0	0	0	0
XM_044310607.1	246	233	241	217	200.106
XM_044307804.1	8.90255	1.17228	56.6217	25.105	48.42
XM_044308074.1	284.836	320.476	307.004	454.973	225.661
XR_006397189.1	3	0	0	7	0
XR_006397479.1	4.87721e-05	5.59826	1.77874	7.17162	7.30693
XM_044327415.1	0	0	0	3.96188	0
XM_029353488.2	276	57	79	90	168
XR_006397491.1	0	9	0	0	0
XM_044320025.1	0	110.172	1	0	37.8031
XM_044320776.1	0	6	30	9	21
XM_029329249.2	274.632	160	237.541	374.701	504.73
XM_029331192.2	40.8706	5.02978	129.181	149.028	1.12719e-08
XM_029332076.2	4031.25	3313.93	1811.79	2615.77	2137.7
XM_044324556.1	260.115	538.557	114.322	217.083	197.121
XM_044318846.1	0	0	5.36305	4.60561	0
XM_029338103.2	178	73	75	64	66
XM_029351395.2	0	0	0	0	0
XM_044325663.1	9	3.6334	46	16.2289	5.66001
XM_029323985.2	189.937	262	589.368	224	407.207
XM_044315803.1	5	2	5	1	0
XM_044326680.1	219.139	718.465	427.897	242.279	139.045
XM_029345562.2	2008.52	2518.51	2019.22	3252.78	2365.92
XR_006391268.1	520.075	554.872	216.525	389.419	277.197
XM_044307210.1	3478.73	2788.41	2546.44	2749.48	1928.08
XM_044321098.1	110	152	88	156	119
XM_044311473.1	0	0	2	0	3.41237
XM_044313178.1	0	0	1	0	4
XM_044313312.1	0.000538544	4.92217e-05	0.000106883	12	0.00272172
XM_029340496.2	155.277	8.86549e-07	74.6169	41.2113	199.09
