"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"12743","Cluster_4080","Peve_00035796",-0.999045638011453,0.0278154591389635,0.899357024842471,160,-21.3,"2 21","60275 60296",19,"63.16%","84.21%","CDS","Q91ZX7","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]","Mus musculus (Mouse)","amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta clearance by transcytosis [GO:0150093]; aorta morphogenesis [GO:0035909]; apoptotic cell clearance [GO:0043277]; astrocyte activation involved in immune response [GO:0002265]; cardiac septum development [GO:0003279]; cell population proliferation [GO:0008283]; cellular lipid catabolic process [GO:0044242]; cellular response to amyloid-beta [GO:1904646]; chemoattraction of axon [GO:0061642]; cholesterol metabolic process [GO:0008203]; coronary vasculature development [GO:0060976]; enzyme-linked receptor protein signaling pathway [GO:0007167]; lysosomal transport [GO:0007041]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell death [GO:0060548]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of cytosolic calcium ion concentration [GO:0051481]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of gene expression [GO:0010629]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of neuron projection development [GO:0010977]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000587]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; negative regulation of Wnt signaling pathway [GO:0030178]; phagocytosis [GO:0006909]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of axon extension [GO:0045773]; positive regulation of axon extension involved in regeneration [GO:0048691]; positive regulation of cell death [GO:0010942]; positive regulation of chemokine (C-X-C motif) ligand 2 production [GO:2000343]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol import [GO:1904109]; positive regulation of cholesterol transport [GO:0032376]; positive regulation of collateral sprouting of injured axon [GO:0048694]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of endocytosis [GO:0045807]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of lipid transport [GO:0032370]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of neuron projection development [GO:0010976]; positive regulation of phagocytosis [GO:0050766]; positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of protein transport [GO:0051222]; positive regulation of Schwann cell migration [GO:1900149]; positive regulation of transcytosis [GO:1904300]; positive regulation of vascular associated smooth muscle cell migration [GO:1904754]; protein kinase C-activating G protein-coupled receptor signaling pathway [GO:0007205]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cholesterol transport [GO:0032374]; regulation of phospholipase A2 activity [GO:0032429]; regulation of pulmonary blood vessel remodeling [GO:1905109]; transport across blood-brain barrier [GO:0150104]","GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587"
"12786","Cluster_4080","Peve_00038235",0.999939235636971,0.00701813624141062,0.573710369894872,155,-20.48,"2 21","20367 20391",22,"63.64%","77.27%","CDS",NA,NA,NA,NA,NA
"12867","Cluster_4080","Peve_00042598",0.999998740813851,0.00101027623087008,0.259287951467205,170,-23.35,"2 19","187 208",17,"76.47%","94.12%","CDS","Q8IYQ7","Threonine synthase-like 1 (TSH1)","Homo sapiens (Human)","","GO:0005737"
"12889","Cluster_4080","Peve_00043869",-0.999525297608678,0.0196165672785278,0.799010461456448,162,-23.71,"2 21","5620 5640",19,"73.68%","84.21%","CDS","Q6P7A9","Lysosomal alpha-glucosidase (EC 3.2.1.20) (Acid maltase)","Rattus norvegicus (Rat)","cardiac muscle contraction [GO:0060048]; diaphragm contraction [GO:0002086]; glycogen catabolic process [GO:0005980]; glycogen metabolic process [GO:0005977]; glycophagy [GO:0061723]; heart morphogenesis [GO:0003007]; locomotory behavior [GO:0007626]; lysosome organization [GO:0007040]; muscle cell cellular homeostasis [GO:0046716]; neuromuscular process controlling balance [GO:0050885]; neuromuscular process controlling posture [GO:0050884]; regulation of the force of heart contraction [GO:0002026]; striated muscle contraction [GO:0006941]; tissue development [GO:0009888]; vacuolar sequestering [GO:0043181]","GO:0002026; GO:0002086; GO:0003007; GO:0004553; GO:0004558; GO:0005764; GO:0005765; GO:0005977; GO:0005980; GO:0006941; GO:0007040; GO:0007626; GO:0009888; GO:0016020; GO:0030246; GO:0032450; GO:0043181; GO:0043202; GO:0046716; GO:0050884; GO:0050885; GO:0060048; GO:0061723; GO:0090599; GO:0120282"
"12899","Cluster_4080","Peve_00044186",-0.998724970832171,0.0321515071827361,0.907547563764044,171,-21.95,"2 21","15769 15791",20,"80.00%","85.00%","CDS","Q9GK13","Methylmalonyl-CoA mutase, mitochondrial (MCM) (EC 5.4.99.2) (Methylmalonyl-CoA isomerase)","Bos taurus (Bovine)","propionate metabolic process, methylmalonyl pathway [GO:0019678]","GO:0003924; GO:0004494; GO:0005737; GO:0005739; GO:0005759; GO:0019678; GO:0031419; GO:0042802; GO:0042803; GO:0046872"
"12925","Cluster_4080","Peve_00045195",-0.999995246146368,0.0019629904910923,0.362847063101065,154,-20.07,"2 20","5199 5225",23,"65.22%","73.91%","CDS","O60235","Transmembrane protease serine 11D (EC 3.4.21.-) (Airway trypsin-like protease) [Cleaved into: Transmembrane protease serine 11D non-catalytic chain; Transmembrane protease serine 11D catalytic chain]","Homo sapiens (Human)","proteolysis [GO:0006508]; respiratory gaseous exchange by respiratory system [GO:0007585]","GO:0004252; GO:0005576; GO:0005886; GO:0006508; GO:0007585; GO:0008233; GO:0070062"
"12980","Cluster_4115","Peve_00004184",-0.999876450878514,0.0100073576944104,0.621311970928136,166,-20.09,"2 20","15666 15688",19,"73.68%","89.47%","CDS","D3ZTD8","Semaphorin-5A (Semaphorin-F) (Sema F)","Rattus norvegicus (Rat)","axon extension [GO:0048675]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; blood vessel endothelial cell proliferation involved in sprouting angiogenesis [GO:0002043]; branching involved in blood vessel morphogenesis [GO:0001569]; branching morphogenesis of an epithelial tube [GO:0048754]; cell chemotaxis [GO:0060326]; detection of light stimulus involved in visual perception [GO:0050908]; diencephalon development [GO:0021536]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of cell adhesion [GO:0007162]; negative regulation of endothelial cell apoptotic process [GO:2000352]; neural crest cell migration [GO:0001755]; neuron projection extension [GO:1990138]; neuron projection guidance [GO:0097485]; positive chemotaxis [GO:0050918]; positive regulation of actin filament depolymerization [GO:0030836]; positive regulation of angiogenesis [GO:0045766]; positive regulation of axon extension involved in axon guidance [GO:0048842]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell migration [GO:0030335]; positive regulation of endothelial cell chemotaxis [GO:2001028]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of protein kinase B signaling [GO:0051897]; semaphorin-plexin signaling pathway [GO:0071526]; signal clustering [GO:1990256]","GO:0001569; GO:0001755; GO:0001938; GO:0002043; GO:0007162; GO:0007411; GO:0007413; GO:0008046; GO:0016020; GO:0021536; GO:0030215; GO:0030335; GO:0030836; GO:0035373; GO:0043395; GO:0045499; GO:0045545; GO:0045766; GO:0048675; GO:0048754; GO:0048842; GO:0048843; GO:0050908; GO:0050918; GO:0051897; GO:0060326; GO:0071526; GO:0090263; GO:0097485; GO:1990138; GO:1990256; GO:2000352; GO:2001028"
"13021","Cluster_4115","Peve_00006584",-0.999747628800907,0.0143029015872161,0.729378959833813,150,-23.05,"2 21","12669 12693",22,"63.64%","77.27%","CDS","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","Danio rerio (Zebrafish) (Brachydanio rerio)","blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]","GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051"
"13022","Cluster_4115","Peve_00006584",-0.999747628800907,0.0143029015872161,0.729378959833813,150,-23.05,"2 21","12975 12999",22,"63.64%","77.27%","CDS","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","Danio rerio (Zebrafish) (Brachydanio rerio)","blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]","GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051"
"13023","Cluster_4115","Peve_00006584",-0.999747628800907,0.0143029015872161,0.729378959833813,158,-20.57,"2 20","21595 21617",19,"73.68%","78.95%","CDS","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","Danio rerio (Zebrafish) (Brachydanio rerio)","blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]","GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051"
"13024","Cluster_4115","Peve_00006584",-0.999747628800907,0.0143029015872161,0.729378959833813,158,-20.57,"2 20","30226 30248",19,"73.68%","78.95%","CDS","A0A0R4IBK5","E3 ubiquitin-protein ligase rnf213-alpha (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase rnf213-alpha) (EC 2.3.2.-) (Mysterin-A) (Mysterin-alpha) (RING finger protein 213-A) (RING finger protein 213-alpha)","Danio rerio (Zebrafish) (Brachydanio rerio)","blood circulation [GO:0008015]; defense response to bacterium [GO:0042742]; immune system process [GO:0002376]; lipid droplet formation [GO:0140042]; lipid ubiquitination [GO:0120323]; negative regulation of non-canonical Wnt signaling pathway [GO:2000051]; protein K63-linked ubiquitination [GO:0070534]; regulation of lipid metabolic process [GO:0019216]; sprouting angiogenesis [GO:0002040]; ubiquitin-dependent protein catabolic process [GO:0006511]; xenophagy [GO:0098792]","GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0016887; GO:0019216; GO:0042742; GO:0046872; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051"
"13025","Cluster_4115","Peve_00006632",-0.99980442800439,0.0125908639931623,0.69030974741484,167,-20.18,"2 21","6252 6274",20,"75.00%","85.00%","CDS","O00268","Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit) (TAF(II)130) (TAFII-130) (TAFII130) (Transcription initiation factor TFIID 135 kDa subunit) (TAF(II)135) (TAFII-135) (TAFII135)","Homo sapiens (Human)","DNA-templated transcription initiation [GO:0006352]; histone H3 acetylation [GO:0043966]; monoubiquitinated histone deubiquitination [GO:0035521]; monoubiquitinated histone H2A deubiquitination [GO:0035522]; mRNA transcription by RNA polymerase II [GO:0042789]; ovarian follicle development [GO:0001541]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription initiation by RNA polymerase II [GO:0060261]; protein phosphorylation [GO:0006468]; regulation of DNA repair [GO:0006282]; regulation of transcription by RNA polymerase II [GO:0006357]; RNA polymerase II preinitiation complex assembly [GO:0051123]; transcription by RNA polymerase II [GO:0006366]; transcription initiation at RNA polymerase II promoter [GO:0006367]","GO:0000785; GO:0001541; GO:0001673; GO:0003677; GO:0005634; GO:0005654; GO:0005669; GO:0005829; GO:0006282; GO:0006352; GO:0006357; GO:0006366; GO:0006367; GO:0006468; GO:0017162; GO:0032991; GO:0033276; GO:0035521; GO:0035522; GO:0042789; GO:0043966; GO:0045893; GO:0046982; GO:0051123; GO:0060261; GO:0071339"
"13029","Cluster_4115","Peve_00006979",-0.998530137261281,0.0345212665811469,0.909359886114279,153,-21.64,"2 21","11830 11858",26,"69.23%","73.08%","CDS","K7Z9Q9","Nematocyst expressed protein 6 (NEP-6) (NEP6) (EC 3.4.24.-) (Astacin-like metalloprotease toxin)","Nematostella vectensis (Starlet sea anemone)","proteolysis [GO:0006508]","GO:0004222; GO:0005576; GO:0006508; GO:0008270; GO:0042151; GO:0090729"
"13042","Cluster_4115","Peve_00007814",-0.999587054165567,0.0182960193839233,0.782669382293497,162,-21.56,"2 21","4840 4864",22,"68.18%","86.36%","CDS","G3V9H8","Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]","Rattus norvegicus (Rat)","cellular response to retinoic acid [GO:0071300]; embryonic epithelial tube formation [GO:0001838]; enteric nervous system development [GO:0048484]; glial cell-derived neurotrophic factor receptor signaling pathway [GO:0035860]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; innervation [GO:0060384]; MAPK cascade [GO:0000165]; membrane protein proteolysis [GO:0033619]; nervous system development [GO:0007399]; neural crest cell migration [GO:0001755]; neuron cell-cell adhesion [GO:0007158]; neuron differentiation [GO:0030182]; neuron maturation [GO:0042551]; Peyer's patch morphogenesis [GO:0061146]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of cell size [GO:0045793]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of gene expression [GO:0010628]; positive regulation of kinase activity [GO:0033674]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of metanephric glomerulus development [GO:0072300]; positive regulation of neuron maturation [GO:0014042]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-serine phosphorylation of STAT protein [GO:0033141]; positive regulation of protein kinase B signaling [GO:0051897]; regulation of axonogenesis [GO:0050770]; regulation of cell adhesion [GO:0030155]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; retina development in camera-type eye [GO:0060041]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; ureter maturation [GO:0035799]; ureteric bud development [GO:0001657]","GO:0000165; GO:0001657; GO:0001755; GO:0001838; GO:0004714; GO:0005509; GO:0005524; GO:0005769; GO:0005886; GO:0007156; GO:0007158; GO:0007169; GO:0007399; GO:0009410; GO:0010008; GO:0010628; GO:0010976; GO:0014042; GO:0030155; GO:0030182; GO:0030335; GO:0030424; GO:0030425; GO:0033141; GO:0033619; GO:0033630; GO:0033674; GO:0035799; GO:0035860; GO:0042551; GO:0043025; GO:0043235; GO:0043410; GO:0045121; GO:0045793; GO:0045893; GO:0048265; GO:0048484; GO:0050770; GO:0051897; GO:0060041; GO:0060384; GO:0061146; GO:0071300; GO:0072300; GO:0098797"
"13047","Cluster_4115","Peve_00008020",-0.999844732028352,0.0112186779245671,0.654163278594465,166,-20.68,"2 21","14894 14914",19,"73.68%","89.47%","CDS","Q3V050","Multidrug and toxin extrusion protein 2 (MATE-2) (mMATE-2) (H(+)/organic cation antiporter kidney-specific) (Solute carrier family 47 member 2)","Mus musculus (Mouse)","organic cation transport [GO:0015695]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]","GO:0005886; GO:0015101; GO:0015179; GO:0015297; GO:0015299; GO:0015695; GO:0016020; GO:0016323; GO:0016324; GO:0022857; GO:0042910; GO:0061459; GO:1990961"
