# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf" "-o" "../output/01.61-lncRNA-pipeline/Peve_counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam" "../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam	../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam
lncRNA_24879	Porites_evermani_scaffold_307	25655	26111	+	457	0	0	0	0	0
lncRNA_24880	Porites_evermani_scaffold_307	47509	47887	+	379	0	0	0	0	0
lncRNA_24881	Porites_evermani_scaffold_307	61762	70123	+	8362	130	140	382	149	101
lncRNA_24882	Porites_evermani_scaffold_307	75578	85306	+	9729	58	35	41	20	33
lncRNA_24883	Porites_evermani_scaffold_307	85697	88432	+	2736	10	14	0	2	7
lncRNA_24884	Porites_evermani_scaffold_307	87435	91519	+	4085	0	0	0	0	0
lncRNA_24885	Porites_evermani_scaffold_307	90791	91519	+	729	0	0	0	0	0
lncRNA_24886	Porites_evermani_scaffold_307	91861	96352	+	4492	0	0	0	0	0
lncRNA_24887	Porites_evermani_scaffold_307	92244	97794	+	5551	0	0	0	0	0
lncRNA_24888	Porites_evermani_scaffold_307	99733	100893	+	1161	0	0	0	0	0
lncRNA_24889	Porites_evermani_scaffold_307	99733	103764	+	4032	0	0	0	0	0
lncRNA_24890	Porites_evermani_scaffold_307	100089	103764	+	3676	0	0	0	0	0
lncRNA_24891	Porites_evermani_scaffold_307	101966	103764	+	1799	0	0	0	0	0
lncRNA_24892	Porites_evermani_scaffold_307	104462	108045	+	3584	0	0	0	0	0
lncRNA_24893	Porites_evermani_scaffold_307	109117	110362	+	1246	0	0	0	0	0
lncRNA_24894	Porites_evermani_scaffold_307	110591	112990	+	2400	0	0	0	0	0
lncRNA_24895	Porites_evermani_scaffold_307	110806	112990	+	2185	0	0	0	0	0
lncRNA_24896	Porites_evermani_scaffold_307	110822	114732	+	3911	0	0	0	0	0
lncRNA_24897	Porites_evermani_scaffold_307	110880	112990	+	2111	0	0	0	0	0
lncRNA_24898	Porites_evermani_scaffold_307	113741	114732	+	992	0	0	0	0	0
lncRNA_24899	Porites_evermani_scaffold_307	114847	116168	+	1322	0	0	0	0	0
lncRNA_24900	Porites_evermani_scaffold_307	114847	117395	+	2549	0	0	0	0	0
lncRNA_24901	Porites_evermani_scaffold_307	114847	118481	+	3635	0	0	0	0	0
lncRNA_24902	Porites_evermani_scaffold_307	116511	118481	+	1971	0	0	0	0	0
lncRNA_24903	Porites_evermani_scaffold_307	117560	118481	+	922	0	0	0	0	0
lncRNA_24904	Porites_evermani_scaffold_307	118825	120141	+	1317	0	0	0	0	0
lncRNA_24905	Porites_evermani_scaffold_307	121146	121639	+	494	0	0	0	0	0
lncRNA_24906	Porites_evermani_scaffold_307	121815	123165	+	1351	0	0	0	0	0
lncRNA_24907	Porites_evermani_scaffold_307	121881	124992	+	3112	0	0	0	0	0
lncRNA_24908	Porites_evermani_scaffold_307	122282	123165	+	884	0	0	0	0	0
lncRNA_24909	Porites_evermani_scaffold_307	124369	124653	+	285	0	0	0	0	0
lncRNA_24910	Porites_evermani_scaffold_307	146102	148458	+	2357	7	4	36	15	16
lncRNA_24911	Porites_evermani_scaffold_307	152466	161099	+	8634	1	4	0	0	3
lncRNA_24912	Porites_evermani_scaffold_307	163241	167129	+	3889	15	0	0	0	15
lncRNA_24913	Porites_evermani_scaffold_307	165648	167129	+	1482	0	0	0	0	0
lncRNA_24914	Porites_evermani_scaffold_307	167879	169875	+	1997	0	8	0	1	0
lncRNA_24915	Porites_evermani_scaffold_307	168053	173540	+	5488	0	16	0	12	0
lncRNA_24916	Porites_evermani_scaffold_307	181009	183692	+	2684	0	12	0	11	0
lncRNA_24917	Porites_evermani_scaffold_307	185028	187326	+	2299	2	16	0	8	0
lncRNA_24918	Porites_evermani_scaffold_307	187640	189818	+	2179	2	0	0	8	21
lncRNA_24919	Porites_evermani_scaffold_307	226564	227912	+	1349	2	5	0	5	0
lncRNA_24920	Porites_evermani_scaffold_307	232328	233015	+	688	0	0	58	2	2
lncRNA_24921	Porites_evermani_scaffold_307	257612	257927	+	316	0	0	0	5	1
lncRNA_24922	Porites_evermani_scaffold_307	259510	270649	+	11140	358	74	124	119	292
lncRNA_24923	Porites_evermani_scaffold_307	274968	281408	+	6441	21	4	152	18	36
lncRNA_24924	Porites_evermani_scaffold_307	60167	61453	+	1287	34	115	440	397	46
lncRNA_24925	Porites_evermani_scaffold_307	74666	74903	+	238	0	0	26	0	4
lncRNA_24926	Porites_evermani_scaffold_3070	32287	35043	+	2757	13	14	14	0	2
lncRNA_24927	Porites_evermani_scaffold_3070	44899	45471	+	573	4	0	0	0	0
lncRNA_24928	Porites_evermani_scaffold_3070	50118	50932	+	815	0	0	0	0	0
lncRNA_24929	Porites_evermani_scaffold_3070	260	7511	+	7252	8	0	29	10	6
lncRNA_24930	Porites_evermani_scaffold_3070	269	1703	+	1435	0	0	0	0	0
lncRNA_24931	Porites_evermani_scaffold_3070	5086	8488	+	3403	0	0	0	0	0
lncRNA_24932	Porites_evermani_scaffold_3070	15328	24237	+	8910	21	2	29	53	199
lncRNA_24933	Porites_evermani_scaffold_3071	6637	54793	+	48157	322	111	145	223	430
lncRNA_24934	Porites_evermani_scaffold_3071	32922	46529	+	13608	0	0	0	0	0
lncRNA_24935	Porites_evermani_scaffold_3071	36492	36862	+	371	0	0	0	0	0
lncRNA_24936	Porites_evermani_scaffold_3072	38	9064	+	9027	0	0	0	0	0
lncRNA_24937	Porites_evermani_scaffold_3072	38	9064	+	9027	0	0	0	0	0
lncRNA_24938	Porites_evermani_scaffold_3072	38	9064	+	9027	0	0	0	0	0
lncRNA_24939	Porites_evermani_scaffold_3072	38	9064	+	9027	0	0	0	0	0
lncRNA_24940	Porites_evermani_scaffold_3072	2919	7226	+	4308	0	0	0	0	0
lncRNA_24941	Porites_evermani_scaffold_3072	9710	19182	+	9473	241	57	126	75	266
lncRNA_24942	Porites_evermani_scaffold_3072	15595	18916	+	3322	0	0	0	0	0
lncRNA_24943	Porites_evermani_scaffold_3072	32403	44617	+	12215	279	60	26	72	243
lncRNA_24944	Porites_evermani_scaffold_3072	32569	40695	+	8127	0	0	0	0	0
lncRNA_24945	Porites_evermani_scaffold_3073	44141	45972	+	1832	2	6	0	0	0
lncRNA_24946	Porites_evermani_scaffold_3073	52046	53226	+	1181	1	0	0	0	0
lncRNA_24947	Porites_evermani_scaffold_3073	15575	15875	+	301	0	0	36	0	0
lncRNA_24948	Porites_evermani_scaffold_3074	33790	50035	+	16246	344	105	297	144	283
lncRNA_24949	Porites_evermani_scaffold_3074	18219	25744	+	7526	0	0	0	0	0
lncRNA_24950	Porites_evermani_scaffold_3074	18219	25744	+	7526	0	0	0	0	0
lncRNA_24951	Porites_evermani_scaffold_3074	18219	25744	+	7526	0	0	0	0	0
lncRNA_24952	Porites_evermani_scaffold_3074	20045	25744	+	5700	0	0	0	0	0
lncRNA_24953	Porites_evermani_scaffold_3075	1764	11048	+	9285	119	88	86	105	149
lncRNA_24954	Porites_evermani_scaffold_3075	27189	32237	+	5049	0	0	0	0	0
lncRNA_24955	Porites_evermani_scaffold_3075	11690	12239	+	550	0	0	4	102	0
lncRNA_24956	Porites_evermani_scaffold_3075	42704	42998	+	295	0	0	30	0	6
lncRNA_24957	Porites_evermani_scaffold_3076	52139	53303	+	1165	0	3	4	2	34
lncRNA_24958	Porites_evermani_scaffold_3076	28040	28541	+	502	0	0	0	0	0
lncRNA_24959	Porites_evermani_scaffold_3077	44540	47522	+	2983	0	0	0	0	0
lncRNA_24960	Porites_evermani_scaffold_3077	44655	46934	+	2280	0	0	0	0	0
lncRNA_24961	Porites_evermani_scaffold_3077	44655	52040	+	7386	29	14	50	12	6
lncRNA_24962	Porites_evermani_scaffold_3077	50520	51165	+	646	0	0	0	0	0
lncRNA_24963	Porites_evermani_scaffold_3078	50789	54532	+	3744	0	45	6	23	112
lncRNA_24964	Porites_evermani_scaffold_3078	1065	6139	+	5075	287	468	1152	351	1315
lncRNA_24965	Porites_evermani_scaffold_3078	13059	13759	+	701	28	0	0	6	16
lncRNA_24966	Porites_evermani_scaffold_3079	6543	26813	+	20271	5	12	0	4	7
lncRNA_24967	Porites_evermani_scaffold_3079	11991	13277	+	1287	0	0	0	0	0
lncRNA_24968	Porites_evermani_scaffold_3079	5386	5959	+	574	0	0	0	0	0
lncRNA_24969	Porites_evermani_scaffold_3079	27715	36081	+	8367	3328	2008	2287	488	4794
lncRNA_24970	Porites_evermani_scaffold_3079	29571	36081	+	6511	0	0	0	0	0
lncRNA_24971	Porites_evermani_scaffold_3079	51473	51747	+	275	0	0	0	0	0
lncRNA_24972	Porites_evermani_scaffold_308	75805	90674	+	14870	152	72	230	106	295
lncRNA_24973	Porites_evermani_scaffold_308	178741	184582	+	5842	4	0	46	2	4
lncRNA_24974	Porites_evermani_scaffold_308	193664	196849	+	3186	2	2	278	28	18
lncRNA_24975	Porites_evermani_scaffold_308	217060	218169	+	1110	0	0	0	0	0
lncRNA_24976	Porites_evermani_scaffold_308	223823	224132	+	310	0	0	0	0	0
lncRNA_24977	Porites_evermani_scaffold_308	230687	231618	+	932	0	0	0	0	0
lncRNA_24978	Porites_evermani_scaffold_308	240056	242021	+	1966	18	1	1	0	36
lncRNA_24979	Porites_evermani_scaffold_308	28607	46933	+	18327	52	40	24	23	83
lncRNA_24980	Porites_evermani_scaffold_308	40490	41252	+	763	0	0	0	0	0
lncRNA_24981	Porites_evermani_scaffold_308	172942	173290	+	349	0	0	0	0	0
lncRNA_24982	Porites_evermani_scaffold_308	208859	209189	+	331	0	0	0	0	0
lncRNA_24983	Porites_evermani_scaffold_308	227067	228033	+	967	0	12	0	0	20
lncRNA_24984	Porites_evermani_scaffold_308	228690	230141	+	1452	0	0	0	0	8
lncRNA_24985	Porites_evermani_scaffold_308	27426	27735	+	310	0	2	29	2	26
lncRNA_24986	Porites_evermani_scaffold_308	197385	198022	+	638	0	10	75	16	1
lncRNA_24987	Porites_evermani_scaffold_3080	13473	23519	+	10047	98	27	235	36	81
lncRNA_24988	Porites_evermani_scaffold_3080	19846	23519	+	3674	0	0	0	0	0
lncRNA_24989	Porites_evermani_scaffold_3080	25924	32958	+	7035	0	0	0	0	0
lncRNA_24990	Porites_evermani_scaffold_3080	25947	32958	+	7012	0	0	0	0	0
lncRNA_24991	Porites_evermani_scaffold_3080	396	13417	+	13022	5	2	0	10	26
lncRNA_24992	Porites_evermani_scaffold_3080	1207	4657	+	3451	0	0	0	0	0
lncRNA_24993	Porites_evermani_scaffold_3080	1207	4657	+	3451	0	0	0	0	0
lncRNA_24994	Porites_evermani_scaffold_3080	2797	10911	+	8115	0	0	0	0	0
lncRNA_24995	Porites_evermani_scaffold_3080	2832	13417	+	10586	0	0	0	0	0
lncRNA_24996	Porites_evermani_scaffold_3080	23564	25812	+	2249	61	16	160	30	102
lncRNA_24997	Porites_evermani_scaffold_3080	48053	49415	+	1363	0	0	0	0	0
lncRNA_24998	Porites_evermani_scaffold_3081	29156	30669	+	1514	2	1	0	0	3
lncRNA_24999	Porites_evermani_scaffold_3081	203	1267	+	1065	0	0	0	6	10
lncRNA_25000	Porites_evermani_scaffold_3081	39132	51676	+	12545	0	0	0	0	0
lncRNA_25001	Porites_evermani_scaffold_3081	39148	51676	+	12529	0	0	0	0	0
lncRNA_25002	Porites_evermani_scaffold_3081	39448	51676	+	12229	0	0	0	0	0
lncRNA_25003	Porites_evermani_scaffold_3081	40578	47139	+	6562	0	0	0	0	0
lncRNA_25004	Porites_evermani_scaffold_3081	46695	51676	+	4982	0	0	0	0	0
lncRNA_25005	Porites_evermani_scaffold_3081	24313	24663	+	351	0	0	0	0	36
lncRNA_25006	Porites_evermani_scaffold_3082	40446	51267	+	10822	41	37	146	25	74
lncRNA_25007	Porites_evermani_scaffold_3082	40534	44907	+	4374	0	0	0	0	0
lncRNA_25008	Porites_evermani_scaffold_3082	25237	28098	+	2862	114	60	118	82	120
lncRNA_25009	Porites_evermani_scaffold_3082	38678	40274	+	1597	90	63	161	13	151
lncRNA_25010	Porites_evermani_scaffold_3082	53714	54116	+	403	0	0	0	0	0
lncRNA_25011	Porites_evermani_scaffold_3083	12035	18278	+	6244	17	20	279	21	89
lncRNA_25013	Porites_evermani_scaffold_3083	33216	35587	+	2372	0	0	0	0	0
lncRNA_25014	Porites_evermani_scaffold_3083	33216	35587	+	2372	0	0	0	0	0
lncRNA_25015	Porites_evermani_scaffold_3083	34465	35587	+	1123	0	0	0	0	0
lncRNA_25016	Porites_evermani_scaffold_3083	43917	48194	+	4278	94	72	37	159	56
lncRNA_25017	Porites_evermani_scaffold_3084	13684	26365	+	12682	8	6	72	4	44
lncRNA_25018	Porites_evermani_scaffold_3084	13710	23261	+	9552	0	0	0	0	0
lncRNA_25019	Porites_evermani_scaffold_3084	31851	42790	+	10940	0	0	0	0	0
lncRNA_25020	Porites_evermani_scaffold_3084	31851	42790	+	10940	0	0	0	0	0
lncRNA_25021	Porites_evermani_scaffold_3084	31857	42790	+	10934	0	0	0	0	0
lncRNA_25022	Porites_evermani_scaffold_3084	32894	42790	+	9897	0	0	0	0	0
lncRNA_25023	Porites_evermani_scaffold_3084	54033	54333	+	301	324	140	387	118	301
lncRNA_25024	Porites_evermani_scaffold_3084	28073	30702	+	2630	0	0	0	0	0
lncRNA_25025	Porites_evermani_scaffold_3084	28190	31064	+	2875	9	7	24	12	16
lncRNA_25026	Porites_evermani_scaffold_3084	45396	45842	+	447	7	0	119	6	22
lncRNA_25027	Porites_evermani_scaffold_3084	45927	53815	+	7889	62	14	170	32	42
lncRNA_25028	Porites_evermani_scaffold_3084	12668	13087	+	420	209	53	73	17	353
lncRNA_25029	Porites_evermani_scaffold_3084	44859	45121	+	263	29	0	125	38	6
lncRNA_25030	Porites_evermani_scaffold_3084	50506	50849	+	344	0	0	0	0	0
lncRNA_25031	Porites_evermani_scaffold_3085	24598	25235	+	638	0	0	0	0	0
lncRNA_25032	Porites_evermani_scaffold_3085	5591	5966	+	376	0	0	0	0	0
lncRNA_25033	Porites_evermani_scaffold_3085	40431	41582	+	1152	0	0	0	0	0
lncRNA_25034	Porites_evermani_scaffold_3086	1388	1739	+	352	132	79	62	0	70
lncRNA_25035	Porites_evermani_scaffold_3086	8925	10733	+	1809	0	0	10	0	6
lncRNA_25036	Porites_evermani_scaffold_3086	14248	17291	+	3044	331	168	276	0	257
lncRNA_25037	Porites_evermani_scaffold_3086	722	1029	+	308	48	33	40	0	32
lncRNA_25038	Porites_evermani_scaffold_3086	38768	39011	+	244	10	11	29	11	10
lncRNA_25039	Porites_evermani_scaffold_3086	39935	40169	+	235	1	13	35	0	2
lncRNA_25040	Porites_evermani_scaffold_3087	12876	17746	+	4871	0	8	191	122	405
lncRNA_25041	Porites_evermani_scaffold_3087	13670	16653	+	2984	0	0	0	0	0
lncRNA_25042	Porites_evermani_scaffold_3087	37809	38022	+	214	1	5	26	2	8
lncRNA_25043	Porites_evermani_scaffold_3087	5128	6689	+	1562	506	148	626	4	199
lncRNA_25044	Porites_evermani_scaffold_3087	28856	37266	+	8411	1	2	14	0	0
lncRNA_25045	Porites_evermani_scaffold_3087	32925	37266	+	4342	0	0	0	0	0
lncRNA_25046	Porites_evermani_scaffold_3087	34036	37266	+	3231	0	0	0	0	0
lncRNA_25047	Porites_evermani_scaffold_3087	47202	51058	+	3857	112	24	197	64	148
lncRNA_25048	Porites_evermani_scaffold_3087	46139	46565	+	427	117	53	127	32	142
lncRNA_25049	Porites_evermani_scaffold_3088	35343	35820	+	478	26	6	12	16	8
lncRNA_25050	Porites_evermani_scaffold_3088	39286	49611	+	10326	2	153	555	449	2
lncRNA_25051	Porites_evermani_scaffold_3088	40310	49105	+	8796	0	0	0	0	0
lncRNA_25052	Porites_evermani_scaffold_3089	27465	53224	+	25760	0	0	0	0	0
lncRNA_25053	Porites_evermani_scaffold_3089	28014	53224	+	25211	0	0	0	0	0
lncRNA_25054	Porites_evermani_scaffold_309	99319	102589	+	3271	18	23	0	0	39
lncRNA_25055	Porites_evermani_scaffold_309	191574	195445	+	3872	6	9	67	13	10
lncRNA_25056	Porites_evermani_scaffold_309	237845	238121	+	277	0	0	0	0	0
lncRNA_25057	Porites_evermani_scaffold_309	295180	306186	+	11007	103	28	158	91	75
lncRNA_25058	Porites_evermani_scaffold_309	204	1168	+	965	2	2	20	2	12
lncRNA_25059	Porites_evermani_scaffold_309	1866	6622	+	4757	0	14	0	0	0
lncRNA_25060	Porites_evermani_scaffold_309	3079	6622	+	3544	0	0	0	0	0
lncRNA_25061	Porites_evermani_scaffold_309	8646	16911	+	8266	251	99	708	130	429
lncRNA_25062	Porites_evermani_scaffold_309	11799	16911	+	5113	0	0	0	0	0
lncRNA_25063	Porites_evermani_scaffold_309	24910	28246	+	3337	0	0	0	0	0
lncRNA_25064	Porites_evermani_scaffold_309	93396	93857	+	462	0	2	0	0	0
lncRNA_25065	Porites_evermani_scaffold_309	112380	117798	+	5419	93	118	46	4	164
lncRNA_25066	Porites_evermani_scaffold_309	139426	141951	+	2526	54	11	96	4	25
lncRNA_25067	Porites_evermani_scaffold_309	152627	161086	+	8460	19	3	84	8	10
lncRNA_25068	Porites_evermani_scaffold_309	179830	180065	+	236	74	7	32	13	36
lncRNA_25069	Porites_evermani_scaffold_309	180208	189613	+	9406	78	37	60	29	138
lncRNA_25070	Porites_evermani_scaffold_309	181031	191309	+	10279	112	66	143	48	78
lncRNA_25071	Porites_evermani_scaffold_309	229001	235364	+	6364	45	4	0	16	96
lncRNA_25072	Porites_evermani_scaffold_309	250954	257996	+	7043	0	0	0	0	0
lncRNA_25073	Porites_evermani_scaffold_309	250965	257996	+	7032	0	0	0	0	0
lncRNA_25074	Porites_evermani_scaffold_309	285508	288694	+	3187	0	0	0	0	0
lncRNA_25075	Porites_evermani_scaffold_309	290333	295024	+	4692	157	100	434	116	246
lncRNA_25076	Porites_evermani_scaffold_309	87065	87306	+	242	0	0	38	1	6
lncRNA_25077	Porites_evermani_scaffold_309	282885	283120	+	236	9	5	75	14	34
lncRNA_25078	Porites_evermani_scaffold_3090	22027	23311	+	1285	0	0	0	0	1
lncRNA_25079	Porites_evermani_scaffold_3090	37518	46482	+	8965	0	0	0	0	0
lncRNA_25080	Porites_evermani_scaffold_3091	33745	35974	+	2230	0	0	0	0	5
lncRNA_25081	Porites_evermani_scaffold_3091	34089	35974	+	1886	0	0	0	0	0
lncRNA_25082	Porites_evermani_scaffold_3091	12008	13686	+	1679	17	0	0	0	0
lncRNA_25083	Porites_evermani_scaffold_3091	13011	13686	+	676	0	0	0	0	0
lncRNA_25084	Porites_evermani_scaffold_3091	17930	18171	+	242	104	0	12	1	2
lncRNA_25085	Porites_evermani_scaffold_3092	3213	4491	+	1279	0	1	0	0	0
lncRNA_25086	Porites_evermani_scaffold_3092	34379	37597	+	3219	2	0	0	0	0
lncRNA_25087	Porites_evermani_scaffold_3092	34418	51254	+	16837	57	19	55	1	17
lncRNA_25088	Porites_evermani_scaffold_3092	51777	53014	+	1238	223	6	0	2	4
lncRNA_25089	Porites_evermani_scaffold_3093	13808	27891	+	14084	122	42	471	136	101
lncRNA_25090	Porites_evermani_scaffold_3093	5	11520	+	11516	0	0	0	0	0
lncRNA_25091	Porites_evermani_scaffold_3093	9	11520	+	11512	0	0	0	0	0
lncRNA_25092	Porites_evermani_scaffold_3093	34223	34508	+	286	0	0	28	0	0
lncRNA_25093	Porites_evermani_scaffold_3094	15267	15594	+	328	0	0	0	0	0
lncRNA_25094	Porites_evermani_scaffold_3094	2654	12884	+	10231	41	10	0	20	42
lncRNA_25095	Porites_evermani_scaffold_3094	23681	40114	+	16434	356	155	496	298	447
lncRNA_25096	Porites_evermani_scaffold_3094	25645	37684	+	12040	0	0	0	0	0
lncRNA_25097	Porites_evermani_scaffold_3094	45032	53480	+	8449	0	0	0	0	0
lncRNA_25098	Porites_evermani_scaffold_3094	45032	53480	+	8449	0	0	0	0	0
lncRNA_25099	Porites_evermani_scaffold_3094	45033	52819	+	7787	0	0	0	0	0
lncRNA_25100	Porites_evermani_scaffold_3094	45033	53724	+	8692	0	0	0	0	0
lncRNA_25101	Porites_evermani_scaffold_3094	46557	52412	+	5856	0	0	0	0	0
lncRNA_25102	Porites_evermani_scaffold_3095	1701	3102	+	1402	0	0	0	0	0
lncRNA_25103	Porites_evermani_scaffold_3095	3228	3782	+	555	0	0	0	0	0
lncRNA_25104	Porites_evermani_scaffold_3095	12734	13034	+	301	0	0	47	4	33
lncRNA_25105	Porites_evermani_scaffold_3095	13273	15364	+	2092	3	0	54	6	52
lncRNA_25106	Porites_evermani_scaffold_3095	39415	48578	+	9164	175	0	571	221	403
lncRNA_25107	Porites_evermani_scaffold_3095	36312	36666	+	355	1	0	0	0	0
lncRNA_25108	Porites_evermani_scaffold_3095	51187	53885	+	2699	0	0	0	2	0
lncRNA_25109	Porites_evermani_scaffold_3095	51597	53885	+	2289	0	0	0	0	0
lncRNA_25110	Porites_evermani_scaffold_3095	19468	19848	+	381	2	0	64	5	10
lncRNA_25111	Porites_evermani_scaffold_3096	48651	51255	+	2605	0	0	0	0	0
lncRNA_25112	Porites_evermani_scaffold_3096	48797	50770	+	1974	0	0	0	0	0
lncRNA_25113	Porites_evermani_scaffold_3096	48797	51255	+	2459	0	0	0	0	0
lncRNA_25114	Porites_evermani_scaffold_3096	2	25946	+	25945	259	118	539	185	432
lncRNA_25115	Porites_evermani_scaffold_3096	30158	48539	+	18382	29	74	226	48	87
lncRNA_25116	Porites_evermani_scaffold_3096	33192	33471	+	280	0	0	0	0	0
lncRNA_25117	Porites_evermani_scaffold_3097	829	1267	+	439	9	0	14	40	59
lncRNA_25118	Porites_evermani_scaffold_3097	6181	7086	+	906	0	0	0	0	4
lncRNA_25119	Porites_evermani_scaffold_3097	8798	9236	+	439	0	0	0	26	10
lncRNA_25120	Porites_evermani_scaffold_3098	20109	20955	+	847	2	0	4	0	0
lncRNA_25121	Porites_evermani_scaffold_3098	29119	31178	+	2060	0	0	0	0	0
lncRNA_25122	Porites_evermani_scaffold_3098	35986	36325	+	340	3	0	0	0	0
lncRNA_25123	Porites_evermani_scaffold_3098	44353	45640	+	1288	0	0	0	0	0
lncRNA_25124	Porites_evermani_scaffold_3098	28633	29118	+	486	0	0	0	0	0
lncRNA_25125	Porites_evermani_scaffold_3099	48655	53445	+	4791	233	0	19	10	16
lncRNA_25126	Porites_evermani_scaffold_31	115285	116366	+	1082	175	109	217	87	215
lncRNA_25127	Porites_evermani_scaffold_31	158205	162477	+	4273	8	4	117	18	27
lncRNA_25128	Porites_evermani_scaffold_31	208774	210476	+	1703	698	125	986	669	749
lncRNA_25129	Porites_evermani_scaffold_31	225360	231305	+	5946	216	262	1527	396	328
lncRNA_25130	Porites_evermani_scaffold_31	271149	271497	+	349	1	0	22	3	0
lncRNA_25131	Porites_evermani_scaffold_31	295446	301642	+	6197	0	0	0	0	0
lncRNA_25132	Porites_evermani_scaffold_31	372396	376562	+	4167	0	0	0	0	0
lncRNA_25133	Porites_evermani_scaffold_31	488572	495413	+	6842	7	3	24	27	21
lncRNA_25134	Porites_evermani_scaffold_31	495540	530780	+	35241	0	0	0	0	0
lncRNA_25135	Porites_evermani_scaffold_31	495540	538815	+	43276	47	35	215	96	86
lncRNA_25136	Porites_evermani_scaffold_31	524029	527253	+	3225	0	0	0	0	0
lncRNA_25137	Porites_evermani_scaffold_31	531458	533934	+	2477	0	0	0	0	0
lncRNA_25138	Porites_evermani_scaffold_31	570994	590601	+	19608	21	4	12	29	19
lncRNA_25139	Porites_evermani_scaffold_31	643108	657661	+	14554	19	16	29	28	12
lncRNA_25140	Porites_evermani_scaffold_31	672528	674354	+	1827	2	19	0	3	5
lncRNA_25141	Porites_evermani_scaffold_31	689431	690212	+	782	2	0	0	2	13
lncRNA_25142	Porites_evermani_scaffold_31	801466	817503	+	16038	423	117	1531	413	538
lncRNA_25143	Porites_evermani_scaffold_31	857	10176	+	9320	11	16	242	96	3
lncRNA_25144	Porites_evermani_scaffold_31	3167	11767	+	8601	0	0	0	3	3
lncRNA_25145	Porites_evermani_scaffold_31	48743	49553	+	811	0	0	0	6	0
lncRNA_25146	Porites_evermani_scaffold_31	167840	170822	+	2983	12	20	213	157	13
lncRNA_25147	Porites_evermani_scaffold_31	168278	170822	+	2545	0	0	0	0	0
lncRNA_25148	Porites_evermani_scaffold_31	182805	183988	+	1184	0	115	0	0	0
lncRNA_25149	Porites_evermani_scaffold_31	212370	222901	+	10532	1516	33	5720	2949	1862
lncRNA_25150	Porites_evermani_scaffold_31	233474	236496	+	3023	303	284	232	229	678
lncRNA_25151	Porites_evermani_scaffold_31	242585	249973	+	7389	63	22	96	21	82
lncRNA_25152	Porites_evermani_scaffold_31	290874	309231	+	18358	35	12	582	40	72
lncRNA_25153	Porites_evermani_scaffold_31	291289	309231	+	17943	0	0	0	0	0
lncRNA_25154	Porites_evermani_scaffold_31	359237	368780	+	9544	0	0	0	0	0
lncRNA_25155	Porites_evermani_scaffold_31	444110	453867	+	9758	167	114	257	147	164
lncRNA_25156	Porites_evermani_scaffold_31	458431	459790	+	1360	26	20	187	12	28
lncRNA_25157	Porites_evermani_scaffold_31	460802	479401	+	18600	149	80	42	49	205
lncRNA_25158	Porites_evermani_scaffold_31	461518	476746	+	15229	0	0	0	0	0
lncRNA_25159	Porites_evermani_scaffold_31	518572	520839	+	2268	0	0	0	0	0
lncRNA_25160	Porites_evermani_scaffold_31	602377	617299	+	14923	14	0	0	2	14
lncRNA_25161	Porites_evermani_scaffold_31	621450	627238	+	5789	0	2	0	4	0
lncRNA_25162	Porites_evermani_scaffold_31	631335	636669	+	5335	8	6	22	6	5
lncRNA_25163	Porites_evermani_scaffold_31	706564	723604	+	17041	2470	1097	1350	1957	6332
lncRNA_25164	Porites_evermani_scaffold_31	708506	723604	+	15099	0	0	0	0	0
lncRNA_25165	Porites_evermani_scaffold_31	753532	773665	+	20134	0	0	0	0	0
lncRNA_25166	Porites_evermani_scaffold_31	753534	770403	+	16870	0	0	0	0	0
lncRNA_25167	Porites_evermani_scaffold_31	753546	773665	+	20120	0	0	0	0	0
lncRNA_25168	Porites_evermani_scaffold_31	843423	846666	+	3244	1699	262	611	563	2028
lncRNA_25169	Porites_evermani_scaffold_31	849394	849885	+	492	74	22	72	39	53
lncRNA_25170	Porites_evermani_scaffold_31	113951	114638	+	688	477	176	507	220	547
lncRNA_25171	Porites_evermani_scaffold_31	272234	272537	+	304	0	0	23	3	1
lncRNA_25172	Porites_evermani_scaffold_31	275076	275567	+	492	7	18	234	36	4
lncRNA_25173	Porites_evermani_scaffold_31	431657	431927	+	271	9	22	0	27	1
lncRNA_25174	Porites_evermani_scaffold_31	456033	456377	+	345	8	2	38	4	10
