"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"7262","FUN_036967","GO:0016604","nuclear body",133,120,89.34,0.00026,"Cellular Components",0.902255639097744
"7263","FUN_036984","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7264","FUN_036985","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7265","FUN_037015","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7266","FUN_037015","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7267","FUN_037015","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7268","FUN_037019","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7269","FUN_037023","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7270","FUN_037023","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7271","FUN_037023","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7272","FUN_037027","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7273","FUN_037027","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7274","FUN_037027","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7275","FUN_037035","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7276","FUN_037035","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7277","FUN_037035","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7278","FUN_037039","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7279","FUN_037039","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7280","FUN_037039","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7281","FUN_037048","GO:0005840","ribosome",47,46,31.57,0.01817,"Cellular Components",0.978723404255319
"7282","FUN_037048","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"7283","FUN_037056","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7284","FUN_037056","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7285","FUN_037056","GO:0005840","ribosome",47,46,31.57,0.01817,"Cellular Components",0.978723404255319
"7286","FUN_037056","GO:0014069","postsynaptic density",69,55,46.35,0.00127,"Cellular Components",0.797101449275362
"7287","FUN_037056","GO:0022625","cytosolic large ribosomal subunit",15,15,10.08,0.00254,"Cellular Components",1
"7288","FUN_037056","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
"7289","FUN_037056","GO:0098794","postsynapse",186,139,124.94,0.00185,"Cellular Components",0.747311827956989
"7290","FUN_037057","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7291","FUN_037057","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"7292","FUN_037057","GO:0046540","U4/U6 x U5 tri-snRNP complex",12,12,8.06,0.0084,"Cellular Components",1
"7293","FUN_037078","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7294","FUN_037079","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7295","FUN_037080","GO:0031902","late endosome membrane",16,15,10.75,0.04145,"Cellular Components",0.9375
"7296","FUN_037089","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7297","FUN_037100","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7298","FUN_037103","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7299","FUN_037103","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7300","FUN_037103","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7301","FUN_037104","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7302","FUN_037104","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7303","FUN_037104","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7304","FUN_037106","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7305","FUN_037106","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7306","FUN_037106","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7307","FUN_037108","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7308","FUN_037108","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7309","FUN_037108","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7310","FUN_037111","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7311","FUN_037111","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7312","FUN_037111","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7313","FUN_037118","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7314","FUN_037118","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7315","FUN_037118","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7316","FUN_037120","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7317","FUN_037120","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7318","FUN_037120","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7319","FUN_037122","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7320","FUN_037122","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7321","FUN_037122","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7322","FUN_037126","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7323","FUN_037126","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7324","FUN_037126","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7325","FUN_037130","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7326","FUN_037130","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7327","FUN_037130","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7328","FUN_037137","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7329","FUN_037137","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7330","FUN_037137","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7331","FUN_037143","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7332","FUN_037143","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7333","FUN_037143","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7334","FUN_037145","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7335","FUN_037145","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7336","FUN_037145","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7337","FUN_037146","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7338","FUN_037146","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7339","FUN_037146","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7340","FUN_037148","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7341","FUN_037148","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7342","FUN_037148","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7343","FUN_037150","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7344","FUN_037150","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7345","FUN_037150","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7346","FUN_037155","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7347","FUN_037155","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7348","FUN_037155","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7349","FUN_037166","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7350","FUN_037166","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7351","FUN_037166","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7352","FUN_037176","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7353","FUN_037176","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7354","FUN_037176","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7355","FUN_037179","GO:0005929","cilium",313,242,210.26,0.02139,"Cellular Components",0.773162939297125
"7356","FUN_037179","GO:0097543","ciliary inversin compartment",39,32,26.2,0.0304,"Cellular Components",0.82051282051282
"7357","FUN_037179","GO:0097546","ciliary base",41,33,27.54,0.04473,"Cellular Components",0.804878048780488
"7358","FUN_037197","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7359","FUN_037200","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7360","FUN_037205","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7361","FUN_037231","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7362","FUN_037231","GO:0019005","SCF ubiquitin ligase complex",21,20,14.11,0.00262,"Cellular Components",0.952380952380952
"7363","FUN_037232","GO:1990904","ribonucleoprotein complex",191,184,128.3,4.4e-07,"Cellular Components",0.963350785340314
"7364","FUN_037233","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7365","FUN_037233","GO:0022627","cytosolic small ribosomal subunit",9,9,6.05,0.02778,"Cellular Components",1
"7366","FUN_037290","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7367","FUN_037291","GO:0022625","cytosolic large ribosomal subunit",15,15,10.08,0.00254,"Cellular Components",1
"7368","FUN_037302","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7369","FUN_037307","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7370","FUN_037307","GO:0032154","cleavage furrow",24,21,16.12,0.02225,"Cellular Components",0.875
"7371","FUN_037307","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
"7372","FUN_037308","GO:0001726","ruffle",22,21,14.78,0.02107,"Cellular Components",0.954545454545455
"7373","FUN_037308","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7374","FUN_037308","GO:0005938","cell cortex",116,86,77.92,2e-05,"Cellular Components",0.741379310344828
"7375","FUN_037308","GO:0032154","cleavage furrow",24,21,16.12,0.02225,"Cellular Components",0.875
"7376","FUN_037308","GO:0055038","recycling endosome membrane",18,17,12.09,0.00754,"Cellular Components",0.944444444444444
"7377","FUN_037309","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7378","FUN_037309","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7379","FUN_037309","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7380","FUN_037319","GO:0005764","lysosome",171,147,114.87,0.00873,"Cellular Components",0.859649122807018
"7381","FUN_037319","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7382","FUN_037324","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7383","FUN_037324","GO:0005788","endoplasmic reticulum lumen",44,39,29.56,0.00128,"Cellular Components",0.886363636363636
"7384","FUN_037383","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7385","FUN_037383","GO:0005730","nucleolus",217,182,145.77,6.6e-06,"Cellular Components",0.838709677419355
"7386","FUN_037383","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7387","FUN_037383","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7388","FUN_037385","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7389","FUN_037385","GO:0005681","spliceosomal complex",62,60,41.65,0.01442,"Cellular Components",0.967741935483871
"7390","FUN_037385","GO:0005686","U2 snRNP",9,9,6.05,0.02778,"Cellular Components",1
"7391","FUN_037385","GO:0016607","nuclear speck",85,73,57.1,6.7e-05,"Cellular Components",0.858823529411765
"7392","FUN_037385","GO:0071005","U2-type precatalytic spliceosome",18,18,12.09,0.00077,"Cellular Components",1
"7393","FUN_037385","GO:0071013","catalytic step 2 spliceosome",31,30,20.82,0.00523,"Cellular Components",0.967741935483871
"7394","FUN_037397","GO:0005654","nucleoplasm",554,495,372.15,4.2e-24,"Cellular Components",0.893501805054152
"7395","FUN_037397","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7396","FUN_037397","GO:0005911","cell-cell junction",143,98,96.06,0.00257,"Cellular Components",0.685314685314685
"7397","FUN_037398","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7398","FUN_037398","GO:0005911","cell-cell junction",143,98,96.06,0.00257,"Cellular Components",0.685314685314685
"7399","FUN_037426","GO:0000139","Golgi membrane",223,176,149.8,5.7e-05,"Cellular Components",0.789237668161435
"7400","FUN_037426","GO:0005802","trans-Golgi network",67,60,45.01,0.00071,"Cellular Components",0.895522388059702
"7401","FUN_037439","GO:0005783","endoplasmic reticulum",488,394,327.81,0.0046,"Cellular Components",0.807377049180328
"7402","FUN_037444","GO:0005871","kinesin complex",16,15,10.75,0.02119,"Cellular Components",0.9375
"7403","FUN_037444","GO:0005874","microtubule",122,111,81.95,4e-07,"Cellular Components",0.909836065573771
"7404","FUN_037444","GO:0030424","axon",214,145,143.75,0.00335,"Cellular Components",0.677570093457944
"7405","FUN_037447","GO:0016020","membrane",2503,1800,1681.38,1.1e-08,"Cellular Components",0.719137035557331
"7406","FUN_037447","GO:0022627","cytosolic small ribosomal subunit",9,9,6.05,0.02778,"Cellular Components",1
"7407","FUN_037455","GO:0005739","mitochondrion",426,385,286.16,4.4e-15,"Cellular Components",0.903755868544601
"7408","FUN_037455","GO:0005743","mitochondrial inner membrane",96,84,64.49,5.3e-06,"Cellular Components",0.875
"7409","FUN_037456","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7410","FUN_037479","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7411","FUN_037479","GO:0005856","cytoskeleton",1217,774,817.52,0.00093,"Cellular Components",0.635990139687757
"7412","FUN_037484","GO:0005789","endoplasmic reticulum membrane",298,245,200.18,2.5e-06,"Cellular Components",0.822147651006711
"7413","FUN_037485","GO:0005737","cytoplasm",3971,3017,2667.5,1.9e-16,"Cellular Components",0.759758247292873
"7414","FUN_037485","GO:0012506","vesicle membrane",335,225,225.03,0.00571,"Cellular Components",0.671641791044776
"7415","FUN_037485","GO:0048471","perinuclear region of cytoplasm",287,227,192.79,1.1e-05,"Cellular Components",0.790940766550523
"7416","FUN_037485","GO:0097060","synaptic membrane",134,92,90.01,0.04168,"Cellular Components",0.686567164179104
"7417","FUN_037485","GO:0098688","parallel fiber to Purkinje cell synapse",10,10,6.72,0.01865,"Cellular Components",1
"7418","FUN_037485","GO:0098793","presynapse",199,135,133.68,0.03965,"Cellular Components",0.678391959798995
