mRNA	GO
FUN_022824	GO:0005737; GO:0005813; GO:0005856; GO:0007219; GO:0007288; GO:0030317; GO:0036126; GO:0060271; GO:0097225; GO:0120229; GO:0120316; GO:0120317
FUN_022825	GO:0005634; GO:0005737; GO:0006338; GO:0031931; GO:0031932; GO:0032006; GO:0050821; GO:0070209; GO:0110078; GO:2000003
FUN_022827	GO:0005789; GO:0006986; GO:0046872; GO:0061630
FUN_022832	GO:0005654; GO:0005737; GO:0005829; GO:0006479; GO:0008276; GO:0016279; GO:0018022; GO:0018024; GO:0030544; GO:0031072; GO:0032991; GO:0051117
FUN_022839	GO:0003964; GO:0006313
FUN_022854	GO:0004930; GO:0005886; GO:0007186; GO:0007189
FUN_022855	
FUN_022865	GO:0005829; GO:0005886; GO:0008270; GO:0016567; GO:0045202; GO:0061630; GO:0099536
FUN_022868	GO:0000578; GO:0000981; GO:0005634; GO:0006357; GO:0042692; GO:0048920; GO:0048922; GO:0055001; GO:0060828; GO:1904105; GO:1990837; GO:2000052
FUN_022870	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001501; GO:0005634; GO:0005654; GO:0006357; GO:0007368; GO:0030154; GO:0031016; GO:0032331; GO:0042474; GO:0043066; GO:0048513; GO:0048536; GO:0048645; GO:0048705; GO:0048706; GO:0055123; GO:0060576; GO:1990837
FUN_022871	GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0003700; GO:0005634; GO:0006357; GO:0008284; GO:0021854; GO:0030154; GO:0030855; GO:0035050; GO:0043066; GO:0043586; GO:0045944; GO:0048565; GO:0050673; GO:0050679; GO:0055014; GO:0055015; GO:0060037; GO:0060039; GO:1904019; GO:1904036
FUN_022873	GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001503; GO:0001649; GO:0002063; GO:0002076; GO:0003148; GO:0003151; GO:0003198; GO:0003416; GO:0003677; GO:0005634; GO:0005667; GO:0006357; GO:0006366; GO:0008285; GO:0009952; GO:0010942; GO:0023019; GO:0030326; GO:0030509; GO:0030513; GO:0032792; GO:0035115; GO:0035116; GO:0035313; GO:0035880; GO:0042060; GO:0042476; GO:0042733; GO:0042981; GO:0043065; GO:0043066; GO:0043565; GO:0045599; GO:0045617; GO:0045669; GO:0045892; GO:0048598; GO:0048863; GO:0051216; GO:0051795; GO:0060346; GO:0060349; GO:0060364; GO:0060444; GO:0061180; GO:0061312; GO:0070166; GO:0071363; GO:0071392; GO:0090427; GO:0097152; GO:1990837; GO:2000678; GO:2001055
FUN_022874	GO:0004252; GO:0005576; GO:0006508
FUN_022875	GO:0004252; GO:0005576; GO:0006508
FUN_022877	GO:0005576; GO:0005829; GO:0005886; GO:0017018; GO:0035578; GO:0046872
FUN_022878	GO:0003779; GO:0005198; GO:0005516; GO:0005545; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0005938; GO:0007049; GO:0008022; GO:0008360; GO:0009898; GO:0014069; GO:0015629; GO:0016020; GO:0016323; GO:0016604; GO:0030036; GO:0030054; GO:0030507; GO:0030863; GO:0030866; GO:0031032; GO:0032092; GO:0032991; GO:0045171; GO:0047485; GO:0051219; GO:0051301; GO:0051924; GO:0065003; GO:0072686; GO:1904478; GO:1904778
FUN_022883	GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005634; GO:0005737; GO:0005886; GO:0006874; GO:0006915; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0014070; GO:0016020; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032781; GO:0032782; GO:0035729; GO:0042311; GO:0042803; GO:0043005; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:1901653; GO:1902476
FUN_022884	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
FUN_022885	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
FUN_022886	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
FUN_022887	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
FUN_022890	GO:0000184; GO:0000956; GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0042327; GO:0044877; GO:2000623
FUN_022891	GO:0001653; GO:0004983; GO:0005886; GO:0007186; GO:0007218; GO:0008188; GO:0016020
FUN_022892	GO:0004993; GO:0005886; GO:0005929; GO:0007187; GO:0007268; GO:0007612; GO:0014050; GO:0014053; GO:0014054; GO:0014058; GO:0021795; GO:0030425; GO:0030594; GO:0032008; GO:0033603; GO:0045202; GO:0060291
FUN_022893	GO:0004720; GO:0005507; GO:0005518; GO:0005576; GO:0005615; GO:0018057; GO:0030199; GO:0048514; GO:0062023
FUN_022894	GO:0001669; GO:0004720; GO:0005507; GO:0005604; GO:0005615; GO:0005737; GO:0016641; GO:0018057; GO:0030199; GO:0031012; GO:0062023
FUN_022895	GO:0004720; GO:0005507; GO:0005518; GO:0005576; GO:0005615; GO:0018057; GO:0030199; GO:0048514; GO:0062023
FUN_022897	GO:0000164; GO:0005977; GO:0005979; GO:0005981; GO:0008157; GO:0019888; GO:2001069
FUN_022903	GO:0005886; GO:0008514; GO:0015132; GO:0015347; GO:0015349; GO:0042403; GO:0043252
FUN_022908	GO:0004594; GO:0005524; GO:0005634; GO:0005829; GO:0015937; GO:0016310; GO:0019842; GO:0042803; GO:1905502
FUN_022910	GO:0042597; GO:0050233; GO:0050660
FUN_022919	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
FUN_022926	GO:0000038; GO:0005324; GO:0005524; GO:0005777; GO:0005778; GO:0006635; GO:0007031; GO:0014003; GO:0015607; GO:0015910; GO:0016887; GO:0030301; GO:0030325; GO:0031643; GO:0036269; GO:0042626; GO:0042760; GO:0047617; GO:0061744
FUN_022927	GO:0000038; GO:0005324; GO:0005524; GO:0005777; GO:0005778; GO:0006635; GO:0007031; GO:0014003; GO:0015607; GO:0015910; GO:0016887; GO:0030301; GO:0030325; GO:0031643; GO:0036269; GO:0042626; GO:0042760; GO:0047617; GO:0061744
FUN_022928	GO:0000266; GO:0004620; GO:0004806; GO:0005737; GO:0005793; GO:0005794; GO:0005829; GO:0007626; GO:0008542; GO:0016020; GO:0019433; GO:0030134; GO:0034389; GO:0034451; GO:0046872; GO:0090141
FUN_022932	GO:0005525; GO:0005743; GO:0006915; GO:0010941; GO:0032543; GO:0043457
FUN_022937	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0007165; GO:0016055; GO:0018105; GO:0032436; GO:0060069; GO:0090090; GO:0106310
FUN_022940	GO:0004674; GO:0005524; GO:0018105; GO:0035556; GO:0046872; GO:0106310
FUN_022945	GO:0003729; GO:0005737; GO:0008270; GO:0017148; GO:0030371; GO:0048471; GO:0048477; GO:0060293
FUN_022948	GO:0003831; GO:0006491; GO:0032580; GO:0035250; GO:0042125; GO:0043229; GO:0046872
FUN_022957	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0009653; GO:0030154
FUN_022980	GO:0001650; GO:0003723; GO:0005654; GO:0005730; GO:0005732; GO:0005737; GO:0006364; GO:0016020; GO:0030515; GO:0031428; GO:0032040; GO:0045296; GO:0070761; GO:1990226
FUN_022981	GO:0016787; GO:0046872
FUN_022989	
FUN_022990	GO:0005737
FUN_022993	GO:0000978; GO:0003700; GO:0005634; GO:0006357; GO:0007399; GO:0030154; GO:0046872
FUN_023000	GO:0000165; GO:0001501; GO:0001958; GO:0002062; GO:0003416; GO:0004713; GO:0004714; GO:0005007; GO:0005524; GO:0005576; GO:0005634; GO:0005783; GO:0005794; GO:0005886; GO:0007169; GO:0007267; GO:0008284; GO:0008543; GO:0009986; GO:0010518; GO:0017134; GO:0018108; GO:0030133; GO:0030282; GO:0033674; GO:0035988; GO:0042531; GO:0042802; GO:0043235; GO:0043410; GO:0043552; GO:0046777; GO:0048640; GO:0060349; GO:0070374; GO:0070977; GO:1902178
FUN_023003	GO:0003824
FUN_023006	GO:0000209; GO:0005654; GO:0005829; GO:0006470; GO:0006511; GO:0007165; GO:0008013; GO:0016055; GO:0016567; GO:0016874; GO:0019005; GO:0031146; GO:0031648; GO:0033598; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0043433; GO:0045309; GO:0045862; GO:0045879; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1904668; GO:1990756; GO:1990757
FUN_023009	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
FUN_023010	GO:0005654; GO:0005730; GO:0005829; GO:0016020; GO:0016567; GO:0080008
FUN_023021	
FUN_023023	GO:0001996; GO:0004930; GO:0004937; GO:0005886; GO:0007200; GO:0007204; GO:0007267; GO:0043410; GO:0045907; GO:0071880
FUN_023024	GO:0005576; GO:0005783; GO:0008484; GO:0046872
FUN_023025	GO:0000175; GO:0000467; GO:0005634; GO:0005730; GO:0005737; GO:0008408; GO:0019843; GO:0031047; GO:0031125; GO:0043022; GO:0046872; GO:0071204; GO:0071207
FUN_023033	GO:0001965; GO:0005096; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0008277; GO:0030425; GO:0030695; GO:0032991; GO:0038032; GO:0043025; GO:0045202; GO:0097440
FUN_023034	GO:0000786; GO:0003677; GO:0005634; GO:0006334; GO:0030527; GO:0046982
FUN_023035	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982
FUN_023039	GO:0000139; GO:0000281; GO:0001822; GO:0003924; GO:0005525; GO:0005634; GO:0005794; GO:0005813; GO:0005876; GO:0005881; GO:0005929; GO:0006893; GO:0007264; GO:0008017; GO:0015031; GO:0019003; GO:0030496; GO:0032391; GO:0042461; GO:0060271; GO:1903441
FUN_023041	GO:0000289; GO:0000712; GO:0000795; GO:0001673; GO:0003682; GO:0005524; GO:0005634; GO:0005654; GO:0005694; GO:0005712; GO:0005715; GO:0006298; GO:0006303; GO:0007060; GO:0007129; GO:0007283; GO:0008630; GO:0009617; GO:0016020; GO:0016321; GO:0016446; GO:0016887; GO:0019899; GO:0032137; GO:0032300; GO:0032389; GO:0043060; GO:0045141; GO:0045190; GO:0045950; GO:0048298; GO:0048304; GO:0048477; GO:0051257; GO:0140664
FUN_023048	GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005814; GO:0005874; GO:0005929; GO:0007017; GO:0030030; GO:0045880
FUN_023049	GO:0004565; GO:0005764; GO:0005975
FUN_023050	GO:0004843; GO:0005634; GO:0005737; GO:0007010; GO:0016055; GO:0016477; GO:0022604; GO:0030177; GO:0035523; GO:0046872; GO:0070536; GO:1990168
FUN_023051	GO:0005737; GO:0007049; GO:0030488
FUN_023063	GO:0005730
FUN_023074	GO:0005829
FUN_023078	GO:0004930; GO:0004985; GO:0005654; GO:0005829; GO:0005886; GO:0006955; GO:0007200; GO:0007218; GO:0007626; GO:0016020; GO:0019233; GO:0031635; GO:0038003; GO:0038048; GO:0042277; GO:0042923; GO:0043005; GO:0046877; GO:0051607
FUN_023082	GO:0000139; GO:0005801; GO:0006024; GO:0006486; GO:0015012; GO:0015018; GO:0015020; GO:0043085; GO:0046872; GO:0050650; GO:0050651; GO:0072542; GO:0090316
FUN_023083	GO:0004966; GO:0005886; GO:0005929; GO:0006936; GO:0007166; GO:0007188; GO:0007189; GO:0007194; GO:0007200; GO:0007204; GO:0007218; GO:0007611; GO:0007631; GO:0008528; GO:0016020; GO:0017046; GO:0031175; GO:0042923; GO:0043647; GO:0045944; GO:0046488; GO:0090663; GO:1902608
FUN_023085	GO:0004930; GO:0005886; GO:0007186; GO:0007200; GO:0007218; GO:0007631; GO:0010840; GO:0016499; GO:0022410; GO:0040011; GO:0051480
FUN_023089	GO:0001601; GO:0001602; GO:0003151; GO:0005886; GO:0006006; GO:0007626; GO:0007631; GO:0008188; GO:0008217; GO:0019233; GO:0040014; GO:0042923; GO:0043005
FUN_023090	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:1901653
FUN_023092	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:1901653
FUN_023096	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374
FUN_023097	GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070374
FUN_023107	GO:0004322; GO:0005507; GO:0005886; GO:0006825; GO:0006826; GO:0006879; GO:0016491; GO:0055072
FUN_023108	GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0006915; GO:0007179; GO:0007585; GO:0008146; GO:0009791; GO:0016051; GO:0030166; GO:0030204; GO:0030206; GO:0030326; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0048704; GO:0050659; GO:0051216
FUN_023112	GO:0004842; GO:0005737; GO:0008270; GO:0016567; GO:0016604; GO:0097413
FUN_023113	GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005794; GO:0006887; GO:0007049; GO:0016192; GO:0030133; GO:0032154; GO:0032402; GO:0045335; GO:0055037; GO:0055038; GO:0098837; GO:0098887
FUN_023114	GO:0004989; GO:0005886; GO:0007189; GO:0008226; GO:0016020; GO:0071418; GO:0071927; GO:0071928
FUN_023115	GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872
FUN_023118	GO:0005524; GO:0005634; GO:0005739; GO:0006400; GO:0046872; GO:0052381; GO:0070900
FUN_023119	GO:0000794; GO:0000922; GO:0001673; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005815; GO:0005886; GO:0006270; GO:0006281; GO:0006974; GO:0007095; GO:0007131; GO:0010212; GO:0015629; GO:0016604; GO:0016605; GO:0033314; GO:0035825; GO:0042802; GO:0043231; GO:0070532
FUN_023122	GO:0005886; GO:0045747
FUN_023133	GO:0004842; GO:0005783; GO:0005789; GO:0016567; GO:0030433; GO:0046872
FUN_023134	GO:0000978; GO:0000981; GO:0005634; GO:0005737; GO:0006357; GO:0008270; GO:0010385; GO:0032922; GO:0043010; GO:0043565; GO:0044729; GO:0045893; GO:0045944; GO:0048703; GO:0060059; GO:1990841
FUN_023137	GO:0003779; GO:0005737; GO:0005829; GO:0005856
FUN_023139	GO:0000077; GO:0000776; GO:0000781; GO:0002039; GO:0003684; GO:0003712; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0006303; GO:0006974; GO:0016604; GO:0035064; GO:0035861; GO:0042162; GO:0042393; GO:0045830; GO:0045893; GO:0045944; GO:0051091; GO:0051260; GO:0061629; GO:0061649; GO:0071481; GO:1990391; GO:2000042
FUN_023141	GO:0004966; GO:0005886; GO:0007188; GO:0007218; GO:0008528
FUN_023142	GO:0004966; GO:0005886; GO:0007188; GO:0007218; GO:0008528
FUN_023158	GO:0004197; GO:0005615; GO:0005764; GO:0008239; GO:0051603
FUN_023162	GO:0004252; GO:0005615; GO:0006954; GO:0007596; GO:0031639; GO:0042730; GO:0042803; GO:0051919
FUN_023173	GO:0000775; GO:0000785; GO:0005524; GO:0005634; GO:0006275; GO:0006281; GO:0016887; GO:0030893; GO:0051276; GO:0051301; GO:0051321
FUN_023179	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0042273
FUN_023182	GO:0005789; GO:0008654; GO:0016020
FUN_023183	GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006886; GO:0006888; GO:0007030; GO:0030134; GO:0043123
FUN_023188	GO:0005737; GO:0016020
FUN_023194	GO:0000139; GO:0001537; GO:0001701; GO:0002063; GO:0006915; GO:0007179; GO:0007585; GO:0008146; GO:0009791; GO:0016051; GO:0030166; GO:0030204; GO:0030206; GO:0030326; GO:0030512; GO:0033037; GO:0036342; GO:0042127; GO:0042733; GO:0043066; GO:0047756; GO:0048589; GO:0048703; GO:0048704; GO:0050659; GO:0051216
FUN_023202	GO:0000278; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0005856; GO:0006468; GO:0009524; GO:0035402; GO:0035556; GO:0048471; GO:0072354; GO:0106310
FUN_023207	GO:0000981; GO:0003677; GO:0005634; GO:0014028; GO:0045892
FUN_023208	GO:0000166; GO:0006020; GO:0006740; GO:0016491; GO:0050112
FUN_023210	GO:0000166; GO:0006020; GO:0006740; GO:0016491; GO:0050112
FUN_023213	GO:0000030; GO:0004169; GO:0005739; GO:0005783; GO:0006396; GO:0016020; GO:0035269
FUN_023215	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030154
FUN_023216	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007399; GO:0030154
FUN_023221	GO:0000122; GO:0000981; GO:0001570; GO:0001889; GO:0005634; GO:0007507; GO:0009952; GO:0016055; GO:0030177; GO:0035162; GO:0043565; GO:0045892
FUN_023224	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662
FUN_023225	GO:0000139; GO:0000421; GO:0004382; GO:0005765; GO:0005794; GO:0006256; GO:0009134; GO:0016020; GO:0017110; GO:0017111; GO:0031410; GO:0034656; GO:0036384; GO:0043273; GO:0045134; GO:0046036; GO:0046712
FUN_023233	GO:0004129; GO:0005654; GO:0005739; GO:0005743; GO:0005746; GO:0006123; GO:0006783; GO:0006784; GO:0007585; GO:0008535; GO:0016627; GO:0016653; GO:0020037; GO:0045333; GO:0060090; GO:0070069; GO:1902600
FUN_023236	GO:0003677; GO:0005634; GO:0007165; GO:0008285; GO:0046872; GO:0046983
FUN_023246	GO:0000287; GO:0000400; GO:0000403; GO:0000405; GO:0000723; GO:0000724; GO:0000731; GO:0000781; GO:0003677; GO:0003678; GO:0003682; GO:0004527; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0005694; GO:0005730; GO:0005737; GO:0005813; GO:0006259; GO:0006260; GO:0006268; GO:0006281; GO:0006284; GO:0006302; GO:0006310; GO:0006974; GO:0006979; GO:0007420; GO:0007568; GO:0008408; GO:0009267; GO:0009378; GO:0010225; GO:0010259; GO:0016607; GO:0016887; GO:0030145; GO:0031297; GO:0032201; GO:0032405; GO:0032508; GO:0040009; GO:0042803; GO:0043005; GO:0043138; GO:0044806; GO:0044877; GO:0051345; GO:0051880; GO:0061749; GO:0061820; GO:0061821; GO:0061849; GO:0070337; GO:0071480; GO:0090398; GO:0090399; GO:0090656; GO:0098530; GO:1902570; GO:1905773
FUN_023250	GO:0003747; GO:0005737
FUN_023254	GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479
FUN_023260	GO:0000122; GO:0005634; GO:0005667; GO:0007399; GO:0030274; GO:0045944
FUN_023265	GO:0003964
FUN_023266	GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0008459; GO:0030206; GO:0043029; GO:0050698
FUN_023268	GO:0003964
FUN_023271	GO:0005829; GO:0022008
FUN_023274	GO:0005739; GO:0018773; GO:0046872; GO:0047621
FUN_023276	GO:0005654; GO:0005739; GO:0005829; GO:0006090; GO:0008948; GO:0018773; GO:0034545; GO:0046872; GO:0047621
FUN_023277	NA
FUN_023278	NA
FUN_023281	NA
FUN_023285	NA
FUN_023292	NA
FUN_023294	NA
FUN_023295	NA
FUN_023296	NA
FUN_023300	GO:0004587; GO:0005759; GO:0030170; GO:0050155; GO:0055129
FUN_023305	GO:0004660; GO:0004661; GO:0004662; GO:0004663; GO:0005737; GO:0005829; GO:0005875; GO:0005886; GO:0005953; GO:0005965; GO:0007179; GO:0008017; GO:0018343; GO:0018344; GO:0030548; GO:0030971; GO:0043014; GO:0045213; GO:0060090; GO:0071340; GO:0090044; GO:0090045
FUN_023306	GO:0004427; GO:0005634; GO:0005829; GO:0006796; GO:0016311; GO:0016791; GO:0046872
FUN_023323	GO:0004888; GO:0004965; GO:0005737; GO:0005886; GO:0007193; GO:0007214; GO:0038039; GO:0042734; GO:0043005; GO:0045211; GO:0046982; GO:0051932; GO:0098978; GO:0098982; GO:0150099; GO:1902710; GO:1902712
FUN_023331	GO:0000981; GO:0003677; GO:0005634; GO:0014028; GO:0045892
FUN_023334	GO:0004185; GO:0005829; GO:0006508; GO:0042573; GO:0045776; GO:0070062; GO:0097746
FUN_023338	GO:0004185; GO:0005576; GO:0005829; GO:0006508; GO:0042573; GO:0045776; GO:0097746
FUN_023340	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0007286; GO:0008013; GO:0010369; GO:0030178; GO:0031960; GO:0043231; GO:0045944; GO:0120211; GO:1990837
FUN_023347	GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479
FUN_023361	GO:0005576; GO:0016042; GO:0016787
FUN_023365	GO:0000123; GO:0000124; GO:0003713; GO:0005634; GO:0006282; GO:0006355; GO:0006357; GO:0016573; GO:0016607; GO:0033276; GO:0035521; GO:0035522; GO:0036464; GO:0043484; GO:0043966; GO:0045893; GO:1904672
FUN_023366	GO:0000123; GO:0000124; GO:0003713; GO:0005634; GO:0006282; GO:0006355; GO:0006357; GO:0016573; GO:0016607; GO:0033276; GO:0035521; GO:0035522; GO:0036464; GO:0043484; GO:0043966; GO:0045893; GO:1904672
FUN_023367	GO:0000287; GO:0001678; GO:0004340; GO:0004396; GO:0005524; GO:0005536; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0005938; GO:0005978; GO:0006002; GO:0006003; GO:0006006; GO:0006013; GO:0006096; GO:0006739; GO:0007204; GO:0008865; GO:0009749; GO:0019158; GO:0019903; GO:0019932; GO:0030141; GO:0032024; GO:0032811; GO:0032869; GO:0042149; GO:0042327; GO:0042593; GO:0043266; GO:0043531; GO:0044320; GO:0045180; GO:0045721; GO:0045725; GO:0045821; GO:0046835; GO:0050796; GO:0051156; GO:0051594; GO:0055088; GO:0070509
FUN_023369	GO:0000122; GO:0000785; GO:0003149; GO:0003289; GO:0003290; GO:0003682; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006302; GO:0006325; GO:0006355; GO:0010452; GO:0018024; GO:0034770; GO:0042799; GO:0043565; GO:0046872; GO:0046975; GO:0048298; GO:0060348; GO:0070201; GO:0140954; GO:2001032
FUN_023371	GO:0003964; GO:0006313
FUN_023375	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007417; GO:0007420; GO:0030182; GO:0035777
FUN_023378	GO:0000981; GO:0003677; GO:0005634
FUN_023379	GO:0004497; GO:0005506; GO:0005789; GO:0020037; GO:0070330
FUN_023380	GO:0005201; GO:0005509; GO:0005615; GO:0005635; GO:0009986; GO:1903118
FUN_023389	GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0016746; GO:0016787; GO:0045944
FUN_023390	GO:0000122; GO:0000978; GO:0000981; GO:0003682; GO:0005634; GO:0005667; GO:0006355; GO:0007601; GO:0009649; GO:0009653; GO:0030154; GO:0043565; GO:0045892; GO:1990837; GO:2001222
FUN_023393	GO:0003724; GO:0005524; GO:0005634; GO:0006397; GO:0008380; GO:0016887
FUN_023400	GO:0003874; GO:0005737; GO:0005739; GO:0005829; GO:0006520; GO:0006729; GO:0007417; GO:0042802; GO:0046872
FUN_023402	GO:0005524; GO:0005737; GO:0005739; GO:0016887; GO:0031072; GO:0034514; GO:0034620; GO:0042026; GO:0044183; GO:0051082; GO:0051085; GO:0051787; GO:0140662
FUN_023403	GO:0004252; GO:0005615; GO:0005737; GO:0005764; GO:0006508; GO:0007586; GO:0008233; GO:0008236; GO:0030163; GO:0034097; GO:0043065
FUN_023404	GO:0004252; GO:0005615; GO:0006508; GO:0006954; GO:0007597; GO:0031638; GO:0031639; GO:0042730; GO:0051919; GO:0097421
FUN_023406	GO:0005509; GO:0005737; GO:0005938; GO:0016460; GO:0031032; GO:0032036; GO:0042641; GO:0097513
FUN_023407	GO:0001725; GO:0005509; GO:0005737; GO:0005903; GO:0005938; GO:0008360; GO:0016460; GO:0030016; GO:0030018; GO:0032036; GO:0032991; GO:0045177
FUN_023415	GO:0005783; GO:0005789; GO:0008270; GO:0012505; GO:0061630
FUN_023416	GO:0000380; GO:0000381; GO:0003677; GO:0003723; GO:0005634; GO:0006376; GO:0006915; GO:1990904
