HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N1.HOG0005378	OG0005029	n0	FUN_004353-T1	Pocillopora_meandrina_HIv1___RNAseq.g12502.t1, Pocillopora_meandrina_HIv1___RNAseq.g12501.t1	
N1.HOG0005379	OG0005030	n0	FUN_004355-T2, FUN_004355-T1	Pocillopora_meandrina_HIv1___RNAseq.g12498.t1	
N1.HOG0005380	OG0005031	n0	FUN_004368-T1	Pocillopora_meandrina_HIv1___RNAseq.g4893.t1	
N1.HOG0005381	OG0005032	n0	FUN_004371-T1, FUN_004369-T1	Pocillopora_meandrina_HIv1___RNAseq.g16617.t1	
N1.HOG0005382	OG0005033	n0	FUN_004373-T2, FUN_004373-T1	Pocillopora_meandrina_HIv1___TS.g17451.t1	
N1.HOG0005383	OG0005034	n0	FUN_004376-T1	Pocillopora_meandrina_HIv1___RNAseq.g16803.t2	
N1.HOG0005384	OG0005035	n0	FUN_004377-T1	Pocillopora_meandrina_HIv1___RNAseq.g16802.t1	
N1.HOG0005385	OG0005036	n0	FUN_004378-T1	Pocillopora_meandrina_HIv1___RNAseq.g16801.t1	
N1.HOG0005386	OG0005037	n0	FUN_004379-T1, FUN_004379-T2	Pocillopora_meandrina_HIv1___TS.g17623.t1	
N1.HOG0005387	OG0005038	n0	FUN_004382-T1	Pocillopora_meandrina_HIv1___RNAseq.g17567.t1, Pocillopora_meandrina_HIv1___RNAseq.g17569.t1	
N1.HOG0005388	OG0005039	n0	FUN_004399-T1, FUN_004385-T1, FUN_030053-T1, FUN_004395-T1		
N1.HOG0005389	OG0005040	n0	FUN_004415-T1	Pocillopora_meandrina_HIv1___RNAseq.g11586.t2	
N1.HOG0005390	OG0005041	n0	FUN_004424-T1, FUN_004424-T2	Pocillopora_meandrina_HIv1___RNAseq.g16706.t1	
N1.HOG0005391	OG0005042	n0	FUN_004444-T1	Pocillopora_meandrina_HIv1___RNAseq.g11477.t1	
N1.HOG0005392	OG0005043	n0	FUN_004454-T1	Pocillopora_meandrina_HIv1___RNAseq.g5041.t1	
N1.HOG0005393	OG0005044	n0	FUN_004458-T1	Pocillopora_meandrina_HIv1___RNAseq.g4968.t1	
N1.HOG0005394	OG0005045	n0	FUN_004459-T1	Pocillopora_meandrina_HIv1___RNAseq.g4967.t1	
N1.HOG0005395	OG0005046	n0	FUN_004473-T1	Pocillopora_meandrina_HIv1___RNAseq.g4948.t1	
N1.HOG0005396	OG0005047	n0	FUN_004476-T1	Pocillopora_meandrina_HIv1___RNAseq.g4946.t1	
N1.HOG0005397	OG0005048	n0	FUN_004477-T1	Pocillopora_meandrina_HIv1___RNAseq.g4945.t1	
N1.HOG0005398	OG0005049	n0	FUN_004483-T1	Pocillopora_meandrina_HIv1___RNAseq.g11619.t1, Pocillopora_meandrina_HIv1___RNAseq.g11618.t2b	
N1.HOG0005399	OG0005050	n0	FUN_004485-T1	Pocillopora_meandrina_HIv1___RNAseq.g11621.t1	
N1.HOG0005400	OG0005051	n0	FUN_004486-T1	Pocillopora_meandrina_HIv1___RNAseq.g11622.t1	
N1.HOG0005401	OG0005052	n0	FUN_004487-T1, FUN_004487-T2	Pocillopora_meandrina_HIv1___RNAseq.g11623.t1	
N1.HOG0005402	OG0005053	n0	FUN_004492-T1	Pocillopora_meandrina_HIv1___RNAseq.g11629.t2, Pocillopora_meandrina_HIv1___RNAseq.g11627.t1	
N1.HOG0005403	OG0005054	n0	FUN_004497-T1	Pocillopora_meandrina_HIv1___RNAseq.g11633.t1	
N1.HOG0005404	OG0005055	n0	FUN_004499-T1	Pocillopora_meandrina_HIv1___RNAseq.g11393.t1	
N1.HOG0005405	OG0005056	n0	FUN_004512-T1	Pocillopora_meandrina_HIv1___RNAseq.g11644.t1	
N1.HOG0005406	OG0005057	n0	FUN_004524-T1	Pocillopora_meandrina_HIv1___RNAseq.g11394.t1	
N1.HOG0005407	OG0005058	n0	FUN_042674-T1, FUN_014431-T1, FUN_004538-T1, FUN_014518-T1		
N1.HOG0005408	OG0005059	n0	FUN_014430-T1, FUN_004539-T1	Pocillopora_meandrina_HIv1___TS.g27385.t1	
N1.HOG0005409	OG0005060	n0	FUN_017752-T1, FUN_004544-T1, FUN_014428-T1, FUN_032168-T1		
N1.HOG0005410	OG0005061	n0	FUN_004550-T1	Pocillopora_meandrina_HIv1___TS.g20076.t1, Pocillopora_meandrina_HIv1___RNAseq.g8335.t1	
N1.HOG0005411	OG0005062	n0	FUN_011732-T1, FUN_037914-T1, FUN_041612-T1, FUN_004551-T1		
N1.HOG0005412	OG0005063	n0	FUN_004552-T1	Pocillopora_meandrina_HIv1___TS.g19975.t1, Pocillopora_meandrina_HIv1___RNAseq.g8237.t1	
N1.HOG0005413	OG0005064	n0	FUN_004556-T1, FUN_004556-T2	Pocillopora_meandrina_HIv1___RNAseq.g8231.t1	
N1.HOG0005414	OG0005065	n0	FUN_004569-T2, FUN_004569-T1	Pocillopora_meandrina_HIv1___RNAseq.g6640.t1	
N1.HOG0005415	OG0005066	n0	FUN_004583-T2, FUN_004583-T1	Pocillopora_meandrina_HIv1___RNAseq.g6603.t1	
N1.HOG0005416	OG0005067	n0	FUN_004591-T2, FUN_004591-T1	Pocillopora_meandrina_HIv1___RNAseq.g6591.t1	
N1.HOG0005417	OG0005068	n0	FUN_004593-T1	Pocillopora_meandrina_HIv1___RNAseq.g7294.t1	
N1.HOG0005418	OG0005069	n0	FUN_004603-T3, FUN_004603-T1, FUN_004603-T2		
N1.HOG0005419	OG0005070	n0	FUN_004628-T1	Pocillopora_meandrina_HIv1___TS.g7272.t1a	
N1.HOG0005420	OG0005071	n0	FUN_004630-T1, FUN_004630-T2	Pocillopora_meandrina_HIv1___RNAseq.g506.t1b	
N1.HOG0005421	OG0005072	n0	FUN_004637-T1, FUN_004637-T2	Pocillopora_meandrina_HIv1___RNAseq.g7596.t1	
N1.HOG0005422	OG0005073	n0	FUN_004640-T1, FUN_004640-T2	Pocillopora_meandrina_HIv1___TS.g1348.t1	
N1.HOG0005423	OG0005074	n0	FUN_004648-T1	Pocillopora_meandrina_HIv1___RNAseq.g8091.t1, Pocillopora_meandrina_HIv1___RNAseq.g8092.t1	
N1.HOG0005424	OG0005075	n0	FUN_004652-T1, FUN_004652-T2	Pocillopora_meandrina_HIv1___RNAseq.g8739.t1	
N1.HOG0005425	OG0005076	n0	FUN_004655-T1	Pocillopora_meandrina_HIv1___RNAseq.g19197.t1	
N1.HOG0005426	OG0005077	n0	FUN_004664-T1, FUN_004664-T2	Pocillopora_meandrina_HIv1___RNAseq.g8746.t1	
N1.HOG0005427	OG0005078	n0	FUN_004709-T2, FUN_004709-T1	Pocillopora_meandrina_HIv1___RNAseq.g8793.t1	
N1.HOG0005428	OG0005079	n0	FUN_004713-T2, FUN_004713-T1, FUN_004713-T3		
N1.HOG0005429	OG0005080	n0	FUN_004737-T1, FUN_004737-T2	Pocillopora_meandrina_HIv1___RNAseq.g8830.t1	
N1.HOG0005430	OG0005081	n0	FUN_004739-T1	Pocillopora_meandrina_HIv1___RNAseq.g8828.t1	
N1.HOG0005431	OG0005082	n0	FUN_004748-T1, FUN_004748-T2	Pocillopora_meandrina_HIv1___RNAseq.g8814.t1	
N1.HOG0005432	OG0005083	n0	FUN_004755-T1	Pocillopora_meandrina_HIv1___RNAseq.g6700.t1	
N1.HOG0005433	OG0005084	n0	FUN_004768-T2, FUN_004768-T1	Pocillopora_meandrina_HIv1___RNAseq.g6696.t1	
N1.HOG0005434	OG0005085	n0	FUN_004769-T1, FUN_040785-T1, FUN_036606-T1, FUN_019005-T1		
N1.HOG0005435	OG0005086	n0	FUN_004779-T1	Pocillopora_meandrina_HIv1___RNAseq.g6693.t1	
N1.HOG0005436	OG0005087	n0	FUN_004782-T1, FUN_018867-T1	Pocillopora_meandrina_HIv1___RNAseq.g3784.t1	
N1.HOG0005437	OG0005088	n0	FUN_004795-T1	Pocillopora_meandrina_HIv1___RNAseq.g8534.t1, Pocillopora_meandrina_HIv1___RNAseq.g8536.t1	
N1.HOG0005438	OG0005089	n0	FUN_004798-T1	Pocillopora_meandrina_HIv1___TS.g20303.t1a, Pocillopora_meandrina_HIv1___RNAseq.g8565.t1	
N1.HOG0005439	OG0005090	n0	FUN_004799-T1	Pocillopora_meandrina_HIv1___TS.g20303.t1b	
N1.HOG0005440	OG0005091	n0	FUN_004808-T1		
N1.HOG0005441	OG0005092	n0	FUN_004816-T1	Pocillopora_meandrina_HIv1___RNAseq.g8574.t1	
N1.HOG0005442	OG0005093	n0	FUN_004823-T1, FUN_004822-T1, FUN_004825-T1, FUN_004824-T1		
N1.HOG0005443	OG0005094	n0	FUN_004848-T1	Pocillopora_meandrina_HIv1___TS.g20351.t2	
N1.HOG0005444	OG0005095	n0	FUN_004849-T1, FUN_004850-T1	Pocillopora_meandrina_HIv1___RNAseq.g8605.t1	
N1.HOG0005445	OG0005096	n0	FUN_004870-T1, FUN_004870-T2	Pocillopora_meandrina_HIv1___RNAseq.g8641.t1	
N1.HOG0005446	OG0005097	n0	FUN_004872-T1	Pocillopora_meandrina_HIv1___RNAseq.g8648.t1, Pocillopora_meandrina_HIv1___RNAseq.g8653.t1	
N1.HOG0005447	OG0005098	n0	FUN_004873-T1	Pocillopora_meandrina_HIv1___RNAseq.g8654.t1, Pocillopora_meandrina_HIv1___TS.g20376.t1	
N1.HOG0005448	OG0005099	n0	FUN_004880-T1	Pocillopora_meandrina_HIv1___RNAseq.g8656.t1, Pocillopora_meandrina_HIv1___TS.g20379.t1	
N1.HOG0005449	OG0005100	n0	FUN_004883-T1	Pocillopora_meandrina_HIv1___RNAseq.g10664.t1	
N1.HOG0005450	OG0005101	n0	FUN_004887-T1	Pocillopora_meandrina_HIv1___RNAseq.g10661.t1	
N1.HOG0005451	OG0005102	n0	FUN_004893-T1	Pocillopora_meandrina_HIv1___TS.g20391.t1, Pocillopora_meandrina_HIv1___RNAseq.g8666.t1	
N1.HOG0005452	OG0005103	n0	FUN_004907-T1	Pocillopora_meandrina_HIv1___RNAseq.g8340.t1	
N1.HOG0005453	OG0005104	n0	FUN_004908-T1	Pocillopora_meandrina_HIv1___RNAseq.g8342.t1	
N1.HOG0005454	OG0005105	n0	FUN_004914-T1	Pocillopora_meandrina_HIv1___RNAseq.g8347.t1	
N1.HOG0005455	OG0005106	n0	FUN_004916-T1	Pocillopora_meandrina_HIv1___RNAseq.g8349.t1	
N1.HOG0005456	OG0005107	n0	FUN_004920-T1	Pocillopora_meandrina_HIv1___RNAseq.g8353.t1	
N1.HOG0005457	OG0005108	n0	FUN_004966-T1, FUN_023917-T1, FUN_033504-T1	Pocillopora_meandrina_HIv1___RNAseq.g28763.t1	
N1.HOG0005458	OG0005109	n0	FUN_004976-T1, FUN_004969-T1	Pocillopora_meandrina_HIv1___TS.g20136.t1	
N1.HOG0005459	OG0005110	n0	FUN_004978-T1		
N1.HOG0005460	OG0005111	n0	FUN_004980-T2, FUN_004980-T1	Pocillopora_meandrina_HIv1___RNAseq.g8402.t1	
N1.HOG0005461	OG0005112	n0	FUN_004988-T1	Pocillopora_meandrina_HIv1___TS.g20405.t1, Pocillopora_meandrina_HIv1___RNAseq.g8683.t1	
N1.HOG0005462	OG0005113	n0	FUN_005032-T1, FUN_005032-T2	Pocillopora_meandrina_HIv1___RNAseq.g8319.t1	
N1.HOG0005463	OG0005114	n0	FUN_005037-T1	Pocillopora_meandrina_HIv1___TS.g20056.t1, Pocillopora_meandrina_HIv1___RNAseq.g8314.t1	
N1.HOG0005464	OG0005115	n0	FUN_005044-T1	Pocillopora_meandrina_HIv1___TS.g20055.t1	
N1.HOG0005465	OG0005116	n0	FUN_005106-T1, FUN_005046-T1	Pocillopora_meandrina_HIv1___RNAseq.g8273.t1	
N1.HOG0005466	OG0005117	n0	FUN_005059-T1, FUN_005059-T2	Pocillopora_meandrina_HIv1___TS.g20044.t1	
N1.HOG0005467	OG0005118	n0	FUN_005061-T1	Pocillopora_meandrina_HIv1___RNAseq.g7684.t1, Pocillopora_meandrina_HIv1___RNAseq.g1034.t1	
N1.HOG0005468	OG0005119	n0	FUN_005072-T1, FUN_005065-T1, FUN_044523-T1, FUN_005097-T1		
N1.HOG0005469	OG0005120	n0	FUN_038724-T1, FUN_005116-T1, FUN_023650-T1, FUN_036933-T1		
N1.HOG0005470	OG0005121	n0	FUN_005122-T1, FUN_005127-T1	Pocillopora_meandrina_HIv1___RNAseq.g8260.t1	
N1.HOG0005471	OG0005122	n0	FUN_005152-T1	Pocillopora_meandrina_HIv1___RNAseq.g28671.t1, Pocillopora_meandrina_HIv1___RNAseq.g28668.t1, Pocillopora_meandrina_HIv1___RNAseq.g6920.t1a	
N1.HOG0005472	OG0005123	n0	FUN_005160-T1	Pocillopora_meandrina_HIv1___RNAseq.g8085.t1	
N1.HOG0005473	OG0005124	n0	FUN_005174-T1, FUN_005174-T2	Pocillopora_meandrina_HIv1___RNAseq.g7577.t1a	
N1.HOG0005474	OG0005125	n0	FUN_005185-T2, FUN_005185-T1	Pocillopora_meandrina_HIv1___TS.g19840.t1	
N1.HOG0005475	OG0005126	n0	FUN_005192-T1, FUN_005191-T2, FUN_005191-T1, FUN_005191-T3		
N1.HOG0005476	OG0005127	n0	FUN_005200-T1	Pocillopora_meandrina_HIv1___RNAseq.g8135.t1	
N1.HOG0005477	OG0005128	n0	FUN_005219-T1, FUN_027130-T1	Pocillopora_meandrina_HIv1___RNAseq.g8124.t1	
N1.HOG0005478	OG0005129	n0	FUN_005237-T1	Pocillopora_meandrina_HIv1___RNAseq.g8109.t1	
N1.HOG0005479	OG0005130	n0	FUN_005239-T1	Pocillopora_meandrina_HIv1___RNAseq.g8108.t1	
N1.HOG0005480	OG0005131	n0	FUN_005273-T2	Pocillopora_meandrina_HIv1___RNAseq.g8164.t1, Pocillopora_meandrina_HIv1___RNAseq.g8163.t1	
N1.HOG0005481	OG0005132	n0	FUN_005286-T1, FUN_005283-T1, FUN_014700-T1, FUN_005275-T1		
N1.HOG0005482	OG0005133	n0	FUN_005306-T1	Pocillopora_meandrina_HIv1___TS.g19913.t1	
N1.HOG0005483	OG0005134	n0	FUN_005324-T2, FUN_005324-T1	Pocillopora_meandrina_HIv1___RNAseq.g8186.t1	
N1.HOG0005484	OG0005135	n0	FUN_005340-T1	Pocillopora_meandrina_HIv1___RNAseq.g8201.t1b	
N1.HOG0005485	OG0005136	n0	FUN_005349-T1, FUN_005349-T2	Pocillopora_meandrina_HIv1___RNAseq.g8206.t1	
N1.HOG0005486	OG0005137	n0	FUN_005386-T2, FUN_005386-T1	Pocillopora_meandrina_HIv1___RNAseq.g6615.t1	
N1.HOG0005487	OG0005138	n0	FUN_005390-T2, FUN_005390-T1	Pocillopora_meandrina_HIv1___RNAseq.g7682.t1	
N1.HOG0005488	OG0005139	n0	FUN_005416-T1	Pocillopora_meandrina_HIv1___RNAseq.g6846.t1	
N1.HOG0005489	OG0005140	n0	FUN_005420-T1, FUN_026089-T1		
N1.HOG0005490	OG0005141	n0	FUN_005448-T1	Pocillopora_meandrina_HIv1___RNAseq.g3577.t1	
N1.HOG0005491	OG0005142	n0	FUN_005464-T1	Pocillopora_meandrina_HIv1___RNAseq.g6577.t1	
N1.HOG0005492	OG0005143	n0	FUN_005473-T2, FUN_005473-T1	Pocillopora_meandrina_HIv1___RNAseq.g6627.t2	
N1.HOG0005493	OG0005144	n0	FUN_005559-T1, FUN_041342-T1, FUN_013297-T1, FUN_036474-T1		
N1.HOG0005494	OG0005145	n0	FUN_005700-T1	Pocillopora_meandrina_HIv1___RNAseq.g19563.t1	
N1.HOG0005495	OG0005146	n0	FUN_005707-T1		
N1.HOG0005496	OG0005147	n0	FUN_013676-T1, FUN_029787-T1, FUN_005726-T1, FUN_041138-T1		
N1.HOG0005497	OG0005148	n0	FUN_005730-T1	Pocillopora_meandrina_HIv1___RNAseq.3034_t	
N1.HOG0005498	OG0005149	n0	FUN_005740-T1, FUN_005739-T1, FUN_005741-T1, FUN_005742-T1		
N1.HOG0005499	OG0005150	n0	FUN_005810-T1, FUN_033278-T1	Pocillopora_meandrina_HIv1___RNAseq.g27293.t1, Pocillopora_meandrina_HIv1___RNAseq.g28699.t1	
N1.HOG0005500	OG0005151	n0	FUN_005812-T1, FUN_005812-T2	Pocillopora_meandrina_HIv1___RNAseq.g19558.t1	
N1.HOG0005501	OG0005152	n0	FUN_005832-T1, FUN_005832-T2	Pocillopora_meandrina_HIv1___RNAseq.g19672.t1	
N1.HOG0005502	OG0005153	n0	FUN_038979-T1, FUN_005841-T1		
N1.HOG0005503	OG0005154	n0	FUN_005875-T1, FUN_005876-T1	Pocillopora_meandrina_HIv1___RNAseq.g19660.t1	
N1.HOG0005504	OG0005155	n0	FUN_033328-T1, FUN_005880-T1, FUN_044778-T1, FUN_031414-T1		
N1.HOG0005505	OG0005156	n0	FUN_005882-T1	Pocillopora_meandrina_HIv1___RNAseq.g19676.t1	
N1.HOG0005506	OG0005157	n0	FUN_005887-T1, FUN_005890-T1	Pocillopora_meandrina_HIv1___RNAseq.g19679.t1	
N1.HOG0005507	OG0005158	n0	FUN_005901-T1, FUN_005901-T2	Pocillopora_meandrina_HIv1___RNAseq.g18983.t2	
N1.HOG0005508	OG0005159	n0	FUN_005904-T1	Pocillopora_meandrina_HIv1___RNAseq.g18982.t1, Pocillopora_meandrina_HIv1___RNAseq.2460_t	
N1.HOG0005509	OG0005160	n0	FUN_005919-T1		
N1.HOG0005510	OG0005161	n0	FUN_005943-T1		
N1.HOG0005511	OG0005162	n0	FUN_027025-T1, FUN_016243-T1, FUN_027025-T2, FUN_005950-T1		
N1.HOG0005512	OG0005163	n0	FUN_005959-T1	Pocillopora_meandrina_HIv1___TS.g28686.t1, Pocillopora_meandrina_HIv1___TS.g17165.t1a	
N1.HOG0005513	OG0005164	n0	FUN_005970-T1	Pocillopora_meandrina_HIv1___RNAseq.g19790.t1	
N1.HOG0005514	OG0005165	n0	FUN_005992-T1	Pocillopora_meandrina_HIv1___RNAseq.g8613.t1	
N1.HOG0005515	OG0005166	n0	FUN_006028-T1, FUN_020925-T1, FUN_006019-T1, FUN_006032-T1		
N1.HOG0005516	OG0005167	n0	FUN_006038-T1	Pocillopora_meandrina_HIv1___RNAseq.g20251.t1	
N1.HOG0005517	OG0005168	n0	FUN_006042-T1	Pocillopora_meandrina_HIv1___RNAseq.g20180.t1	
N1.HOG0005518	OG0005169	n0	FUN_006104-T1	Pocillopora_meandrina_HIv1___TS.g29561.t3a	
N1.HOG0005519	OG0005170	n0	FUN_006106-T1	Pocillopora_meandrina_HIv1___TS.g16643.t1	
N1.HOG0005520	OG0005171	n0	FUN_006118-T2, FUN_006118-T1	Pocillopora_meandrina_HIv1___RNAseq.g20403.t1	
N1.HOG0005521	OG0005172	n0	FUN_006162-T1, FUN_006145-T1	Pocillopora_meandrina_HIv1___RNAseq.g20422.t1	
N1.HOG0005522	OG0005173	n0	FUN_006155-T1		
N1.HOG0005523	OG0005174	n0	FUN_006849-T1, FUN_006160-T1	Pocillopora_meandrina_HIv1___RNAseq.g20486.t1	
N1.HOG0005524	OG0005175	n0	FUN_006161-T2, FUN_006161-T1		
N1.HOG0005525	OG0005176	n0	FUN_006167-T1, FUN_006167-T2	Pocillopora_meandrina_HIv1___RNAseq.g20429.t1	
N1.HOG0005526	OG0005177	n0	FUN_006172-T1	Pocillopora_meandrina_HIv1___RNAseq.g20432.t1	
N1.HOG0005527	OG0005178	n0	FUN_006218-T1, FUN_006212-T1	Pocillopora_meandrina_HIv1___RNAseq.g20436.t1	
N1.HOG0005528	OG0005179	n0	FUN_006228-T1	Pocillopora_meandrina_HIv1___RNAseq.g20392.t1	
N1.HOG0005529	OG0005180	n0	FUN_006229-T1	Pocillopora_meandrina_HIv1___RNAseq.g20450.t1	
N1.HOG0005530	OG0005181	n0	FUN_006230-T1	Pocillopora_meandrina_HIv1___RNAseq.g20449.t1	
N1.HOG0005531	OG0005182	n0	FUN_006236-T2, FUN_006236-T1	Pocillopora_meandrina_HIv1___RNAseq.g20448.t1	
N1.HOG0005532	OG0005183	n0	FUN_006237-T1	Pocillopora_meandrina_HIv1___RNAseq.g20447.t1	
N1.HOG0005533	OG0005184	n0	FUN_006243-T1, FUN_006243-T2	Pocillopora_meandrina_HIv1___RNAseq.g20442.t1	
N1.HOG0005534	OG0005185	n0	FUN_006248-T1	Pocillopora_meandrina_HIv1___RNAseq.g20387.t1	
N1.HOG0005535	OG0005186	n0	FUN_006256-T1, FUN_006257-T1, FUN_006257-T2		
N1.HOG0005536	OG0005187	n0	FUN_006260-T1	Pocillopora_meandrina_HIv1___RNAseq.g20377.t1	
N1.HOG0005537	OG0005188	n0	FUN_006266-T1	Pocillopora_meandrina_HIv1___RNAseq.g20372.t1	
N1.HOG0005538	OG0005189	n0	FUN_006276-T1	Pocillopora_meandrina_HIv1___RNAseq.g20369.t1	
N1.HOG0005539	OG0005190	n0	FUN_006324-T1	Pocillopora_meandrina_HIv1___RNAseq.g20355.t1	
N1.HOG0005540	OG0005191	n0	FUN_006325-T1	Pocillopora_meandrina_HIv1___RNAseq.g20354.t1, Pocillopora_meandrina_HIv1___RNAseq.g20353.t1	
N1.HOG0005541	OG0005192	n0	FUN_006339-T1	Pocillopora_meandrina_HIv1___RNAseq.g20341.t1	
N1.HOG0005542	OG0005193	n0	FUN_039461-T1, FUN_006407-T1, FUN_021794-T1	Pocillopora_meandrina_HIv1___RNAseq.g6162.t1b	
N1.HOG0005543	OG0005194	n0	FUN_006413-T1	Pocillopora_meandrina_HIv1___RNAseq.g20265.t1, Pocillopora_meandrina_HIv1___RNAseq.g20264.t1	
N1.HOG0005544	OG0005195	n0	FUN_006416-T1	Pocillopora_meandrina_HIv1___TS.g29658.t1	
N1.HOG0005545	OG0005196	n0	FUN_006446-T1, FUN_006446-T2	Pocillopora_meandrina_HIv1___RNAseq.g20305.t1	
N1.HOG0005546	OG0005197	n0	FUN_006448-T1	Pocillopora_meandrina_HIv1___RNAseq.g20307.t1a	
N1.HOG0005547	OG0005198	n0	FUN_006465-T1, FUN_038144-T2, FUN_038144-T1, FUN_006544-T1		
N1.HOG0005548	OG0005199	n0	FUN_034610-T1, FUN_026915-T1, FUN_006496-T1, FUN_025060-T1		
N1.HOG0005549	OG0005200	n0	FUN_006569-T1	Pocillopora_meandrina_HIv1___RNAseq.g20310.t1	
N1.HOG0005550	OG0005201	n0	FUN_006998-T1, FUN_006574-T1	Pocillopora_meandrina_HIv1___TS.g29609.t1	
N1.HOG0005551	OG0005202	n0	FUN_006584-T1	Pocillopora_meandrina_HIv1___TS.g29653.t1	
N1.HOG0005552	OG0005203	n0	FUN_006617-T1, FUN_006616-T1	Pocillopora_meandrina_HIv1___RNAseq.g20508.t1	
N1.HOG0005553	OG0005204	n0	FUN_006618-T1	Pocillopora_meandrina_HIv1___RNAseq.g20178.t1, Pocillopora_meandrina_HIv1___RNAseq.g20177.t1	
N1.HOG0005554	OG0005205	n0	FUN_006635-T1	Pocillopora_meandrina_HIv1___TS.g29546.t1a	
N1.HOG0005555	OG0005206	n0	FUN_006637-T2, FUN_006637-T1	Pocillopora_meandrina_HIv1___RNAseq.g20237.t1	
N1.HOG0005556	OG0005207	n0	FUN_006642-T2, FUN_006642-T1	Pocillopora_meandrina_HIv1___TS.g29901.t1b	
N1.HOG0005557	OG0005208	n0	FUN_006643-T1	Pocillopora_meandrina_HIv1___RNAseq.g19945.t1	
N1.HOG0005558	OG0005209	n0	FUN_006644-T1	Pocillopora_meandrina_HIv1___RNAseq.g19946.t1	
N1.HOG0005559	OG0005210	n0	FUN_006650-T1	Pocillopora_meandrina_HIv1___RNAseq.g19953.t1	
N1.HOG0005560	OG0005211	n0	FUN_006656-T1	Pocillopora_meandrina_HIv1___RNAseq.3492_t	
N1.HOG0005561	OG0005212	n0	FUN_006657-T1	Pocillopora_meandrina_HIv1___RNAseq.g19959.t1	
N1.HOG0005562	OG0005213	n0	FUN_006738-T1, FUN_006738-T2	Pocillopora_meandrina_HIv1___TS.g29909.t1	
N1.HOG0005563	OG0005214	n0	FUN_006748-T1	Pocillopora_meandrina_HIv1___TS.g29913.t1	
N1.HOG0005564	OG0005215	n0	FUN_006750-T2, FUN_006750-T1	Pocillopora_meandrina_HIv1___RNAseq.g20533.t1	
N1.HOG0005565	OG0005216	n0	FUN_006769-T1	Pocillopora_meandrina_HIv1___RNAseq.g20028.t1, Pocillopora_meandrina_HIv1___RNAseq.g20029.t1b	
N1.HOG0005566	OG0005217	n0	FUN_006776-T2, FUN_006776-T1	Pocillopora_meandrina_HIv1___RNAseq.g20024.t1	
N1.HOG0005567	OG0005218	n0	FUN_045564-T1, FUN_044459-T1, FUN_042365-T1, FUN_006794-T1		
N1.HOG0005568	OG0005219	n0	FUN_006804-T1	Pocillopora_meandrina_HIv1___RNAseq.g20489.t1	
N1.HOG0005569	OG0005220	n0	FUN_006861-T1	Pocillopora_meandrina_HIv1___RNAseq.g19909.t1	
N1.HOG0005570	OG0005221	n0	FUN_006864-T1, FUN_006864-T2	Pocillopora_meandrina_HIv1___RNAseq.g19906.t1	
N1.HOG0005571	OG0005222	n0	FUN_006865-T1, FUN_006868-T1, FUN_006867-T1, FUN_006866-T1		
N1.HOG0005572	OG0005223	n0	FUN_006869-T1, FUN_006869-T2	Pocillopora_meandrina_HIv1___RNAseq.g19796.t1	
N1.HOG0005573	OG0005224	n0	FUN_006898-T1	Pocillopora_meandrina_HIv1___RNAseq.g19811.t1	
N1.HOG0005574	OG0005225	n0	FUN_006904-T1		
N1.HOG0005575	OG0005226	n0	FUN_006913-T1, FUN_006916-T1, FUN_006909-T1		
N1.HOG0005576	OG0005227	n0	FUN_006934-T1	Pocillopora_meandrina_HIv1___RNAseq.g22579.t1	
N1.HOG0005577	OG0005228	n0	FUN_006936-T3, FUN_006936-T2	Pocillopora_meandrina_HIv1___RNAseq.g20120.t2	
N1.HOG0005578	OG0005229	n0	FUN_006938-T1, FUN_006939-T1	Pocillopora_meandrina_HIv1___RNAseq.g20121.t1	
N1.HOG0005579	OG0005230	n0	FUN_031441-T1, FUN_006953-T1, FUN_006974-T1, FUN_032925-T1		
N1.HOG0005580	OG0005231	n0	FUN_006979-T1	Pocillopora_meandrina_HIv1___TS.g29611.t1, Pocillopora_meandrina_HIv1___TS.g29613.t1	
N1.HOG0005581	OG0005232	n0	FUN_006980-T1	Pocillopora_meandrina_HIv1___RNAseq.g20230.t1	
N1.HOG0005582	OG0005233	n0	FUN_006983-T1, FUN_006984-T1	Pocillopora_meandrina_HIv1___RNAseq.3764_t	
N1.HOG0005583	OG0005234	n0	FUN_006986-T1	Pocillopora_meandrina_HIv1___RNAseq.g20224.t1	
N1.HOG0005584	OG0005235	n0	FUN_006988-T1	Pocillopora_meandrina_HIv1___RNAseq.g20160.t1	
N1.HOG0005585	OG0005236	n0	FUN_007001-T2, FUN_007001-T1	Pocillopora_meandrina_HIv1___RNAseq.g20061.t1	
N1.HOG0005586	OG0005237	n0	FUN_007005-T2, FUN_007005-T1	Pocillopora_meandrina_HIv1___TS.g29423.t1a	
N1.HOG0005587	OG0005238	n0	FUN_007008-T1, FUN_025653-T1	Pocillopora_meandrina_HIv1___TS.g27386.t2	
N1.HOG0005588	OG0005239	n0	FUN_007011-T1	Pocillopora_meandrina_HIv1___RNAseq.g20537.t1	
N1.HOG0005589	OG0005240	n0	FUN_007023-T2, FUN_007023-T1	Pocillopora_meandrina_HIv1___RNAseq.g20021.t2	
N1.HOG0005590	OG0005241	n0	FUN_007061-T1, FUN_007061-T2	Pocillopora_meandrina_HIv1___RNAseq.g20520.t1	
