HOG	OG	Gene Tree Parent Clade	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
N0.HOG0016997	OG0016384	-	FUN_041460-T1	Pocillopora_meandrina_HIv1___RNAseq.g15692.t1	Peve_00007409
N0.HOG0016998	OG0016385	-	FUN_041461-T1	Pocillopora_meandrina_HIv1___RNAseq.g15690.t1	Peve_00007408
N0.HOG0016999	OG0016386	-	FUN_041464-T1	Pocillopora_meandrina_HIv1___RNAseq.g15688.t1	Peve_00013686
N0.HOG0017000	OG0016387	-	FUN_041465-T1	Pocillopora_meandrina_HIv1___RNAseq.g15686.t1	Peve_00041301
N0.HOG0017001	OG0016388	-	FUN_041466-T1	Pocillopora_meandrina_HIv1___RNAseq.g15685.t1	Peve_00028293
N0.HOG0017002	OG0016389	-	FUN_041469-T1	Pocillopora_meandrina_HIv1___TS.g10711.t2	Peve_00017079
N0.HOG0017003	OG0016390	-	FUN_041475-T1	Pocillopora_meandrina_HIv1___RNAseq.g15681.t1, Pocillopora_meandrina_HIv1___RNAseq.g15678.t1	
N0.HOG0017004	OG0016391	-	FUN_041476-T1	Pocillopora_meandrina_HIv1___RNAseq.g15679.t1	Peve_00009784
N0.HOG0017005	OG0016392	-	FUN_041478-T1	Pocillopora_meandrina_HIv1___RNAseq.g15675.t1	Peve_00009786
N0.HOG0017006	OG0016393	-	FUN_041480-T1	Pocillopora_meandrina_HIv1___TS.g10702.t1	Peve_00028683
N0.HOG0017007	OG0016394	-	FUN_041481-T1	Pocillopora_meandrina_HIv1___RNAseq.g15673.t1	Peve_00015167
N0.HOG0017008	OG0016395	-	FUN_041486-T1	Pocillopora_meandrina_HIv1___RNAseq.g15672.t2	Peve_00004078
N0.HOG0017009	OG0016396	-	FUN_041487-T1	Pocillopora_meandrina_HIv1___RNAseq.g15671.t1	Peve_00004076
N0.HOG0017010	OG0016397	-	FUN_041488-T1	Pocillopora_meandrina_HIv1___RNAseq.g15670.t1	Peve_00004075
N0.HOG0017011	OG0016398	-	FUN_041490-T1	Pocillopora_meandrina_HIv1___RNAseq.g15669.t1	Peve_00004073
N0.HOG0017012	OG0016399	-	FUN_041492-T1	Pocillopora_meandrina_HIv1___RNAseq.g15668.t1	Peve_00004081
N0.HOG0017013	OG0016400	-	FUN_041493-T1	Pocillopora_meandrina_HIv1___TS.g10693.t1	Peve_00004072
N0.HOG0017014	OG0016401	-	FUN_041496-T1	Pocillopora_meandrina_HIv1___RNAseq.g15662.t1	Peve_00017074
N0.HOG0017015	OG0016402	-	FUN_041497-T1	Pocillopora_meandrina_HIv1___RNAseq.g15661.t1	Peve_00017073
N0.HOG0017016	OG0016403	-	FUN_041498-T1	Pocillopora_meandrina_HIv1___TS.g10682.t1	Peve_00007700
N0.HOG0017017	OG0016404	-	FUN_041499-T1	Pocillopora_meandrina_HIv1___RNAseq.g15656.t1	Peve_00007701
N0.HOG0017018	OG0016405	-	FUN_041502-T1	Pocillopora_meandrina_HIv1___RNAseq.g15963.t1	Peve_00021434
N0.HOG0017019	OG0016406	-	FUN_041503-T1	Pocillopora_meandrina_HIv1___RNAseq.g15964.t1	Peve_00021433
N0.HOG0017020	OG0016407	-	FUN_041504-T1	Pocillopora_meandrina_HIv1___RNAseq.g15966.t1	Peve_00021429
N0.HOG0017021	OG0016408	-	FUN_041505-T1	Pocillopora_meandrina_HIv1___RNAseq.g15967.t1	Peve_00021428
N0.HOG0017022	OG0016409	-	FUN_041506-T1	Pocillopora_meandrina_HIv1___RNAseq.g15968.t1	Peve_00039613
N0.HOG0017023	OG0016410	-	FUN_041507-T1	Pocillopora_meandrina_HIv1___RNAseq.g15969.t1	Peve_00033124
N0.HOG0017024	OG0016411	-	FUN_041509-T1	Pocillopora_meandrina_HIv1___RNAseq.g16082.t1	Peve_00025395
N0.HOG0017025	OG0016412	-	FUN_041510-T1	Pocillopora_meandrina_HIv1___RNAseq.g16083.t1	Peve_00025394
N0.HOG0017026	OG0016413	-	FUN_041512-T1	Pocillopora_meandrina_HIv1___RNAseq.g16011.t1	Peve_00039616
N0.HOG0017027	OG0016414	-	FUN_041513-T1	Pocillopora_meandrina_HIv1___RNAseq.g16008.t4	Peve_00039627
N0.HOG0017028	OG0016415	-	FUN_041516-T1	Pocillopora_meandrina_HIv1___RNAseq.g16018.t1	Peve_00021419
N0.HOG0017029	OG0016416	-	FUN_041518-T1	Pocillopora_meandrina_HIv1___RNAseq.6295_t	Peve_00024144
N0.HOG0017030	OG0016417	-	FUN_041522-T1	Pocillopora_meandrina_HIv1___TS.g10406.t1	Peve_00024135
N0.HOG0017031	OG0016418	-	FUN_041530-T1	Pocillopora_meandrina_HIv1___RNAseq.g15378.t1	Peve_00017083
N0.HOG0017032	OG0016419	-	FUN_041531-T2	Pocillopora_meandrina_HIv1___RNAseq.g15377.t1	Peve_00017082
N0.HOG0017033	OG0016420	-	FUN_041532-T1	Pocillopora_meandrina_HIv1___RNAseq.g15376.t1	Peve_00017081
N0.HOG0017034	OG0016421	-	FUN_041535-T1	Pocillopora_meandrina_HIv1___RNAseq.g15374.t1	Peve_00039113
N0.HOG0017035	OG0016422	-	FUN_041537-T1	Pocillopora_meandrina_HIv1___RNAseq.g15373.t1	Peve_00039117
N0.HOG0017036	OG0016423	-	FUN_041538-T1	Pocillopora_meandrina_HIv1___RNAseq.g15372.t1	Peve_00039114
N0.HOG0017037	OG0016424	-	FUN_041540-T1	Pocillopora_meandrina_HIv1___RNAseq.g15651.t1	Peve_00007703
N0.HOG0017038	OG0016425	-	FUN_041542-T1	Pocillopora_meandrina_HIv1___RNAseq.g15652.t1	Peve_00007704
N0.HOG0017039	OG0016426	-	FUN_041543-T1	Pocillopora_meandrina_HIv1___RNAseq.g15962.t2	Peve_00021435
N0.HOG0017040	OG0016427	-	FUN_041544-T1	Pocillopora_meandrina_HIv1___RNAseq.g15993.t1	Peve_00021436
N0.HOG0017041	OG0016428	-	FUN_041546-T1	Pocillopora_meandrina_HIv1___RNAseq.g15991.t1	Peve_00023189
N0.HOG0017042	OG0016429	-	FUN_041547-T1	Pocillopora_meandrina_HIv1___RNAseq.g15992.t1	Peve_00023190
N0.HOG0017043	OG0016430	-	FUN_041548-T1	Pocillopora_meandrina_HIv1___RNAseq.g15995.t1	Peve_00034849
N0.HOG0017044	OG0016431	-	FUN_041551-T1	Pocillopora_meandrina_HIv1___RNAseq.g16000.t2	Peve_00025197
N0.HOG0017045	OG0016432	-	FUN_041552-T1	Pocillopora_meandrina_HIv1___RNAseq.g15999.t1	Peve_00025202
N0.HOG0017046	OG0016433	-	FUN_041554-T1	Pocillopora_meandrina_HIv1___RNAseq.g15990.t1b	Peve_00023205
N0.HOG0017047	OG0016434	-	FUN_041556-T1	Pocillopora_meandrina_HIv1___RNAseq.g16080.t1	Peve_00033126
N0.HOG0017048	OG0016435	-	FUN_041557-T1	Pocillopora_meandrina_HIv1___RNAseq.g16079.t1	Peve_00033125
N0.HOG0017049	OG0016436	-	FUN_041560-T1	Pocillopora_meandrina_HIv1___TS.g11093.t1	Peve_00033128
N0.HOG0017050	OG0016437	-	FUN_041562-T1	Pocillopora_meandrina_HIv1___RNAseq.g16036.t1	Peve_00033130
N0.HOG0017051	OG0016438	-	FUN_041563-T1, FUN_041563-T2		Peve_00020329
N0.HOG0017052	OG0016439	-	FUN_041565-T1	Pocillopora_meandrina_HIv1___RNAseq.g15976.t1	Peve_00033117
N0.HOG0017053	OG0016440	-	FUN_041566-T1	Pocillopora_meandrina_HIv1___TS.g10998.t1	Peve_00033115
N0.HOG0017054	OG0016441	-	FUN_041567-T1	Pocillopora_meandrina_HIv1___RNAseq.g15979.t1	Peve_00033111
N0.HOG0017055	OG0016442	-	FUN_041569-T1	Pocillopora_meandrina_HIv1___RNAseq.g15980.t1	Peve_00033110
N0.HOG0017056	OG0016443	-	FUN_041570-T1	Pocillopora_meandrina_HIv1___RNAseq.g15981.t1	Peve_00033109
N0.HOG0017057	OG0016444	-	FUN_041574-T1	Pocillopora_meandrina_HIv1___TS.g10953.t2	Peve_00028456
N0.HOG0017058	OG0016445	-	FUN_041575-T1	Pocillopora_meandrina_HIv1___RNAseq.g15935.t1	Peve_00028457
N0.HOG0017059	OG0016446	-	FUN_041576-T1	Pocillopora_meandrina_HIv1___RNAseq.g15933.t1	Peve_00028458
N0.HOG0017060	OG0016447	-	FUN_041579-T1	Pocillopora_meandrina_HIv1___RNAseq.g15926.t1	Peve_00028461
N0.HOG0017061	OG0016448	-	FUN_041580-T1	Pocillopora_meandrina_HIv1___RNAseq.g15925.t1	Peve_00028462
N0.HOG0017062	OG0016449	-	FUN_041581-T1	Pocillopora_meandrina_HIv1___RNAseq.g15924.t1	Peve_00028463
N0.HOG0017063	OG0016450	-	FUN_041582-T1	Pocillopora_meandrina_HIv1___RNAseq.g15923.t1	Peve_00028464
N0.HOG0017064	OG0016451	-	FUN_041584-T1	Pocillopora_meandrina_HIv1___RNAseq.g15263.t1	Peve_00028467
N0.HOG0017065	OG0016452	-	FUN_041594-T1	Pocillopora_meandrina_HIv1___RNAseq.g15282.t1	Peve_00036095
N0.HOG0017066	OG0016453	-	FUN_041595-T1	Pocillopora_meandrina_HIv1___RNAseq.g15283.t1	Peve_00036094
N0.HOG0017067	OG0016454	-	FUN_041599-T1	Pocillopora_meandrina_HIv1___RNAseq.g15300.t1	Peve_00025739
N0.HOG0017068	OG0016455	-	FUN_041606-T1	Pocillopora_meandrina_HIv1___TS.g10333.t1	Peve_00025723
N0.HOG0017069	OG0016456	-	FUN_041607-T1	Pocillopora_meandrina_HIv1___RNAseq.g15307.t1	Peve_00026860
N0.HOG0017070	OG0016457	-	FUN_041609-T1	Pocillopora_meandrina_HIv1___TS.g11033.t1, Pocillopora_meandrina_HIv1___RNAseq.g15296.t1	
N0.HOG0017071	OG0016458	-	FUN_041610-T1	Pocillopora_meandrina_HIv1___RNAseq.g15295.t1	Peve_00036122
N0.HOG0017072	OG0016459	-	FUN_041622-T1	Pocillopora_meandrina_HIv1___TS.g10312.t1b	Peve_00036084
N0.HOG0017073	OG0016460	-	FUN_041630-T1	Pocillopora_meandrina_HIv1___RNAseq.g14228.t1	Peve_00023649
N0.HOG0017074	OG0016461	-	FUN_041631-T1	Pocillopora_meandrina_HIv1___RNAseq.g14227.t1	Peve_00023648
N0.HOG0017075	OG0016462	-	FUN_041632-T1	Pocillopora_meandrina_HIv1___RNAseq.g14226.t1	Peve_00023647
N0.HOG0017076	OG0016463	-	FUN_041633-T1	Pocillopora_meandrina_HIv1___RNAseq.g14223.t1	Peve_00023646
N0.HOG0017077	OG0016464	-	FUN_041634-T1	Pocillopora_meandrina_HIv1___RNAseq.g14222.t1	Peve_00023645
N0.HOG0017078	OG0016465	-	FUN_041635-T1	Pocillopora_meandrina_HIv1___RNAseq.g14220.t1	Peve_00023644
N0.HOG0017079	OG0016466	-	FUN_041636-T1	Pocillopora_meandrina_HIv1___RNAseq.g14219.t1	Peve_00023643
N0.HOG0017080	OG0016467	-	FUN_041638-T1	Pocillopora_meandrina_HIv1___RNAseq.g14218.t1	Peve_00040173
N0.HOG0017081	OG0016468	-	FUN_041640-T1	Pocillopora_meandrina_HIv1___RNAseq.g14208.t1	Peve_00007385
N0.HOG0017082	OG0016469	-	FUN_041642-T1	Pocillopora_meandrina_HIv1___RNAseq.g14207.t1	Peve_00007386
N0.HOG0017083	OG0016470	-	FUN_041644-T1	Pocillopora_meandrina_HIv1___RNAseq.g14206.t1	Peve_00037268
N0.HOG0017084	OG0016471	-	FUN_041645-T1	Pocillopora_meandrina_HIv1___RNAseq.g14205.t1	Peve_00000469
N0.HOG0017085	OG0016472	-	FUN_041647-T1	Pocillopora_meandrina_HIv1___RNAseq.g14158.t1b	Peve_00000475
N0.HOG0017086	OG0016473	-	FUN_041648-T1	Pocillopora_meandrina_HIv1___TS.g11937.t1	Peve_00000476
N0.HOG0017087	OG0016474	-	FUN_041650-T1	Pocillopora_meandrina_HIv1___RNAseq.g14154.t1	Peve_00000473
N0.HOG0017088	OG0016475	-	FUN_041653-T1	Pocillopora_meandrina_HIv1___RNAseq.g13863.t1	Peve_00012482
N0.HOG0017089	OG0016476	-	FUN_041657-T1	Pocillopora_meandrina_HIv1___RNAseq.g13861.t2	Peve_00033087
N0.HOG0017090	OG0016477	-	FUN_041658-T1	Pocillopora_meandrina_HIv1___RNAseq.g13859.t2	Peve_00033089
N0.HOG0017091	OG0016478	-	FUN_041659-T1	Pocillopora_meandrina_HIv1___RNAseq.g13858.t1	Peve_00033090
N0.HOG0017092	OG0016479	-	FUN_041660-T1	Pocillopora_meandrina_HIv1___RNAseq.g13860.t1	Peve_00033088
N0.HOG0017093	OG0016480	-	FUN_041669-T1	Pocillopora_meandrina_HIv1___RNAseq.g13997.t1	Peve_00029013
N0.HOG0017094	OG0016481	-	FUN_041671-T1	Pocillopora_meandrina_HIv1___RNAseq.g14002.t1	Peve_00029014
N0.HOG0017095	OG0016482	-	FUN_041672-T1	Pocillopora_meandrina_HIv1___RNAseq.g14001.t1	Peve_00007760
N0.HOG0017096	OG0016483	-	FUN_041673-T1	Pocillopora_meandrina_HIv1___RNAseq.g14000.t1	Peve_00031771
N0.HOG0017097	OG0016484	-	FUN_041679-T1	Pocillopora_meandrina_HIv1___RNAseq.g14006.t1	Peve_00007776
N0.HOG0017098	OG0016485	-	FUN_041685-T1, FUN_041684-T1	Pocillopora_meandrina_HIv1___RNAseq.g13990.t1	
N0.HOG0017099	OG0016486	-	FUN_041691-T1	Pocillopora_meandrina_HIv1___TS.g11766.t1a	Peve_00041081
N0.HOG0017100	OG0016487	-	FUN_041695-T1	Pocillopora_meandrina_HIv1___TS.g11766.t1b	Peve_00041080
N0.HOG0017101	OG0016488	-	FUN_041699-T1	Pocillopora_meandrina_HIv1___TS.g11737.t1	Peve_00004376
N0.HOG0017102	OG0016489	-	FUN_041700-T1	Pocillopora_meandrina_HIv1___RNAseq.g13955.t1	Peve_00004374
N0.HOG0017103	OG0016490	-	FUN_041701-T1	Pocillopora_meandrina_HIv1___RNAseq.g13956.t1	Peve_00004373
N0.HOG0017104	OG0016491	-	FUN_041702-T1	Pocillopora_meandrina_HIv1___RNAseq.g13968.t1	Peve_00004372
N0.HOG0017105	OG0016492	-	FUN_041703-T1	Pocillopora_meandrina_HIv1___RNAseq.g13969.t1	Peve_00004371
N0.HOG0017106	OG0016493	-	FUN_041705-T1	Pocillopora_meandrina_HIv1___RNAseq.g13973.t1	Peve_00001480
N0.HOG0017107	OG0016494	-	FUN_041710-T1	Pocillopora_meandrina_HIv1___RNAseq.g13976.t1	Peve_00021477
N0.HOG0017108	OG0016495	-	FUN_041711-T1	Pocillopora_meandrina_HIv1___RNAseq.g13977.t1	Peve_00021476
N0.HOG0017109	OG0016496	-	FUN_041712-T1	Pocillopora_meandrina_HIv1___RNAseq.g13978.t1	Peve_00021480
N0.HOG0017110	OG0016497	-	FUN_041713-T1	Pocillopora_meandrina_HIv1___RNAseq.g13949.t1	Peve_00001623
N0.HOG0017111	OG0016498	-	FUN_041719-T1	Pocillopora_meandrina_HIv1___RNAseq.g13943.t1	Peve_00020367
N0.HOG0017112	OG0016499	-	FUN_041720-T1	Pocillopora_meandrina_HIv1___RNAseq.g13942.t1	Peve_00020366
N0.HOG0017113	OG0016500	-	FUN_041721-T1	Pocillopora_meandrina_HIv1___RNAseq.g13941.t1	Peve_00020371
N0.HOG0017114	OG0016501	-	FUN_041730-T1	Pocillopora_meandrina_HIv1___TS.g10510.t1	Peve_00006454
N0.HOG0017115	OG0016502	-	FUN_041733-T1		Peve_00024445, Peve_00045009
N0.HOG0017116	OG0016503	-	FUN_041734-T1	Pocillopora_meandrina_HIv1___RNAseq.6485_t	Peve_00024444
N0.HOG0017117	OG0016504	-	FUN_041738-T1	Pocillopora_meandrina_HIv1___RNAseq.g15782.t1	Peve_00002190
N0.HOG0017118	OG0016505	-	FUN_041740-T1	Pocillopora_meandrina_HIv1___RNAseq.g15783.t1	Peve_00002189
N0.HOG0017119	OG0016506	-	FUN_041743-T1	Pocillopora_meandrina_HIv1___RNAseq.g15788.t1	Peve_00041291
N0.HOG0017120	OG0016507	-	FUN_041744-T1	Pocillopora_meandrina_HIv1___RNAseq.g15789.t1	Peve_00000340
N0.HOG0017121	OG0016508	-	FUN_041749-T1	Pocillopora_meandrina_HIv1___RNAseq.g15090.t1	Peve_00042718
N0.HOG0017122	OG0016509	-	FUN_041750-T1	Pocillopora_meandrina_HIv1___RNAseq.g15091.t1	Peve_00042716
N0.HOG0017123	OG0016510	-	FUN_041754-T2	Pocillopora_meandrina_HIv1___RNAseq.g15095.t1	Peve_00042720
N0.HOG0017124	OG0016511	-	FUN_041758-T1	Pocillopora_meandrina_HIv1___RNAseq.g15101.t1	Peve_00041570
N0.HOG0017125	OG0016512	-	FUN_041759-T1	Pocillopora_meandrina_HIv1___RNAseq.g15102.t1	Peve_00041567
N0.HOG0017126	OG0016513	-	FUN_041760-T1	Pocillopora_meandrina_HIv1___RNAseq.g15241.t1	Peve_00041568
N0.HOG0017127	OG0016514	-	FUN_041761-T1	Pocillopora_meandrina_HIv1___RNAseq.g15242.t1	Peve_00041569
N0.HOG0017128	OG0016515	-	FUN_041762-T1	Pocillopora_meandrina_HIv1___RNAseq.g15243.t1	Peve_00041571
N0.HOG0017129	OG0016516	-	FUN_041767-T1	Pocillopora_meandrina_HIv1___RNAseq.g15244.t1	Peve_00041572
N0.HOG0017130	OG0016517	-	FUN_041769-T1	Pocillopora_meandrina_HIv1___RNAseq.g15246.t1	Peve_00041575
N0.HOG0017131	OG0016518	-	FUN_041770-T1	Pocillopora_meandrina_HIv1___RNAseq.g15248.t1	Peve_00041576
N0.HOG0017132	OG0016519	-	FUN_041771-T1	Pocillopora_meandrina_HIv1___RNAseq.g15894.t1	Peve_00021185
N0.HOG0017133	OG0016520	-	FUN_041776-T1	Pocillopora_meandrina_HIv1___RNAseq.g15888.t1	Peve_00010497
N0.HOG0017134	OG0016521	-	FUN_041777-T1	Pocillopora_meandrina_HIv1___RNAseq.g15886.t1	Peve_00042840
N0.HOG0017135	OG0016522	-	FUN_041779-T1	Pocillopora_meandrina_HIv1___RNAseq.g15878.t1	Peve_00042838
N0.HOG0017136	OG0016523	-	FUN_041782-T1	Pocillopora_meandrina_HIv1___RNAseq.g15874.t1	Peve_00010485
N0.HOG0017137	OG0016524	-	FUN_041784-T1	Pocillopora_meandrina_HIv1___RNAseq.g15487.t1	Peve_00025206
N0.HOG0017138	OG0016525	-	FUN_041786-T1	Pocillopora_meandrina_HIv1___RNAseq.g15774.t1	Peve_00038537
N0.HOG0017139	OG0016526	-	FUN_041787-T1	Pocillopora_meandrina_HIv1___RNAseq.g15773.t1	Peve_00038538
N0.HOG0017140	OG0016527	-	FUN_041789-T1	Pocillopora_meandrina_HIv1___RNAseq.g15770.t1	Peve_00038532
N0.HOG0017141	OG0016528	-	FUN_041790-T1	Pocillopora_meandrina_HIv1___RNAseq.g15769.t1	Peve_00038533
N0.HOG0017142	OG0016529	-	FUN_041795-T1		Peve_00025398, Peve_00025396
N0.HOG0017143	OG0016530	-	FUN_041797-T1	Pocillopora_meandrina_HIv1___RNAseq.g15858.t1	Peve_00040729
N0.HOG0017144	OG0016531	-	FUN_041812-T1	Pocillopora_meandrina_HIv1___RNAseq.g15795.t1	Peve_00025193
N0.HOG0017145	OG0016532	-	FUN_041813-T1	Pocillopora_meandrina_HIv1___RNAseq.g15797.t1, Pocillopora_meandrina_HIv1___TS.g10820.t1	
N0.HOG0017146	OG0016533	-	FUN_041816-T1	Pocillopora_meandrina_HIv1___RNAseq.g15800.t1	Peve_00025190
N0.HOG0017147	OG0016534	-	FUN_041817-T1	Pocillopora_meandrina_HIv1___RNAseq.g15801.t1	Peve_00025201
N0.HOG0017148	OG0016535	-	FUN_041820-T1	Pocillopora_meandrina_HIv1___RNAseq.g15803.t1	Peve_00025198
N0.HOG0017149	OG0016536	-	FUN_041821-T1	Pocillopora_meandrina_HIv1___RNAseq.g15804.t1	Peve_00025187
N0.HOG0017150	OG0016537	-	FUN_041822-T1	Pocillopora_meandrina_HIv1___TS.g10827.t1	Peve_00033449
N0.HOG0017151	OG0016538	-	FUN_041824-T1	Pocillopora_meandrina_HIv1___RNAseq.g15806.t1	Peve_00039128
N0.HOG0017152	OG0016539	-	FUN_041825-T1	Pocillopora_meandrina_HIv1___RNAseq.6514_t	Peve_00039125
N0.HOG0017153	OG0016540	-	FUN_041827-T1	Pocillopora_meandrina_HIv1___RNAseq.g15809.t1	Peve_00039124
N0.HOG0017154	OG0016541	-	FUN_041829-T1	Pocillopora_meandrina_HIv1___RNAseq.g15810.t1	Peve_00039123
N0.HOG0017155	OG0016542	-	FUN_041835-T1	Pocillopora_meandrina_HIv1___RNAseq.g15085.t1	Peve_00009638
N0.HOG0017156	OG0016543	-	FUN_041836-T1	Pocillopora_meandrina_HIv1___RNAseq.g15084.t1	Peve_00009646
N0.HOG0017157	OG0016544	-	FUN_041837-T1	Pocillopora_meandrina_HIv1___RNAseq.g15083.t1	Peve_00009647
N0.HOG0017158	OG0016545	-	FUN_041839-T1	Pocillopora_meandrina_HIv1___RNAseq.g15081.t1	Peve_00009639
N0.HOG0017159	OG0016546	-	FUN_041840-T1	Pocillopora_meandrina_HIv1___RNAseq.g15080.t1	Peve_00009640
N0.HOG0017160	OG0016547	-	FUN_041841-T1	Pocillopora_meandrina_HIv1___RNAseq.g15079.t1	Peve_00009641
N0.HOG0017161	OG0016548	-	FUN_041842-T1	Pocillopora_meandrina_HIv1___RNAseq.g15077.t1	Peve_00009644
N0.HOG0017162	OG0016549	-	FUN_041843-T1	Pocillopora_meandrina_HIv1___RNAseq.g15076.t1	Peve_00010472
N0.HOG0017163	OG0016550	-	FUN_041845-T1	Pocillopora_meandrina_HIv1___RNAseq.g15075.t1	Peve_00010476
N0.HOG0017164	OG0016551	-	FUN_041846-T1	Pocillopora_meandrina_HIv1___RNAseq.g15074.t1	Peve_00010477
N0.HOG0017165	OG0016552	-	FUN_041848-T1	Pocillopora_meandrina_HIv1___RNAseq.g15073.t1	Peve_00010478
N0.HOG0017166	OG0016553	-	FUN_041850-T1	Pocillopora_meandrina_HIv1___RNAseq.g15071.t1	Peve_00010479
N0.HOG0017167	OG0016554	-	FUN_041860-T1	Pocillopora_meandrina_HIv1___RNAseq.g15125.t1	Peve_00030446
N0.HOG0017168	OG0016555	-	FUN_041861-T1	Pocillopora_meandrina_HIv1___RNAseq.g15124.t1	Peve_00030447
N0.HOG0017169	OG0016556	-	FUN_041862-T1	Pocillopora_meandrina_HIv1___RNAseq.g15123.t1	Peve_00030448
N0.HOG0017170	OG0016557	-	FUN_041863-T1	Pocillopora_meandrina_HIv1___RNAseq.g15122.t1	Peve_00030452
N0.HOG0017171	OG0016558	-	FUN_041869-T1	Pocillopora_meandrina_HIv1___RNAseq.g15113.t1	Peve_00023976
N0.HOG0017172	OG0016559	-	FUN_041870-T1	Pocillopora_meandrina_HIv1___TS.g10144.t1	Peve_00023975
N0.HOG0017173	OG0016560	-	FUN_041871-T1	Pocillopora_meandrina_HIv1___RNAseq.g15111.t1	Peve_00023974
N0.HOG0017174	OG0016561	-	FUN_041873-T1	Pocillopora_meandrina_HIv1___TS.g10137.t1b	Peve_00040565
N0.HOG0017175	OG0016562	-	FUN_041875-T1	Pocillopora_meandrina_HIv1___RNAseq.g15107.t1	Peve_00040575
N0.HOG0017176	OG0016563	-	FUN_041877-T1	Pocillopora_meandrina_HIv1___TS.g10136.t1	Peve_00000883
N0.HOG0017177	OG0016564	-	FUN_041883-T1	Pocillopora_meandrina_HIv1___RNAseq.g15394.t1	Peve_00026884
N0.HOG0017178	OG0016565	-	FUN_041884-T1	Pocillopora_meandrina_HIv1___RNAseq.g15395.t1	Peve_00012643
N0.HOG0017179	OG0016566	-	FUN_041887-T1	Pocillopora_meandrina_HIv1___RNAseq.g15415.t1	Peve_00033408
N0.HOG0017180	OG0016567	-	FUN_041888-T1	Pocillopora_meandrina_HIv1___RNAseq.g15416.t1	Peve_00033407
N0.HOG0017181	OG0016568	-	FUN_041889-T1	Pocillopora_meandrina_HIv1___RNAseq.g15418.t1	Peve_00033396
N0.HOG0017182	OG0016569	-	FUN_041890-T1	Pocillopora_meandrina_HIv1___RNAseq.g15420.t1	Peve_00033394
N0.HOG0017183	OG0016570	-	FUN_041892-T1	Pocillopora_meandrina_HIv1___RNAseq.g15392.t1	Peve_00026174
N0.HOG0017184	OG0016571	-	FUN_041896-T1	Pocillopora_meandrina_HIv1___RNAseq.6056_t	Peve_00026173
N0.HOG0017185	OG0016572	-	FUN_041897-T1	Pocillopora_meandrina_HIv1___RNAseq.g15353.t1	Peve_00028578
N0.HOG0017186	OG0016573	-	FUN_041898-T1		Peve_00028577, Peve_00015836
N0.HOG0017187	OG0016574	-	FUN_041902-T1	Pocillopora_meandrina_HIv1___RNAseq.g15359.t1	Peve_00030476
N0.HOG0017188	OG0016575	-	FUN_041905-T1	Pocillopora_meandrina_HIv1___RNAseq.g15368.t2	Peve_00007895
N0.HOG0017189	OG0016576	-	FUN_041906-T1	Pocillopora_meandrina_HIv1___RNAseq.g15370.t2	Peve_00007893
N0.HOG0017190	OG0016577	-	FUN_041907-T1	Pocillopora_meandrina_HIv1___TS.g10677.t1	Peve_00007890
N0.HOG0017191	OG0016578	-	FUN_041908-T1	Pocillopora_meandrina_HIv1___RNAseq.g15648.t1	Peve_00007888
N0.HOG0017192	OG0016579	-	FUN_041910-T1	Pocillopora_meandrina_HIv1___RNAseq.g15647.t1	Peve_00007887
N0.HOG0017193	OG0016580	-	FUN_041912-T1	Pocillopora_meandrina_HIv1___RNAseq.g15645.t1	Peve_00007884
N0.HOG0017194	OG0016581	-	FUN_041913-T1	Pocillopora_meandrina_HIv1___RNAseq.g15642.t1	Peve_00007882
N0.HOG0017195	OG0016582	-	FUN_041914-T1	Pocillopora_meandrina_HIv1___TS.g10669.t1	Peve_00007879
N0.HOG0017196	OG0016583	-	FUN_041916-T1	Pocillopora_meandrina_HIv1___RNAseq.g15640.t1	Peve_00007878
N0.HOG0017197	OG0016584	-	FUN_041917-T1	Pocillopora_meandrina_HIv1___RNAseq.g15639.t1	Peve_00007877
N0.HOG0017198	OG0016585	-	FUN_041919-T1	Pocillopora_meandrina_HIv1___RNAseq.g15621.t1	Peve_00007876
N0.HOG0017199	OG0016586	-	FUN_041920-T1	Pocillopora_meandrina_HIv1___RNAseq.g15622.t1	Peve_00007875
N0.HOG0017200	OG0016587	-	FUN_041921-T1	Pocillopora_meandrina_HIv1___RNAseq.g15623.t1a	Peve_00007872
N0.HOG0017201	OG0016588	-	FUN_041923-T1	Pocillopora_meandrina_HIv1___RNAseq.g15625.t1	Peve_00007865
N0.HOG0017202	OG0016589	-	FUN_041924-T1	Pocillopora_meandrina_HIv1___TS.g10650.t1	Peve_00007863
N0.HOG0017203	OG0016590	-	FUN_041928-T1	Pocillopora_meandrina_HIv1___RNAseq.g15696.t1	Peve_00022682
N0.HOG0017204	OG0016591	-	FUN_041929-T1	Pocillopora_meandrina_HIv1___RNAseq.g15697.t1	Peve_00022681
N0.HOG0017205	OG0016592	-	FUN_041932-T1	Pocillopora_meandrina_HIv1___RNAseq.g15699.t1	Peve_00023598
N0.HOG0017206	OG0016593	-	FUN_041933-T1	Pocillopora_meandrina_HIv1___RNAseq.g15700.t1	Peve_00023581
N0.HOG0017207	OG0016594	-	FUN_041935-T1	Pocillopora_meandrina_HIv1___RNAseq.g15701.t2	Peve_00023583
N0.HOG0017208	OG0016595	-	FUN_041938-T1	Pocillopora_meandrina_HIv1___TS.g10732.t1	Peve_00023588
