"","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"2139",777021,"Cluster_2787","Peve_00036665",0.272232800316385,0.824475835784285,0.995934364227446,153,-24.24,"2 20","946 969",20,"65.00%","85.00%"
"2140",777296,"Cluster_4115","Peve_00023126",0.368901218438833,0.75946812741494,0.988219883885475,165,-22.69,"2 21","532 554",21,"76.19%","85.71%"
"2141",777647,"Cluster_589","Peve_00009072",-0.969111037908922,0.158643057953386,0.978262075707395,146,-20.33,"2 21","598 625",25,"56.00%","76.00%"
"2142",777737,"Cluster_589","Peve_00009076",-0.681862814506405,0.522340200056908,0.978262075707395,156,-22.41,"2 17","622 643",15,"66.67%","93.33%"
"2143",778170,"Cluster_9149","Peve_00001662",-0.222738942289824,0.857000495890254,0.995934364227446,155,-23.13,"2 21","836 858",20,"70.00%","75.00%"
"2144",779136,"Cluster_2787","Peve_00040976",0.745477980393459,0.464442552621193,0.978262075707395,158,-26.79,"2 16","758 780",15,"80.00%","93.33%"
"2145",780919,"Cluster_10934","Peve_00026324",0.993744582381753,0.0712442676400804,0.978262075707395,154,-21.32,"2 21","184 201",19,"78.95%","78.95%"
"2146",781054,"Cluster_10934","Peve_00026323",0.99130377652417,0.0840186494959752,0.978262075707395,154,-21.32,"2 21","771 788",19,"78.95%","78.95%"
"2147",782517,"Cluster_4629","Peve_00026819",0.923842023199118,0.250062391896704,0.978262075707395,150,-23.99,"2 21","566 592",24,"66.67%","70.83%"
"2148",782828,"Cluster_2882","Peve_00037274",-0.804943160621314,0.404391484546158,0.978262075707395,165,-23.64,"2 20","35 55",18,"77.78%","88.89%"
"2149",784100,"Cluster_6914","Peve_00010167",-0.551079542108337,0.628432159650593,0.978262075707395,154,-24.17,"2 20","277 302",23,"65.22%","73.91%"
"2150",784324,"Cluster_6906","Peve_00044162",0.26194719911604,0.831270739164479,0.995934364227446,160,-21.35,"2 17","328 349",15,"73.33%","93.33%"
"2151",784344,"Cluster_13502","Peve_00044162",-0.0330892483976051,0.978930884267197,0.999448381576871,154,-22.96,"2 21","595 621",24,"62.50%","79.17%"
"2152",784355,"Cluster_1167","Peve_00017300",0.847341820790966,0.356403138448671,0.978262075707395,156,-24.01,"2 21","94 115",19,"63.16%","78.95%"
"2153",784715,"Cluster_1167","Peve_00034369",0.472995396070564,0.686345438691592,0.978262075707395,146,-22.9,"2 16","515 538",16,"75.00%","75.00%"
"2154",784816,"Cluster_6255","Peve_00044204",-0.708556755141542,0.498693222674594,0.978262075707395,168,-21.38,"2 20","822 841",18,"83.33%","88.89%"
"2155",785246,"Cluster_14999","Peve_00013532",0.298347646860978,0.807129044829066,0.995934364227446,175,-22,"2 20","399 420",18,"77.78%","94.44%"
"2156",785257,"Cluster_2854","Peve_00013531",-0.999994747981342,0.00206328129499564,0.363213043883873,176,-25.43,"2 21","596 617",19,"84.21%","84.21%"
"2157",785336,"Cluster_14999","Peve_00013530",0.114565243754939,0.926905004246194,0.999448381576871,175,-22,"2 20","673 694",18,"77.78%","94.44%"
"2158",785752,"Cluster_2854","Peve_00021139",-0.953728939872859,0.194419060842132,0.978262075707395,160,-20.08,"2 18","602 624",17,"76.47%","88.24%"
"2159",785932,"Cluster_2854","Peve_00021132",-0.728874176677885,0.480087831492968,0.978262075707395,160,-20.22,"2 18","597 619",17,"76.47%","88.24%"
"2160",786276,"Cluster_11134","Peve_00043993",-0.988543560238512,0.0964573785382989,0.978262075707395,167,-20.11,"2 21","978 1000",21,"71.43%","85.71%"
"2161",787173,"Cluster_10061","Peve_00043970",-0.0803653366068362,0.94878260447532,0.999448381576871,158,-20.26,"2 21","680 708",26,"69.23%","73.08%"
"2162",787717,"Cluster_11135","Peve_00042377",0.844443877729655,0.359862212804899,0.978262075707395,160,-20.86,"2 21","837 858",19,"68.42%","78.95%"
"2163",788405,"Cluster_1167","Peve_00018443",0.829183811035474,0.377611258561576,0.978262075707395,145,-24.97,"2 10","364 385",8,"100.00%","100.00%"
"2164",788571,"Cluster_11134","Peve_00018449",-0.0195622829453675,0.987545469442176,0.999448381576871,165,-20.07,"2 20","377 397",18,"77.78%","88.89%"
"2165",788711,"Cluster_14999","Peve_00043391",0.168352989757453,0.892310308978981,0.999448381576871,166,-21.65,"2 21","307 332",23,"78.26%","78.26%"
"2166",788711,"Cluster_14999","Peve_00043391",0.168352989757453,0.892310308978981,0.999448381576871,166,-21.65,"2 21","566 591",23,"78.26%","78.26%"
"2167",788816,"Cluster_4115","Peve_00043394",0.0656966239757251,0.958146086060708,0.999448381576871,154,-22.43,"2 20","295 322",24,"66.67%","70.83%"
"2168",788902,"Cluster_2854","Peve_00043399",-0.535973730849427,0.639889204840856,0.978262075707395,158,-20.93,"2 15","502 523",13,"84.62%","92.31%"
"2169",789285,"Cluster_9149","Peve_00043020",-0.96038979742484,0.179780555872127,0.978262075707395,168,-23.03,"2 21","321 342",19,"73.68%","84.21%"
"2170",790078,"Cluster_4735","Peve_00030399",-0.906968400973129,0.276780974343036,0.978262075707395,153,-20.18,"2 21","611 632",20,"75.00%","75.00%"
"2171",790130,"Cluster_6914","Peve_00018242",0.881432431194037,0.313159528569569,0.978262075707395,157,-20.35,"2 20","725 744",18,"72.22%","83.33%"
"2172",790236,"Cluster_11134","Peve_00000891",-0.999479069517375,0.0205496231198021,0.812495585628734,156,-25.76,"2 21","699 718",19,"73.68%","84.21%"
"2173",790708,"Cluster_4735","Peve_00034898",-0.550236396234039,0.629075197231697,0.978262075707395,150,-22.91,"2 19","692 711",17,"76.47%","82.35%"
"2175",791244,"Cluster_4079","Peve_00037553",0.922028042287347,0.253062309744281,0.978262075707395,159,-21.99,"2 21","542 567",23,"65.22%","78.26%"
"2176",791338,"Cluster_4735","Peve_00006808",0.911179607420358,0.270345812114251,0.978262075707395,164,-20.67,"2 21","504 525",19,"73.68%","78.95%"
"2177",791418,"Cluster_796","Peve_00001852",0.177682874319348,0.886279746858571,0.999448381576871,156,-22.57,"2 21","771 790",19,"78.95%","78.95%"
"2178",791969,"Cluster_5563","Peve_00029721",0.999970783906393,0.00486639381889994,0.551398425649056,168,-22.23,"2 21","925 945",19,"84.21%","89.47%"
"2179",792172,"Cluster_11135","Peve_00041079",0.980989959106427,0.124330320478117,0.978262075707395,158,-20.49,"2 16","799 821",15,"86.67%","86.67%"
"2180",792313,"Cluster_15890","Peve_00032829",-0.999967287119389,0.00514938897746555,0.551398425649056,162,-22.12,"2 21","284 304",19,"73.68%","84.21%"
"2181",792502,"Cluster_2854","Peve_00032822",-0.979998098297893,0.127543205375138,0.978262075707395,156,-20.51,"2 18","393 415",17,"70.59%","88.24%"
"2182",792685,"Cluster_4080","Peve_00028410",0.313076027793828,0.797281062750317,0.995934364227446,166,-20.55,"2 20","43 66",20,"80.00%","80.00%"
"2183",792739,"Cluster_6906","Peve_00028411",-0.287038038235336,0.814658772056752,0.995934364227446,172,-23.33,"2 21","510 531",19,"78.95%","84.21%"
"2184",793727,"Cluster_6904","Peve_00036250",0.742592842212241,0.467191590606991,0.978262075707395,155,-22.9,"2 17","917 940",17,"70.59%","88.24%"
"2185",793729,"Cluster_6906","Peve_00036250",0.973101367926095,0.147992105390085,0.978262075707395,152,-21.18,"2 21","916 940",23,"69.57%","78.26%"
"2186",794004,"Cluster_7855","Peve_00007866",-0.94898368474513,0.204227171462966,0.978262075707395,173,-22.43,"2 20","333 353",18,"83.33%","94.44%"
"2187",794295,"Cluster_16738","Peve_00022158",-0.981200960665208,0.123636205034929,0.978262075707395,155,-21.83,"2 21","67 91",22,"68.18%","72.73%"
"2188",794835,"Cluster_16738","Peve_00023689",-0.339954682488226,0.779176521029078,0.993291512285701,170,-20.99,"2 21","270 290",19,"78.95%","89.47%"
"2189",795557,"Cluster_589","Peve_00004989",-0.97795721412483,0.133915041543952,0.978262075707395,153,-20.49,"2 14","91 112",12,"83.33%","91.67%"
"2190",795561,"Cluster_2787","Peve_00004989",0.933447107689976,0.233570051777715,0.978262075707395,158,-20.68,"2 18","61 82",17,"82.35%","88.24%"
"2191",795923,"Cluster_2882","Peve_00000077",-0.9297673087207,0.24001587012427,0.978262075707395,161,-25.29,"2 20","85 105",18,"77.78%","83.33%"
"2192",795932,"Cluster_6904","Peve_00000077",-0.924518590919554,0.248934730906394,0.978262075707395,155,-21.81,"2 17","290 313",17,"76.47%","82.35%"
"2193",795934,"Cluster_6906","Peve_00000077",-0.627527227098398,0.568134216123301,0.978262075707395,152,-21.33,"2 14","290 313",14,"85.71%","85.71%"
"2194",796402,"Cluster_11135","Peve_00008516",0.891918083543542,0.298719213165561,0.978262075707395,163,-22.11,"2 21","130 153",21,"66.67%","85.71%"
"2195",796603,"Cluster_4735","Peve_00031704",-0.989721916659334,0.0913532215794848,0.978262075707395,161,-24.76,"2 19","255 279",20,"70.00%","85.00%"
"2196",796648,"Cluster_4735","Peve_00031705",-0.0843054139194434,0.94626572607607,0.999448381576871,161,-24.76,"2 19","6 30",20,"70.00%","85.00%"
"2197",796721,"Cluster_14999","Peve_00031706",-0.538678865199837,0.63784723680649,0.978262075707395,163,-22.89,"2 21","366 388",20,"75.00%","80.00%"
"2199",797896,"Cluster_29","Peve_00005298",-0.195101620544982,0.874992666208138,0.997550215314002,162,-21.28,"2 20","879 901",19,"73.68%","84.21%"
"2200",797925,"Cluster_9149","Peve_00005298",-0.647811203136041,0.551369127444631,0.978262075707395,157,-25.85,"2 14","542 563",12,"83.33%","100.00%"
"2201",798220,"Cluster_4080","Peve_00005832",0.921617076861498,0.253737285863812,0.978262075707395,171,-24.53,"2 16","968 989",14,"92.86%","100.00%"
"2202",798607,"Cluster_11135","Peve_00022973",-0.886103284710592,0.306804453861767,0.978262075707395,170,-22.46,"2 21","855 878",21,"80.95%","85.71%"
"2204",799164,"Cluster_4079","Peve_00033832",-0.934480251243925,0.231729583004234,0.978262075707395,150,-21.16,"2 16","735 757",15,"80.00%","80.00%"
"2205",799866,"Cluster_11134","Peve_00027843",0.262140774229727,0.831143043202861,0.995934364227446,156,-20.31,"2 18","582 606",19,"73.68%","78.95%"
"2206",800162,"Cluster_6904","Peve_00007473",-0.879939119315978,0.315166441150215,0.978262075707395,154,-22.39,"2 21","411 436",23,"69.57%","73.91%"
"2207",800164,"Cluster_6906","Peve_00007473",-0.543278001096993,0.634365926367122,0.978262075707395,154,-23.42,"2 21","411 436",23,"69.57%","73.91%"
"2208",800202,"Cluster_4629","Peve_00007471",-0.387841518480853,0.746441567963719,0.987685209841204,158,-23.25,"2 20","74 96",19,"68.42%","84.21%"
"2209",800247,"Cluster_4629","Peve_00007470",0.711051655707265,0.496438383687806,0.978262075707395,158,-23.25,"2 20","551 573",19,"68.42%","84.21%"
"2210",800787,"Cluster_4629","Peve_00037847",0.99263568381324,0.0773086729116669,0.978262075707395,152,-23.73,"2 21","535 556",19,"63.16%","73.68%"
"2211",801322,"Cluster_2854","Peve_00017809",-0.874296882154139,0.322645880255724,0.978262075707395,148,-21.68,"2 18","731 756",20,"60.00%","80.00%"
"2214",802920,"Cluster_9149","Peve_00012190",-0.370014638056316,0.7587053327477,0.988219883885475,157,-20.7,"2 19","303 327",20,"75.00%","75.00%"
"2215",802941,"Cluster_2787","Peve_00012191",0.9521249215577,0.197787088943309,0.978262075707395,161,-23.42,"2 20","354 377",20,"80.00%","80.00%"
"2216",803060,"Cluster_10965","Peve_00012195",-0.861501692342471,0.33904874167394,0.978262075707395,158,-21.35,"2 20","312 335",20,"70.00%","80.00%"
"2218",804090,"Cluster_9149","Peve_00044730",-0.127917855536093,0.918341225906392,0.999448381576871,150,-20.6,"2 15","462 483",13,"76.92%","84.62%"
"2219",804270,"Cluster_9149","Peve_00042946",-0.641985814638166,0.556221593572825,0.978262075707395,162,-25.67,"2 21","371 396",23,"73.91%","78.26%"
"2221",807747,"Cluster_15726","Peve_00043724",-0.998403640393818,0.0359764475202192,0.909359886114279,165,-27.25,"2 20","949 973",21,"80.95%","80.95%"
"2222",807997,"Cluster_7657","Peve_00009628",-0.420273437088026,0.723868312034918,0.982695822316307,160,-20.62,"2 20","869 890",19,"78.95%","84.21%"
"2223",807998,"Cluster_7658","Peve_00009628",0.943191419045912,0.215615420018127,0.978262075707395,160,-20.62,"2 20","869 890",19,"78.95%","84.21%"
"2224",808202,"Cluster_589","Peve_00002908",-0.934753615028442,0.231240264998328,0.978262075707395,158,-22.83,"2 16","959 981",15,"80.00%","93.33%"
"2225",808400,"Cluster_6914","Peve_00002900",-0.229322040662165,0.852698213960576,0.995934364227446,159,-21.88,"2 20","463 481",18,"77.78%","88.89%"
"2226",808445,"Cluster_6914","Peve_00002901",0.865718268435541,0.333724182418612,0.978262075707395,159,-21.88,"2 20","129 147",18,"77.78%","88.89%"
"2227",809715,"Cluster_9149","Peve_00028186",-0.579456433342001,0.606529776298629,0.978262075707395,143,-20.89,"2 21","314 332",19,"63.16%","78.95%"
"2228",809742,"Cluster_4629","Peve_00028187",-0.349469736842154,0.77272349679925,0.991668984508097,146,-21.38,"2 11","598 619",9,"88.89%","100.00%"
"2229",809940,"Cluster_9149","Peve_00002026",0.917506259758502,0.26039783815488,0.978262075707395,152,-20.4,"2 15","689 709",13,"84.62%","92.31%"
"2230",810463,"Cluster_4735","Peve_00006101",-0.583321352304893,0.603505671527791,0.978262075707395,164,-23.87,"2 19","47 67",17,"82.35%","88.24%"
"2231",810812,"Cluster_589","Peve_00030588",-0.983817674668046,0.114684041181378,0.978262075707395,158,-22.72,"2 17","397 417",15,"80.00%","93.33%"
"2232",810868,"Cluster_4735","Peve_00040406",-0.0597216067120709,0.961957407203555,0.999448381576871,162,-23.2,"2 21","911 934",21,"76.19%","80.95%"
"2233",810909,"Cluster_4079","Peve_00040405",0.924545907016503,0.248889100380961,0.978262075707395,148,-20.11,"2 20","484 508",22,"63.64%","77.27%"
"2234",811138,"Cluster_4735","Peve_00040409",-0.271767820914284,0.824783448750317,0.995934364227446,161,-20.99,"2 20","919 942",20,"75.00%","85.00%"
"2235",811446,"Cluster_2787","Peve_00007854",-0.864104211317102,0.335771391434576,0.978262075707395,143,-20.6,"2 21","393 415",20,"60.00%","70.00%"
"2236",812145,"Cluster_9149","Peve_00023643",-0.5,0.666666666666667,0.978262075707395,154,-28.58,"2 20","939 964",22,"68.18%","72.73%"
"2239",813108,"Cluster_796","Peve_00033582",-0.00685316165830792,0.995637107633496,0.999448381576871,157,-24.62,"2 20","339 359",18,"77.78%","77.78%"
"2240",814451,"Cluster_14999","Peve_00028602",-0.385628098915349,0.747969567283086,0.988162023688381,175,-22,"2 20","375 396",18,"77.78%","94.44%"
"2241",815322,"Cluster_4629","Peve_00003222",-0.554554668634826,0.625777256211528,0.978262075707395,159,-20.38,"2 20","416 437",18,"72.22%","77.78%"
"2242",815360,"Cluster_1167","Peve_00008231",0.800653099556457,0.408972065520488,0.978262075707395,144,-20.58,"2 21","69 90",19,"63.16%","63.16%"
"2243",815540,"Cluster_1167","Peve_00008236",-0.827973482085711,0.378987500863212,0.978262075707395,159,-26.34,"2 21","581 603",20,"70.00%","80.00%"
"2245",815910,"Cluster_5882","Peve_00036353",-0.592652657272051,0.596161381763121,0.978262075707395,155,-20.39,"2 21","156 178",20,"65.00%","80.00%"
"2246",816021,"Cluster_11134","Peve_00036357",0.94097110908022,0.219830152972574,0.978262075707395,149,-21.79,"2 14","435 456",12,"75.00%","91.67%"
"2247",816573,"Cluster_796","Peve_00037916",0.801251947507498,0.408335317891974,0.978262075707395,166,-22.36,"2 19","138 159",17,"82.35%","82.35%"
"2248",816881,"Cluster_14999","Peve_00025970",-0.999571546587002,0.0186364175217764,0.782669382293497,178,-27.37,"2 20","596 618",19,"84.21%","94.74%"
"2249",817013,"Cluster_11997","Peve_00024377",-0.972884261006854,0.148590864647564,0.978262075707395,172,-21.35,"2 21","244 265",19,"73.68%","89.47%"
"2251",818633,"Cluster_11997","Peve_00025028",-0.647017877151962,0.55203179882939,0.978262075707395,183,-22.19,"2 20","781 802",18,"88.89%","94.44%"
"2252",818640,"Cluster_16738","Peve_00025028",-0.9981690675047,0.0385298725994388,0.909359886114279,176,-25.72,"2 21","741 762",19,"78.95%","89.47%"
"2253",818676,"Cluster_11134","Peve_00020618",0.355755499774518,0.768447174277424,0.990527675986719,146,-20.43,"2 17","858 878",15,"66.67%","86.67%"
"2254",819490,"Cluster_14500","Peve_00006663",0.81245691296176,0.396259136068087,0.978262075707395,172,-22.55,"2 21","454 475",19,"78.95%","84.21%"
"2256",819723,"Cluster_796","Peve_00006668",0.896936513602078,0.291574861250422,0.978262075707395,166,-25,"2 21","412 435",21,"80.95%","80.95%"
"2258",820355,"Cluster_1167","Peve_00043521",0.999909606796706,0.00855985249202504,0.574004478614831,146,-23.91,"2 21","190 214",22,"63.64%","72.73%"
"2259",820400,"Cluster_1167","Peve_00043520",0.520782178468325,0.651280743125403,0.978262075707395,146,-23.91,"2 21","190 214",22,"63.64%","72.73%"
"2260",820745,"Cluster_10965","Peve_00043294",-0.321790233327782,0.791430830991505,0.995934364227446,162,-20.02,"2 21","637 657",19,"78.95%","78.95%"
"2262",821259,"Cluster_4079","Peve_00015999",-0.796272454187231,0.413604356922385,0.978262075707395,151,-20.3,"2 16","360 381",14,"71.43%","85.71%"
"2263",821937,"Cluster_4629","Peve_00020781",-0.61999434978747,0.574269757040039,0.978262075707395,150,-20.53,"2 20","852 876",21,"57.14%","80.95%"
"2264",821955,"Cluster_9149","Peve_00020781",-0.428372593171845,0.718174165838156,0.981094945209539,144,-20.23,"2 21","725 743",19,"63.16%","73.68%"
"2265",822557,"Cluster_589","Peve_00013125",0.775072695353894,0.435426401668339,0.978262075707395,153,-21,"2 19","558 580",18,"72.22%","77.78%"
"2266",823677,"Cluster_15726","Peve_00040173",-0.63341680528182,0.563303771839087,0.978262075707395,148,-20.17,"2 17","792 810",15,"80.00%","80.00%"
"2267",823755,"Cluster_9149","Peve_00039320",-0.99707405830425,0.048711769379337,0.94828359635183,153,-25.57,"2 14","871 892",12,"75.00%","100.00%"
"2268",824006,"Cluster_4115","Peve_00012650",-0.708436710670535,0.498801513957222,0.978262075707395,180,-27.36,"2 21","192 213",19,"84.21%","89.47%"
"2269",824049,"Cluster_4079","Peve_00002371",-0.796272454187231,0.413604356922385,0.978262075707395,161,-20.02,"2 14","603 624",12,"91.67%","100.00%"
"2270",825330,"Cluster_9149","Peve_00032474",0.971409767459622,0.15259635021536,0.978262075707395,159,-23.87,"2 20","281 302",18,"66.67%","83.33%"
"2272",826752,"Cluster_4629","Peve_00009783",-0.859098285345735,0.342050125726125,0.978262075707395,162,-26.91,"2 20","741 763",19,"73.68%","84.21%"
"2273",827312,"Cluster_10060","Peve_00008786",-0.222606084812048,0.857087253791963,0.995934364227446,176,-20.31,"2 21","532 553",19,"78.95%","89.47%"
"2274",827497,"Cluster_11135","Peve_00043886",0.844443877729655,0.359862212804899,0.978262075707395,158,-22.4,"2 21","316 336",19,"68.42%","84.21%"
"2275",828046,"Cluster_29","Peve_00004003",-0.807819139853771,0.401295561413051,0.978262075707395,166,-21.22,"2 20","495 517",19,"73.68%","89.47%"
"2276",828363,"Cluster_796","Peve_00043850",0.161838997492345,0.896514951618963,0.999448381576871,162,-21.16,"2 21","565 585",19,"78.95%","78.95%"
"2277",829223,"Cluster_2882","Peve_00034956",-0.988077292924717,0.0984045095788651,0.978262075707395,174,-20.97,"2 20","308 330",19,"84.21%","89.47%"
"2278",829262,"Cluster_589","Peve_00034957",-0.459482434956865,0.696069833125748,0.978262075707395,154,-21.7,"2 16","960 982",15,"73.33%","93.33%"
"2279",829812,"Cluster_4629","Peve_00000786",0.997938030915673,0.0408894104551371,0.909359886114279,162,-24.67,"2 21","469 493",22,"72.73%","81.82%"
"2280",829847,"Cluster_589","Peve_00000787",0.165142682092847,0.894383074900482,0.999448381576871,157,-20.74,"2 19","197 219",18,"72.22%","83.33%"
"2281",830405,"Cluster_6914","Peve_00031820",0.681370036207874,0.522768938995673,0.978262075707395,170,-20.06,"2 19","12 32",17,"82.35%","88.24%"
