,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
1432,apul-mir-novel-21,FUN_039407,CDS,FUN_039407;2 21;3885 3907,-25.22,20,80.00%,80.00%,0.977388854104582,0.977388854104582,1,0.00406760929145233
1433,apul-mir-novel-21,FUN_040048,CDS,FUN_040048;2 16;6734 6755,-23.29,14,92.86%,92.86%,-0.976887005501508,0.976887005501508,-1,0.00420345842363923
1434,apul-mir-novel-21,FUN_041494,CDS,FUN_041494;2 19;8797 8820,-20.59,19,73.68%,78.95%,0.987517169562908,0.987517169562908,1,0.00167104678080537
1435,apul-mir-novel-21,FUN_041501,CDS,FUN_041501;2 21;1449 1470,-21.12,19,68.42%,78.95%,0.907724243711784,0.907724243711784,1,0.033178818210166
1436,apul-mir-novel-21,FUN_041980,CDS,FUN_041980;2 19;13079 13099,-20.76,17,88.24%,88.24%,0.942022621013764,0.942022621013764,1,0.016611481556465
1437,apul-mir-novel-21,FUN_042241,CDS,FUN_042241;2 19;5715 5738,-20.56,19,73.68%,84.21%,0.977388854104582,0.977388854104582,1,0.00406760929145237
1438,apul-mir-novel-21,FUN_043600,CDS,FUN_043600;2 21;13111 13132,-20.97,20,85.00%,90.00%,0.911200380112326,0.911200380112326,1,0.0313385977416062
1439,apul-mir-novel-28,FUN_002167,CDS,FUN_002167;2 21;9580 9603,-20.28,19,78.95%,89.47%,0.925135746632075,0.925135746632075,1,0.0243112664959138
1440,apul-mir-novel-28,FUN_000213,CDS,FUN_000213;2 23;4063 4086,-25.06,21,76.19%,85.71%,-0.960747631922995,0.960747631922995,-1,0.00928023441631077
1441,apul-mir-novel-28,FUN_000483,CDS,FUN_000483;2 23;10702 10729,-23,25,76.00%,76.00%,-0.967517576266195,0.967517576266195,-1,0.00699325041438931
1442,apul-mir-novel-28,FUN_000514,CDS,FUN_000514;2 23;828 851,-25.9,22,72.73%,81.82%,0.879912736724682,0.879912736724682,1,0.049045311087057
1443,apul-mir-novel-28,FUN_001186,CDS,FUN_001186;2 21;5266 5290,-20.53,20,60.00%,80.00%,0.91989247100181,0.91989247100181,1,0.0268878039977157
1444,apul-mir-novel-28,FUN_003503,CDS,FUN_003503;2 16;7571 7593,-23.46,14,64.29%,92.86%,0.885543900709666,0.885543900709666,1,0.0456764203613061
1445,apul-mir-novel-28,FUN_003726,CDS,FUN_003726;2 23;1649 1669,-25.84,21,57.14%,85.71%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1446,apul-mir-novel-28,FUN_004242,CDS,FUN_004242;2 23;357 383,-22.05,24,62.50%,79.17%,0.900608357163831,0.900608357163831,1,0.0370489270129712
1447,apul-mir-novel-28,FUN_004243,CDS,FUN_004243;2 23;357 383,-21.91,24,66.67%,79.17%,0.962660968195476,0.962660968195476,1,0.0086125342845257
1448,apul-mir-novel-28,FUN_005144,CDS,FUN_005144;2 22;355 377,-26.67,20,65.00%,90.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1449,apul-mir-novel-28,FUN_005145,CDS,FUN_005145;2 23;4217 4237,-22.25,21,61.90%,85.71%,0.889890035908645,0.889890035908645,1,0.0431288203211598
1450,apul-mir-novel-28,FUN_005184,CDS,FUN_005184;2 19;5651 5674,-23.62,17,88.24%,94.12%,0.904658878669149,0.904658878669149,1,0.0348292258546197
1451,apul-mir-novel-28,FUN_005284,CDS,FUN_005284;2 20;1823 1849,-20.52,21,71.43%,76.19%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1452,apul-mir-novel-28,FUN_005457,CDS,FUN_005457;2 22;2579 2602,-24.04,20,65.00%,75.00%,0.890365724272282,0.890365724272282,1,0.0428528121766248
1453,apul-mir-novel-28,FUN_003412,CDS,FUN_003412;2 23;345 372,-21.3,25,64.00%,72.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1454,apul-mir-novel-28,FUN_006548,CDS,FUN_006548;2 23;26064 26086,-23.92,21,71.43%,90.48%,0.955648012311518,0.955648012311518,1,0.011137634032207
1455,apul-mir-novel-28,FUN_006720,CDS,FUN_006720;2 17;8560 8585,-20.11,17,64.71%,76.47%,0.922022256310059,0.922022256310059,1,0.0258311520536787
1456,apul-mir-novel-28,FUN_006191,CDS,FUN_006191;2 22;7705 7728,-20.26,21,76.19%,80.95%,0.945659638147289,0.945659638147289,1,0.0150815396510453
1457,apul-mir-novel-28,FUN_007581,CDS,FUN_007581;2 21;3066 3089,-23.64,19,73.68%,89.47%,0.890107691854539,0.890107691854539,1,0.04300246021231
1458,apul-mir-novel-28,FUN_008089,CDS,FUN_008089;2 23;16054 16077,-21.42,21,61.90%,71.43%,0.944056380053847,0.944056380053847,1,0.0157500292987576
1459,apul-mir-novel-28,FUN_008127,CDS,FUN_008127;2 22;5535 5559,-21.46,21,71.43%,76.19%,0.888935435235287,0.888935435235287,1,0.0436844014093562
1460,apul-mir-novel-28,FUN_010118,CDS,FUN_010118;2 21;1368 1392,-20.88,20,70.00%,80.00%,0.878805383659563,0.878805383659563,1,0.0497166596072173
1461,apul-mir-novel-28,FUN_008862,CDS,FUN_008862;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.891356272445722,0.891356272445722,1,0.0422798775197472
1462,apul-mir-novel-28,FUN_009436,CDS,FUN_009436;2 23;4480 4503,-24.64,21,66.67%,71.43%,0.940170449647681,0.940170449647681,1,0.0174088894367336
1463,apul-mir-novel-28,FUN_008954,CDS,FUN_008954;2 22;80 101,-20.26,20,60.00%,80.00%,0.882523871112338,0.882523871112338,1,0.0474737501298193
1464,apul-mir-novel-28,FUN_010939,CDS,FUN_010939;2 22;15133 15155,-20.17,20,75.00%,90.00%,0.918270664054426,0.918270664054426,1,0.0277015291663331
1465,apul-mir-novel-28,FUN_011361,CDS,FUN_011361;2 17;6989 7012,-20.13,15,73.33%,80.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1466,apul-mir-novel-28,FUN_013345,CDS,FUN_013345;2 21;165 191,-21.91,22,63.64%,81.82%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1467,apul-mir-novel-28,FUN_011864,CDS,FUN_011864;2 23;5709 5731,-24.7,21,66.67%,80.95%,-0.9426267211093,0.9426267211093,-1,0.0163540424910449
1468,apul-mir-novel-28,FUN_013965,CDS,FUN_013965;2 17;2873 2896,-20.11,15,80.00%,93.33%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1469,apul-mir-novel-28,FUN_011660,CDS,FUN_011660;2 21;6550 6573,-20.74,19,57.89%,89.47%,0.895156579452955,0.895156579452955,1,0.040104683545363
1470,apul-mir-novel-28,FUN_015652,CDS,FUN_015652;2 21;8380 8404,-20.15,20,60.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1471,apul-mir-novel-28,FUN_015087,CDS,FUN_015087;2 18;2725 2748,-22.82,16,75.00%,93.75%,0.892196140184879,0.892196140184879,1,0.0417960205849146
1472,apul-mir-novel-28,FUN_015216,CDS,FUN_015216;2 23;12851 12875,-29.89,22,81.82%,86.36%,0.931934814416723,0.931934814416723,1,0.0210977904147885
1473,apul-mir-novel-28,FUN_015378,CDS,FUN_015378;2 19;8484 8506,-21.96,17,64.71%,82.35%,0.987785763302542,0.987785763302542,1,0.00161746937917561
1474,apul-mir-novel-28,FUN_017197,CDS,FUN_017197;2 21;3175 3198,-23.64,19,73.68%,89.47%,0.903142119666272,0.903142119666272,1,0.0356552792986646
1475,apul-mir-novel-28,FUN_017282,CDS,FUN_017282;2 13;730 753,-24.21,11,81.82%,90.91%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1476,apul-mir-novel-28,FUN_016501,CDS,FUN_016501;2 21;647 670,-24.17,19,73.68%,94.74%,0.922507423140161,0.922507423140161,1,0.0255923619140192
1477,apul-mir-novel-28,FUN_016172,CDS,FUN_016172;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.895000303488882,0.895000303488882,1,0.0401934090046802
1478,apul-mir-novel-28,FUN_016893,CDS,FUN_016893;2 20;1823 1849,-20.52,21,71.43%,76.19%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1479,apul-mir-novel-28,FUN_018766,CDS,FUN_018766;2 21;9911 9935,-22.93,20,70.00%,85.00%,0.904235855100527,0.904235855100527,1,0.0350589890182303
1480,apul-mir-novel-28,FUN_018841,CDS,FUN_018841;2 20;432 454,-20.85,18,66.67%,88.89%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1481,apul-mir-novel-28,FUN_018930,CDS,FUN_018930;2 23;10868 10889,-21.13,21,66.67%,85.71%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1482,apul-mir-novel-28,FUN_017888,CDS,FUN_017888;2 21;2876 2900,-21.48,20,65.00%,80.00%,0.934317826031125,0.934317826031125,1,0.020006883094474
1483,apul-mir-novel-28,FUN_019122,CDS,FUN_019122;2 22;2359 2381,-21.48,20,70.00%,80.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1484,apul-mir-novel-28,FUN_018401,CDS,FUN_018401;2 22;2021 2045,-20.67,21,76.19%,80.95%,0.908499774126664,0.908499774126664,1,0.0327653521077996
1485,apul-mir-novel-28,FUN_018439,CDS,FUN_018439;2 23;9115 9140,-24.65,23,56.52%,78.26%,0.936324149985725,0.936324149985725,1,0.0191030989461552
1486,apul-mir-novel-28,FUN_020962,CDS,FUN_020962;2 22;2599 2623,-20.52,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1487,apul-mir-novel-28,FUN_020988,CDS,FUN_020988;2 23;1303 1327,-23.31,22,63.64%,72.73%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1488,apul-mir-novel-28,FUN_019427,CDS,FUN_019427;2 23;1094 1117,-22.49,21,71.43%,71.43%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1489,apul-mir-novel-28,FUN_019438,CDS,FUN_019438;2 19;253 275,-20.66,17,76.47%,88.24%,0.887091151696354,0.887091151696354,1,0.0447641488714344
1490,apul-mir-novel-28,FUN_020598,CDS,FUN_020598;2 19;165 189,-21.23,18,66.67%,88.89%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1491,apul-mir-novel-28,FUN_021475,CDS,FUN_021475;2 23;5443 5469,-24.91,24,75.00%,83.33%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1492,apul-mir-novel-28,FUN_022357,CDS,FUN_022357;2 23;6720 6743,-21.4,21,52.38%,71.43%,0.893849856993434,0.893849856993434,1,0.0408484900641146
1493,apul-mir-novel-28,FUN_022357,CDS,FUN_022357;2 23;6228 6254,-21.47,24,58.33%,79.17%,0.893849856993434,0.893849856993434,1,0.0408484900641146
1494,apul-mir-novel-28,FUN_022385,CDS,FUN_022385;2 23;4268 4291,-20.3,22,68.18%,81.82%,-0.913200956145861,0.913200956145861,-1,0.0302948995061297
1495,apul-mir-novel-28,FUN_023783,CDS,FUN_023783;2 23;1050 1077,-24.7,26,65.38%,73.08%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1496,apul-mir-novel-28,FUN_023147,CDS,FUN_023147;2 23;244 268,-23.31,22,63.64%,72.73%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1497,apul-mir-novel-28,FUN_022846,CDS,FUN_022846;2 22;1432 1453,-24.42,20,65.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1498,apul-mir-novel-28,FUN_023583,CDS,FUN_023583;2 22;2937 2959,-21.38,21,80.95%,85.71%,0.881255346595111,0.881255346595111,1,0.0482352143836609
1499,apul-mir-novel-28,FUN_023959,CDS,FUN_023959;2 22;2809 2836,-20.47,24,66.67%,79.17%,0.967052236551157,0.967052236551157,1,0.00714356011359132
1500,apul-mir-novel-28,FUN_024573,CDS,FUN_024573;2 22;3177 3203,-20.01,23,60.87%,78.26%,0.915272617293267,0.915272617293267,1,0.0292261539807403
1501,apul-mir-novel-28,FUN_025348,CDS,FUN_025348;2 23;3632 3657,-25.24,23,56.52%,82.61%,0.912903054604372,0.912903054604372,1,0.0304495944018779
1502,apul-mir-novel-28,FUN_025463,CDS,FUN_025463;2 23;7399 7425,-20.96,24,62.50%,75.00%,0.941155522483433,0.941155522483433,1,0.0169832762820197
1503,apul-mir-novel-28,FUN_025538,CDS,FUN_025538;2 15;5602 5625,-23.65,13,92.31%,100.00%,0.894066298213188,0.894066298213188,1,0.0407249880479824
1504,apul-mir-novel-28,FUN_026567,CDS,FUN_026567;2 22;1490 1512,-20.56,20,65.00%,80.00%,0.879668026585037,0.879668026585037,1,0.0491934217694859
1505,apul-mir-novel-28,FUN_026625,CDS,FUN_026625;2 23;641 664,-21.59,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1506,apul-mir-novel-28,FUN_026637,CDS,FUN_026637;2 13;67 90,-20.78,11,90.91%,100.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1507,apul-mir-novel-28,FUN_026839,CDS,FUN_026839;2 23;1922 1943,-20.54,21,57.14%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1508,apul-mir-novel-28,FUN_026843,CDS,FUN_026843;2 21;1368 1392,-20.88,20,70.00%,80.00%,0.878370330725026,0.878370330725026,1,0.0499812042508978
1509,apul-mir-novel-28,FUN_026894,CDS,FUN_026894;2 23;23550 23570,-23.51,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1510,apul-mir-novel-28,FUN_026989,CDS,FUN_026989;2 22;12177 12200,-20.62,20,70.00%,80.00%,0.923046614464299,0.923046614464299,1,0.0253278224198753
1511,apul-mir-novel-28,FUN_026989,CDS,FUN_026989;2 20;20998 21022,-20.7,19,78.95%,89.47%,0.923046614464299,0.923046614464299,1,0.0253278224198753
1512,apul-mir-novel-28,FUN_026346,CDS,FUN_026346;2 21;99 122,-22.83,19,57.89%,73.68%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1513,apul-mir-novel-28,FUN_027715,CDS,FUN_027715;2 20;2103 2126,-20.29,18,66.67%,83.33%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1514,apul-mir-novel-28,FUN_028618,CDS,FUN_028618;2 23;7844 7867,-21.53,21,66.67%,80.95%,-0.996292680688157,0.996292680688157,-1,0.000270820908192024
1515,apul-mir-novel-28,FUN_028966,CDS,FUN_028966;2 21;4808 4831,-23.99,19,68.42%,84.21%,0.915323690711173,0.915323690711173,1,0.0291999619198285
1516,apul-mir-novel-28,FUN_028523,CDS,FUN_028523;2 22;12704 12727,-20.24,20,65.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1517,apul-mir-novel-28,FUN_030623,CDS,FUN_030623;2 22;393 416,-21.3,20,60.00%,75.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1518,apul-mir-novel-28,FUN_030852,CDS,FUN_030852;2 23;245 269,-22.87,22,63.64%,72.73%,0.918905739942709,0.918905739942709,1,0.0273819562236319
1519,apul-mir-novel-28,FUN_031095,CDS,FUN_031095;2 19;7530 7553,-20.78,17,58.82%,76.47%,0.897153461526311,0.897153461526311,1,0.0389764724970154
1520,apul-mir-novel-28,FUN_031675,CDS,FUN_031675;2 22;1436 1463,-21.35,24,66.67%,79.17%,0.923418211996011,0.923418211996011,1,0.0251460250257612
1521,apul-mir-novel-28,FUN_032326,CDS,FUN_032326;2 23;1238 1264,-23.28,24,75.00%,75.00%,0.896517862962513,0.896517862962513,1,0.0393344638076597
1522,apul-mir-novel-28,FUN_033302,CDS,FUN_033302;2 23;151 177,-20.05,24,66.67%,75.00%,0.942652102255137,0.942652102255137,1,0.0163432549058551
1523,apul-mir-novel-28,FUN_033549,CDS,FUN_033549;2 21;978 1002,-20.71,20,75.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1524,apul-mir-novel-28,FUN_029917,CDS,FUN_029917;2 23;535 557,-21.89,21,66.67%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1525,apul-mir-novel-28,FUN_030151,CDS,FUN_030151;2 19;226 247,-21.11,17,76.47%,88.24%,0.88151542736887,0.88151542736887,1,0.0480787821221049
1526,apul-mir-novel-28,FUN_030159,CDS,FUN_030159;2 23;151 177,-20.05,24,66.67%,75.00%,0.935793867330077,0.935793867330077,1,0.0193406550461467
1527,apul-mir-novel-28,FUN_034656,CDS,FUN_034656;2 23;151 177,-20.05,24,66.67%,75.00%,0.947353350468972,0.947353350468972,1,0.0143856771458953
1528,apul-mir-novel-28,FUN_033658,CDS,FUN_033658;2 21;2370 2393,-20.74,19,57.89%,89.47%,0.882002594796132,0.882002594796132,1,0.0477861956086663
1529,apul-mir-novel-28,FUN_035696,CDS,FUN_035696;2 17;5509 5531,-20.77,15,73.33%,93.33%,0.944692260067148,0.944692260067148,1,0.0154837654088659
1530,apul-mir-novel-28,FUN_036277,CDS,FUN_036277;2 22;5478 5500,-21.51,20,80.00%,90.00%,0.923297473926705,0.923297473926705,1,0.025205047612532
1531,apul-mir-novel-28,FUN_036462,CDS,FUN_036462;2 22;179 200,-22.43,20,75.00%,90.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1532,apul-mir-novel-28,FUN_036483,CDS,FUN_036483;2 22;769 793,-24.61,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1533,apul-mir-novel-28,FUN_036521,CDS,FUN_036521;2 23;3359 3389,-23.24,28,60.71%,71.43%,-0.900197242364803,0.900197242364803,-1,0.0372766566425044
1534,apul-mir-novel-28,FUN_036544,CDS,FUN_036544;2 21;30232 30254,-20.12,19,63.16%,84.21%,-0.884347057230824,0.884347057230824,-1,0.0463860768306718
1535,apul-mir-novel-28,FUN_034770,CDS,FUN_034770;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.891616211185363,0.891616211185363,1,0.0421299349000783
1536,apul-mir-novel-28,FUN_034982,CDS,FUN_034982;2 21;2329 2354,-23.86,21,66.67%,85.71%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1537,apul-mir-novel-28,FUN_035067,CDS,FUN_035067;2 23;7018 7042,-22.83,22,63.64%,77.27%,0.880936261852716,0.880936261852716,1,0.0484273554370008
1538,apul-mir-novel-28,FUN_037583,CDS,FUN_037583;2 23;2004 2026,-25.4,21,85.71%,85.71%,0.92791299932732,0.92791299932732,1,0.0229808811466229
1539,apul-mir-novel-28,FUN_037805,CDS,FUN_037805;2 23;3439 3461,-20.87,22,63.64%,72.73%,-0.928900170510222,0.928900170510222,-1,0.0225138589683827
1540,apul-mir-novel-28,FUN_036776,CDS,FUN_036776;2 21;908 932,-22.58,20,70.00%,90.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1541,apul-mir-novel-28,FUN_036834,CDS,FUN_036834;2 23;18513 18536,-20.44,21,61.90%,71.43%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1542,apul-mir-novel-28,FUN_036988,CDS,FUN_036988;2 23;19288 19313,-22.59,23,60.87%,73.91%,0.884487983135606,0.884487983135606,1,0.0463023363376358
1543,apul-mir-novel-28,FUN_038775,CDS,FUN_038775;2 16;131 153,-20.74,14,78.57%,92.86%,0.888310868864341,0.888310868864341,1,0.0440491206471638
1544,apul-mir-novel-28,FUN_038971,CDS,FUN_038971;2 23;151 177,-20.05,24,66.67%,75.00%,0.932592016097603,0.932592016097603,1,0.0207950620315777
1545,apul-mir-novel-28,FUN_038999,CDS,FUN_038999;2 17;1934 1957,-22.11,15,86.67%,93.33%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1546,apul-mir-novel-28,FUN_039103,CDS,FUN_039103;2 21;829 853,-22.38,20,80.00%,90.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1547,apul-mir-novel-28,FUN_038037,CDS,FUN_038037;2 22;180 206,-20.76,23,69.57%,73.91%,0.963329964534772,0.963329964534772,1,0.00838296200794936
1548,apul-mir-novel-28,FUN_037887,CDS,FUN_037887;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.894236893265059,0.894236893265059,1,0.0406277298854232
1549,apul-mir-novel-28,FUN_038499,CDS,FUN_038499;2 20;344 368,-20.45,19,63.16%,78.95%,0.920322965214816,0.920322965214816,1,0.026673123544539
1550,apul-mir-novel-28,FUN_040885,CDS,FUN_040885;2 23;15338 15364,-28.77,24,75.00%,87.50%,0.951593433911766,0.951593433911766,1,0.0126914575290188
1551,apul-mir-novel-28,FUN_040195,CDS,FUN_040195;2 23;140 165,-20.54,23,65.22%,69.57%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1552,apul-mir-novel-28,FUN_040252,CDS,FUN_040252;2 21;1854 1877,-23.18,19,78.95%,89.47%,0.952351064964062,0.952351064964062,1,0.0123960989119226
1553,apul-mir-novel-28,FUN_040257,CDS,FUN_040257;2 21;1854 1877,-21.73,19,73.68%,84.21%,0.96574304120221,0.96574304120221,1,0.00757203762933601
1554,apul-mir-novel-28,FUN_040335,CDS,FUN_040335;2 16;375 399,-20.61,15,80.00%,86.67%,0.911748084897011,0.911748084897011,1,0.0310517340795577
1555,apul-mir-novel-28,FUN_040464,CDS,FUN_040464;2 20;2585 2611,-20.52,21,71.43%,76.19%,0.886110397341931,0.886110397341931,1,0.0453417327087112
1556,apul-mir-novel-28,FUN_039855,CDS,FUN_039855;2 23;4852 4875,-26.24,22,68.18%,81.82%,-0.903397647630053,0.903397647630053,-1,0.035515681181462
1557,apul-mir-novel-28,FUN_040524,CDS,FUN_040524;2 22;1679 1705,-23.17,23,65.22%,86.96%,0.96277067655098,0.96277067655098,1,0.00857474742674359
1558,apul-mir-novel-28,FUN_040926,CDS,FUN_040926;2 22;769 793,-24.61,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1559,apul-mir-novel-28,FUN_040981,CDS,FUN_040981;2 21;936 960,-20.01,20,75.00%,85.00%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1560,apul-mir-novel-28,FUN_040981,CDS,FUN_040981;2 23;822 846,-26.02,22,77.27%,86.36%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1561,apul-mir-novel-28,FUN_040988,CDS,FUN_040988;2 22;33649 33671,-20.04,20,65.00%,75.00%,0.88271635722133,0.88271635722133,1,0.0473585407902505
1562,apul-mir-novel-28,FUN_040988,CDS,FUN_040988;2 22;37775 37796,-24.07,20,65.00%,90.00%,0.88271635722133,0.88271635722133,1,0.0473585407902505
1563,apul-mir-novel-28,FUN_042387,CDS,FUN_042387;2 21;619 644,-21.29,21,61.90%,80.95%,0.888310868864341,0.888310868864341,1,0.044049120647164
1564,apul-mir-novel-28,FUN_042646,CDS,FUN_042646;2 23;2 25,-24.4,21,71.43%,71.43%,0.884990489279951,0.884990489279951,1,0.0460041293740485
1565,apul-mir-novel-28,FUN_042793,CDS,FUN_042793;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.903720045365044,0.903720045365044,1,0.0353398012059495
1566,apul-mir-novel-28,FUN_042878,CDS,FUN_042878;2 23;12619 12648,-23.85,27,59.26%,66.67%,0.950856245405613,0.950856245405613,1,0.012981018883264
1567,apul-mir-novel-28,FUN_042878,CDS,FUN_042878;2 19;10751 10775,-21.64,18,77.78%,94.44%,0.950856245405613,0.950856245405613,1,0.012981018883264
1568,apul-mir-novel-28,FUN_042795,CDS,FUN_042795;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.896541438214349,0.896541438214349,1,0.0393211667903127
1569,apul-mir-novel-28,FUN_042788,CDS,FUN_042788;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.895917667601675,0.895917667601675,1,0.039673470443338
1570,apul-mir-novel-28,FUN_042833,CDS,FUN_042833;2 22;3764 3792,-24.26,25,64.00%,76.00%,-0.953243843112458,0.953243843112458,-1,0.0120509843495828
1571,apul-mir-novel-28,FUN_042790,CDS,FUN_042790;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.883556210979158,0.883556210979158,1,0.0468568983795426
1572,apul-mir-novel-28,FUN_043879,CDS,FUN_043879;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.895011723267439,0.895011723267439,1,0.0401869233277657
1573,apul-mir-novel-28,FUN_043883,CDS,FUN_043883;2 21;958 981,-20.74,19,57.89%,89.47%,0.884895611196539,0.884895611196539,1,0.0460603870209892
1574,apul-mir-novel-28,FUN_043890,CDS,FUN_043890;2 21;2366 2389,-20.74,19,57.89%,89.47%,0.945500449484589,0.945500449484589,1,0.0151474913302224
1575,apul-mir-novel-28,FUN_044053,CDS,FUN_044053;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.894430604506154,0.894430604506154,1,0.0405173826839645
1576,apul-mir-novel-28,FUN_044131,CDS,FUN_044131;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.889660393177469,0.889660393177469,1,0.0432622669187849
1577,apul-mir-novel-28,FUN_044135,CDS,FUN_044135;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.921876838413606,0.921876838413606,1,0.0259028631998808
1578,apul-mir-novel-28,FUN_044140,CDS,FUN_044140;2 23;1005 1026,-25.69,21,85.71%,90.48%,0.888310868864341,0.888310868864341,1,0.0440491206471639
1579,apul-mir-novel-28,FUN_044204,CDS,FUN_044204;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.898907565280098,0.898907565280098,1,0.0379939316336352
1580,apul-mir-novel-28,FUN_044206,CDS,FUN_044206;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.891421947034942,0.891421947034942,1,0.0422419779211177
1581,apul-mir-novel-28,FUN_044211,CDS,FUN_044211;2 21;6551 6574,-20.74,19,57.89%,89.47%,0.880398763996961,0.880398763996961,1,0.0487515622284786
