"X.1","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value","species"
11348,"Cluster_5900","lncRNA_7504",146,-20.47,"2 21","833 858",23,"65.22%","69.57%",292593,-0.1709415934495,0.783415089510647,0.999980945197546,"A. pulchra"
11349,"Cluster_5900","lncRNA_7518",178,-23.33,"2 21","205 225",19,"89.47%","89.47%",293139,-0.350097113760955,0.563523656176939,0.999980945197546,"A. pulchra"
11350,"Cluster_5900","lncRNA_7729",159,-21.35,"2 17","1408 1430",16,"75.00%","93.75%",301368,0.467969208750854,0.426687748594026,0.999980945197546,"A. pulchra"
11351,"Cluster_5900","lncRNA_7897",154,-20.32,"2 17","1115 1138",17,"76.47%","88.24%",307920,-0.293948809227606,0.631194676329018,0.999980945197546,"A. pulchra"
11352,"Cluster_5900","lncRNA_7909",168,-24.76,"2 21","2096 2117",19,"73.68%","84.21%",308388,0.636735210368574,0.248004232310029,0.999980945197546,"A. pulchra"
11353,"Cluster_5900","lncRNA_8281",158,-20.16,"2 21","15768 15792",22,"72.73%","77.27%",322896,0.871009274248407,0.0545236569522106,0.972855157123468,"A. pulchra"
11354,"Cluster_5900","lncRNA_8498",167,-20.81,"2 21","5404 5428",22,"77.27%","77.27%",331359,0.0854346762746539,0.891353667880294,0.999980945197546,"A. pulchra"
11355,"Cluster_5900","lncRNA_8499",167,-20.81,"2 21","5404 5428",22,"77.27%","77.27%",331398,0.0344883339979456,0.956096796010682,0.999980945197546,"A. pulchra"
11356,"Cluster_5900","lncRNA_8677",147,-20.53,"2 16","3281 3302",14,"71.43%","78.57%",338340,0.0158975235956773,0.979759496930825,0.999980945197546,"A. pulchra"
11357,"Cluster_5900","lncRNA_8846",156,-24.88,"2 18","170 192",17,"70.59%","88.24%",344931,-0.217888814861745,0.724786395628818,0.999980945197546,"A. pulchra"
11358,"Cluster_5981","lncRNA_004",152,-22.03,"2 21","1034 1056",19,"68.42%","68.42%",133,-0.281417226164083,0.646475747952385,0.999980945197546,"A. pulchra"
11359,"Cluster_5981","lncRNA_079",160,-23.06,"2 21","20505 20525",19,"78.95%","84.21%",3058,-0.0442293295300446,0.943703834726333,0.999980945197546,"A. pulchra"
11360,"Cluster_5981","lncRNA_080",160,-23.06,"2 21","20211 20231",19,"78.95%","84.21%",3097,-0.0419403302190448,0.946615572227074,0.999980945197546,"A. pulchra"
11361,"Cluster_5981","lncRNA_093",158,-23.08,"2 18","2485 2505",16,"81.25%","87.50%",3604,0.749053828109337,0.145091094876428,0.999980945197546,"A. pulchra"
11362,"Cluster_5981","lncRNA_10077",171,-22.96,"2 22","266 291",23,"73.91%","86.96%",392941,-0.0755046220481367,0.903955951555208,0.999980945197546,"A. pulchra"
11363,"Cluster_5981","lncRNA_10156",156,-23.29,"2 21","287 309",19,"63.16%","78.95%",396022,-0.432354879272799,0.467175569988237,0.999980945197546,"A. pulchra"
11364,"Cluster_5981","lncRNA_10266",161,-21.01,"2 20","48 69",18,"77.78%","83.33%",400312,0.841069532449444,0.0742181997275918,0.992820406097335,"A. pulchra"
11365,"Cluster_5981","lncRNA_10371",147,-27.67,"2 21","8 31",20,"65.00%","70.00%",404407,0.331121899510384,0.586238562851246,0.999980945197546,"A. pulchra"
11366,"Cluster_5981","lncRNA_10413",161,-24.56,"2 22","164 186",20,"70.00%","75.00%",406045,-0.00410984726591006,0.994767194669384,0.999980945197546,"A. pulchra"
11367,"Cluster_5981","lncRNA_10466",159,-20.66,"2 17","312 336",17,"82.35%","82.35%",408112,0.85049360573638,0.06781661897783,0.983785160855465,"A. pulchra"
11368,"Cluster_5981","lncRNA_10467",155,-21.51,"2 21","3599 3622",20,"65.00%","80.00%",408151,0.625237111333917,0.259361556526962,0.999980945197546,"A. pulchra"
11369,"Cluster_5981","lncRNA_10490",159,-20.92,"2 22","16699 16720",20,"65.00%","85.00%",409048,0.507025781424069,0.38327344302423,0.999980945197546,"A. pulchra"
11370,"Cluster_5981","lncRNA_10490",160,-23.13,"2 21","6250 6272",19,"68.42%","78.95%",409048,0.507025781424069,0.38327344302423,0.999980945197546,"A. pulchra"
11371,"Cluster_5981","lncRNA_10541",156,-22.11,"2 18","20 44",18,"72.22%","83.33%",411037,0.313272619207257,0.607752675412806,0.999980945197546,"A. pulchra"
11372,"Cluster_5981","lncRNA_10561",169,-21.84,"2 22","1138 1160",20,"70.00%","85.00%",411817,-0.438156380438939,0.460525286479793,0.999980945197546,"A. pulchra"
11373,"Cluster_5981","lncRNA_10586",162,-20.19,"2 19","5031 5053",17,"70.59%","88.24%",412792,0.0269847985926872,0.965646057592039,0.999980945197546,"A. pulchra"
11374,"Cluster_5981","lncRNA_10587",162,-20.19,"2 19","4399 4421",17,"70.59%","88.24%",412831,0.0269847985926872,0.965646057592039,0.999980945197546,"A. pulchra"
11375,"Cluster_5981","lncRNA_10610",162,-20.19,"2 19","2570 2592",17,"70.59%","88.24%",413728,0.636179173932441,0.248550296198207,0.999980945197546,"A. pulchra"
11376,"Cluster_5981","lncRNA_10611",162,-20.19,"2 19","2570 2592",17,"70.59%","88.24%",413767,0.636179173932441,0.248550296198207,0.999980945197546,"A. pulchra"
11377,"Cluster_5981","lncRNA_10621",149,-22.55,"2 22","37 56",20,"60.00%","80.00%",414157,0.956868408080507,0.0106830978136836,0.684942696592931,"A. pulchra"
11378,"Cluster_5981","lncRNA_10662",167,-21.3,"2 22","1727 1748",20,"80.00%","80.00%",415756,-0.531584518615539,0.356552429599042,0.999980945197546,"A. pulchra"
11379,"Cluster_5981","lncRNA_10734",172,-21.95,"2 22","52741 52764",21,"76.19%","85.71%",418564,0.866665911681874,0.0572615784431696,0.972855157123468,"A. pulchra"
11380,"Cluster_5981","lncRNA_10740",156,-22.11,"2 18","20 44",18,"72.22%","83.33%",418798,0.0318630972473396,0.959437510332862,0.999980945197546,"A. pulchra"
11381,"Cluster_5981","lncRNA_10764",153,-22.04,"2 21","327 347",19,"68.42%","78.95%",419734,0.913274473153113,0.0302567623861951,0.918944993093845,"A. pulchra"
11382,"Cluster_5981","lncRNA_10767",162,-25.02,"2 21","16852 16877",22,"77.27%","77.27%",419851,0.0732224757928194,0.906853624418805,0.999980945197546,"A. pulchra"
11383,"Cluster_5981","lncRNA_10779",162,-20.19,"2 19","815 837",17,"70.59%","88.24%",420319,0.0496243671209203,0.936842235452392,0.999980945197546,"A. pulchra"
11384,"Cluster_5981","lncRNA_10788",158,-24.42,"2 21","143 164",19,"73.68%","78.95%",420670,-0.266490369654506,0.664753918772254,0.999980945197546,"A. pulchra"
11385,"Cluster_5981","lncRNA_10796",155,-24.51,"2 22","3901 3922",20,"70.00%","75.00%",420982,-0.1863893316555,0.764063094944464,0.999980945197546,"A. pulchra"
11386,"Cluster_5981","lncRNA_10797",155,-24.51,"2 22","3762 3783",20,"70.00%","75.00%",421021,-0.164067431245275,0.792043865949033,0.999980945197546,"A. pulchra"
11387,"Cluster_5981","lncRNA_10798",155,-24.51,"2 22","3599 3620",20,"70.00%","75.00%",421060,-0.149817807268818,0.809962055967264,0.999980945197546,"A. pulchra"
11388,"Cluster_5981","lncRNA_1095",173,-24.95,"2 22","61 83",20,"75.00%","85.00%",42682,0.016671574661079,0.978774075215609,0.999980945197546,"A. pulchra"
11389,"Cluster_5981","lncRNA_11333",155,-24.51,"2 22","4048 4069",20,"70.00%","75.00%",441925,0.20799052998825,0.737100185363041,0.999980945197546,"A. pulchra"
11390,"Cluster_5981","lncRNA_11334",155,-24.51,"2 22","3988 4009",20,"70.00%","75.00%",441964,0.208386296318636,0.736607321224866,0.999980945197546,"A. pulchra"
11391,"Cluster_5981","lncRNA_11335",155,-24.51,"2 22","3988 4009",20,"70.00%","75.00%",442003,0.208386296318636,0.736607321224866,0.999980945197546,"A. pulchra"
11392,"Cluster_5981","lncRNA_11336",155,-24.51,"2 22","3988 4009",20,"70.00%","75.00%",442042,0.208386296318636,0.736607321224866,0.999980945197546,"A. pulchra"
11393,"Cluster_5981","lncRNA_11348",155,-24.51,"2 22","2669 2690",20,"70.00%","75.00%",442510,0.258230250475148,0.674902581323002,0.999980945197546,"A. pulchra"
11394,"Cluster_5981","lncRNA_11432",166,-26.55,"2 15","3177 3199",13,"92.31%","100.00%",445786,0.814266168752808,0.0933651675391498,0.999980945197546,"A. pulchra"
11395,"Cluster_5981","lncRNA_11456",159,-20.59,"2 21","41692 41716",21,"71.43%","76.19%",446722,-0.155309508002505,0.803051668289168,0.999980945197546,"A. pulchra"
11396,"Cluster_5981","lncRNA_11457",159,-20.59,"2 21","41692 41716",21,"71.43%","76.19%",446761,-0.155309508002505,0.803051668289168,0.999980945197546,"A. pulchra"
11397,"Cluster_5981","lncRNA_11459",160,-20.99,"2 22","4370 4393",21,"66.67%","80.95%",446839,0.670523317901186,0.215450509661531,0.999980945197546,"A. pulchra"
11398,"Cluster_5981","lncRNA_11467",154,-20.31,"2 15","8245 8267",13,"84.62%","84.62%",447151,0.862329604148971,0.0600366809892573,0.972855157123468,"A. pulchra"
11399,"Cluster_5981","lncRNA_11474",159,-25.78,"2 21","1012 1035",20,"70.00%","80.00%",447424,0.240254700133441,0.697067129610214,0.999980945197546,"A. pulchra"
11400,"Cluster_5981","lncRNA_11615",154,-20.31,"2 15","3480 3502",13,"84.62%","84.62%",452923,0.627085274854703,0.257526817357904,0.999980945197546,"A. pulchra"
11401,"Cluster_5981","lncRNA_11668",155,-20.93,"2 22","1827 1848",20,"70.00%","75.00%",454990,-0.256351247184132,0.677214459060371,0.999980945197546,"A. pulchra"
11402,"Cluster_5981","lncRNA_11933",140,-24.03,"2 9","154 176",7,"100.00%","100.00%",465325,0.138837190855808,0.823796557579575,0.999980945197546,"A. pulchra"
11403,"Cluster_5981","lncRNA_120",156,-21.88,"2 21","1103 1125",19,"68.42%","73.68%",4657,0.757318298598752,0.138169321200469,0.999980945197546,"A. pulchra"
11404,"Cluster_5981","lncRNA_12208",147,-20.4,"2 21","2376 2399",22,"68.18%","77.27%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11405,"Cluster_5981","lncRNA_12208",153,-21.4,"2 21","2940 2963",21,"71.43%","76.19%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11406,"Cluster_5981","lncRNA_12208",153,-21.52,"2 21","2062 2085",21,"71.43%","76.19%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11407,"Cluster_5981","lncRNA_12208",155,-22.48,"2 21","2229 2252",20,"65.00%","80.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11408,"Cluster_5981","lncRNA_12208",157,-23.43,"2 21","2335 2358",21,"71.43%","80.95%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11409,"Cluster_5981","lncRNA_12208",158,-20.79,"2 19","1652 1674",17,"70.59%","82.35%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11410,"Cluster_5981","lncRNA_12208",158,-21.03,"2 20","3153 3176",19,"68.42%","84.21%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11411,"Cluster_5981","lncRNA_12208",159,-22.01,"2 21","3523 3546",20,"65.00%","85.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11412,"Cluster_5981","lncRNA_12208",159,-22.89,"2 21","1940 1963",20,"70.00%","80.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11413,"Cluster_5981","lncRNA_12208",159,-23.22,"2 21","1753 1776",20,"70.00%","80.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11414,"Cluster_5981","lncRNA_12208",160,-26.1,"2 22","3504 3531",25,"64.00%","76.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11415,"Cluster_5981","lncRNA_12208",160,-27.23,"2 22","2305 2328",21,"66.67%","80.95%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11416,"Cluster_5981","lncRNA_12208",161,-26.97,"2 21","3078 3101",21,"76.19%","80.95%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11417,"Cluster_5981","lncRNA_12208",161,-26.97,"2 21","3613 3636",21,"76.19%","80.95%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11418,"Cluster_5981","lncRNA_12208",163,-27.4,"2 21","3702 3725",20,"70.00%","85.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11419,"Cluster_5981","lncRNA_12208",167,-22.82,"2 21","2672 2695",20,"70.00%","90.00%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11420,"Cluster_5981","lncRNA_12208",168,-28,"2 22","2139 2162",21,"71.43%","85.71%",476050,-0.0755008227274043,0.903960775192583,0.999980945197546,"A. pulchra"
11421,"Cluster_5981","lncRNA_12210",155,-24.51,"2 22","3986 4007",20,"70.00%","75.00%",476128,0.4286382567452,0.471446768729644,0.999980945197546,"A. pulchra"
11422,"Cluster_5981","lncRNA_12233",150,-26.93,"2 21","5487 5508",19,"68.42%","73.68%",477025,0.726547263519467,0.164432633498169,0.999980945197546,"A. pulchra"
11423,"Cluster_5981","lncRNA_12252",153,-20.07,"2 21","819 839",19,"73.68%","73.68%",477766,0.624098928487566,0.260493206695765,0.999980945197546,"A. pulchra"
11424,"Cluster_5981","lncRNA_12255",153,-20.07,"2 21","11006 11026",19,"73.68%","73.68%",477883,-0.488430150124738,0.403808502066362,0.999980945197546,"A. pulchra"
11425,"Cluster_5981","lncRNA_12256",153,-20.07,"2 21","4363 4383",19,"73.68%","73.68%",477922,0.72346860307597,0.167132403571466,0.999980945197546,"A. pulchra"
11426,"Cluster_5981","lncRNA_12256",153,-20.26,"2 22","15459 15480",21,"71.43%","76.19%",477922,0.72346860307597,0.167132403571466,0.999980945197546,"A. pulchra"
11427,"Cluster_5981","lncRNA_12257",151,-20.05,"2 22","30926 30947",20,"60.00%","80.00%",477961,-0.58283134947091,0.302383489750793,0.999980945197546,"A. pulchra"
11428,"Cluster_5981","lncRNA_12257",153,-20.07,"2 21","20101 20121",19,"73.68%","73.68%",477961,-0.58283134947091,0.302383489750793,0.999980945197546,"A. pulchra"
11429,"Cluster_5981","lncRNA_12334",164,-23.41,"2 22","3505 3528",21,"71.43%","80.95%",480964,0.141990485647228,0.819821435673934,0.999980945197546,"A. pulchra"
11430,"Cluster_5981","lncRNA_12352",170,-29.58,"2 22","1741 1764",22,"77.27%","86.36%",481666,-0.26123826226382,0.671204105702304,0.999980945197546,"A. pulchra"
11431,"Cluster_5981","lncRNA_12363",174,-25.37,"2 19","1493 1515",17,"76.47%","100.00%",482095,-0.224223274224474,0.716920652218944,0.999980945197546,"A. pulchra"
11432,"Cluster_5981","lncRNA_12470",155,-22.47,"2 21","2240 2263",20,"70.00%","75.00%",486268,0.533816943583668,0.354146887027973,0.999980945197546,"A. pulchra"
11433,"Cluster_5981","lncRNA_12471",155,-22.47,"2 21","2163 2186",20,"70.00%","75.00%",486307,0.528749281207298,0.359613268512755,0.999980945197546,"A. pulchra"
11434,"Cluster_5981","lncRNA_12472",153,-20.07,"2 21","15595 15615",19,"73.68%","73.68%",486346,0.900300992054667,0.0372191443652793,0.9664292320114,"A. pulchra"
11435,"Cluster_5981","lncRNA_12472",153,-20.07,"2 21","2211 2231",19,"73.68%","73.68%",486346,0.900300992054667,0.0372191443652793,0.9664292320114,"A. pulchra"
11436,"Cluster_5981","lncRNA_12472",153,-20.26,"2 22","28049 28070",21,"71.43%","76.19%",486346,0.900300992054667,0.0372191443652793,0.9664292320114,"A. pulchra"
11437,"Cluster_5981","lncRNA_12473",153,-20.07,"2 21","137 157",19,"73.68%","73.68%",486385,0.959176389636428,0.00984064454763527,0.672222224448124,"A. pulchra"
11438,"Cluster_5981","lncRNA_12473",153,-20.26,"2 22","12591 12612",21,"71.43%","76.19%",486385,0.959176389636428,0.00984064454763527,0.672222224448124,"A. pulchra"
11439,"Cluster_5981","lncRNA_12474",153,-20.26,"2 22","870 891",21,"71.43%","76.19%",486424,0.963444603563592,0.00834382735102244,0.646053219065764,"A. pulchra"
11440,"Cluster_5981","lncRNA_12480",153,-20.07,"2 21","2058 2078",19,"73.68%","73.68%",486658,-0.437097114657289,0.461737978252548,0.999980945197546,"A. pulchra"
11441,"Cluster_5981","lncRNA_12480",153,-22.1,"2 22","10349 10370",21,"71.43%","76.19%",486658,-0.437097114657289,0.461737978252548,0.999980945197546,"A. pulchra"
11442,"Cluster_5981","lncRNA_12481",151,-22.22,"2 21","19315 19338",20,"70.00%","70.00%",486697,-0.577381688852329,0.308035345947422,0.999980945197546,"A. pulchra"
11443,"Cluster_5981","lncRNA_12484",153,-20.07,"2 21","353 373",19,"73.68%","73.68%",486814,0.657611522067446,0.22774183278753,0.999980945197546,"A. pulchra"
11444,"Cluster_5981","lncRNA_12484",153,-20.26,"2 22","11449 11470",21,"71.43%","76.19%",486814,0.657611522067446,0.22774183278753,0.999980945197546,"A. pulchra"
11445,"Cluster_5981","lncRNA_12484",153,-20.26,"2 22","28981 29002",21,"71.43%","76.19%",486814,0.657611522067446,0.22774183278753,0.999980945197546,"A. pulchra"
11446,"Cluster_5981","lncRNA_12485",153,-20.26,"2 22","2267 2288",21,"71.43%","76.19%",486853,-0.194234821509579,0.754256500044076,0.999980945197546,"A. pulchra"
11447,"Cluster_5981","lncRNA_12486",153,-20.26,"2 22","2267 2288",21,"71.43%","76.19%",486892,-0.040682409363556,0.948215839416722,0.999980945197546,"A. pulchra"
11448,"Cluster_5981","lncRNA_12514",156,-20.52,"2 17","21584 21606",15,"80.00%","80.00%",487984,0.0177142258472217,0.977446726777043,0.999980945197546,"A. pulchra"
11449,"Cluster_5981","lncRNA_12565",150,-23.55,"2 21","968 989",19,"68.42%","73.68%",489973,0.706223512232588,0.182485831521655,0.999980945197546,"A. pulchra"
11450,"Cluster_5981","lncRNA_12571",159,-20.2,"2 22","7873 7891",20,"80.00%","80.00%",490207,0.953078303991396,0.0121147347916526,0.711366337316592,"A. pulchra"
11451,"Cluster_5981","lncRNA_12591",158,-21.75,"2 21","508 529",19,"68.42%","84.21%",490987,0.730688855056059,0.160820897751548,0.999980945197546,"A. pulchra"
11452,"Cluster_5981","lncRNA_12599",164,-23.41,"2 22","2700 2723",21,"71.43%","80.95%",491299,0.0216577224561284,0.972426687215828,0.999980945197546,"A. pulchra"
11453,"Cluster_5981","lncRNA_12601",160,-23.38,"2 18","4353 4376",17,"82.35%","82.35%",491377,0.333362614854323,0.583547661600036,0.999980945197546,"A. pulchra"
11454,"Cluster_5981","lncRNA_12607",152,-20.52,"2 22","4604 4627",21,"66.67%","71.43%",491611,0.733369640216081,0.158495523634601,0.999980945197546,"A. pulchra"
11455,"Cluster_5981","lncRNA_12610",147,-22.46,"2 21","5256 5279",20,"60.00%","75.00%",491728,-0.10160944773965,0.870849797502824,0.999980945197546,"A. pulchra"
11456,"Cluster_5981","lncRNA_12638",151,-22.91,"2 21","2422 2447",22,"63.64%","72.73%",492820,-0.19155384577707,0.757605915709332,0.999980945197546,"A. pulchra"
11457,"Cluster_5981","lncRNA_12638",151,-22.91,"2 21","4228 4253",22,"63.64%","72.73%",492820,-0.19155384577707,0.757605915709332,0.999980945197546,"A. pulchra"
11458,"Cluster_5981","lncRNA_12638",151,-22.91,"2 21","610 635",22,"63.64%","72.73%",492820,-0.19155384577707,0.757605915709332,0.999980945197546,"A. pulchra"
11459,"Cluster_5981","lncRNA_12638",169,-22.76,"2 18","4214 4236",16,"81.25%","93.75%",492820,-0.19155384577707,0.757605915709332,0.999980945197546,"A. pulchra"
11460,"Cluster_5981","lncRNA_12640",153,-22.8,"2 19","2059 2083",19,"68.42%","78.95%",492898,0.839980888073238,0.0749691528155385,0.993844292776941,"A. pulchra"
11461,"Cluster_5981","lncRNA_12648",154,-25.24,"2 22","338 358",20,"70.00%","75.00%",493210,0.849086075138651,0.0687612851144437,0.984792975467641,"A. pulchra"
11462,"Cluster_5981","lncRNA_12780",164,-23.69,"2 22","330 353",21,"66.67%","85.71%",498358,-0.204135140249328,0.741903667123164,0.999980945197546,"A. pulchra"
11463,"Cluster_5981","lncRNA_12889",164,-20.28,"2 22","2792 2816",22,"72.73%","77.27%",502609,0.0122226928696342,0.98443797159308,0.999980945197546,"A. pulchra"
11464,"Cluster_5981","lncRNA_13139",173,-25.01,"2 22","139 161",20,"70.00%","90.00%",512359,0.99097350280729,0.00102807272416637,0.572743866580232,"A. pulchra"
11465,"Cluster_5981","lncRNA_13368",169,-21.41,"2 19","6623 6646",18,"83.33%","88.89%",521290,0.961261063074035,0.00909945919922495,0.659660242313105,"A. pulchra"
11466,"Cluster_5981","lncRNA_13379",149,-20.91,"2 21","4293 4315",20,"70.00%","75.00%",521719,0.0367726691771876,0.953190137568541,0.999980945197546,"A. pulchra"
11467,"Cluster_5981","lncRNA_13396",163,-21.41,"2 20","6264 6284",18,"83.33%","88.89%",522382,0.183913313505939,0.767161150552024,0.999980945197546,"A. pulchra"
11468,"Cluster_5981","lncRNA_13397",163,-21.41,"2 20","1026 1046",18,"83.33%","88.89%",522421,0.274852971852891,0.654503814137087,0.999980945197546,"A. pulchra"
11469,"Cluster_5981","lncRNA_13398",163,-21.41,"2 20","1026 1046",18,"83.33%","88.89%",522460,0.274852971852891,0.654503814137087,0.999980945197546,"A. pulchra"
11470,"Cluster_5981","lncRNA_13399",163,-21.41,"2 20","264 284",18,"83.33%","88.89%",522499,0.278438106108108,0.650117234506232,0.999980945197546,"A. pulchra"
