"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"19144","Cluster_17776","FUN_004759",0.921881200051779,0.0259007113765099,0.914225011702335,148,-20.99,"2 13","19939 19960",11,"81.82%","90.91%","CDS","ntLink_8:26577233-26653579","P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"19212","Cluster_17776","FUN_006872",0.962453897388687,0.0086840041306399,0.701512181399422,154,-28.29,"2 21","9306 9331",23,"65.22%","78.26%","CDS",NA,NA,NA,NA,NA,NA
"19295","Cluster_17776","FUN_008978",0.993133233728904,0.000682361350480167,0.545343267336266,149,-24.18,"2 21","1584 1603",19,"68.42%","73.68%","CDS",NA,NA,NA,NA,NA,NA
"19446","Cluster_17776","FUN_015782",0.925836512169656,0.0239733019200069,0.911947326397717,155,-21.46,"2 18","816 836",16,"75.00%","87.50%","CDS",NA,NA,NA,NA,NA,NA
"19472","Cluster_17776","FUN_015359",0.968597649771919,0.00664845563852265,0.662137102088382,146,-25.5,"2 21","2145 2171",24,"66.67%","66.67%","CDS",NA,NA,NA,NA,NA,NA
"19494","Cluster_17776","FUN_016486",0.939460955023566,0.0177175494660437,0.847898695599974,144,-22.58,"2 13","13534 13555",11,"81.82%","81.82%","CDS",NA,NA,NA,NA,NA,NA
"19587","Cluster_17776","FUN_022599",0.884788025252055,0.04612420609596,0.96546924320845,155,-24.36,"2 12","4618 4639",10,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"19638","Cluster_17776","FUN_023035",0.88407249749856,0.0465493622867655,0.96546924320845,151,-25.75,"2 21","494 518",22,"63.64%","72.73%","CDS","ptg000017l:2908885-2910209","P35061","Histone H2A","Acropora formosa (Staghorn coral)","","GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982"
"19642","Cluster_17776","FUN_022828",0.995591288935466,0.00035116716634613,0.40020669389497,140,-24.58,"2 9","2240 2261",7,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"19659","Cluster_17776","FUN_024765",0.962264063250784,0.00874969488239929,0.703664585573596,157,-29.34,"2 21","13454 13475",20,"75.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"19660","Cluster_17776","FUN_024769",0.90231701138244,0.0361072389525903,0.961868437247265,143,-20.9,"2 17","26460 26484",18,"66.67%","72.22%","CDS","ptg000018l:10778222-10839694","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"19661","Cluster_17776","FUN_024769",0.90231701138244,0.0361072389525903,0.961868437247265,145,-23.42,"2 10","16807 16828",8,"100.00%","100.00%","CDS","ptg000018l:10778222-10839694","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"19662","Cluster_17776","FUN_024769",0.90231701138244,0.0361072389525903,0.961868437247265,148,-20.21,"2 17","48433 48454",15,"66.67%","80.00%","CDS","ptg000018l:10778222-10839694","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"19663","Cluster_17776","FUN_024769",0.90231701138244,0.0361072389525903,0.961868437247265,155,-26.66,"2 21","2397 2419",20,"65.00%","80.00%","CDS","ptg000018l:10778222-10839694","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"19684","Cluster_17776","FUN_024153",0.904601358166131,0.0348604394457817,0.953880085574525,150,-20.14,"2 19","5427 5448",17,"64.71%","76.47%","CDS",NA,NA,NA,NA,NA,NA
"19720","Cluster_17776","FUN_025224",0.9246765654421,0.0245335467957243,0.911947326397717,155,-29.09,"2 21","28139 28162",21,"66.67%","76.19%","CDS","ptg000019l:131765-171015","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"19746","Cluster_17776","FUN_026711",0.892590489578158,0.0415694432016641,0.96546924320845,153,-24.66,"2 21","8843 8862",19,"73.68%","73.68%","CDS",NA,NA,NA,NA,NA,NA
"19770","Cluster_17776","FUN_026403",0.898791985890968,0.0380584256221558,0.96546924320845,145,-22.95,"2 14","4495 4516",12,"75.00%","83.33%","CDS",NA,NA,NA,NA,NA,NA
"19778","Cluster_17776","FUN_027805",0.992951188472631,0.000709656170752654,0.545343267336266,145,-22.92,"2 10","10781 10802",8,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"19779","Cluster_17776","FUN_027808",0.973725655532862,0.00509228424372981,0.59900391559344,147,-20.79,"2 21","14694 14717",21,"66.67%","66.67%","CDS","ptg000021l:11054405-11073930","Q9VEN1","Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Filamin-1) (Filamin1)","Drosophila melanogaster (Fruit fly)","actin crosslink formation [GO:0051764]; behavioral response to ethanol [GO:0048149]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; determination of adult lifespan [GO:0008340]; female germline ring canal formation [GO:0007301]; female germline ring canal formation, actin assembly [GO:0008302]; germarium-derived female germ-line cyst encapsulation [GO:0030708]; germline ring canal formation [GO:0030725]; long-term memory [GO:0007616]; mitotic cell cycle [GO:0000278]; motor neuron axon guidance [GO:0008045]; negative regulation of lamellocyte differentiation [GO:0035204]; positive regulation of cytoskeleton organization [GO:0051495]; protein localization [GO:0008104]; sarcomere organization [GO:0045214]; syncytial embryo cellularization [GO:0110069]","GO:0000278; GO:0003779; GO:0005829; GO:0005886; GO:0007301; GO:0007303; GO:0007616; GO:0008045; GO:0008104; GO:0008302; GO:0008340; GO:0015629; GO:0030018; GO:0030708; GO:0030725; GO:0035182; GO:0035183; GO:0035204; GO:0035324; GO:0045179; GO:0045214; GO:0048149; GO:0051015; GO:0051495; GO:0051764; GO:0110069"
"19780","Cluster_17776","FUN_027831",0.901434451232417,0.0365926764417119,0.96546924320845,158,-21.01,"2 15","725 746",13,"84.62%","92.31%","CDS",NA,NA,NA,NA,NA,NA
"19782","Cluster_17776","FUN_027853",0.915154202769758,0.0292869097119534,0.922979388371587,143,-27.68,"2 21","18953 18977",22,"54.55%","72.73%","CDS",NA,NA,NA,NA,NA,NA
"19788","Cluster_17776","FUN_027944",0.896733236549055,0.0392130410919689,0.96546924320845,151,-21.53,"2 21","45685 45707",20,"60.00%","80.00%","CDS","ptg000021l:13617159-13693050","P0CT40","Transposon Tf2-9 polyprotein (Retrotransposable element Tf2 155 kDa protein)","Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]","GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004519; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0015074; GO:0046872"
"19791","Cluster_17776","FUN_027989",-0.913861913628354,0.0299525810774422,0.922979388371587,154,-22.86,"2 15","133 154",13,"84.62%","84.62%","CDS",NA,NA,NA,NA,NA,NA
"19792","Cluster_17776","FUN_027993",-0.978711750907249,0.00371665365769215,0.545343267336266,154,-22.86,"2 15","133 154",13,"84.62%","84.62%","CDS",NA,NA,NA,NA,NA,NA
"19801","Cluster_17776","FUN_028279",0.879262759299749,0.0494390196716612,0.96546924320845,155,-23.69,"2 21","1207 1229",20,"65.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"19870","Cluster_17776","FUN_031509",-0.905810359277328,0.034206258771261,0.949976523036301,146,-20.69,"2 20","10401 10418",18,"72.22%","72.22%","CDS","ptg000023l:22144905-22162998","A7SIM4","Hapless 2 (Generative cell specific 1)","Nematostella vectensis (Starlet sea anemone)","single fertilization [GO:0007338]","GO:0005886; GO:0007338; GO:0008289"
"19871","Cluster_17776","FUN_031513",0.901996462810915,0.0362833118554338,0.962943229975633,148,-21.57,"2 17","41958 41979",15,"73.33%","73.33%","CDS",NA,NA,NA,NA,NA,NA
"19890","Cluster_17776","FUN_031877",0.940277919078531,0.0173622896676978,0.847898695599974,144,-20.43,"2 21","155 176",19,"52.63%","73.68%","CDS","ptg000023l:26321283-26336502","O08529","Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)","Mus musculus (Mouse)","behavioral response to pain [GO:0048266]; blastocyst development [GO:0001824]; cellular response to amino acid stimulus [GO:0071230]; cellular response to interferon-beta [GO:0035458]; cellular response to lipopolysaccharide [GO:0071222]; female pregnancy [GO:0007565]; myoblast fusion [GO:0007520]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of myoblast fusion [GO:1901741]; positive regulation of neuron death [GO:1901216]; positive regulation of phosphatidylcholine biosynthetic process [GO:2001247]; protein autoprocessing [GO:0016540]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of interleukin-6 production [GO:0032675]; response to hydrogen peroxide [GO:0042542]; response to hypoxia [GO:0001666]; response to mechanical stimulus [GO:0009612]","GO:0000785; GO:0001666; GO:0001824; GO:0004198; GO:0005509; GO:0005634; GO:0005737; GO:0005758; GO:0005764; GO:0005783; GO:0005794; GO:0005829; GO:0005886; GO:0005925; GO:0006508; GO:0007520; GO:0007565; GO:0008092; GO:0008233; GO:0009612; GO:0009897; GO:0010666; GO:0016020; GO:0016540; GO:0019899; GO:0030163; GO:0030425; GO:0031143; GO:0032675; GO:0035458; GO:0042542; GO:0042995; GO:0043025; GO:0044877; GO:0045121; GO:0048266; GO:0051603; GO:0071222; GO:0071230; GO:0097038; GO:0110158; GO:1901216; GO:1901741; GO:2001247"
"19925","Cluster_17776","FUN_032651",0.977350882875171,0.00407783638572356,0.545877261607716,154,-24.46,"2 20","5737 5759",19,"73.68%","73.68%","CDS","ptg000023l:34529981-34535786","P98133","Fibrillin-1 (MP340) [Cleaved into: Asprosin]","Bos taurus (Bovine)","activation of protein kinase A activity [GO:0034199]; anatomical structure morphogenesis [GO:0009653]; glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]; protein kinase A signaling [GO:0010737]","GO:0001527; GO:0005179; GO:0005201; GO:0005509; GO:0005576; GO:0005615; GO:0006006; GO:0008201; GO:0009653; GO:0010737; GO:0031012; GO:0034199; GO:0042593"
"20000","Cluster_17776","FUN_034898",0.887179625671741,0.0447121605157109,0.96546924320845,160,-26.37,"2 21","6948 6969",19,"73.68%","73.68%","CDS",NA,NA,NA,NA,NA,NA
"20026","Cluster_17776","FUN_034998",0.966537030720883,0.00731119847492947,0.677079544727381,160,-22.66,"2 17","4319 4340",15,"73.33%","93.33%","CDS","ptg000025l:2639397-2649479","Q15306","Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5)","Homo sapiens (Human)","defense response to protozoan [GO:0042832]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; immune system process [GO:0002376]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of toll-like receptor signaling pathway [GO:0034122]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of DNA binding [GO:0043388]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of T-helper cell differentiation [GO:0045622]; regulation of transcription by RNA polymerase II [GO:0006357]; T cell activation [GO:0042110]; T-helper 17 cell lineage commitment [GO:0072540]","GO:0000785; GO:0000786; GO:0000978; GO:0000981; GO:0001228; GO:0002376; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005829; GO:0006357; GO:0016020; GO:0032733; GO:0032736; GO:0032743; GO:0032753; GO:0034122; GO:0042110; GO:0042832; GO:0043011; GO:0043388; GO:0043565; GO:0043966; GO:0043967; GO:0045622; GO:0045893; GO:0045944; GO:0072540; GO:0120162; GO:1990837"
"20034","Cluster_17776","FUN_035270",0.903402454020742,0.0355130570675991,0.957236386491204,161,-26.67,"2 21","1138 1157",19,"73.68%","84.21%","CDS","ptg000025l:5862341-5863844","Q32KI9","Arylsulfatase I (ASI) (EC 3.1.6.-)","Mus musculus (Mouse)","","GO:0005576; GO:0005783; GO:0008484; GO:0046872"
"20144","Cluster_17776","FUN_038632",0.95149261728202,0.0127309313789168,0.766084851142397,145,-21.1,"2 10","16472 16493",8,"100.00%","100.00%","CDS","ptg000027l:9497667-9518363","Q5R8Q7","GTP-binding protein 1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","GTP metabolic process [GO:0046039]; positive regulation of mRNA catabolic process [GO:0061014]","GO:0000177; GO:0003924; GO:0005525; GO:0005829; GO:0046039; GO:0061014"
"20201","Cluster_17776","FUN_041315",0.882148176909034,0.0476988705535378,0.96546924320845,140,-20.52,"2 9","1844 1865",7,"100.00%","100.00%","CDS",NA,NA,NA,NA,NA,NA
"20256","Cluster_17776","FUN_043346",0.878450254389633,0.0499325714657964,0.96546924320845,159,-28.85,"2 21","2491 2513",20,"70.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"20276","Cluster_17791","FUN_000534",0.881039129466815,0.048365385979932,0.96546924320845,168,-21.62,"2 22","13544 13569",23,"73.91%","78.26%","CDS",NA,NA,NA,NA,NA,NA
"20305","Cluster_17791","FUN_006262",0.880423893365968,0.04873638951866,0.96546924320845,175,-20.68,"2 21","3004 3029",22,"81.82%","81.82%","CDS",NA,NA,NA,NA,NA,NA
"20315","Cluster_17791","FUN_010793",0.946873915001115,0.0145815649522015,0.796755325561905,165,-21.81,"2 19","6412 6435",18,"72.22%","94.44%","CDS","ptg000007l:2892950-2900039","A0A1Y9G8H0",NA,NA,NA,NA
"20327","Cluster_17791","FUN_012022",0.890885092588695,0.0425521031782507,0.96546924320845,164,-20.97,"2 22","2821 2844",21,"71.43%","80.95%","CDS",NA,NA,NA,NA,NA,NA
"20338","Cluster_17791","FUN_015460",0.989777155381721,0.00123886623706088,0.545343267336266,165,-20.46,"2 22","727 749",20,"70.00%","80.00%","CDS","ptg000009l:10451008-10452187","Q5ZM55","Protein fem-1 homolog B (FEM1b) (FEM1-beta)","Gallus gallus (Chicken)","apoptotic process [GO:0006915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; regulation of DNA damage checkpoint [GO:2000001]; ubiquitin-dependent protein catabolic process via the C-end degron rule pathway [GO:0140627]","GO:0005634; GO:0005737; GO:0006915; GO:0016567; GO:0031462; GO:0043161; GO:0140627; GO:1990756; GO:2000001"
"20418","Cluster_17791","FUN_029637",0.964354910350939,0.00803521760491656,0.681594235929287,162,-20.98,"2 20","225 249",20,"75.00%","80.00%","CDS",NA,NA,NA,NA,NA,NA
"20425","Cluster_17791","FUN_034118",-0.891070277481382,0.0424450458107727,0.96546924320845,168,-20.95,"2 22","555 578",21,"76.19%","80.95%","CDS",NA,NA,NA,NA,NA,NA
"20505","Cluster_1826","FUN_000586",0.970478007397694,0.00606205371224391,0.642001591940817,172,-20.25,"2 20","4157 4178",19,"89.47%","89.47%","CDS",NA,NA,NA,NA,NA,NA
"20536","Cluster_1826","FUN_006581",0.928348326866238,0.0227745493635702,0.904454465906319,158,-21.26,"2 20","5841 5868",24,"66.67%","75.00%","CDS",NA,NA,NA,NA,NA,NA
"20538","Cluster_1826","FUN_006866",0.910601839894961,0.0316530527275087,0.930176362408855,161,-22.33,"2 21","13375 13394",19,"73.68%","84.21%","CDS",NA,NA,NA,NA,NA,NA
"20565","Cluster_1826","FUN_009459",0.94008357358918,0.0174465893860472,0.847898695599974,180,-22.94,"2 21","75242 75263",19,"84.21%","89.47%","CDS","ptg000004l:7080667-7185956","P14381","Transposon TX1 uncharacterized 149 kDa protein (ORF 2)","Xenopus laevis (African clawed frog)","","GO:0003824"
