V1	GO_terms
Pocillopora_meandrina_HIv1___RNAseq.g370.t1	GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587; GO:0002020; GO:0002265; GO:0003279; GO:0005102; GO:0005509; GO:0005634; GO:0005768; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0007204; GO:0007205; GO:0008203; GO:0008283; GO:0009897; GO:0010629; GO:0010812; GO:0010875; GO:0010942; GO:0010976; GO:0010977; GO:0014912; GO:0015026; GO:0016020; GO:0016323; GO:0016964; GO:0030136; GO:0030178; GO:0030425; GO:0030512; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032593; GO:0032956; GO:0034185; GO:0035774; GO:0035909; GO:0038024; GO:0043025; GO:0043066; GO:0043235; GO:0043277; GO:0043524; GO:0044242; GO:0044295; GO:0044877; GO:0045177; GO:0045773; GO:0045807; GO:0048691; GO:0048694; GO:0050766; GO:0051222; GO:0051481; GO:0051895; GO:0060392; GO:0060394; GO:0060548; GO:0060976; GO:0061642; GO:0062136; GO:0070374; GO:0097242; GO:0150093; GO:0150094; GO:0150104; GO:1900149; GO:1900223; GO:1903078; GO:1904109; GO:1904300; GO:1904646; GO:1904754; GO:1905109; GO:1905167; GO:2000343; GO:2000587
Pocillopora_meandrina_HIv1___RNAseq.g3701.t1	GO:0004497; GO:0005506; GO:0016125; GO:0016491; GO:0016705; GO:0020037
Pocillopora_meandrina_HIv1___RNAseq.g3702.t1	GO:0005886; GO:0008514; GO:0015132; GO:0015347; GO:0015349; GO:0042403; GO:0043252
Pocillopora_meandrina_HIv1___RNAseq.g3703.t1	GO:0005737; GO:0005769; GO:0005886; GO:0007032; GO:0008285; GO:0016020; GO:0031267; GO:0032006; GO:0032007
Pocillopora_meandrina_HIv1___RNAseq.g3704.t2	GO:0008253; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3705.t1	GO:0004594; GO:0005524; GO:0005634; GO:0005829; GO:0015937; GO:0016310; GO:0019842; GO:0042803; GO:1905502
Pocillopora_meandrina_HIv1___RNAseq.g3706.t1	GO:0000123; GO:0005654; GO:0006325; GO:0043231; GO:0043981; GO:0043982; GO:0043984; GO:0044545; GO:0045893; GO:0045944; GO:0051571; GO:1900095
Pocillopora_meandrina_HIv1___RNAseq.g3707.t1	GO:0002244; GO:0004222; GO:0005615; GO:0006508; GO:0007368; GO:0008237; GO:0008270; GO:0030198; GO:0030574; GO:0031012; GO:0060976; GO:0061371
Pocillopora_meandrina_HIv1___RNAseq.g3708.t1	GO:0001501; GO:0005509; GO:0005540; GO:0005576; GO:0007155; GO:0007417; GO:0030246; GO:0031012
Pocillopora_meandrina_HIv1___RNAseq.g3709.t1	
Pocillopora_meandrina_HIv1___RNAseq.g371.t1	GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167; GO:0001843; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005905; GO:0006898; GO:0007605; GO:0008584; GO:0009897; GO:0016324; GO:0017124; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0043235; GO:0050769; GO:0051087; GO:0060068; GO:0060982; GO:0061156; GO:0070447; GO:0140058; GO:1904447; GO:1905167
Pocillopora_meandrina_HIv1___RNAseq.g3710.t1	GO:0000902; GO:0001701; GO:0005200; GO:0005516; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0005912; GO:0006811; GO:0006884; GO:0007010; GO:0008290; GO:0014069; GO:0016020; GO:0020027; GO:0030218; GO:0030425; GO:0030507; GO:0030837; GO:0032092; GO:0035264; GO:0042608; GO:0042803; GO:0043197; GO:0045202; GO:0045766; GO:0045807; GO:0046982; GO:0048471; GO:0048873; GO:0051015; GO:0051016; GO:0051017; GO:0061629; GO:0071277; GO:0071300; GO:1903142; GO:1903393
Pocillopora_meandrina_HIv1___RNAseq.g3711.t1	GO:0005634; GO:0005829; GO:0008540; GO:0022624; GO:0031593; GO:0043161
Pocillopora_meandrina_HIv1___RNAseq.g3714.t1	GO:0005739; GO:0005829; GO:0030170
Pocillopora_meandrina_HIv1___RNAseq.g3715.t1	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607; GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607; GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607
Pocillopora_meandrina_HIv1___RNAseq.g372.t1	GO:0003341; GO:0005930; GO:0031514; GO:0044782
Pocillopora_meandrina_HIv1___RNAseq.g3720.t1	GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3722.t1	GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3725.t1	GO:0000038; GO:0005324; GO:0005524; GO:0005777; GO:0005778; GO:0005829; GO:0006635; GO:0007031; GO:0009617; GO:0015910; GO:0016887; GO:0032000; GO:0042626; GO:0042760; GO:0042803; GO:0043217; GO:0046982; GO:0047617; GO:0140359; GO:1900016; GO:1903427; GO:1990535; GO:2001280
Pocillopora_meandrina_HIv1___RNAseq.g3726.t1	GO:0016020
Pocillopora_meandrina_HIv1___RNAseq.g3731.t1	GO:0003723; GO:0004620; GO:0005737; GO:0005783; GO:0005793; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0007030; GO:0012507; GO:0030134; GO:0043231; GO:0046872
Pocillopora_meandrina_HIv1___RNAseq.g3733.t1	GO:0005879
Pocillopora_meandrina_HIv1___RNAseq.g3735.t1	GO:0005739; GO:0008700; GO:0106009
Pocillopora_meandrina_HIv1___RNAseq.g3737.t1	GO:0000776; GO:0004674; GO:0005524; GO:0005737; GO:0005819; GO:0006468; GO:0007049; GO:0016055; GO:0016607; GO:0036064; GO:0045104; GO:0051301; GO:0106310; GO:1900226
Pocillopora_meandrina_HIv1___RNAseq.g3738.t1	GO:0000309; GO:0004515; GO:0005524; GO:0005634; GO:0005739; GO:0005759; GO:0009165; GO:0009435
Pocillopora_meandrina_HIv1___RNAseq.g374.t1	GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098; GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098; GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098; GO:0000132; GO:0000139; GO:0001965; GO:0005092; GO:0005789; GO:0005829; GO:0005886; GO:0007399; GO:0016239; GO:0030154; GO:0032991; GO:0034260; GO:1905098
Pocillopora_meandrina_HIv1___RNAseq.g3742.t1	GO:0005768; GO:0006886; GO:0016020; GO:0016050; GO:1901981
Pocillopora_meandrina_HIv1___RNAseq.g3743.t1	GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0016020; GO:0019899; GO:0030490; GO:0030515; GO:0030686; GO:0030692; GO:0032040; GO:0042274; GO:0000447; GO:0000462; GO:0000472; GO:0000480; GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0016020; GO:0019899; GO:0030490; GO:0030515; GO:0030686; GO:0030692; GO:0032040; GO:0042274
Pocillopora_meandrina_HIv1___RNAseq.g3744.t1	GO:0004674; GO:0005524; GO:0018105; GO:0035556; GO:0046872; GO:0106310
Pocillopora_meandrina_HIv1___RNAseq.g3745.t1	GO:0000022; GO:0000226; GO:0000922; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005819; GO:0005829; GO:0005876; GO:0005886; GO:0008017; GO:0008284; GO:0015630; GO:0019894; GO:0019901; GO:0030496; GO:0032465; GO:0042802; GO:0045171; GO:0051256; GO:0051301; GO:0070938; GO:1990023
