transcript_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
Pocillopora_meandrina_HIv1___RNAseq.g2260.t1,412,2615,686,898,1067
Pocillopora_meandrina_HIv1___RNAseq.g4980.t1,0,15,0,70,0
Pocillopora_meandrina_HIv1___RNAseq.g29752.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g23492.t1,0,709,198,154,290
Pocillopora_meandrina_HIv1___TS.g18935.t1,318,115,396,235,43
Pocillopora_meandrina_HIv1___RNAseq.g21920.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g13145.t5a,5560,4577,6083,3586,4480
Pocillopora_meandrina_HIv1___RNAseq.g13471.t1,2,0,19,17,0
Pocillopora_meandrina_HIv1___TS.g2678.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26614.t1,328,445,517,1207,364
Pocillopora_meandrina_HIv1___RNAseq.g21471.t1,9,73,10,27,0
Pocillopora_meandrina_HIv1___RNAseq.g17075.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27881.t1,4066,4464,8110,5153,2800
Pocillopora_meandrina_HIv1___RNAseq.g17132.t3,1932,1199,2009,1998,1172
Pocillopora_meandrina_HIv1___RNAseq.g21111.t1,373,131,94,185,2
Pocillopora_meandrina_HIv1___RNAseq.g22355.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g1316.t1,0,17,0,18,22
Pocillopora_meandrina_HIv1___RNAseq.g24149.t1,130,179,17,103,87
Pocillopora_meandrina_HIv1___RNAseq.g10912.t1,669,346,833,595,1062
Pocillopora_meandrina_HIv1___RNAseq.g1370.t1,1486,783,1821,1328,212
Pocillopora_meandrina_HIv1___TS.g15572.t1,223,0,0,5,0
Pocillopora_meandrina_HIv1___RNAseq.g11852.t1,1075,801,1021,716,539
Pocillopora_meandrina_HIv1___RNAseq.g25965.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24761.t1,0,0,9,18,8
Pocillopora_meandrina_HIv1___TS.g8558.t2a,1054,779,1169,908,689
Pocillopora_meandrina_HIv1___RNAseq.g11363.t1,630,1255,1227,1333,1045
Pocillopora_meandrina_HIv1___TS.g8558.t2c,656,1504,391,1552,1610
Pocillopora_meandrina_HIv1___TS.g8558.t2b,20,13,19,33,21
Pocillopora_meandrina_HIv1___RNAseq.g29380.t1,54,97,128,43,46
Pocillopora_meandrina_HIv1___RNAseq.g9144.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9509.t1,228,274,191,398,144
Pocillopora_meandrina_HIv1___RNAseq.g29750.t1,98,278,337,477,119
Pocillopora_meandrina_HIv1___TS.g4068.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17324.t1,1312,1015,1994,986,1213
Pocillopora_meandrina_HIv1___RNAseq.g20686.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___RNAseq.g27883.t1,4856,1478,11525,8528,2045
Pocillopora_meandrina_HIv1___RNAseq.g785.t1,6545,6323,6812,8190,2689
Pocillopora_meandrina_HIv1___TS.g21382.t1,0,0,12,10,0
Pocillopora_meandrina_HIv1___RNAseq.g24073.t1,865,859,2514,1915,314
Pocillopora_meandrina_HIv1___RNAseq.g4774.t1,1973,856,2539,2400,627
Pocillopora_meandrina_HIv1___RNAseq.g7441.t1,439,1116,295,1012,921
Pocillopora_meandrina_HIv1___RNAseq.g27935.t1,46,62,37,20,0
Pocillopora_meandrina_HIv1___RNAseq.g1965.t1,634,268,905,665,166
Pocillopora_meandrina_HIv1___RNAseq.g30030.t1,0,0,12,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14401.t1,0,0,0,17,0
Pocillopora_meandrina_HIv1___RNAseq.g29860.t1,359,369,134,217,104
Pocillopora_meandrina_HIv1___RNAseq.g19234.t1,3,3,6,2,6
Pocillopora_meandrina_HIv1___RNAseq.g19373.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18980.t1,0,9,1,104,1
Pocillopora_meandrina_HIv1___TS.g21380.t1,1911,2033,2290,1536,866
Pocillopora_meandrina_HIv1___RNAseq.g787.t1,21534,7214,8612,20973,5434
Pocillopora_meandrina_HIv1___TS.g4407.t1,75,801,206,1069,404
Pocillopora_meandrina_HIv1___RNAseq.g25967.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g23984.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29862.t1,27,124,38,113,54
Pocillopora_meandrina_HIv1___RNAseq.g14722.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22685.t1,2981,1477,2239,2526,888
Pocillopora_meandrina_HIv1___RNAseq.g16007.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20684.t1,170,203,74,80,85
Pocillopora_meandrina_HIv1___RNAseq.g5396.t1,580,830,524,518,585
Pocillopora_meandrina_HIv1___RNAseq.g27163.t1,8811,8241,9587,8112,2433
Pocillopora_meandrina_HIv1___RNAseq.g5940.t1,683,386,171,1487,325
Pocillopora_meandrina_HIv1___RNAseq.g22217.t1,230,93,406,187,99
Pocillopora_meandrina_HIv1___RNAseq.g27937.t1,0,350,677,318,526
Pocillopora_meandrina_HIv1___RNAseq.g2938.t1,256,298,365,153,436
Pocillopora_meandrina_HIv1___RNAseq.g11054.t1,4,28,70,60,23
Pocillopora_meandrina_HIv1___RNAseq.g5394.t1,169,159,124,237,65
Pocillopora_meandrina_HIv1___TS.g23867.t1,219,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11612.t1,10,0,4,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20129.t1,0,16,3,5,2
Pocillopora_meandrina_HIv1___RNAseq.g9961.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13962.t1,0,6,0,22,7
Pocillopora_meandrina_HIv1___RNAseq.g20905.t1,103,114,111,158,82
Pocillopora_meandrina_HIv1___RNAseq.g24804.t1,675,362,622,185,231
Pocillopora_meandrina_HIv1___RNAseq.g2292.t1,824,318,657,492,417
Pocillopora_meandrina_HIv1___RNAseq.g20579.t1,0,54,37,0,0
Pocillopora_meandrina_HIv1___RNAseq.17969_t,577,1354,1141,2654,528
Pocillopora_meandrina_HIv1___RNAseq.g14720.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22687.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.10316_t,14,355,0,50,47
Pocillopora_meandrina_HIv1___RNAseq.g14146.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10225.t1b,5,11,7,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26136.t3,781,1371,684,1507,558
Pocillopora_meandrina_HIv1___RNAseq.g10225.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9531.t1,13,11,141,38,4
Pocillopora_meandrina_HIv1___RNAseq.g13534.t1,5848,4340,4837,5890,5605
Pocillopora_meandrina_HIv1___RNAseq.g13579.t1,287,1087,254,446,205
Pocillopora_meandrina_HIv1___RNAseq.g27161.t1,739,2038,1736,2427,726
Pocillopora_meandrina_HIv1___RNAseq.g19768.t1,1325,649,2010,868,428
Pocillopora_meandrina_HIv1___RNAseq.g17858.t1,0,0,0,19,0
Pocillopora_meandrina_HIv1___RNAseq.g18999.t1,5644,2336,8178,4457,1463
Pocillopora_meandrina_HIv1___TS.g13231.t1,36,148,50,123,70
Pocillopora_meandrina_HIv1___RNAseq.g8190.t1,1039,860,2302,753,729
Pocillopora_meandrina_HIv1___RNAseq.g11324.t1,39,0,38,0,11
Pocillopora_meandrina_HIv1___RNAseq.g12239.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2290.t1,4205,3554,6424,4607,2202
Pocillopora_meandrina_HIv1___TS.g6331.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12988.t1,2,4,36,0,3
Pocillopora_meandrina_HIv1___RNAseq.g29803.t2,294,152,311,244,140
Pocillopora_meandrina_HIv1___RNAseq.g22851.t1,6,16,3,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23666.t1,0,0,6,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19610.t1,0,0,2,2,0
Pocillopora_meandrina_HIv1___RNAseq.g22240.t1,123,121,193,124,126
Pocillopora_meandrina_HIv1___RNAseq.g12422.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24763.t1,2750,1881,3359,2290,813
Pocillopora_meandrina_HIv1___TS.g25593.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12490.t1,0,18,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28074.t1a,20,13,39,94,22
Pocillopora_meandrina_HIv1___RNAseq.g28074.t1b,0,23,72,7,15
Pocillopora_meandrina_HIv1___RNAseq.g16051.t1,12,5,17,7,6
Pocillopora_meandrina_HIv1___RNAseq.g13295.t1,0,59,70,25,34
Pocillopora_meandrina_HIv1___RNAseq.g19371.t1,0,0,0,0,2
Pocillopora_meandrina_HIv1___RNAseq.g29820.t1,0,26,29,0,0
Pocillopora_meandrina_HIv1___TS.g4500.t1,4754,4332,5115,5380,4939
Pocillopora_meandrina_HIv1___RNAseq.g11022.t1,93,0,7,77,0
Pocillopora_meandrina_HIv1___RNAseq.g25063.t1,54,29,52,111,0
Pocillopora_meandrina_HIv1___RNAseq.g14989.t1,29,0,0,25,17
Pocillopora_meandrina_HIv1___RNAseq.g10288.t1,0,0,0,17,0
Pocillopora_meandrina_HIv1___RNAseq.g13607.t1,0,0,8,23,0
Pocillopora_meandrina_HIv1___RNAseq.g6393.t1,0,6,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4488.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20907.t1,420,423,528,292,652
Pocillopora_meandrina_HIv1___RNAseq.g21847.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23920.t1,2541,4758,3764,13344,4631
Pocillopora_meandrina_HIv1___RNAseq.g29801.t1,2500,1134,3872,1654,1676
Pocillopora_meandrina_HIv1___RNAseq.6937_t,0,0,0,201,0
Pocillopora_meandrina_HIv1___TS.g10960.t1,27,13,33,35,208
Pocillopora_meandrina_HIv1___RNAseq.g19612.t1,1,0,10,0,15
Pocillopora_meandrina_HIv1___RNAseq.g5089.t1,755,480,662,470,562
Pocillopora_meandrina_HIv1___RNAseq.g9339.t1,1500,3442,2349,2349,1355
Pocillopora_meandrina_HIv1___RNAseq.g10594.t1,0,133,184,105,0
Pocillopora_meandrina_HIv1___RNAseq.g11650.t1,38,20,0,142,77
Pocillopora_meandrina_HIv1___RNAseq.g19584.t1,20,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g16589.t1,3215,5269,4597,4698,8385
Pocillopora_meandrina_HIv1___TS.g13832.t1,1811,1559,1183,1733,930
Pocillopora_meandrina_HIv1___RNAseq.g16969.t1,156,32,143,13,37
Pocillopora_meandrina_HIv1___RNAseq.g25880.t1,502,779,538,781,360
Pocillopora_meandrina_HIv1___RNAseq.g16165.t1,134,102,0,117,0
Pocillopora_meandrina_HIv1___RNAseq.g9963.t1,564,927,532,794,793
Pocillopora_meandrina_HIv1___RNAseq.g6391.t1,0,3,0,2,0
Pocillopora_meandrina_HIv1___RNAseq.26297_t,57,247,0,167,48
Pocillopora_meandrina_HIv1___TS.g6033.t1,0,0,109,10,0
Pocillopora_meandrina_HIv1___TS.g29988.t1,155,71,162,94,69
Pocillopora_meandrina_HIv1___RNAseq.g21845.t1,0,7,8,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7344.t1,327,435,330,276,443
Pocillopora_meandrina_HIv1___RNAseq.g24454.t1,65,55,90,130,0
Pocillopora_meandrina_HIv1___RNAseq.g25528.t1,161,332,95,217,136
Pocillopora_meandrina_HIv1___RNAseq.g18406.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29290.t1,2749,1217,2756,2870,1488
Pocillopora_meandrina_HIv1___TS.g3717.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20766.t1,158,763,201,320,293
Pocillopora_meandrina_HIv1___RNAseq.g24212.t1,0,0,24,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11541.t1,1103,1489,746,1714,2348
Pocillopora_meandrina_HIv1___RNAseq.g22234.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14775.t1,904,543,524,2222,186
Pocillopora_meandrina_HIv1___RNAseq.g8934.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g11836.t1,780,942,1365,718,303
Pocillopora_meandrina_HIv1___RNAseq.g5987.t1,382,162,183,121,209
Pocillopora_meandrina_HIv1___RNAseq.g29758.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26754.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26754.t1a,432,17,34,34,9
Pocillopora_meandrina_HIv1___RNAseq.g24806.t1,134,400,129,81,65
Pocillopora_meandrina_HIv1___RNAseq.g19586.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18981.t1,0,94,79,10,1146
Pocillopora_meandrina_HIv1___RNAseq.g27346.t1,388,335,944,404,275
Pocillopora_meandrina_HIv1___RNAseq.g8936.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22236.t1,212,171,259,151,112
Pocillopora_meandrina_HIv1___RNAseq.g3220.t1,14,11,64,66,1
Pocillopora_meandrina_HIv1___RNAseq.g25818.t1,387,401,252,242,127
Pocillopora_meandrina_HIv1___RNAseq.g26179.t1,165,224,16,126,105
Pocillopora_meandrina_HIv1___RNAseq.g14960.t1,589,221,226,348,93
Pocillopora_meandrina_HIv1___RNAseq.g3470.t1,847,2953,1085,1598,1059
Pocillopora_meandrina_HIv1___RNAseq.g24117.t1,692,696,561,953,310
Pocillopora_meandrina_HIv1___RNAseq.g27344.t1,292,408,273,475,481
Pocillopora_meandrina_HIv1___RNAseq.g2315.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g20796.t1a,60,42,100,125,22
Pocillopora_meandrina_HIv1___RNAseq.g23692.t1,110,47,82,112,26
Pocillopora_meandrina_HIv1___RNAseq.g3196.t1,1030,1266,1499,1140,405
Pocillopora_meandrina_HIv1___RNAseq.g18404.t1,506,118,44,92,1728
Pocillopora_meandrina_HIv1___RNAseq.g27056.t1,506,433,594,784,457
Pocillopora_meandrina_HIv1___RNAseq.g21375.t1a,143,132,345,176,39
Pocillopora_meandrina_HIv1___RNAseq.g21375.t1b,1553,894,2643,1897,774
Pocillopora_meandrina_HIv1___RNAseq.g1217.t1,6,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g21391.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g22474.t1,0,0,6,64,19
Pocillopora_meandrina_HIv1___RNAseq.g29305.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5985.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24724.t1,707,621,595,668,376
Pocillopora_meandrina_HIv1___TS.g25578.t1,15,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2543.t1,1709,2792,2172,2127,657
Pocillopora_meandrina_HIv1___RNAseq.g810.t1,143,124,69,89,1
Pocillopora_meandrina_HIv1___RNAseq.g16088.t1,11,18,37,0,32
Pocillopora_meandrina_HIv1___TS.g24243.t1,178,106,151,114,58
Pocillopora_meandrina_HIv1___TS.g9711.t1,0,7,1,2,4
Pocillopora_meandrina_HIv1___TS.g23531.t1,312,268,284,383,116
Pocillopora_meandrina_HIv1___RNAseq.g1232.t1,38,0,44,0,3
Pocillopora_meandrina_HIv1___RNAseq.g14962.t1,148,21,0,3,4
Pocillopora_meandrina_HIv1___TS.g9385.t1,35,0,0,37,0
Pocillopora_meandrina_HIv1___RNAseq.g7763.t1,499,410,702,251,185
Pocillopora_meandrina_HIv1___RNAseq.g10470.t1,973,746,560,598,873
Pocillopora_meandrina_HIv1___TS.g24379.t1,22,52,78,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23242.t1,28,15,25,34,6
Pocillopora_meandrina_HIv1___RNAseq.g9222.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g10696.t2,3264,1924,5176,4081,1618
Pocillopora_meandrina_HIv1___RNAseq.g16951.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17687.t1,0,0,0,10,0
Pocillopora_meandrina_HIv1___RNAseq.g7404.t1,52,73,20,56,9
Pocillopora_meandrina_HIv1___RNAseq.g3544.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20966.t2,370,603,793,554,1445
Pocillopora_meandrina_HIv1___RNAseq.g3194.t1,917,2229,2315,2755,758
Pocillopora_meandrina_HIv1___TS.g28780.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26695.t1,735,725,1412,1223,135
Pocillopora_meandrina_HIv1___RNAseq.g7883.t1,2387,3062,1889,2166,619
Pocillopora_meandrina_HIv1___RNAseq.g10089.t1,34,106,80,74,14
Pocillopora_meandrina_HIv1___RNAseq.g1215.t1,14,92,13,19,4
Pocillopora_meandrina_HIv1___RNAseq.g20179.t1,19761,22326,42828,36394,30767
Pocillopora_meandrina_HIv1___RNAseq.g8095.t1,461,2212,662,2553,2560
Pocillopora_meandrina_HIv1___RNAseq.g24422.t1,0,24,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29589.t1,16,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26981.t2,158,93,121,155,69
Pocillopora_meandrina_HIv1___RNAseq.g26207.t1,294,136,19,351,258
Pocillopora_meandrina_HIv1___RNAseq.g20964.t1,22,0,56,0,2
Pocillopora_meandrina_HIv1___RNAseq.g19876.t1,927,1388,1307,1494,1343
Pocillopora_meandrina_HIv1___RNAseq.g16047.t1,34,0,32,182,0
Pocillopora_meandrina_HIv1___RNAseq.g22910.t1,126,487,107,279,104
Pocillopora_meandrina_HIv1___RNAseq.g14632.t1,69,49,0,0,34
Pocillopora_meandrina_HIv1___RNAseq.g29006.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5809.t1,1317,304,997,661,243
Pocillopora_meandrina_HIv1___RNAseq.g17124.t1,0,0,25,0,0
Pocillopora_meandrina_HIv1___TS.g29759.t1b,2938,9601,8682,7813,3619
Pocillopora_meandrina_HIv1___RNAseq.g23240.t1,27,0,15,8,4
Pocillopora_meandrina_HIv1___RNAseq.g10694.t1,2789,1561,2228,3049,697
Pocillopora_meandrina_HIv1___RNAseq.g6279.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9220.t1,0,0,3,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25194.t1,103,66,118,67,107
Pocillopora_meandrina_HIv1___RNAseq.g10875.t1,0,69,14,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18736.t1,558,166,493,299,73
Pocillopora_meandrina_HIv1___RNAseq.g24250.t1,0,0,0,0,13
Pocillopora_meandrina_HIv1___RNAseq.g7406.t1,0,0,29,2,0
Pocillopora_meandrina_HIv1___TS.g28526.t1,0,8,0,0,13
Pocillopora_meandrina_HIv1___RNAseq.g22912.t1,312,134,400,121,161
Pocillopora_meandrina_HIv1___TS.g6009.t1,0,0,0,11,0
Pocillopora_meandrina_HIv1___RNAseq.4603_t,45,184,64,148,30
Pocillopora_meandrina_HIv1___RNAseq.g20136.t1,0,20,0,32,11
Pocillopora_meandrina_HIv1___TS.g27442.t1,622,430,1037,317,79
Pocillopora_meandrina_HIv1___RNAseq.g25196.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6209.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24397.t1,18,29,73,12,63
Pocillopora_meandrina_HIv1___TS.g14248.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8728.t1,77,0,15,57,0
Pocillopora_meandrina_HIv1___RNAseq.22127_t,301,152,293,171,130
Pocillopora_meandrina_HIv1___RNAseq.g6754.t1,1176,2433,1258,1278,806
Pocillopora_meandrina_HIv1___RNAseq.g4181.t1,156,211,65,99,139
Pocillopora_meandrina_HIv1___RNAseq.g14223.t1,74,47,95,122,70
Pocillopora_meandrina_HIv1___RNAseq.g5232.t1,25,248,64,50,50
Pocillopora_meandrina_HIv1___RNAseq.g28233.t1,330,358,996,393,360
Pocillopora_meandrina_HIv1___RNAseq.g27062.t1,67,118,34,84,37
Pocillopora_meandrina_HIv1___RNAseq.g13508.t1,535,315,269,250,116
Pocillopora_meandrina_HIv1___RNAseq.g17865.t1,268,420,352,455,289
Pocillopora_meandrina_HIv1___TS.g17828.t1,156,110,98,484,34
Pocillopora_meandrina_HIv1___RNAseq.g2122.t1,0,72,145,76,124
Pocillopora_meandrina_HIv1___RNAseq.g18635.t1,4552,1923,5260,4031,2120
Pocillopora_meandrina_HIv1___RNAseq.g26810.t1,28,39,4,7,11
Pocillopora_meandrina_HIv1___TS.g18621.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18621.t1b,3,0,0,43,0
Pocillopora_meandrina_HIv1___RNAseq.g14221.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27644.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g18395.t1,3242,527,1162,1238,187
Pocillopora_meandrina_HIv1___RNAseq.g16875.t1,41,171,50,70,38
Pocillopora_meandrina_HIv1___RNAseq.g26565.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20989.t1,18,105,189,127,85
Pocillopora_meandrina_HIv1___RNAseq.g13167.t1,2,38,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g17867.t1,5,21,14,7,15
Pocillopora_meandrina_HIv1___RNAseq.g23132.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g162.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27391.t1,793,458,1063,584,934
Pocillopora_meandrina_HIv1___RNAseq.g29560.t1,21,21,18,106,11
Pocillopora_meandrina_HIv1___TS.g3785.t1,0,0,0,31,0
Pocillopora_meandrina_HIv1___RNAseq.g16700.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4367.t1,45,192,158,115,272
Pocillopora_meandrina_HIv1___RNAseq.g812.t1,1178,1155,1444,1163,696
Pocillopora_meandrina_HIv1___RNAseq.g26898.t1,833,203,1538,871,38
Pocillopora_meandrina_HIv1___RNAseq.g2693.t1,989,738,1434,1006,620
Pocillopora_meandrina_HIv1___RNAseq.g26217.t1,102,87,34,64,29
Pocillopora_meandrina_HIv1___RNAseq.g6660.t1,179,501,299,499,354
Pocillopora_meandrina_HIv1___RNAseq.g21522.t1,11858,4290,15590,7898,4210
Pocillopora_meandrina_HIv1___TS.g11891.t1,21,0,20,0,9
Pocillopora_meandrina_HIv1___RNAseq.g10224.t2c,0,0,0,12,0
Pocillopora_meandrina_HIv1___RNAseq.g16117.t1,3516,1929,2270,1669,1558
Pocillopora_meandrina_HIv1___RNAseq.g27727.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4243.t1,2675,4281,2828,3586,625
Pocillopora_meandrina_HIv1___RNAseq.g2103.t1,733,577,916,741,600
Pocillopora_meandrina_HIv1___RNAseq.g1374.t1,6540,5842,8511,7681,3154
Pocillopora_meandrina_HIv1___RNAseq.g7303.t1,232,75,300,201,21
Pocillopora_meandrina_HIv1___RNAseq.g14933.t1,0,1,3,0,2
Pocillopora_meandrina_HIv1___RNAseq.g17554.t1,1845,1634,2368,1856,1224
Pocillopora_meandrina_HIv1___RNAseq.g13911.t1,122,81,96,41,17
Pocillopora_meandrina_HIv1___RNAseq.g29115.t1,837,636,712,844,712
Pocillopora_meandrina_HIv1___TS.g23619.t1,129,80,114,156,111
Pocillopora_meandrina_HIv1___RNAseq.g27393.t1,474,552,519,364,657
Pocillopora_meandrina_HIv1___RNAseq.g27964.t1b,1059,962,971,881,554
Pocillopora_meandrina_HIv1___RNAseq.g29562.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27964.t1a,453,500,408,613,362
Pocillopora_meandrina_HIv1___RNAseq.g3501.t1,134,205,431,15,82
Pocillopora_meandrina_HIv1___RNAseq.g5826.t1b,33,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g7157.t1,168,111,221,145,101
Pocillopora_meandrina_HIv1___RNAseq.g14931.t1,0,4,7,0,2
Pocillopora_meandrina_HIv1___RNAseq.g17556.t1,174,199,319,173,32
Pocillopora_meandrina_HIv1___RNAseq.g7301.t1,558,504,1080,1319,112
Pocillopora_meandrina_HIv1___RNAseq.g3825.t1,2088,1330,2320,1324,933
Pocillopora_meandrina_HIv1___TS.g7657.t1,538,633,932,1456,1143
Pocillopora_meandrina_HIv1___RNAseq.g16587.t1,7,0,24,19,0
Pocillopora_meandrina_HIv1___RNAseq.g17424.t1,538,246,505,329,431
Pocillopora_meandrina_HIv1___RNAseq.g10322.t1,357,622,580,864,261
Pocillopora_meandrina_HIv1___TS.g3526.t1,782,197,990,564,313
Pocillopora_meandrina_HIv1___RNAseq.g19601.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2101.t1,2399,1165,4919,2331,886
Pocillopora_meandrina_HIv1___TS.g10977.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4241.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g3101.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20735.t1,15,39,0,99,0
Pocillopora_meandrina_HIv1___RNAseq.g8461.t1,143,503,173,562,409
Pocillopora_meandrina_HIv1___RNAseq.g17426.t1,174,130,134,204,69
Pocillopora_meandrina_HIv1___RNAseq.g2367.t1,83,105,160,29,15
Pocillopora_meandrina_HIv1___RNAseq.g4157.t1,49,136,76,65,47
Pocillopora_meandrina_HIv1___RNAseq.g15000.t1,0,39,541,702,234
Pocillopora_meandrina_HIv1___TS.g26107.t1,2257,2776,2975,2876,1531
Pocillopora_meandrina_HIv1___TS.g19520.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g27741.t1,1027,2949,1538,1847,835
Pocillopora_meandrina_HIv1___TS.g19983.t1,18,0,0,88,0
Pocillopora_meandrina_HIv1___TS.g12580.t1,0,9,5,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9579.t1,184,82,198,168,135
Pocillopora_meandrina_HIv1___RNAseq.g20485.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21119.t1,422,534,427,462,368
Pocillopora_meandrina_HIv1___RNAseq.g23153.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25294.t1,0,10,0,24,19
Pocillopora_meandrina_HIv1___TS.g4271.t1,0,0,0,4,0
Pocillopora_meandrina_HIv1___RNAseq.g20524.t1,38,80,117,66,154
Pocillopora_meandrina_HIv1___RNAseq.g16753.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12268.t1,100,120,324,179,119
Pocillopora_meandrina_HIv1___RNAseq.g23586.t1,1422,2294,1469,1658,975
Pocillopora_meandrina_HIv1___RNAseq.g14905.t1,521,111,88,143,105
Pocillopora_meandrina_HIv1___RNAseq.g18637.t1,216,680,366,328,483
Pocillopora_meandrina_HIv1___RNAseq.g23170.t1,213,107,113,12,91
Pocillopora_meandrina_HIv1___RNAseq.g13125.t1,0,0,0,0,0
