Orthogroup	Apulchra-genome.pep	Porites_evermanni_v1.annot.pep
OG0007496	FUN_042655-T2, FUN_042655-T1	Peve_00031586
OG0007497	FUN_042809-T1, FUN_042809-T2	Peve_00003078
OG0007498	FUN_042811-T1	Peve_00028976, Peve_00028056
OG0007499	FUN_042814-T2, FUN_042814-T1	Peve_00021878
OG0007500	FUN_042815-T1	Peve_00033308, Peve_00021876
OG0007501	FUN_042816-T1, FUN_042816-T2	Peve_00019569
OG0007502	FUN_042821-T2, FUN_042821-T1	Peve_00019575
OG0007503	FUN_042825-T1, FUN_042826-T1	Peve_00041829
OG0007504	FUN_042843-T1, FUN_042843-T2	Peve_00007270
OG0007505	FUN_042845-T1	Peve_00034504, Peve_00023279
OG0007506	FUN_042847-T1, FUN_042847-T2	Peve_00023278
OG0007507	FUN_042856-T1	Peve_00043219, Peve_00023265
OG0007508	FUN_042873-T1	Peve_00028527, Peve_00040152
OG0007509	FUN_042874-T1	Peve_00040164, Peve_00028526
OG0007510	FUN_042877-T1	Peve_00040154, Peve_00015662
OG0007511	FUN_042914-T1	Peve_00019294, Peve_00019292
OG0007513	FUN_042965-T2, FUN_042965-T1	Peve_00039044
OG0007514	FUN_042994-T1, FUN_042994-T2	Peve_00031060
OG0007515	FUN_042997-T1	Peve_00012462, Peve_00015175
OG0007516	FUN_042998-T1	Peve_00015176, Peve_00012461
OG0007517	FUN_043007-T1	Peve_00004465, Peve_00017772
OG0007518	FUN_043012-T2, FUN_043012-T1	Peve_00017766
OG0007519	FUN_043014-T1	Peve_00028493, Peve_00017765
OG0007520	FUN_043015-T1	Peve_00017763, Peve_00028492
OG0007521	FUN_043017-T1	Peve_00036345, Peve_00017762
OG0007522	FUN_043027-T2, FUN_043027-T1	Peve_00026962
OG0007523	FUN_043029-T1, FUN_043029-T2	Peve_00026963
OG0007524	FUN_043031-T2, FUN_043031-T1	Peve_00026965
OG0007525	FUN_043047-T1	Peve_00037522
OG0007526	FUN_043082-T1, FUN_043081-T1	Peve_00026459
OG0007527	FUN_043085-T2, FUN_043085-T1	Peve_00026453
OG0007528	FUN_043091-T1	Peve_00038918, Peve_00001653
OG0007529	FUN_043094-T1, FUN_043094-T2	Peve_00038927
OG0007530	FUN_043107-T1, FUN_043107-T2	Peve_00026303
OG0007531	FUN_043111-T1	Peve_00014954, Peve_00027469
OG0007532	FUN_043112-T1	Peve_00014956, Peve_00027467
OG0007533	FUN_043119-T1	Peve_00025023, Peve_00026294
OG0007534	FUN_043125-T1	Peve_00033022, Peve_00026306
OG0007535	FUN_043129-T1	Peve_00013597
OG0007536	FUN_043152-T1	Peve_00011386, Peve_00011385
OG0007537	FUN_043154-T1	Peve_00011379
OG0007538	FUN_043157-T2, FUN_043157-T1	Peve_00011373
OG0007539	FUN_043174-T1, FUN_043174-T2	Peve_00025847
OG0007540	FUN_043179-T1	Peve_00025843, Peve_00022354
OG0007541	FUN_043192-T2, FUN_043192-T1	Peve_00039864
OG0007542	FUN_043193-T1, FUN_043193-T2	Peve_00039868
OG0007543	FUN_043202-T1, FUN_043199-T1	Peve_00039855, Peve_00039856
OG0007544	FUN_043205-T1	Peve_00026371, Peve_00026372
OG0007545	FUN_043219-T2, FUN_043219-T1	Peve_00037103
OG0007546	FUN_043252-T1	Peve_00029557, Peve_00027963
OG0007547	FUN_043254-T1	Peve_00030637, Peve_00027962
OG0007548	FUN_043258-T1	Peve_00024820, Peve_00030635
OG0007549	FUN_043262-T1, FUN_043262-T2	Peve_00032608
OG0007550	FUN_043278-T2, FUN_043278-T1	Peve_00007456
OG0007551	FUN_043289-T1, FUN_043289-T2	Peve_00007513
OG0007552	FUN_043301-T1	Peve_00007494
OG0007553	FUN_043309-T2, FUN_043309-T1	Peve_00007495
OG0007554	FUN_043319-T1, FUN_043319-T2	Peve_00007508
OG0007555	FUN_043320-T1	Peve_00018052, Peve_00007509
OG0007556	FUN_043321-T1	Peve_00007510, Peve_00018051
OG0007557	FUN_043350-T1	Peve_00016649, Peve_00022831
OG0007558	FUN_043351-T1	Peve_00016653, Peve_00022832
OG0007559	FUN_043361-T1, FUN_043361-T2	Peve_00016655
OG0007560	FUN_043368-T1	Peve_00016661, Peve_00016663, Peve_00001441
OG0007561	FUN_043369-T2, FUN_043369-T1	Peve_00004905
OG0007562	FUN_043378-T2, FUN_043378-T1	Peve_00004897
OG0007563	FUN_043379-T1	Peve_00030123, Peve_00027430
OG0007564	FUN_043390-T2, FUN_043390-T1	Peve_00024249
OG0007566	FUN_043415-T1	Peve_00026732, Peve_00026733
OG0007567	FUN_043418-T1	Peve_00005571, Peve_00026856
OG0007568	FUN_043424-T1	Peve_00022203, Peve_00022202
OG0007569	FUN_043428-T1, FUN_043428-T2	Peve_00028848
OG0007570	FUN_043435-T1, FUN_043433-T1	Peve_00028842
OG0007571	FUN_043438-T1	Peve_00028841, Peve_00022334
OG0007572	FUN_043491-T1	Peve_00008683, Peve_00008684
OG0007573	FUN_043492-T1, FUN_043492-T2	Peve_00008687
OG0007574	FUN_043495-T1	Peve_00024915, Peve_00024916
OG0007575	FUN_043498-T1	Peve_00024908
OG0007576	FUN_043499-T2, FUN_043499-T1	Peve_00024907
OG0007577	FUN_043508-T1	Peve_00017611, Peve_00033841
OG0007578	FUN_043512-T1	Peve_00018550, Peve_00018554
OG0007579	FUN_043518-T1	Peve_00022642, Peve_00017255
OG0007580	FUN_043544-T3, FUN_043544-T1	Peve_00011562
OG0007581	FUN_043545-T1	Peve_00011553, Peve_00011554
OG0007583	FUN_043572-T2, FUN_043572-T1	Peve_00017257
OG0007584	FUN_043586-T1	Peve_00045222, Peve_00026155
OG0007585	FUN_043587-T1	Peve_00026154, Peve_00045219
OG0007586	FUN_043592-T1	Peve_00010456, Peve_00044644
OG0007587	FUN_043599-T1, FUN_043599-T2	Peve_00007612
OG0007588	FUN_043618-T2, FUN_043618-T1	Peve_00008246
OG0007589	FUN_043649-T1	Peve_00026898, Peve_00026899
OG0007590	FUN_043661-T1	Peve_00001423, Peve_00039215
OG0007591	FUN_044284-T1	Peve_00027263, Peve_00037266
OG0007592	FUN_044375-T1	Peve_00018870, Peve_00019414
OG0007593	FUN_044376-T2, FUN_044376-T1	Peve_00012020
OG0007594	FUN_044381-T1, FUN_044381-T2	Peve_00033525
OG0007595	FUN_044389-T2, FUN_044389-T1	Peve_00010046
OG0007596	FUN_044408-T1	Peve_00010782, Peve_00027710
OG0007598	FUN_044448-T1	Peve_00034014, Peve_00034025
OG0007599	FUN_044458-T1, FUN_045363-T1, FUN_044458-T2	Peve_00023001
OG0007600	FUN_044465-T1	Peve_00020001, Peve_00027935, Peve_00026058
OG0007601	FUN_045268-T1, FUN_044479-T1	Peve_00016863
OG0007602	FUN_044500-T1	Peve_00001929, Peve_00006786
OG0007603	FUN_044504-T1	Peve_00026231, Peve_00009256, Peve_00043878
OG0007604	FUN_044513-T2, FUN_044513-T1	Peve_00023829
OG0007605	FUN_044521-T1	Peve_00030187
OG0007606	FUN_044525-T1	Peve_00010225, Peve_00025378, Peve_00043360
OG0007607	FUN_044534-T1, FUN_044534-T2	Peve_00002291
OG0007609	FUN_044539-T2, FUN_044539-T1	Peve_00009896
OG0007611	FUN_044567-T1	Peve_00007185
OG0007614	FUN_044781-T1, FUN_044678-T1, FUN_045385-T1	Peve_00034173
OG0007615	FUN_044707-T1, FUN_044707-T2	Peve_00022984, Peve_00016890
OG0007616	FUN_044756-T1	Peve_00019129
OG0007617	FUN_044760-T1, FUN_044760-T2	Peve_00005547
OG0007619	FUN_044791-T1	Peve_00037649, Peve_00012149
OG0007620	FUN_045147-T1, FUN_044793-T1	Peve_00007655
OG0007621	FUN_044874-T1	Peve_00017158
OG0007622	FUN_045281-T1	Peve_00008582
OG0007622	FUN_044893-T1	Peve_00041969
OG0007623	FUN_044899-T1	Peve_00041012, Peve_00000582
OG0007624	FUN_044962-T2, FUN_044962-T3, FUN_044962-T1	Peve_00021639
OG0007625	FUN_045018-T1	Peve_00018281, Peve_00005474, Peve_00023238
OG0007626	FUN_045456-T1, FUN_045036-T1, FUN_045443-T1	Peve_00032174
OG0007628	FUN_045178-T1	Peve_00005457, Peve_00034351
OG0007629	FUN_045194-T1, FUN_045194-T3	Peve_00015813
OG0007630	FUN_045832-T1, FUN_045262-T1, FUN_045553-T1	Peve_00039161
OG0007632	FUN_045389-T1, FUN_045389-T2	Peve_00031523, Peve_00032771
OG0007633	FUN_045417-T1	Peve_00015560
OG0007637	FUN_045489-T1	Peve_00042270, Peve_00045266
OG0007638	FUN_045498-T1, FUN_045498-T2	Peve_00028345
OG0007643	FUN_045570-T1	Peve_00004121
OG0007644	FUN_045594-T1	Peve_00022490
OG0007645	FUN_045600-T1, FUN_045600-T2	Peve_00035277, Peve_00013721
OG0007646	FUN_045607-T2, FUN_045607-T1	Peve_00003002
OG0007647	FUN_045674-T2, FUN_045674-T1	Peve_00021856
OG0007648	FUN_045675-T1	Peve_00010138, Peve_00010148
OG0007649	FUN_045682-T1, FUN_045682-T2	Peve_00025981
OG0007650	FUN_045727-T1, FUN_045727-T2	Peve_00002292
OG0007651	FUN_045743-T1	Peve_00018714, Peve_00014642
OG0007652	FUN_045769-T1	Peve_00001617, Peve_00010645
OG0007653	FUN_045789-T1	Peve_00013135, Peve_00038182, Peve_00022459
OG0007655	FUN_045806-T1	Peve_00019577, Peve_00030993
OG0008164	FUN_000185-T1	Peve_00037402
OG0008165	FUN_000189-T1	Peve_00038462
OG0008166	FUN_000190-T1	Peve_00038463
OG0008167	FUN_000191-T1	Peve_00038464
OG0008168	FUN_000192-T1	Peve_00038466
OG0008169	FUN_000193-T1	Peve_00038467
OG0008170	FUN_000194-T1	Peve_00038470
OG0008171	FUN_000195-T1	Peve_00038471
OG0008172	FUN_000197-T1	Peve_00027182
OG0008173	FUN_000200-T1	Peve_00027179
OG0008174	FUN_000202-T1	Peve_00024058
OG0008175	FUN_000203-T1	Peve_00019866
OG0008176	FUN_000206-T1	Peve_00027728
OG0008177	FUN_000215-T1	Peve_00002445
OG0008178	FUN_000220-T1	Peve_00012034
OG0008179	FUN_000221-T1	Peve_00012033
OG0008180	FUN_000222-T1	Peve_00012032
OG0008181	FUN_000223-T1	Peve_00012031
OG0008182	FUN_000228-T1	Peve_00012014
OG0008183	FUN_000229-T1	Peve_00012013
OG0008184	FUN_000230-T1	Peve_00012012
OG0008185	FUN_000231-T1	Peve_00012025
OG0008186	FUN_000232-T1	Peve_00033351
OG0008188	FUN_000236-T1	Peve_00033366
OG0008189	FUN_000237-T1	Peve_00033367
OG0008190	FUN_000239-T1	Peve_00033353
OG0008191	FUN_000245-T1	Peve_00033360
OG0008192	FUN_000247-T2	Peve_00033364
OG0008193	FUN_000260-T1	Peve_00027791
OG0008194	FUN_000261-T1	Peve_00027784
OG0008195	FUN_000263-T1	Peve_00027785
OG0008196	FUN_000264-T1	Peve_00027786
OG0008197	FUN_000265-T1	Peve_00027789
OG0008199	FUN_000270-T1	Peve_00027796
OG0008200	FUN_000272-T1	Peve_00027798
OG0008201	FUN_000276-T1	Peve_00044046
OG0008202	FUN_000281-T1	Peve_00033554
OG0008203	FUN_000283-T1	Peve_00033555
OG0008204	FUN_000285-T1	Peve_00033562
OG0008206	FUN_000319-T1	Peve_00033573
OG0008207	FUN_000320-T1	Peve_00033574
OG0008208	FUN_000323-T1	Peve_00012596
OG0008209	FUN_000328-T1	Peve_00033550
OG0008210	FUN_000329-T1	Peve_00033549
OG0008211	FUN_000330-T1	Peve_00033547
OG0008212	FUN_000347-T1	Peve_00033539
OG0008213	FUN_000350-T1	Peve_00033537
OG0008214	FUN_000352-T1	Peve_00033531
OG0008215	FUN_000372-T1	Peve_00033530
OG0008216	FUN_000374-T1	Peve_00033526
OG0008217	FUN_000375-T1	Peve_00028988
OG0008218	FUN_000378-T1	Peve_00033520
OG0008219	FUN_000384-T1	Peve_00033599
OG0008220	FUN_000387-T1	Peve_00033598
OG0008221	FUN_000390-T1	Peve_00033596
OG0008222	FUN_000391-T1	Peve_00033595
OG0008223	FUN_000392-T1	Peve_00033592
OG0008224	FUN_000393-T1	Peve_00033591
OG0008225	FUN_000395-T1	Peve_00033589
OG0008226	FUN_000398-T1	Peve_00033583
OG0008227	FUN_000399-T1	Peve_00033552
OG0008228	FUN_000401-T1	Peve_00033535
OG0008229	FUN_000402-T1	Peve_00033527
OG0008230	FUN_000403-T1	Peve_00033519
OG0008231	FUN_000409-T1	Peve_00033505
OG0008232	FUN_000413-T1	Peve_00010960
OG0008233	FUN_000418-T1	Peve_00010959
OG0008235	FUN_000433-T1	Peve_00011195
OG0008236	FUN_000436-T1	Peve_00011196
OG0008237	FUN_000437-T1	Peve_00011193
OG0008238	FUN_000440-T1	Peve_00003439
OG0008239	FUN_000448-T1	Peve_00019115
OG0008240	FUN_000449-T1	Peve_00019109
OG0008241	FUN_024609-T1, FUN_000458-T1	Peve_00033160
OG0008242	FUN_000466-T1	Peve_00005613
OG0008243	FUN_000467-T1	Peve_00039700
OG0008244	FUN_000468-T1	Peve_00005612
OG0008245	FUN_000469-T1	Peve_00005611
OG0008246	FUN_000470-T1	Peve_00005610
OG0008247	FUN_000471-T1	Peve_00005607
OG0008248	FUN_000481-T1	Peve_00038232
OG0008249	FUN_000482-T1	Peve_00038234
OG0008250	FUN_000483-T1	Peve_00038235
OG0008251	FUN_000487-T1	Peve_00038237
OG0008252	FUN_000488-T1	Peve_00038241
OG0008253	FUN_000489-T1	Peve_00043825
OG0008254	FUN_000490-T1	Peve_00043823
OG0008255	FUN_000497-T1	Peve_00011626
OG0008256	FUN_000498-T1	Peve_00024154
OG0008257	FUN_000499-T1	Peve_00024155
OG0008258	FUN_000500-T1	Peve_00043826
OG0008259	FUN_000501-T1	Peve_00043828
OG0008260	FUN_000502-T1	Peve_00043829
OG0008261	FUN_000510-T1	Peve_00029232
OG0008262	FUN_000521-T1	Peve_00030477
OG0008263	FUN_000523-T1	Peve_00043210
OG0008264	FUN_000525-T1	Peve_00010654, Peve_00010667
OG0008265	FUN_000531-T1	Peve_00008085
OG0008266	FUN_000533-T1	Peve_00039811
OG0008267	FUN_000535-T1	Peve_00039805
OG0008268	FUN_000536-T1	Peve_00039803
OG0008269	FUN_000541-T1	Peve_00039830
OG0008270	FUN_000542-T1	Peve_00039829
OG0008271	FUN_000544-T1	Peve_00039828
OG0008272	FUN_000545-T1	Peve_00039827
OG0008273	FUN_000549-T1	Peve_00035147
OG0008274	FUN_000550-T1	Peve_00039823
OG0008275	FUN_000554-T1	Peve_00039816
OG0008276	FUN_000556-T1	Peve_00039813
OG0008277	FUN_000562-T1	Peve_00041890
OG0008278	FUN_000563-T1	Peve_00041882
OG0008279	FUN_000564-T1	Peve_00041880
OG0008280	FUN_000569-T1	Peve_00034755
OG0008281	FUN_000570-T1	Peve_00034728
OG0008282	FUN_000576-T1	Peve_00034748
OG0008283	FUN_000577-T1	Peve_00034749
OG0008284	FUN_000578-T1	Peve_00034754
OG0008285	FUN_000579-T1	Peve_00034763
OG0008286	FUN_000580-T1	Peve_00034764
OG0008287	FUN_000582-T1	Peve_00034702
OG0008288	FUN_000585-T1	Peve_00034705
OG0008289	FUN_000588-T1	Peve_00025320
OG0008290	FUN_000591-T1	Peve_00025321
OG0008291	FUN_000592-T1	Peve_00025298
OG0008292	FUN_000593-T1	Peve_00025299
OG0008293	FUN_000595-T1	Peve_00041242
OG0008294	FUN_000596-T1	Peve_00041271
OG0008295	FUN_000597-T1	Peve_00041252
OG0008296	FUN_000605-T1	Peve_00041265
OG0008297	FUN_000606-T1	Peve_00041267
OG0008298	FUN_000607-T1	Peve_00041268
OG0008299	FUN_000608-T1	Peve_00041270
OG0008300	FUN_000609-T1	Peve_00013321
OG0008301	FUN_000610-T1	Peve_00013320
OG0008302	FUN_000612-T1	Peve_00023943
OG0008303	FUN_000614-T1	Peve_00036774
OG0008304	FUN_000616-T1	Peve_00036773
OG0008305	FUN_000617-T3	Peve_00036770
OG0008306	FUN_000618-T1	Peve_00043948
OG0008307	FUN_000639-T1	Peve_00011494
OG0008308	FUN_000641-T1	Peve_00012249
OG0008309	FUN_000644-T1	Peve_00029424
OG0008310	FUN_000857-T1	Peve_00004526
OG0008311	FUN_000859-T2	Peve_00004524
OG0008312	FUN_000862-T1	Peve_00004534
OG0008313	FUN_000863-T1	Peve_00004533
OG0008314	FUN_000876-T1	Peve_00039671
OG0008315	FUN_000877-T1	Peve_00039677
OG0008316	FUN_000878-T1	Peve_00039668
OG0008317	FUN_000879-T1	Peve_00039669
OG0008318	FUN_000880-T1	Peve_00039672
OG0008319	FUN_000883-T1	Peve_00039676
OG0008320	FUN_000889-T1	Peve_00017794
OG0008321	FUN_000891-T1	Peve_00017797
OG0008322	FUN_000892-T1	Peve_00026758
OG0008323	FUN_000894-T1	Peve_00026759
OG0008324	FUN_000895-T1	Peve_00026757
OG0008325	FUN_000898-T1	Peve_00009741
OG0008326	FUN_000899-T1	Peve_00009739
OG0008327	FUN_000900-T1	Peve_00009738
OG0008328	FUN_000908-T1	Peve_00010044
OG0008329	FUN_000909-T1	Peve_00010043
OG0008330	FUN_000910-T1	Peve_00010061
OG0008331	FUN_000912-T1	Peve_00010054
OG0008332	FUN_000913-T1	Peve_00010039
OG0008333	FUN_000914-T1	Peve_00033029
OG0008334	FUN_000915-T1	Peve_00044966
OG0008335	FUN_000916-T1	Peve_00044970
OG0008336	FUN_000918-T1	Peve_00044972
OG0008337	FUN_000920-T1	Peve_00044963
OG0008338	FUN_000922-T1	Peve_00044965
OG0008339	FUN_000924-T1	Peve_00044968
OG0008340	FUN_000925-T1	Peve_00044969
OG0008341	FUN_000926-T1	Peve_00009718
OG0008342	FUN_000927-T1	Peve_00009719
OG0008343	FUN_000928-T1	Peve_00009720
OG0008344	FUN_000929-T1	Peve_00009722
OG0008345	FUN_000931-T1	Peve_00009723
OG0008346	FUN_000932-T1	Peve_00009724
OG0008347	FUN_000934-T1	Peve_00009728
OG0008348	FUN_000935-T1	Peve_00009730
OG0008350	FUN_000944-T1	Peve_00010049
OG0008351	FUN_000945-T1	Peve_00010050
OG0008352	FUN_000953-T1	Peve_00010057
OG0008353	FUN_000957-T1	Peve_00010040
OG0008354	FUN_000959-T1	Peve_00021381
OG0008355	FUN_000960-T1	Peve_00021379
OG0008356	FUN_000961-T1	Peve_00008026
OG0008357	FUN_000962-T1	Peve_00008025
OG0008358	FUN_000964-T1	Peve_00028377
OG0008359	FUN_000967-T1	Peve_00028379
OG0008360	FUN_000972-T1	Peve_00007807
OG0008361	FUN_000973-T1	Peve_00007808
OG0008362	FUN_000980-T1	Peve_00008728
OG0008363	FUN_000988-T1	Peve_00022149
OG0008364	FUN_000992-T1	Peve_00004455
OG0008365	FUN_000994-T1	Peve_00004444
OG0008366	FUN_000995-T1	Peve_00004445
OG0008367	FUN_000996-T1	Peve_00004446
OG0008368	FUN_001002-T2, FUN_001002-T1	Peve_00015277
OG0008369	FUN_001004-T1	Peve_00015283
OG0008370	FUN_001005-T1	Peve_00015285
OG0008371	FUN_001007-T1	Peve_00015280
OG0008372	FUN_001010-T1	Peve_00041051
OG0008373	FUN_001011-T1	Peve_00041060
OG0008374	FUN_001012-T1	Peve_00041036
OG0008375	FUN_001013-T1	Peve_00041041
OG0008376	FUN_001014-T1	Peve_00041042
OG0008377	FUN_001018-T1	Peve_00041046
OG0008378	FUN_001019-T1	Peve_00041047
OG0008379	FUN_001020-T1	Peve_00041048
OG0008380	FUN_001021-T1	Peve_00041049
OG0008382	FUN_001028-T1	Peve_00041059
OG0008383	FUN_001031-T1	Peve_00041063
OG0008384	FUN_001032-T1	Peve_00041064
OG0008385	FUN_001034-T1	Peve_00041067
OG0008386	FUN_001035-T1	Peve_00041069
OG0008387	FUN_001036-T1	Peve_00041070
OG0008389	FUN_001041-T1	Peve_00028475
OG0008390	FUN_001044-T1	Peve_00028476, Peve_00041039
OG0008391	FUN_001047-T1	Peve_00017182
OG0008392	FUN_001048-T1	Peve_00021556
OG0008393	FUN_001049-T1	Peve_00021554
OG0008394	FUN_001052-T1	Peve_00021553
OG0008395	FUN_001053-T1	Peve_00023870
OG0008396	FUN_001054-T1	Peve_00023871
OG0008397	FUN_001059-T1	Peve_00030107
OG0008398	FUN_001062-T1	Peve_00005412
OG0008399	FUN_001063-T1	Peve_00005411
OG0008400	FUN_001064-T1	Peve_00005413
OG0008402	FUN_001068-T1	Peve_00019956
OG0008403	FUN_001072-T1	Peve_00019957
OG0008404	FUN_001075-T1	Peve_00011328
OG0008405	FUN_001076-T1	Peve_00037405
OG0008406	FUN_001077-T1	Peve_00037392
OG0008407	FUN_001078-T1	Peve_00037393
OG0008408	FUN_001081-T1	Peve_00037397
OG0008409	FUN_001082-T1	Peve_00037398
OG0008410	FUN_001085-T1	Peve_00003173
OG0008411	FUN_001087-T1	Peve_00003172
OG0008412	FUN_001088-T1	Peve_00003176
OG0008413	FUN_001089-T1	Peve_00003177
OG0008414	FUN_001098-T1	Peve_00003181
OG0008415	FUN_001099-T1	Peve_00003182
OG0008416	FUN_001101-T1	Peve_00003157
OG0008417	FUN_001103-T1	Peve_00003160
OG0008418	FUN_001107-T1	Peve_00029366
OG0008419	FUN_001108-T1	Peve_00029386
OG0008420	FUN_001110-T1	Peve_00029335
OG0008421	FUN_001111-T1	Peve_00029358
OG0008423	FUN_001113-T1	Peve_00029360
OG0008424	FUN_001114-T1	Peve_00029361
OG0008425	FUN_001115-T1	Peve_00029363
OG0008426	FUN_001118-T1	Peve_00029370
OG0008427	FUN_001122-T1	Peve_00029372
OG0008428	FUN_001135-T1	Peve_00029383
OG0008429	FUN_001136-T1	Peve_00029384
OG0008430	FUN_001137-T1	Peve_00029385
OG0008431	FUN_001141-T1	Peve_00029338
OG0008432	FUN_001142-T1	Peve_00029340
OG0008433	FUN_001143-T1, FUN_044878-T1	Peve_00027452
OG0008434	FUN_001144-T1	Peve_00029341
OG0008435	FUN_001145-T1	Peve_00029342
OG0008436	FUN_001146-T1	Peve_00029343
OG0008437	FUN_001148-T1	Peve_00002869
OG0008438	FUN_001150-T1	Peve_00002868
OG0008439	FUN_001151-T1	Peve_00002867
OG0008440	FUN_001152-T1	Peve_00002865
OG0008441	FUN_001153-T1	Peve_00002864
OG0008442	FUN_001154-T1	Peve_00002863
OG0008443	FUN_001155-T1	Peve_00002861
OG0008444	FUN_001156-T1	Peve_00002858
OG0008445	FUN_001157-T1	Peve_00002857
OG0008446	FUN_001158-T1	Peve_00043471
OG0008447	FUN_001160-T1	Peve_00043472
OG0008449	FUN_001163-T1	Peve_00002997
OG0008450	FUN_001165-T1	Peve_00002994
OG0008451	FUN_001166-T1	Peve_00015995
OG0008452	FUN_001167-T1	Peve_00015996
OG0008453	FUN_001168-T1	Peve_00015997
OG0008454	FUN_001171-T1	Peve_00034802
OG0008455	FUN_001172-T1	Peve_00034801
OG0008456	FUN_001173-T1	Peve_00034800
OG0008457	FUN_001174-T1	Peve_00002993
OG0008458	FUN_001175-T1	Peve_00015994
OG0008459	FUN_001176-T1	Peve_00015993
OG0008460	FUN_001178-T1	Peve_00027159
OG0008461	FUN_001181-T1	Peve_00018945
OG0008462	FUN_001184-T1	Peve_00040983
OG0008463	FUN_001190-T1	Peve_00014645
OG0008464	FUN_001192-T1	Peve_00006923
OG0008465	FUN_001193-T1	Peve_00006937
OG0008466	FUN_001194-T1	Peve_00006934
OG0008467	FUN_001195-T1	Peve_00006935
OG0008468	FUN_001196-T1	Peve_00022303
OG0008469	FUN_001197-T1	Peve_00022306
OG0008470	FUN_001198-T1	Peve_00022305
OG0008471	FUN_001200-T1	Peve_00033830
OG0008472	FUN_001204-T1	Peve_00033826
OG0008473	FUN_001206-T1	Peve_00033824
OG0008474	FUN_001207-T1	Peve_00033822
OG0008475	FUN_001208-T1	Peve_00033821
OG0008476	FUN_001209-T1	Peve_00033820
OG0008477	FUN_001210-T1	Peve_00033819
OG0008478	FUN_001211-T1	Peve_00033815
OG0008479	FUN_001212-T1	Peve_00033814
OG0008480	FUN_001213-T1	Peve_00033813
OG0008481	FUN_001214-T1	Peve_00033812
OG0008482	FUN_001215-T1	Peve_00009931
OG0008483	FUN_001216-T1	Peve_00035369
OG0008484	FUN_001217-T1	Peve_00035371
OG0008485	FUN_001218-T1	Peve_00035378
OG0008486	FUN_001219-T1	Peve_00035350
OG0008487	FUN_001222-T1	Peve_00014736
OG0008488	FUN_001224-T1	Peve_00014731
OG0008489	FUN_001225-T1	Peve_00034577
OG0008490	FUN_001227-T1	Peve_00031371
OG0008491	FUN_001233-T1	Peve_00022952
OG0008492	FUN_001235-T1	Peve_00002839
OG0008493	FUN_001238-T1	Peve_00002842
OG0008494	FUN_001240-T1	Peve_00022815
OG0008495	FUN_001241-T1	Peve_00022814
OG0008496	FUN_001249-T1	Peve_00004684
OG0008497	FUN_001252-T1	Peve_00004683
OG0008498	FUN_001255-T1	Peve_00008793
OG0008499	FUN_001256-T1	Peve_00008794
OG0008500	FUN_001264-T1	Peve_00008779
OG0008501	FUN_001267-T1	Peve_00008777
OG0008502	FUN_001268-T1	Peve_00008776
OG0008504	FUN_001270-T1	Peve_00008764
OG0008505	FUN_001271-T1	Peve_00008757
OG0008506	FUN_001272-T1	Peve_00008789
OG0008507	FUN_001276-T1, FUN_034439-T1	Peve_00044233
OG0008508	FUN_001289-T1	Peve_00037015
OG0008509	FUN_001290-T1	Peve_00037014
OG0008510	FUN_001292-T1	Peve_00037004
OG0008511	FUN_001294-T1	Peve_00037005
OG0008512	FUN_001295-T1	Peve_00037003
OG0008513	FUN_001296-T1	Peve_00037002
OG0008514	FUN_001298-T1	Peve_00037001
OG0008515	FUN_001299-T1	Peve_00036999
OG0008516	FUN_001300-T1	Peve_00036998
OG0008517	FUN_001307-T1	Peve_00036989
OG0008518	FUN_001308-T1	Peve_00036986
OG0008519	FUN_001309-T1	Peve_00036985
OG0008520	FUN_001310-T1	Peve_00036984
OG0008521	FUN_001312-T1	Peve_00036981
OG0008522	FUN_001316-T1	Peve_00036964
OG0008523	FUN_001317-T1	Peve_00036963
OG0008524	FUN_001320-T1	Peve_00005008
OG0008525	FUN_001324-T1	Peve_00036959
OG0008526	FUN_001325-T1	Peve_00036958
OG0008527	FUN_001328-T1	Peve_00036956
OG0008528	FUN_001330-T1	Peve_00036948
OG0008529	FUN_001331-T1	Peve_00036947
OG0008530	FUN_001334-T1	Peve_00036945
OG0008531	FUN_001335-T1	Peve_00036944
OG0008532	FUN_001336-T1	Peve_00036943
OG0008533	FUN_001337-T1	Peve_00036942
OG0008534	FUN_001341-T1	Peve_00036939
OG0008535	FUN_001343-T1	Peve_00037042
OG0008536	FUN_001344-T1	Peve_00037041
OG0008537	FUN_001345-T1	Peve_00023386
OG0008538	FUN_001347-T1	Peve_00023385
OG0008539	FUN_001348-T1	Peve_00023407
OG0008540	FUN_001349-T1	Peve_00023406
OG0008541	FUN_001351-T1	Peve_00023404
