Orthogroup	Porites_evermanni_v1.annot.pep	Apulchra-genome.pep
OG0007589	Peve_00026898, Peve_00026899	FUN_043649-T1
OG0007590	Peve_00001423, Peve_00039215	FUN_043661-T1
OG0007591	Peve_00027263, Peve_00037266	FUN_044284-T1
OG0007592	Peve_00018870, Peve_00019414	FUN_044375-T1
OG0007593	Peve_00012020	FUN_044376-T2, FUN_044376-T1
OG0007594	Peve_00033525	FUN_044381-T1, FUN_044381-T2
OG0007595	Peve_00010046	FUN_044389-T2, FUN_044389-T1
OG0007596	Peve_00010782, Peve_00027710	FUN_044408-T1
OG0007598	Peve_00034014, Peve_00034025	FUN_044448-T1
OG0007599	Peve_00023001	FUN_044458-T1, FUN_045363-T1, FUN_044458-T2
OG0007600	Peve_00020001, Peve_00027935, Peve_00026058	FUN_044465-T1
OG0007601	Peve_00016863	FUN_045268-T1, FUN_044479-T1
OG0007602	Peve_00001929, Peve_00006786	FUN_044500-T1
OG0007603	Peve_00026231, Peve_00009256, Peve_00043878	FUN_044504-T1
OG0007604	Peve_00023829	FUN_044513-T2, FUN_044513-T1
OG0007605	Peve_00030187	FUN_044521-T1
OG0007606	Peve_00010225, Peve_00025378, Peve_00043360	FUN_044525-T1
OG0007607	Peve_00002291	FUN_044534-T1, FUN_044534-T2
OG0007609	Peve_00009896	FUN_044539-T2, FUN_044539-T1
OG0007611	Peve_00007185	FUN_044567-T1
OG0007614	Peve_00034173	FUN_044781-T1, FUN_044678-T1, FUN_045385-T1
OG0007615	Peve_00022984, Peve_00016890	FUN_044707-T1, FUN_044707-T2
OG0007616	Peve_00019129	FUN_044756-T1
OG0007617	Peve_00005547	FUN_044760-T1, FUN_044760-T2
OG0007619	Peve_00037649, Peve_00012149	FUN_044791-T1
OG0007620	Peve_00007655	FUN_045147-T1, FUN_044793-T1
OG0007621	Peve_00017158	FUN_044874-T1
OG0007622	Peve_00008582	FUN_045281-T1
OG0007622	Peve_00041969	FUN_044893-T1
OG0007623	Peve_00041012, Peve_00000582	FUN_044899-T1
OG0007624	Peve_00021639	FUN_044962-T2, FUN_044962-T3, FUN_044962-T1
OG0007625	Peve_00018281, Peve_00005474, Peve_00023238	FUN_045018-T1
OG0007626	Peve_00032174	FUN_045456-T1, FUN_045036-T1, FUN_045443-T1
OG0007628	Peve_00005457, Peve_00034351	FUN_045178-T1
OG0007629	Peve_00015813	FUN_045194-T1, FUN_045194-T3
OG0007630	Peve_00039161	FUN_045832-T1, FUN_045262-T1, FUN_045553-T1
OG0007632	Peve_00031523, Peve_00032771	FUN_045389-T1, FUN_045389-T2
OG0007633	Peve_00015560	FUN_045417-T1
OG0007637	Peve_00042270, Peve_00045266	FUN_045489-T1
OG0007638	Peve_00028345	FUN_045498-T1, FUN_045498-T2
OG0007643	Peve_00004121	FUN_045570-T1
OG0007644	Peve_00022490	FUN_045594-T1
OG0007645	Peve_00035277, Peve_00013721	FUN_045600-T1, FUN_045600-T2
OG0007646	Peve_00003002	FUN_045607-T2, FUN_045607-T1
OG0007647	Peve_00021856	FUN_045674-T2, FUN_045674-T1
OG0007648	Peve_00010138, Peve_00010148	FUN_045675-T1
OG0007649	Peve_00025981	FUN_045682-T1, FUN_045682-T2
OG0007650	Peve_00002292	FUN_045727-T1, FUN_045727-T2
OG0007651	Peve_00018714, Peve_00014642	FUN_045743-T1
OG0007652	Peve_00001617, Peve_00010645	FUN_045769-T1
OG0007653	Peve_00013135, Peve_00038182, Peve_00022459	FUN_045789-T1
OG0007655	Peve_00019577, Peve_00030993	FUN_045806-T1
OG0008164	Peve_00037402	FUN_000185-T1
OG0008165	Peve_00038462	FUN_000189-T1
OG0008166	Peve_00038463	FUN_000190-T1
OG0008167	Peve_00038464	FUN_000191-T1
OG0008168	Peve_00038466	FUN_000192-T1
OG0008169	Peve_00038467	FUN_000193-T1
OG0008170	Peve_00038470	FUN_000194-T1
OG0008171	Peve_00038471	FUN_000195-T1
OG0008172	Peve_00027182	FUN_000197-T1
OG0008173	Peve_00027179	FUN_000200-T1
OG0008174	Peve_00024058	FUN_000202-T1
OG0008175	Peve_00019866	FUN_000203-T1
OG0008176	Peve_00027728	FUN_000206-T1
OG0008177	Peve_00002445	FUN_000215-T1
OG0008178	Peve_00012034	FUN_000220-T1
OG0008179	Peve_00012033	FUN_000221-T1
OG0008180	Peve_00012032	FUN_000222-T1
OG0008181	Peve_00012031	FUN_000223-T1
OG0008182	Peve_00012014	FUN_000228-T1
OG0008183	Peve_00012013	FUN_000229-T1
OG0008184	Peve_00012012	FUN_000230-T1
OG0008185	Peve_00012025	FUN_000231-T1
OG0008186	Peve_00033351	FUN_000232-T1
OG0008188	Peve_00033366	FUN_000236-T1
OG0008189	Peve_00033367	FUN_000237-T1
OG0008190	Peve_00033353	FUN_000239-T1
OG0008191	Peve_00033360	FUN_000245-T1
OG0008192	Peve_00033364	FUN_000247-T2
OG0008193	Peve_00027791	FUN_000260-T1
OG0008194	Peve_00027784	FUN_000261-T1
OG0008195	Peve_00027785	FUN_000263-T1
OG0008196	Peve_00027786	FUN_000264-T1
OG0008197	Peve_00027789	FUN_000265-T1
OG0008199	Peve_00027796	FUN_000270-T1
OG0008200	Peve_00027798	FUN_000272-T1
OG0008201	Peve_00044046	FUN_000276-T1
OG0008202	Peve_00033554	FUN_000281-T1
OG0008203	Peve_00033555	FUN_000283-T1
OG0008204	Peve_00033562	FUN_000285-T1
OG0008206	Peve_00033573	FUN_000319-T1
OG0008207	Peve_00033574	FUN_000320-T1
OG0008208	Peve_00012596	FUN_000323-T1
OG0008209	Peve_00033550	FUN_000328-T1
OG0008210	Peve_00033549	FUN_000329-T1
OG0008211	Peve_00033547	FUN_000330-T1
OG0008212	Peve_00033539	FUN_000347-T1
OG0008213	Peve_00033537	FUN_000350-T1
OG0008214	Peve_00033531	FUN_000352-T1
OG0008215	Peve_00033530	FUN_000372-T1
OG0008216	Peve_00033526	FUN_000374-T1
OG0008217	Peve_00028988	FUN_000375-T1
OG0008218	Peve_00033520	FUN_000378-T1
OG0008219	Peve_00033599	FUN_000384-T1
OG0008220	Peve_00033598	FUN_000387-T1
OG0008221	Peve_00033596	FUN_000390-T1
OG0008222	Peve_00033595	FUN_000391-T1
OG0008223	Peve_00033592	FUN_000392-T1
OG0008224	Peve_00033591	FUN_000393-T1
OG0008225	Peve_00033589	FUN_000395-T1
OG0008226	Peve_00033583	FUN_000398-T1
OG0008227	Peve_00033552	FUN_000399-T1
OG0008228	Peve_00033535	FUN_000401-T1
OG0008229	Peve_00033527	FUN_000402-T1
OG0008230	Peve_00033519	FUN_000403-T1
OG0008231	Peve_00033505	FUN_000409-T1
OG0008232	Peve_00010960	FUN_000413-T1
OG0008233	Peve_00010959	FUN_000418-T1
OG0008235	Peve_00011195	FUN_000433-T1
OG0008236	Peve_00011196	FUN_000436-T1
OG0008237	Peve_00011193	FUN_000437-T1
OG0008238	Peve_00003439	FUN_000440-T1
OG0008239	Peve_00019115	FUN_000448-T1
OG0008240	Peve_00019109	FUN_000449-T1
OG0008241	Peve_00033160	FUN_024609-T1, FUN_000458-T1
OG0008242	Peve_00005613	FUN_000466-T1
OG0008243	Peve_00039700	FUN_000467-T1
OG0008244	Peve_00005612	FUN_000468-T1
OG0008245	Peve_00005611	FUN_000469-T1
OG0008246	Peve_00005610	FUN_000470-T1
OG0008247	Peve_00005607	FUN_000471-T1
OG0008248	Peve_00038232	FUN_000481-T1
OG0008249	Peve_00038234	FUN_000482-T1
OG0008250	Peve_00038235	FUN_000483-T1
OG0008251	Peve_00038237	FUN_000487-T1
OG0008252	Peve_00038241	FUN_000488-T1
OG0008253	Peve_00043825	FUN_000489-T1
OG0008254	Peve_00043823	FUN_000490-T1
OG0008255	Peve_00011626	FUN_000497-T1
OG0008256	Peve_00024154	FUN_000498-T1
OG0008257	Peve_00024155	FUN_000499-T1
OG0008258	Peve_00043826	FUN_000500-T1
OG0008259	Peve_00043828	FUN_000501-T1
OG0008260	Peve_00043829	FUN_000502-T1
OG0008261	Peve_00029232	FUN_000510-T1
OG0008262	Peve_00030477	FUN_000521-T1
OG0008263	Peve_00043210	FUN_000523-T1
OG0008264	Peve_00010654, Peve_00010667	FUN_000525-T1
OG0008265	Peve_00008085	FUN_000531-T1
OG0008266	Peve_00039811	FUN_000533-T1
OG0008267	Peve_00039805	FUN_000535-T1
OG0008268	Peve_00039803	FUN_000536-T1
OG0008269	Peve_00039830	FUN_000541-T1
OG0008270	Peve_00039829	FUN_000542-T1
OG0008271	Peve_00039828	FUN_000544-T1
OG0008272	Peve_00039827	FUN_000545-T1
OG0008273	Peve_00035147	FUN_000549-T1
OG0008274	Peve_00039823	FUN_000550-T1
OG0008275	Peve_00039816	FUN_000554-T1
OG0008276	Peve_00039813	FUN_000556-T1
OG0008277	Peve_00041890	FUN_000562-T1
OG0008278	Peve_00041882	FUN_000563-T1
OG0008279	Peve_00041880	FUN_000564-T1
OG0008280	Peve_00034755	FUN_000569-T1
OG0008281	Peve_00034728	FUN_000570-T1
OG0008282	Peve_00034748	FUN_000576-T1
OG0008283	Peve_00034749	FUN_000577-T1
OG0008284	Peve_00034754	FUN_000578-T1
OG0008285	Peve_00034763	FUN_000579-T1
OG0008286	Peve_00034764	FUN_000580-T1
OG0008287	Peve_00034702	FUN_000582-T1
OG0008288	Peve_00034705	FUN_000585-T1
OG0008289	Peve_00025320	FUN_000588-T1
OG0008290	Peve_00025321	FUN_000591-T1
OG0008291	Peve_00025298	FUN_000592-T1
OG0008292	Peve_00025299	FUN_000593-T1
OG0008293	Peve_00041242	FUN_000595-T1
OG0008294	Peve_00041271	FUN_000596-T1
OG0008295	Peve_00041252	FUN_000597-T1
OG0008296	Peve_00041265	FUN_000605-T1
OG0008297	Peve_00041267	FUN_000606-T1
OG0008298	Peve_00041268	FUN_000607-T1
OG0008299	Peve_00041270	FUN_000608-T1
OG0008300	Peve_00013321	FUN_000609-T1
OG0008301	Peve_00013320	FUN_000610-T1
OG0008302	Peve_00023943	FUN_000612-T1
OG0008303	Peve_00036774	FUN_000614-T1
OG0008304	Peve_00036773	FUN_000616-T1
OG0008305	Peve_00036770	FUN_000617-T3
OG0008306	Peve_00043948	FUN_000618-T1
OG0008307	Peve_00011494	FUN_000639-T1
OG0008308	Peve_00012249	FUN_000641-T1
OG0008309	Peve_00029424	FUN_000644-T1
OG0008310	Peve_00004526	FUN_000857-T1
OG0008311	Peve_00004524	FUN_000859-T2
OG0008312	Peve_00004534	FUN_000862-T1
OG0008313	Peve_00004533	FUN_000863-T1
OG0008314	Peve_00039671	FUN_000876-T1
OG0008315	Peve_00039677	FUN_000877-T1
OG0008316	Peve_00039668	FUN_000878-T1
OG0008317	Peve_00039669	FUN_000879-T1
OG0008318	Peve_00039672	FUN_000880-T1
OG0008319	Peve_00039676	FUN_000883-T1
OG0008320	Peve_00017794	FUN_000889-T1
OG0008321	Peve_00017797	FUN_000891-T1
OG0008322	Peve_00026758	FUN_000892-T1
OG0008323	Peve_00026759	FUN_000894-T1
OG0008324	Peve_00026757	FUN_000895-T1
OG0008325	Peve_00009741	FUN_000898-T1
OG0008326	Peve_00009739	FUN_000899-T1
OG0008327	Peve_00009738	FUN_000900-T1
OG0008328	Peve_00010044	FUN_000908-T1
OG0008329	Peve_00010043	FUN_000909-T1
OG0008330	Peve_00010061	FUN_000910-T1
OG0008331	Peve_00010054	FUN_000912-T1
OG0008332	Peve_00010039	FUN_000913-T1
OG0008333	Peve_00033029	FUN_000914-T1
OG0008334	Peve_00044966	FUN_000915-T1
OG0008335	Peve_00044970	FUN_000916-T1
OG0008336	Peve_00044972	FUN_000918-T1
OG0008337	Peve_00044963	FUN_000920-T1
OG0008338	Peve_00044965	FUN_000922-T1
OG0008339	Peve_00044968	FUN_000924-T1
OG0008340	Peve_00044969	FUN_000925-T1
OG0008341	Peve_00009718	FUN_000926-T1
OG0008342	Peve_00009719	FUN_000927-T1
OG0008343	Peve_00009720	FUN_000928-T1
OG0008344	Peve_00009722	FUN_000929-T1
OG0008345	Peve_00009723	FUN_000931-T1
OG0008346	Peve_00009724	FUN_000932-T1
OG0008347	Peve_00009728	FUN_000934-T1
OG0008348	Peve_00009730	FUN_000935-T1
OG0008350	Peve_00010049	FUN_000944-T1
OG0008351	Peve_00010050	FUN_000945-T1
OG0008352	Peve_00010057	FUN_000953-T1
OG0008353	Peve_00010040	FUN_000957-T1
OG0008354	Peve_00021381	FUN_000959-T1
OG0008355	Peve_00021379	FUN_000960-T1
OG0008356	Peve_00008026	FUN_000961-T1
OG0008357	Peve_00008025	FUN_000962-T1
OG0008358	Peve_00028377	FUN_000964-T1
OG0008359	Peve_00028379	FUN_000967-T1
OG0008360	Peve_00007807	FUN_000972-T1
OG0008361	Peve_00007808	FUN_000973-T1
OG0008362	Peve_00008728	FUN_000980-T1
OG0008363	Peve_00022149	FUN_000988-T1
OG0008364	Peve_00004455	FUN_000992-T1
OG0008365	Peve_00004444	FUN_000994-T1
OG0008366	Peve_00004445	FUN_000995-T1
OG0008367	Peve_00004446	FUN_000996-T1
OG0008368	Peve_00015277	FUN_001002-T2, FUN_001002-T1
OG0008369	Peve_00015283	FUN_001004-T1
OG0008370	Peve_00015285	FUN_001005-T1
OG0008371	Peve_00015280	FUN_001007-T1
OG0008372	Peve_00041051	FUN_001010-T1
OG0008373	Peve_00041060	FUN_001011-T1
OG0008374	Peve_00041036	FUN_001012-T1
OG0008375	Peve_00041041	FUN_001013-T1
OG0008376	Peve_00041042	FUN_001014-T1
OG0008377	Peve_00041046	FUN_001018-T1
OG0008378	Peve_00041047	FUN_001019-T1
OG0008379	Peve_00041048	FUN_001020-T1
OG0008380	Peve_00041049	FUN_001021-T1
OG0008382	Peve_00041059	FUN_001028-T1
OG0008383	Peve_00041063	FUN_001031-T1
OG0008384	Peve_00041064	FUN_001032-T1
OG0008385	Peve_00041067	FUN_001034-T1
OG0008386	Peve_00041069	FUN_001035-T1
OG0008387	Peve_00041070	FUN_001036-T1
OG0008389	Peve_00028475	FUN_001041-T1
OG0008390	Peve_00028476, Peve_00041039	FUN_001044-T1
OG0008391	Peve_00017182	FUN_001047-T1
OG0008392	Peve_00021556	FUN_001048-T1
OG0008393	Peve_00021554	FUN_001049-T1
OG0008394	Peve_00021553	FUN_001052-T1
OG0008395	Peve_00023870	FUN_001053-T1
OG0008396	Peve_00023871	FUN_001054-T1
OG0008397	Peve_00030107	FUN_001059-T1
OG0008398	Peve_00005412	FUN_001062-T1
OG0008399	Peve_00005411	FUN_001063-T1
OG0008400	Peve_00005413	FUN_001064-T1
OG0008402	Peve_00019956	FUN_001068-T1
OG0008403	Peve_00019957	FUN_001072-T1
OG0008404	Peve_00011328	FUN_001075-T1
OG0008405	Peve_00037405	FUN_001076-T1
OG0008406	Peve_00037392	FUN_001077-T1
OG0008407	Peve_00037393	FUN_001078-T1
OG0008408	Peve_00037397	FUN_001081-T1
OG0008409	Peve_00037398	FUN_001082-T1
OG0008410	Peve_00003173	FUN_001085-T1
OG0008411	Peve_00003172	FUN_001087-T1
OG0008412	Peve_00003176	FUN_001088-T1
OG0008413	Peve_00003177	FUN_001089-T1
OG0008414	Peve_00003181	FUN_001098-T1
OG0008415	Peve_00003182	FUN_001099-T1
OG0008416	Peve_00003157	FUN_001101-T1
OG0008417	Peve_00003160	FUN_001103-T1
OG0008418	Peve_00029366	FUN_001107-T1
OG0008419	Peve_00029386	FUN_001108-T1
OG0008420	Peve_00029335	FUN_001110-T1
OG0008421	Peve_00029358	FUN_001111-T1
OG0008423	Peve_00029360	FUN_001113-T1
OG0008424	Peve_00029361	FUN_001114-T1
OG0008425	Peve_00029363	FUN_001115-T1
OG0008426	Peve_00029370	FUN_001118-T1
OG0008427	Peve_00029372	FUN_001122-T1
OG0008428	Peve_00029383	FUN_001135-T1
OG0008429	Peve_00029384	FUN_001136-T1
OG0008430	Peve_00029385	FUN_001137-T1
OG0008431	Peve_00029338	FUN_001141-T1
OG0008432	Peve_00029340	FUN_001142-T1
OG0008433	Peve_00027452	FUN_001143-T1, FUN_044878-T1
OG0008434	Peve_00029341	FUN_001144-T1
OG0008435	Peve_00029342	FUN_001145-T1
OG0008436	Peve_00029343	FUN_001146-T1
OG0008437	Peve_00002869	FUN_001148-T1
OG0008438	Peve_00002868	FUN_001150-T1
OG0008439	Peve_00002867	FUN_001151-T1
OG0008440	Peve_00002865	FUN_001152-T1
OG0008441	Peve_00002864	FUN_001153-T1
OG0008442	Peve_00002863	FUN_001154-T1
OG0008443	Peve_00002861	FUN_001155-T1
OG0008444	Peve_00002858	FUN_001156-T1
OG0008445	Peve_00002857	FUN_001157-T1
OG0008446	Peve_00043471	FUN_001158-T1
OG0008447	Peve_00043472	FUN_001160-T1
OG0008449	Peve_00002997	FUN_001163-T1
OG0008450	Peve_00002994	FUN_001165-T1
OG0008451	Peve_00015995	FUN_001166-T1
OG0008452	Peve_00015996	FUN_001167-T1
OG0008453	Peve_00015997	FUN_001168-T1
OG0008454	Peve_00034802	FUN_001171-T1
OG0008455	Peve_00034801	FUN_001172-T1
OG0008456	Peve_00034800	FUN_001173-T1
OG0008457	Peve_00002993	FUN_001174-T1
OG0008458	Peve_00015994	FUN_001175-T1
OG0008459	Peve_00015993	FUN_001176-T1
OG0008460	Peve_00027159	FUN_001178-T1
OG0008461	Peve_00018945	FUN_001181-T1
OG0008462	Peve_00040983	FUN_001184-T1
OG0008463	Peve_00014645	FUN_001190-T1
OG0008464	Peve_00006923	FUN_001192-T1
OG0008465	Peve_00006937	FUN_001193-T1
OG0008466	Peve_00006934	FUN_001194-T1
OG0008467	Peve_00006935	FUN_001195-T1
OG0008468	Peve_00022303	FUN_001196-T1
OG0008469	Peve_00022306	FUN_001197-T1
OG0008470	Peve_00022305	FUN_001198-T1
OG0008471	Peve_00033830	FUN_001200-T1
OG0008472	Peve_00033826	FUN_001204-T1
OG0008473	Peve_00033824	FUN_001206-T1
OG0008474	Peve_00033822	FUN_001207-T1
OG0008475	Peve_00033821	FUN_001208-T1
OG0008476	Peve_00033820	FUN_001209-T1
OG0008477	Peve_00033819	FUN_001210-T1
OG0008478	Peve_00033815	FUN_001211-T1
OG0008479	Peve_00033814	FUN_001212-T1
OG0008480	Peve_00033813	FUN_001213-T1
OG0008481	Peve_00033812	FUN_001214-T1
OG0008482	Peve_00009931	FUN_001215-T1
OG0008483	Peve_00035369	FUN_001216-T1
OG0008484	Peve_00035371	FUN_001217-T1
OG0008485	Peve_00035378	FUN_001218-T1
OG0008486	Peve_00035350	FUN_001219-T1
OG0008487	Peve_00014736	FUN_001222-T1
OG0008488	Peve_00014731	FUN_001224-T1
OG0008489	Peve_00034577	FUN_001225-T1
OG0008490	Peve_00031371	FUN_001227-T1
OG0008491	Peve_00022952	FUN_001233-T1
OG0008492	Peve_00002839	FUN_001235-T1
OG0008493	Peve_00002842	FUN_001238-T1
OG0008494	Peve_00022815	FUN_001240-T1
OG0008495	Peve_00022814	FUN_001241-T1
OG0008496	Peve_00004684	FUN_001249-T1
OG0008497	Peve_00004683	FUN_001252-T1
OG0008498	Peve_00008793	FUN_001255-T1
OG0008499	Peve_00008794	FUN_001256-T1
OG0008500	Peve_00008779	FUN_001264-T1
OG0008501	Peve_00008777	FUN_001267-T1
OG0008502	Peve_00008776	FUN_001268-T1
OG0008504	Peve_00008764	FUN_001270-T1
OG0008505	Peve_00008757	FUN_001271-T1
OG0008506	Peve_00008789	FUN_001272-T1
OG0008507	Peve_00044233	FUN_001276-T1, FUN_034439-T1
OG0008508	Peve_00037015	FUN_001289-T1
OG0008509	Peve_00037014	FUN_001290-T1
OG0008510	Peve_00037004	FUN_001292-T1
OG0008511	Peve_00037005	FUN_001294-T1
OG0008512	Peve_00037003	FUN_001295-T1
OG0008513	Peve_00037002	FUN_001296-T1
OG0008514	Peve_00037001	FUN_001298-T1
OG0008515	Peve_00036999	FUN_001299-T1
OG0008516	Peve_00036998	FUN_001300-T1
OG0008517	Peve_00036989	FUN_001307-T1
OG0008518	Peve_00036986	FUN_001308-T1
OG0008519	Peve_00036985	FUN_001309-T1
OG0008520	Peve_00036984	FUN_001310-T1
OG0008521	Peve_00036981	FUN_001312-T1
OG0008522	Peve_00036964	FUN_001316-T1
OG0008523	Peve_00036963	FUN_001317-T1
OG0008524	Peve_00005008	FUN_001320-T1
OG0008525	Peve_00036959	FUN_001324-T1
OG0008526	Peve_00036958	FUN_001325-T1
OG0008527	Peve_00036956	FUN_001328-T1
OG0008528	Peve_00036948	FUN_001330-T1
OG0008529	Peve_00036947	FUN_001331-T1
OG0008530	Peve_00036945	FUN_001334-T1
OG0008531	Peve_00036944	FUN_001335-T1
OG0008532	Peve_00036943	FUN_001336-T1
OG0008533	Peve_00036942	FUN_001337-T1
OG0008534	Peve_00036939	FUN_001341-T1
OG0008535	Peve_00037042	FUN_001343-T1
OG0008536	Peve_00037041	FUN_001344-T1
OG0008537	Peve_00023386	FUN_001345-T1
OG0008538	Peve_00023385	FUN_001347-T1
OG0008539	Peve_00023407	FUN_001348-T1
OG0008540	Peve_00023406	FUN_001349-T1
OG0008541	Peve_00023404	FUN_001351-T1
OG0008542	Peve_00028939	FUN_001354-T1
OG0008543	Peve_00028946	FUN_001355-T1
OG0008544	Peve_00005527	FUN_001356-T1
OG0008546	Peve_00036776	FUN_001364-T1
OG0008547	Peve_00036758	FUN_001365-T1
OG0008548	Peve_00036761	FUN_001367-T1
OG0008549	Peve_00036766	FUN_001368-T1
OG0008550	Peve_00035683	FUN_001369-T1
OG0008551	Peve_00025095	FUN_001372-T1
OG0008552	Peve_00019346	FUN_001384-T1
OG0008553	Peve_00019351	FUN_001385-T1
OG0008554	Peve_00019354	FUN_001388-T1
OG0008555	Peve_00019355	FUN_001389-T1
OG0008556	Peve_00019357	FUN_001390-T1
OG0008557	Peve_00019358	FUN_001392-T1
OG0008558	Peve_00019359	FUN_001393-T1
OG0008559	Peve_00019360	FUN_001394-T1
OG0008560	Peve_00019361	FUN_001395-T1
OG0008561	Peve_00019363	FUN_001397-T1
OG0008562	Peve_00008770	FUN_001401-T1
OG0008563	Peve_00008766	FUN_001402-T1
OG0008564	Peve_00008765	FUN_001403-T1
OG0008565	Peve_00008762	FUN_001404-T1
OG0008566	Peve_00008761	FUN_001405-T1
OG0008567	Peve_00008759	FUN_001406-T1
OG0008568	Peve_00008758	FUN_001407-T1
OG0008569	Peve_00008755	FUN_001411-T1
OG0008570	Peve_00008754	FUN_001412-T1
OG0008571	Peve_00008747	FUN_001414-T1
OG0008572	Peve_00008745	FUN_001415-T1
OG0008573	Peve_00008744	FUN_001416-T1
OG0008574	Peve_00008743	FUN_001417-T1
OG0008575	Peve_00008742	FUN_001418-T1
OG0008576	Peve_00008800	FUN_001421-T1
OG0008577	Peve_00008797	FUN_001422-T3
OG0008578	Peve_00008791	FUN_001423-T1
OG0008579	Peve_00008792	FUN_001424-T1
OG0008581	Peve_00019962	FUN_001436-T1, FUN_001441-T1
OG0008583	Peve_00012532	FUN_001448-T1
OG0008584	Peve_00018452	FUN_001450-T1
OG0008585	Peve_00018443	FUN_001452-T1
OG0008586	Peve_00018442	FUN_001453-T1
OG0008587	Peve_00018435	FUN_001454-T1
OG0008588	Peve_00018433	FUN_001455-T1
OG0008589	Peve_00027104	FUN_001456-T1
OG0008590	Peve_00027130	FUN_001461-T1
OG0008591	Peve_00027129	FUN_001462-T1
OG0008592	Peve_00027128	FUN_001463-T1
OG0008593	Peve_00027126	FUN_001464-T1
OG0008594	Peve_00027124	FUN_001465-T1
OG0008595	Peve_00027123	FUN_001466-T1
OG0008596	Peve_00027122	FUN_001467-T3
OG0008597	Peve_00022129	FUN_001471-T1
OG0008598	Peve_00029354	FUN_001473-T1
OG0008599	Peve_00029355	FUN_001474-T1
OG0008600	Peve_00044705	FUN_001476-T1
OG0008601	Peve_00011493	FUN_001477-T1
OG0008602	Peve_00029353	FUN_001479-T1
OG0008603	Peve_00029351	FUN_001480-T1
OG0008604	Peve_00029350	FUN_001481-T1
OG0008605	Peve_00029349	FUN_001482-T1
OG0008606	Peve_00029348	FUN_001483-T1
OG0008607	Peve_00029347	FUN_001484-T1
OG0008608	Peve_00002848	FUN_001493-T1
OG0008609	Peve_00012115	FUN_001504-T1
OG0008610	Peve_00012116	FUN_001505-T1
OG0008611	Peve_00012118	FUN_001507-T1
OG0008612	Peve_00012119	FUN_001508-T1
OG0008613	Peve_00012120	FUN_001509-T1
OG0008614	Peve_00012126	FUN_001515-T1
OG0008615	Peve_00042520	FUN_001519-T1
OG0008616	Peve_00042519	FUN_001520-T1
OG0008617	Peve_00042518	FUN_001522-T1
OG0008618	Peve_00000631	FUN_001527-T1
OG0008619	Peve_00000629	FUN_001528-T1
OG0008620	Peve_00000625	FUN_001530-T1
OG0008621	Peve_00000632	FUN_001531-T1
OG0008622	Peve_00014191	FUN_001534-T1
OG0008623	Peve_00014195	FUN_001535-T1
OG0008624	Peve_00020469	FUN_001546-T1
OG0008625	Peve_00003913	FUN_001548-T1
OG0008626	Peve_00003916	FUN_001550-T1
OG0008627	Peve_00003917	FUN_001551-T1
OG0008628	Peve_00003907	FUN_001552-T1
OG0008629	Peve_00003908	FUN_001553-T1
OG0008630	Peve_00027305	FUN_001554-T1
OG0008631	Peve_00013899	FUN_001562-T1
OG0008632	Peve_00010783	FUN_001573-T1
OG0008633	Peve_00029071, Peve_00029073	FUN_001579-T1
OG0008634	Peve_00005421	FUN_001581-T1
OG0008635	Peve_00005423	FUN_001583-T1
OG0008636	Peve_00023230	FUN_001589-T1
OG0008637	Peve_00023229	FUN_001590-T1
OG0008638	Peve_00023228	FUN_001591-T1
OG0008639	Peve_00023231	FUN_001592-T1
OG0008640	Peve_00004146	FUN_001599-T1
OG0008641	Peve_00043865	FUN_001603-T1
OG0008642	Peve_00045305	FUN_001608-T2
OG0008643	Peve_00045306	FUN_001609-T1
OG0008644	Peve_00045310	FUN_001613-T1
OG0008645	Peve_00045296	FUN_001614-T1
OG0008646	Peve_00045297	FUN_001615-T1
OG0008647	Peve_00045298	FUN_001616-T1
OG0008648	Peve_00045302	FUN_001618-T1
OG0008649	Peve_00012530	FUN_001622-T1
OG0008650	Peve_00042510	FUN_001623-T1
OG0008651	Peve_00042512	FUN_001626-T1
OG0008652	Peve_00009929	FUN_001628-T1
OG0008653	Peve_00009934	FUN_001630-T1
OG0008654	Peve_00029327	FUN_001631-T1
OG0008655	Peve_00029329	FUN_001632-T1
OG0008656	Peve_00029328	FUN_001633-T1
OG0008657	Peve_00030249	FUN_001636-T1
OG0008658	Peve_00020138	FUN_001639-T1
OG0008660	Peve_00038366	FUN_001653-T1
OG0008661	Peve_00038365	FUN_001654-T1
OG0008662	Peve_00038364	FUN_001655-T1
OG0008663	Peve_00038363	FUN_001656-T1
OG0008664	Peve_00038362	FUN_001657-T1
OG0008665	Peve_00038361	FUN_001658-T1
OG0008666	Peve_00038358	FUN_001659-T1
OG0008667	Peve_00038398	FUN_001664-T1
OG0008668	Peve_00041624	FUN_001672-T1
