Orthogroup	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0006801	Peve_00002566, Peve_00002565	Pocillopora_meandrina_HIv1___RNAseq.g24785.t1
OG0006802	Peve_00031924, Peve_00031923	Pocillopora_meandrina_HIv1___TS.g12732.t1
OG0006803	Peve_00010337	Pocillopora_meandrina_HIv1___RNAseq.g24795.t1, Pocillopora_meandrina_HIv1___RNAseq.g24794.t1
OG0006804	Peve_00021401, Peve_00034238	Pocillopora_meandrina_HIv1___RNAseq.g29796.t1
OG0006805	Peve_00021403, Peve_00032203	Pocillopora_meandrina_HIv1___RNAseq.g29799.t1
OG0006806	Peve_00041787	Pocillopora_meandrina_HIv1___RNAseq.g24369.t2
OG0006807	Peve_00032594	Pocillopora_meandrina_HIv1___RNAseq.g29750.t1, Pocillopora_meandrina_HIv1___RNAseq.g21751.t1
OG0006808	Peve_00009164	Pocillopora_meandrina_HIv1___RNAseq.g29839.t1
OG0006809	Peve_00007852	Pocillopora_meandrina_HIv1___RNAseq.g29732.t1
OG0006810	Peve_00031000, Peve_00027370	Pocillopora_meandrina_HIv1___RNAseq.g24120.t1
OG0006812	Peve_00009175	Pocillopora_meandrina_HIv1___RNAseq.g24174.t1
OG0006813	Peve_00045320, Peve_00041777	Pocillopora_meandrina_HIv1___RNAseq.g24339.t1
OG0006814	Peve_00042404, Peve_00042403	Pocillopora_meandrina_HIv1___TS.g12263.t1
OG0006816	Peve_00000694	Pocillopora_meandrina_HIv1___RNAseq.g24728.t1
OG0006817	Peve_00026847, Peve_00026848	Pocillopora_meandrina_HIv1___RNAseq.g24648.t1
OG0006818	Peve_00001522	Pocillopora_meandrina_HIv1___RNAseq.g24627.t1
OG0006819	Peve_00028661, Peve_00043589	Pocillopora_meandrina_HIv1___RNAseq.g24618.t1
OG0006820	Peve_00026809	Pocillopora_meandrina_HIv1___RNAseq.g29792.t1
OG0006821	Peve_00015953	Pocillopora_meandrina_HIv1___RNAseq.g24113.t1
OG0006822	Peve_00008492	Pocillopora_meandrina_HIv1___RNAseq.g3844.t2, Pocillopora_meandrina_HIv1___RNAseq.g3846.t1
OG0006823	Peve_00033984	Pocillopora_meandrina_HIv1___RNAseq.g29553.t1, Pocillopora_meandrina_HIv1___RNAseq.g29555.t2
OG0006825	Peve_00029545, Peve_00006297	Pocillopora_meandrina_HIv1___RNAseq.g24103.t1
OG0006826	Peve_00032993, Peve_00039645	Pocillopora_meandrina_HIv1___TS.g12044.t1
OG0006828	Peve_00006288	Pocillopora_meandrina_HIv1___RNAseq.g29912.t1, Pocillopora_meandrina_HIv1___RNAseq.g29941.t1
OG0006829	Peve_00006283, Peve_00014079	Pocillopora_meandrina_HIv1___TS.g25191.t1
OG0006830	Peve_00006277, Peve_00014080	Pocillopora_meandrina_HIv1___TS.g25192.t1
OG0006831	Peve_00029914, Peve_00029915	Pocillopora_meandrina_HIv1___RNAseq.g29879.t1
OG0006832	Peve_00029925	Pocillopora_meandrina_HIv1___RNAseq.g29868.t1
OG0006833	Peve_00023821	Pocillopora_meandrina_HIv1___RNAseq.g29863.t1
OG0006834	Peve_00023814	Pocillopora_meandrina_HIv1___RNAseq.g29862.t1
OG0006835	Peve_00010370	Pocillopora_meandrina_HIv1___RNAseq.g29714.t1
OG0006836	Peve_00010368	Pocillopora_meandrina_HIv1___RNAseq.g29712.t1
OG0006837	Peve_00017716, Peve_00014511	Pocillopora_meandrina_HIv1___RNAseq.g29708.t1
OG0006839	Peve_00014561	Pocillopora_meandrina_HIv1___RNAseq.g24967.t1
OG0006841	Peve_00014577	Pocillopora_meandrina_HIv1___RNAseq.g29699.t1
OG0006842	Peve_00014527	Pocillopora_meandrina_HIv1___RNAseq.g24993.t1
OG0006843	Peve_00014552	Pocillopora_meandrina_HIv1___RNAseq.g4660.t1, Pocillopora_meandrina_HIv1___RNAseq.g5129.t1
OG0006844	Peve_00014551	Pocillopora_meandrina_HIv1___RNAseq.g17074.t2, Pocillopora_meandrina_HIv1___TS.g12934.t1
OG0006845	Peve_00014547	Pocillopora_meandrina_HIv1___RNAseq.8254_t
OG0006846	Peve_00015575	Pocillopora_meandrina_HIv1___RNAseq.g24471.t1
OG0006847	Peve_00033940, Peve_00015573	Pocillopora_meandrina_HIv1___RNAseq.g24469.t1
OG0006848	Peve_00017499	Pocillopora_meandrina_HIv1___RNAseq.g24444.t1
OG0006849	Peve_00014439	Pocillopora_meandrina_HIv1___RNAseq.g28262.t1, Pocillopora_meandrina_HIv1___TS.g27676.t1
OG0006853	Peve_00034200	Pocillopora_meandrina_HIv1___RNAseq.g29761.t1
OG0006854	Peve_00043511, Peve_00043518	Pocillopora_meandrina_HIv1___RNAseq.g5457.t1
OG0006857	Peve_00020998, Peve_00033192	Pocillopora_meandrina_HIv1___RNAseq.g29774.t1
OG0006858	Peve_00026895	Pocillopora_meandrina_HIv1___TS.g25030.t1, Pocillopora_meandrina_HIv1___RNAseq.g29781.t1
OG0006859	Peve_00033737, Peve_00032286	Pocillopora_meandrina_HIv1___RNAseq.g12099.t1
OG0006861	Peve_00024615	Pocillopora_meandrina_HIv1___TS.g26460.t1, Pocillopora_meandrina_HIv1___RNAseq.g28612.t1
OG0006862	Peve_00017982	Pocillopora_meandrina_HIv1___RNAseq.g13248.t1
OG0006864	Peve_00007851	Pocillopora_meandrina_HIv1___TS.g24988.t1b
OG0006865	Peve_00000667	Pocillopora_meandrina_HIv1___RNAseq.g24686.t1
OG0006866	Peve_00019020	Pocillopora_meandrina_HIv1___TS.g14622.t1
OG0006868	Peve_00025912	Pocillopora_meandrina_HIv1___TS.g18594.t1
OG0006869	Peve_00010874	Pocillopora_meandrina_HIv1___TS.g18604.t2
OG0006870	Peve_00010864	Pocillopora_meandrina_HIv1___RNAseq.g14730.t1, Pocillopora_meandrina_HIv1___RNAseq.g25878.t1
OG0006871	Peve_00018124, Peve_00032797	Pocillopora_meandrina_HIv1___RNAseq.g3999.t1
OG0006872	Peve_00040118	Pocillopora_meandrina_HIv1___RNAseq.g25897.t1
OG0006873	Peve_00014635, Peve_00040121	Pocillopora_meandrina_HIv1___RNAseq.g25890.t1
OG0006874	Peve_00014636, Peve_00040123	Pocillopora_meandrina_HIv1___RNAseq.g28838.t1
OG0006875	Peve_00040124, Peve_00017864	Pocillopora_meandrina_HIv1___TS.g8618.t1
OG0006876	Peve_00027574	Pocillopora_meandrina_HIv1___RNAseq.g23690.t2
OG0006877	Peve_00009251	Pocillopora_meandrina_HIv1___TS.g8526.t2
OG0006879	Peve_00005285, Peve_00005287	Pocillopora_meandrina_HIv1___RNAseq.g26654.t1
OG0006880	Peve_00005283, Peve_00005286	Pocillopora_meandrina_HIv1___RNAseq.g26653.t1
OG0006881	Peve_00029691, Peve_00038689	Pocillopora_meandrina_HIv1___RNAseq.g26638.t2
OG0006882	Peve_00029690	Pocillopora_meandrina_HIv1___RNAseq.g26316.t1
OG0006883	Peve_00007573	Pocillopora_meandrina_HIv1___RNAseq.g26317.t1
OG0006884	Peve_00007572, Peve_00007584	Pocillopora_meandrina_HIv1___RNAseq.g26322.t1
OG0006885	Peve_00028688, Peve_00033384	Pocillopora_meandrina_HIv1___RNAseq.g26342.t1
OG0006886	Peve_00028695, Peve_00033385	Pocillopora_meandrina_HIv1___TS.g19094.t1
OG0006887	Peve_00043299, Peve_00022665	Pocillopora_meandrina_HIv1___TS.g8204.t1
OG0006888	Peve_00043293	Pocillopora_meandrina_HIv1___RNAseq.g28414.t1
OG0006889	Peve_00043321	Pocillopora_meandrina_HIv1___RNAseq.g28410.t2
OG0006890	Peve_00034437, Peve_00043306	Pocillopora_meandrina_HIv1___RNAseq.g28394.t1
OG0006891	Peve_00043303, Peve_00043302	Pocillopora_meandrina_HIv1___TS.g8173.t1
OG0006892	Peve_00035943, Peve_00035945	Pocillopora_meandrina_HIv1___RNAseq.g28382.t1
OG0006893	Peve_00032119	Pocillopora_meandrina_HIv1___RNAseq.g28374.t2
OG0006894	Peve_00022632, Peve_00037248	Pocillopora_meandrina_HIv1___TS.g19347.t2b
OG0006895	Peve_00020983, Peve_00022639	Pocillopora_meandrina_HIv1___TS.g19340.t1
OG0006896	Peve_00020992, Peve_00020991	Pocillopora_meandrina_HIv1___RNAseq.g26576.t1
OG0006897	Peve_00020995	Pocillopora_meandrina_HIv1___RNAseq.g26573.t1
OG0006898	Peve_00039784	Pocillopora_meandrina_HIv1___TS.g19318.t2
OG0006899	Peve_00036244	Pocillopora_meandrina_HIv1___RNAseq.g28347.t1, Pocillopora_meandrina_HIv1___TS.g8133.t1
OG0006900	Peve_00022633	Pocillopora_meandrina_HIv1___RNAseq.g26600.t1
OG0006901	Peve_00022634	Pocillopora_meandrina_HIv1___RNAseq.g26601.t1
OG0006902	Peve_00028768, Peve_00028769	Pocillopora_meandrina_HIv1___RNAseq.g28559.t1
OG0006903	Peve_00015222	Pocillopora_meandrina_HIv1___RNAseq.g26371.t1
OG0006904	Peve_00031325, Peve_00004910	Pocillopora_meandrina_HIv1___RNAseq.g26104.t1
OG0006905	Peve_00027604	Pocillopora_meandrina_HIv1___RNAseq.g26097.t1, Pocillopora_meandrina_HIv1___RNAseq.g26098.t1
OG0006906	Peve_00000499	Pocillopora_meandrina_HIv1___RNAseq.g26093.t2
OG0006907	Peve_00044495	Pocillopora_meandrina_HIv1___RNAseq.g9828.t1, Pocillopora_meandrina_HIv1___RNAseq.g9819.t1
OG0006908	Peve_00005925	Pocillopora_meandrina_HIv1___RNAseq.g26089.t1
OG0006909	Peve_00033154, Peve_00036149	Pocillopora_meandrina_HIv1___RNAseq.g26086.t1
OG0006910	Peve_00007008, Peve_00034969	Pocillopora_meandrina_HIv1___RNAseq.g26078.t1
OG0006911	Peve_00007018, Peve_00034970	Pocillopora_meandrina_HIv1___RNAseq.g26077.t1
OG0006912	Peve_00024698, Peve_00034961	Pocillopora_meandrina_HIv1___RNAseq.g26014.t1
OG0006913	Peve_00035002, Peve_00034126	Pocillopora_meandrina_HIv1___RNAseq.g26020.t1
OG0006914	Peve_00034136	Pocillopora_meandrina_HIv1___RNAseq.g26022.t1, Pocillopora_meandrina_HIv1___RNAseq.g25924.t1
OG0006915	Peve_00038332, Peve_00026110	Pocillopora_meandrina_HIv1___RNAseq.g26040.t1
OG0006916	Peve_00022956	Pocillopora_meandrina_HIv1___TS.g18783.t1
OG0006917	Peve_00039397, Peve_00009941	Pocillopora_meandrina_HIv1___RNAseq.g26031.t1
OG0006918	Peve_00026192, Peve_00020482	Pocillopora_meandrina_HIv1___RNAseq.g26028.t2
OG0006919	Peve_00026187, Peve_00031736	Pocillopora_meandrina_HIv1___TS.g18777.t1
OG0006921	Peve_00043231, Peve_00023258	Pocillopora_meandrina_HIv1___RNAseq.g7238.t1
OG0006922	Peve_00037081, Peve_00023947	Pocillopora_meandrina_HIv1___RNAseq.g26053.t1
OG0006923	Peve_00037076	Pocillopora_meandrina_HIv1___RNAseq.g26057.t1, Pocillopora_meandrina_HIv1___RNAseq.g26056.t1
OG0006924	Peve_00037073, Peve_00037075	Pocillopora_meandrina_HIv1___RNAseq.17752_t
OG0006925	Peve_00037069	Pocillopora_meandrina_HIv1___RNAseq.g26063.t1, Pocillopora_meandrina_HIv1___RNAseq.g26062.t1
OG0006927	Peve_00006386	Pocillopora_meandrina_HIv1___RNAseq.g26664.t1
OG0006928	Peve_00006385	Pocillopora_meandrina_HIv1___RNAseq.g26665.t1
OG0006929	Peve_00018773	Pocillopora_meandrina_HIv1___RNAseq.g26289.t2
OG0006930	Peve_00006809	Pocillopora_meandrina_HIv1___RNAseq.g26281.t1
OG0006932	Peve_00027540	Pocillopora_meandrina_HIv1___RNAseq.g26173.t1
OG0006933	Peve_00027534	Pocillopora_meandrina_HIv1___RNAseq.g26169.t1
OG0006934	Peve_00038697	Pocillopora_meandrina_HIv1___TS.g8235.t1
OG0006935	Peve_00019456, Peve_00019458	Pocillopora_meandrina_HIv1___RNAseq.g26608.t1
OG0006936	Peve_00036914	Pocillopora_meandrina_HIv1___TS.g19363.t1
OG0006938	Peve_00039352	Pocillopora_meandrina_HIv1___RNAseq.g26635.t1
OG0006939	Peve_00005843, Peve_00039354	Pocillopora_meandrina_HIv1___RNAseq.g26634.t1
OG0006940	Peve_00037524, Peve_00035852	Pocillopora_meandrina_HIv1___RNAseq.g26313.t1
OG0006941	Peve_00012563, Peve_00014406	Pocillopora_meandrina_HIv1___RNAseq.g28523.t1
OG0006942	Peve_00014404	Pocillopora_meandrina_HIv1___RNAseq.g28521.t1
OG0006943	Peve_00013944	Pocillopora_meandrina_HIv1___RNAseq.g28519.t1
OG0006944	Peve_00013961	Pocillopora_meandrina_HIv1___RNAseq.g28515.t2b
OG0006945	Peve_00013953	Pocillopora_meandrina_HIv1___RNAseq.g28510.t2b
OG0006946	Peve_00011308, Peve_00027559	Pocillopora_meandrina_HIv1___RNAseq.g28497.t1
OG0006947	Peve_00027560, Peve_00011309	Pocillopora_meandrina_HIv1___RNAseq.g28496.t1
OG0006948	Peve_00025490, Peve_00025514	Pocillopora_meandrina_HIv1___RNAseq.g28488.t1
OG0006949	Peve_00016714, Peve_00040329	Pocillopora_meandrina_HIv1___TS.g8270.t1
OG0006950	Peve_00019142	Pocillopora_meandrina_HIv1___RNAseq.g28475.t1, Pocillopora_meandrina_HIv1___RNAseq.g28476.t1
OG0006952	Peve_00030809	Pocillopora_meandrina_HIv1___RNAseq.g26124.t1b
OG0006953	Peve_00036159, Peve_00036239	Pocillopora_meandrina_HIv1___TS.g18910.t1
OG0006954	Peve_00027166	Pocillopora_meandrina_HIv1___RNAseq.g26152.t1
OG0006955	Peve_00002464, Peve_00002466	Pocillopora_meandrina_HIv1___RNAseq.g26115.t1
OG0006958	Peve_00012442, Peve_00015004	Pocillopora_meandrina_HIv1___RNAseq.g28583.t1
OG0006959	Peve_00035201, Peve_00035631	Pocillopora_meandrina_HIv1___RNAseq.g28574.t1
OG0006960	Peve_00008854	Pocillopora_meandrina_HIv1___RNAseq.g1511.t1, Pocillopora_meandrina_HIv1___RNAseq.g7923.t1
OG0006961	Peve_00003623, Peve_00007514	Pocillopora_meandrina_HIv1___RNAseq.g12310.t1
OG0006962	Peve_00003619, Peve_00023171	Pocillopora_meandrina_HIv1___RNAseq.g12313.t1
OG0006963	Peve_00041507, Peve_00013635	Pocillopora_meandrina_HIv1___RNAseq.g27222.t1
OG0006964	Peve_00040559, Peve_00013935	Pocillopora_meandrina_HIv1___RNAseq.g27215.t1b
OG0006965	Peve_00022085, Peve_00016947	Pocillopora_meandrina_HIv1___RNAseq.g27181.t1
OG0006966	Peve_00002985, Peve_00002984	Pocillopora_meandrina_HIv1___RNAseq.g27143.t2
OG0006967	Peve_00005781	Pocillopora_meandrina_HIv1___RNAseq.g27144.t1
OG0006969	Peve_00005775, Peve_00042509	Pocillopora_meandrina_HIv1___TS.g14495.t1c
OG0006970	Peve_00005762	Pocillopora_meandrina_HIv1___RNAseq.g27162.t1
OG0006971	Peve_00035657, Peve_00005696	Pocillopora_meandrina_HIv1___RNAseq.g27166.t1
OG0006972	Peve_00011622	Pocillopora_meandrina_HIv1___RNAseq.g27168.t1
OG0006973	Peve_00009318, Peve_00009321	Pocillopora_meandrina_HIv1___RNAseq.g27811.t1
OG0006974	Peve_00039134	Pocillopora_meandrina_HIv1___RNAseq.g12142.t1
OG0006975	Peve_00039135	Pocillopora_meandrina_HIv1___RNAseq.g12141.t1
OG0006976	Peve_00018022	Pocillopora_meandrina_HIv1___TS.g15166.t1a
OG0006977	Peve_00018032	Pocillopora_meandrina_HIv1___RNAseq.g27830.t1
OG0006978	Peve_00036669	Pocillopora_meandrina_HIv1___TS.g15196.t1, Pocillopora_meandrina_HIv1___RNAseq.g27854.t1
OG0006979	Peve_00028358	Pocillopora_meandrina_HIv1___RNAseq.g12161.t1
OG0006980	Peve_00028360	Pocillopora_meandrina_HIv1___RNAseq.g12162.t1
OG0006981	Peve_00009294	Pocillopora_meandrina_HIv1___RNAseq.g12158.t1
OG0006982	Peve_00024602	Pocillopora_meandrina_HIv1___RNAseq.g12126.t1
OG0006983	Peve_00024599	Pocillopora_meandrina_HIv1___RNAseq.g12127.t1
OG0006984	Peve_00024592	Pocillopora_meandrina_HIv1___RNAseq.g12131.t1
OG0006985	Peve_00024652	Pocillopora_meandrina_HIv1___RNAseq.g27782.t1, Pocillopora_meandrina_HIv1___RNAseq.g27781.t1
OG0006986	Peve_00044750	Pocillopora_meandrina_HIv1___TS.g15093.t1, Pocillopora_meandrina_HIv1___RNAseq.g27750.t1
OG0006987	Peve_00001891, Peve_00001885	Pocillopora_meandrina_HIv1___RNAseq.g27736.t1
OG0006988	Peve_00002214, Peve_00002215	Pocillopora_meandrina_HIv1___RNAseq.g27724.t1
OG0006989	Peve_00002216	Pocillopora_meandrina_HIv1___RNAseq.g27723.t1
OG0006990	Peve_00026040	Pocillopora_meandrina_HIv1___RNAseq.g27722.t1
OG0006991	Peve_00035293	Pocillopora_meandrina_HIv1___RNAseq.g1595.t1
OG0006994	Peve_00005905	Pocillopora_meandrina_HIv1___RNAseq.g27642.t1
OG0006995	Peve_00006877	Pocillopora_meandrina_HIv1___RNAseq.g27635.t1
OG0006997	Peve_00003082, Peve_00006321	Pocillopora_meandrina_HIv1___RNAseq.g27599.t1
OG0006998	Peve_00029502, Peve_00006322	Pocillopora_meandrina_HIv1___RNAseq.g27600.t1
OG0006999	Peve_00036194	Pocillopora_meandrina_HIv1___RNAseq.g27915.t1
OG0007000	Peve_00036908	Pocillopora_meandrina_HIv1___RNAseq.g27960.t1, Pocillopora_meandrina_HIv1___RNAseq.g27961.t1
OG0007001	Peve_00027692	Pocillopora_meandrina_HIv1___RNAseq.g27629.t1, Pocillopora_meandrina_HIv1___RNAseq.g27628.t1
OG0007002	Peve_00035892	Pocillopora_meandrina_HIv1___RNAseq.g27615.t1
OG0007003	Peve_00007095, Peve_00007096	Pocillopora_meandrina_HIv1___RNAseq.g27899.t1
OG0007004	Peve_00042231, Peve_00042236	Pocillopora_meandrina_HIv1___TS.g15237.t1
OG0007005	Peve_00042229, Peve_00029135	Pocillopora_meandrina_HIv1___RNAseq.g27895.t1
OG0007006	Peve_00032647	Pocillopora_meandrina_HIv1___RNAseq.g27885.t1, Pocillopora_meandrina_HIv1___RNAseq.g27884.t1
OG0007007	Peve_00005410, Peve_00032644	Pocillopora_meandrina_HIv1___RNAseq.g27883.t1
OG0007008	Peve_00029228, Peve_00032646	Pocillopora_meandrina_HIv1___RNAseq.10990_t
OG0007009	Peve_00044991, Peve_00011447	Pocillopora_meandrina_HIv1___RNAseq.g27864.t1
OG0007010	Peve_00013826	Pocillopora_meandrina_HIv1___RNAseq.g1702.t1, Pocillopora_meandrina_HIv1___TS.g4215.t1b
OG0007012	Peve_00008443	Pocillopora_meandrina_HIv1___TS.g3565.t1, Pocillopora_meandrina_HIv1___RNAseq.g12403.t1
OG0007013	Peve_00031321, Peve_00016219	Pocillopora_meandrina_HIv1___TS.g3559.t1
OG0007014	Peve_00016210	Pocillopora_meandrina_HIv1___RNAseq.g12218.t1, Pocillopora_meandrina_HIv1___RNAseq.g12222.t1
OG0007015	Peve_00016214	Pocillopora_meandrina_HIv1___RNAseq.g12216.t1a
OG0007016	Peve_00002636, Peve_00002642	Pocillopora_meandrina_HIv1___TS.g3525.t1
OG0007017	Peve_00002646	Pocillopora_meandrina_HIv1___TS.g3529.t1
OG0007018	Peve_00039969, Peve_00039842	Pocillopora_meandrina_HIv1___RNAseq.g27562.t1
OG0007019	Peve_00039851	Pocillopora_meandrina_HIv1___RNAseq.g27566.t1, Pocillopora_meandrina_HIv1___RNAseq.g27567.t1
OG0007022	Peve_00012134	Pocillopora_meandrina_HIv1___RNAseq.g27036.t1, Pocillopora_meandrina_HIv1___RNAseq.g11796.t1
OG0007023	Peve_00012132	Pocillopora_meandrina_HIv1___TS.g14397.t1
OG0007024	Peve_00039976	Pocillopora_meandrina_HIv1___RNAseq.g26973.t1
OG0007025	Peve_00020837, Peve_00021385	Pocillopora_meandrina_HIv1___RNAseq.g27994.t1
OG0007026	Peve_00021384	Pocillopora_meandrina_HIv1___RNAseq.g27882.t1, Pocillopora_meandrina_HIv1___RNAseq.g27996.t1
OG0007028	Peve_00021383, Peve_00039017	Pocillopora_meandrina_HIv1___RNAseq.g27997.t1
OG0007029	Peve_00038485, Peve_00027402	Pocillopora_meandrina_HIv1___RNAseq.g11405.t1
OG0007030	Peve_00017701	Pocillopora_meandrina_HIv1___RNAseq.g28001.t1
OG0007031	Peve_00036928, Peve_00027403	Pocillopora_meandrina_HIv1___RNAseq.g28003.t1
OG0007032	Peve_00036925, Peve_00036924	Pocillopora_meandrina_HIv1___RNAseq.11135_t
OG0007033	Peve_00008170	Pocillopora_meandrina_HIv1___RNAseq.g23898.t1, Pocillopora_meandrina_HIv1___TS.g16775.t1
OG0007034	Peve_00027482	Pocillopora_meandrina_HIv1___TS.g15379.t1, Pocillopora_meandrina_HIv1___TS.g15377.t1
OG0007035	Peve_00027476	Pocillopora_meandrina_HIv1___RNAseq.g28041.t1
OG0007036	Peve_00025643	Pocillopora_meandrina_HIv1___RNAseq.g28043.t1
OG0007037	Peve_00025645, Peve_00031575	Pocillopora_meandrina_HIv1___RNAseq.g28045.t1
OG0007038	Peve_00031574, Peve_00025646	Pocillopora_meandrina_HIv1___RNAseq.g28046.t1a
OG0007039	Peve_00038691	Pocillopora_meandrina_HIv1___RNAseq.g28046.t1b
OG0007041	Peve_00029665, Peve_00029664	Pocillopora_meandrina_HIv1___RNAseq.g28073.t1
OG0007042	Peve_00044826, Peve_00029645	Pocillopora_meandrina_HIv1___RNAseq.g28068.t1
OG0007043	Peve_00044823, Peve_00044824	Pocillopora_meandrina_HIv1___RNAseq.g28067.t1
OG0007044	Peve_00044828	Pocillopora_meandrina_HIv1___TS.g15414.t1a, Pocillopora_meandrina_HIv1___TS.g15414.t1b
OG0007045	Peve_00044827	Pocillopora_meandrina_HIv1___RNAseq.g28061.t1, Pocillopora_meandrina_HIv1___RNAseq.g28063.t1
OG0007046	Peve_00029721	Pocillopora_meandrina_HIv1___RNAseq.g28085.t1, Pocillopora_meandrina_HIv1___RNAseq.g28086.t1
OG0007047	Peve_00028212, Peve_00030362	Pocillopora_meandrina_HIv1___RNAseq.g28108.t1
OG0007048	Peve_00030363, Peve_00028213	Pocillopora_meandrina_HIv1___RNAseq.g28110.t1
OG0007049	Peve_00028214, Peve_00030364	Pocillopora_meandrina_HIv1___RNAseq.g28111.t1
OG0007050	Peve_00019698, Peve_00019696	Pocillopora_meandrina_HIv1___RNAseq.g28118.t1
OG0007051	Peve_00041297	Pocillopora_meandrina_HIv1___RNAseq.g11802.t1, Pocillopora_meandrina_HIv1___RNAseq.g28149.t1
OG0007052	Peve_00041290	Pocillopora_meandrina_HIv1___RNAseq.g11812.t1, Pocillopora_meandrina_HIv1___RNAseq.g11818.t1
OG0007053	Peve_00037578	Pocillopora_meandrina_HIv1___RNAseq.g11814.t1, Pocillopora_meandrina_HIv1___TS.g3156.t1
OG0007054	Peve_00014075, Peve_00014073	Pocillopora_meandrina_HIv1___RNAseq.g11822.t1
OG0007055	Peve_00031940, Peve_00044101	Pocillopora_meandrina_HIv1___RNAseq.g11852.t1
OG0007056	Peve_00044104, Peve_00044102	Pocillopora_meandrina_HIv1___RNAseq.g2697.t1
OG0007058	Peve_00037345, Peve_00044084	Pocillopora_meandrina_HIv1___RNAseq.g11862.t1
OG0007059	Peve_00026224, Peve_00026485	Pocillopora_meandrina_HIv1___TS.g3204.t1
OG0007060	Peve_00016722, Peve_00014368	Pocillopora_meandrina_HIv1___TS.g3212.t1
OG0007061	Peve_00014372, Peve_00016720	Pocillopora_meandrina_HIv1___RNAseq.g11875.t1
OG0007062	Peve_00044191	Pocillopora_meandrina_HIv1___RNAseq.g11881.t1, Pocillopora_meandrina_HIv1___RNAseq.g11882.t1
OG0007063	Peve_00033442, Peve_00033441	Pocillopora_meandrina_HIv1___RNAseq.g11893.t1
OG0007064	Peve_00038789, Peve_00027763	Pocillopora_meandrina_HIv1___RNAseq.g11898.t1
OG0007065	Peve_00017723	Pocillopora_meandrina_HIv1___RNAseq.g11903.t1
OG0007066	Peve_00017709, Peve_00017706	Pocillopora_meandrina_HIv1___TS.g3256.t1
OG0007067	Peve_00041877, Peve_00033371	Pocillopora_meandrina_HIv1___RNAseq.g11922.t1
OG0007068	Peve_00037799, Peve_00037800	Pocillopora_meandrina_HIv1___RNAseq.g11931.t1
OG0007069	Peve_00002589	Pocillopora_meandrina_HIv1___RNAseq.g11937.t2
OG0007070	Peve_00002588, Peve_00033894	Pocillopora_meandrina_HIv1___RNAseq.g11935.t1
OG0007071	Peve_00033603	Pocillopora_meandrina_HIv1___RNAseq.g11964.t1, Pocillopora_meandrina_HIv1___TS.g3307.t1c
OG0007072	Peve_00032503	Pocillopora_meandrina_HIv1___RNAseq.g11956.t1
OG0007073	Peve_00033736, Peve_00032506	Pocillopora_meandrina_HIv1___RNAseq.g11953.t2
OG0007074	Peve_00022799, Peve_00032511	Pocillopora_meandrina_HIv1___RNAseq.g11949.t1
OG0007076	Peve_00045281, Peve_00045295	Pocillopora_meandrina_HIv1___RNAseq.g11940.t1
OG0007077	Peve_00012617	Pocillopora_meandrina_HIv1___RNAseq.g11975.t1
OG0007078	Peve_00014423	Pocillopora_meandrina_HIv1___RNAseq.g11992.t1, Pocillopora_meandrina_HIv1___TS.g3351.t1
OG0007079	Peve_00029405	Pocillopora_meandrina_HIv1___TS.g3360.t1
OG0007080	Peve_00006709	Pocillopora_meandrina_HIv1___RNAseq.g12028.t1
OG0007081	Peve_00006734	Pocillopora_meandrina_HIv1___RNAseq.g12035.t1
OG0007082	Peve_00006729	Pocillopora_meandrina_HIv1___RNAseq.g12053.t1, Pocillopora_meandrina_HIv1___RNAseq.g12054.t1
OG0007083	Peve_00031763, Peve_00045084	Pocillopora_meandrina_HIv1___RNAseq.g12343.t1
OG0007085	Peve_00001711, Peve_00041841	Pocillopora_meandrina_HIv1___RNAseq.g12325.t1
OG0007086	Peve_00041840, Peve_00001710	Pocillopora_meandrina_HIv1___RNAseq.g12324.t1
OG0007087	Peve_00024357	Pocillopora_meandrina_HIv1___RNAseq.g12321.t1
OG0007088	Peve_00024356, Peve_00001108	Pocillopora_meandrina_HIv1___TS.g3652.t1
OG0007089	Peve_00011089	Pocillopora_meandrina_HIv1___RNAseq.g27264.t1, Pocillopora_meandrina_HIv1___RNAseq.g27231.t1
OG0007090	Peve_00011110	Pocillopora_meandrina_HIv1___RNAseq.g27236.t1
OG0007091	Peve_00011098	Pocillopora_meandrina_HIv1___RNAseq.g27259.t1
OG0007092	Peve_00043183, Peve_00029869	Pocillopora_meandrina_HIv1___RNAseq.g27392.t1
OG0007093	Peve_00018986, Peve_00004233	Pocillopora_meandrina_HIv1___RNAseq.g27402.t1
OG0007094	Peve_00004232	Pocillopora_meandrina_HIv1___RNAseq.g27403.t2
OG0007095	Peve_00018970	Pocillopora_meandrina_HIv1___RNAseq.g27410.t1
OG0007096	Peve_00041354	Pocillopora_meandrina_HIv1___RNAseq.g27448.t1
OG0007097	Peve_00032189	Pocillopora_meandrina_HIv1___RNAseq.g27441.t1
OG0007098	Peve_00003694, Peve_00029604	Pocillopora_meandrina_HIv1___RNAseq.g27430.t1
