Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
Pocillopora_meandrina_HIv1___Sc0000015:1884414-1884922	Cluster_4144	N	174	34	67	104	15
Pocillopora_meandrina_HIv1___Sc0000015:1908015-1908455	Cluster_4145	N	275	3	369	51	3
Pocillopora_meandrina_HIv1___Sc0000015:1913033-1913488	Cluster_4146	N	180	12	6	40	1
Pocillopora_meandrina_HIv1___Sc0000015:1920978-1922480	Cluster_4147	N	702	273	268	2116	169
Pocillopora_meandrina_HIv1___Sc0000015:1930537-1930964	Cluster_4148	N	99	4	1	1	107
Pocillopora_meandrina_HIv1___Sc0000015:1948483-1949012	Cluster_4149	N	3373	12	135	2618	19
Pocillopora_meandrina_HIv1___Sc0000015:2179033-2179463	Cluster_4150	N	4	0	86	273	161
Pocillopora_meandrina_HIv1___Sc0000015:2217630-2218097	Cluster_4151	N	7	94	6	120	104
Pocillopora_meandrina_HIv1___Sc0000015:2219352-2219768	Cluster_4152	N	8	66	10	36	51
Pocillopora_meandrina_HIv1___Sc0000015:2366479-2366907	Cluster_4153	N	30	147	6	124	116
Pocillopora_meandrina_HIv1___Sc0000015:2498054-2498639	Cluster_4154	N	52	175	8	144	146
Pocillopora_meandrina_HIv1___Sc0000015:2588188-2588971	Cluster_4155	N	169	20	271	93	13
Pocillopora_meandrina_HIv1___Sc0000015:2589510-2591618	Cluster_4156	N	3818	1180	2016	853	302
Pocillopora_meandrina_HIv1___Sc0000015:2691120-2691589	Cluster_4157	N	321	142	149	616	1001
Pocillopora_meandrina_HIv1___Sc0000015:2693843-2694272	Cluster_4158	N	53	39	18	94	393
Pocillopora_meandrina_HIv1___Sc0000015:2695144-2695606	Cluster_4159	N	496	156	439	503	918
Pocillopora_meandrina_HIv1___Sc0000015:2831546-2831976	Cluster_4160	N	1	0	39	67	3
Pocillopora_meandrina_HIv1___Sc0000015:2908426-2908851	Cluster_4161	N	86	1	0	3	2
Pocillopora_meandrina_HIv1___Sc0000015:2943925-2944456	Cluster_4162	N	1411	2133	1078	1949	4433
Pocillopora_meandrina_HIv1___Sc0000015:2945554-2946088	Cluster_4163	N	433	762	612	1283	1496
Pocillopora_meandrina_HIv1___Sc0000015:3136577-3136996	Cluster_4164	N	56	12	22	21	18
Pocillopora_meandrina_HIv1___Sc0000015:3137179-3137740	Cluster_4165	N	79	8	117	105	30
Pocillopora_meandrina_HIv1___Sc0000015:3138374-3138802	Cluster_4166	N	49	11	21	26	16
Pocillopora_meandrina_HIv1___Sc0000015:3139216-3139827	Cluster_4167	N	295	93	184	489	188
Pocillopora_meandrina_HIv1___Sc0000015:3142394-3142954	Cluster_4168	N	251	88	557	50	113
Pocillopora_meandrina_HIv1___Sc0000015:3143025-3143693	Cluster_4169	N	2324	988	4106	3124	875
Pocillopora_meandrina_HIv1___Sc0000015:3143740-3145501	Cluster_4170	N	1072	405	276	356	45
Pocillopora_meandrina_HIv1___Sc0000015:3145781-3146182	Cluster_4171	N	80	11	3	10	9
Pocillopora_meandrina_HIv1___Sc0000015:3147305-3147741	Cluster_4172	N	197	24	147	78	32
Pocillopora_meandrina_HIv1___Sc0000015:3149186-3149832	Cluster_4173	N	12	322	5	120	53
Pocillopora_meandrina_HIv1___Sc0000015:3149890-3150317	Cluster_4174	N	0	38	0	366	1
Pocillopora_meandrina_HIv1___Sc0000015:3150652-3152268	Cluster_4175	N	1295	411	681	1851	23
Pocillopora_meandrina_HIv1___Sc0000015:3152356-3152775	Cluster_4176	N	11	1	7	119	0
Pocillopora_meandrina_HIv1___Sc0000015:3152942-3153763	Cluster_4177	N	295	75	133	163	65
Pocillopora_meandrina_HIv1___Sc0000015:3155091-3155641	Cluster_4178	N	115	48	0	2	27
Pocillopora_meandrina_HIv1___Sc0000015:3156880-3158100	Cluster_4179	N	450	854	1	1	556
Pocillopora_meandrina_HIv1___Sc0000015:3159946-3161188	Cluster_4180	N	553	451	1160	1711	70
Pocillopora_meandrina_HIv1___Sc0000015:3162249-3164089	Cluster_4181	N	766	845	924	2355	531
Pocillopora_meandrina_HIv1___Sc0000015:3164893-3165320	Cluster_4182	N	65	7	57	153	35
Pocillopora_meandrina_HIv1___Sc0000015:3165435-3167680	Cluster_4183	N	559	390	1514	1909	743
Pocillopora_meandrina_HIv1___Sc0000015:3167847-3168312	Cluster_4184	N	172	9	55	63	73
Pocillopora_meandrina_HIv1___Sc0000015:3170293-3170722	Cluster_4185	N	135	42	0	7	7
Pocillopora_meandrina_HIv1___Sc0000015:3171419-3171845	Cluster_4186	N	112	15	0	14	23
Pocillopora_meandrina_HIv1___Sc0000015:3175205-3176561	Cluster_4187	N	2047	617	1465	4158	277
Pocillopora_meandrina_HIv1___Sc0000015:3497367-3497787	Cluster_4188	N	64	1	6	2	4
Pocillopora_meandrina_HIv1___Sc0000015:3626943-3627363	Cluster_4189	N	69	1	5	1	2
Pocillopora_meandrina_HIv1___Sc0000015:3719411-3719837	Cluster_4190	N	1	12	294	0	112
Pocillopora_meandrina_HIv1___Sc0000015:3752566-3753087	Cluster_4191	N	68	1	126	1	2
Pocillopora_meandrina_HIv1___Sc0000015:3776683-3777111	Cluster_4192	N	1	3	6	127	18
Pocillopora_meandrina_HIv1___Sc0000015:3822576-3823006	Cluster_4193	N	2	31	193	11	1
Pocillopora_meandrina_HIv1___Sc0000015:3855316-3855746	Cluster_4194	N	124	0	0	6	58
Pocillopora_meandrina_HIv1___Sc0000015:4067580-4068007	Cluster_4195	N	103	104	24	7	4
Pocillopora_meandrina_HIv1___Sc0000015:4602745-4603154	Cluster_4196	N	7	71	25	50	46
Pocillopora_meandrina_HIv1___Sc0000015:4604725-4605136	Cluster_4197	N	7	50	8	61	140
Pocillopora_meandrina_HIv1___Sc0000015:4606846-4607255	Cluster_4198	N	8	40	9	33	28
Pocillopora_meandrina_HIv1___Sc0000015:4719398-4719960	Cluster_4199	N	775	63	4	5	2
Pocillopora_meandrina_HIv1___Sc0000015:4858467-4858887	Cluster_4200	N	73	7	9	29	20
Pocillopora_meandrina_HIv1___Sc0000015:4859061-4859670	Cluster_4201	N	244	51	38	202	72
Pocillopora_meandrina_HIv1___Sc0000015:5252570-5253003	Cluster_4202	N	99	20	35	133	110
Pocillopora_meandrina_HIv1___Sc0000015:5253139-5253805	Cluster_4203	N	109	154	127	248	99
Pocillopora_meandrina_HIv1___Sc0000015:5254025-5255346	Cluster_4204	N	565	92	395	391	249
Pocillopora_meandrina_HIv1___Sc0000015:5319061-5319480	Cluster_4205	N	138	574	518	2041	9829
Pocillopora_meandrina_HIv1___Sc0000015:5640163-5640592	Cluster_4206	N	105	13	5	34	4
Pocillopora_meandrina_HIv1___Sc0000015:5920350-5920918	Cluster_4207	N	243	668	211	259	251
Pocillopora_meandrina_HIv1___Sc0000015:6137366-6138033	Cluster_4208	N	0	735	4	4	5
Pocillopora_meandrina_HIv1___Sc0000015:6290041-6290469	Cluster_4209	N	443	17	0	56	22
Pocillopora_meandrina_HIv1___Sc0000015:6307672-6308092	Cluster_4210	N	17	7	22	37	3
Pocillopora_meandrina_HIv1___Sc0000015:6426310-6426739	Cluster_4211	N	558	37	201	256	146
Pocillopora_meandrina_HIv1___Sc0000015:6538539-6538961	Cluster_4212	N	55	76	48	58	40
Pocillopora_meandrina_HIv1___Sc0000015:6803488-6803949	Cluster_4213	N	4436	13879	4808	3310	7763
Pocillopora_meandrina_HIv1___Sc0000015:6806070-6806578	Cluster_4214	N	75	70	230	39	26
Pocillopora_meandrina_HIv1___Sc0000015:6810459-6810877	Cluster_4215	N	0	29	40	1	0
Pocillopora_meandrina_HIv1___Sc0000015:6812947-6813473	Cluster_4216	N	59	203	11	170	147
Pocillopora_meandrina_HIv1___Sc0000015:6817520-6818119	Cluster_4217	N	55	297	15	166	146
Pocillopora_meandrina_HIv1___Sc0000015:6819204-6819622	Cluster_4218	N	7	26	3	25	23
Pocillopora_meandrina_HIv1___Sc0000015:6821250-6821667	Cluster_4219	N	35	98	15	71	111
Pocillopora_meandrina_HIv1___Sc0000015:7024427-7024845	Cluster_4220	N	15	33	21	64	42
Pocillopora_meandrina_HIv1___Sc0000015:7029745-7030423	Cluster_4221	N	695	2452	831	3071	7100
Pocillopora_meandrina_HIv1___Sc0000015:7075190-7075786	Cluster_4222	N	1433	472	1393	886	1014
Pocillopora_meandrina_HIv1___Sc0000015:7167451-7167879	Cluster_4223	N	128	34	25	1	1
Pocillopora_meandrina_HIv1___Sc0000015:7203794-7204218	Cluster_4224	N	47	2	32	1	2
Pocillopora_meandrina_HIv1___Sc0000015:7220785-7221212	Cluster_4225	N	17	110	42	27	47
Pocillopora_meandrina_HIv1___Sc0000015:7385939-7386363	Cluster_4226	N	17	103	6	60	62
Pocillopora_meandrina_HIv1___Sc0000015:7387855-7388282	Cluster_4227	N	95	0	1	0	105
Pocillopora_meandrina_HIv1___Sc0000015:7563932-7564528	Cluster_4228	N	1337	635	1666	1314	1204
Pocillopora_meandrina_HIv1___Sc0000015:7565282-7565711	Cluster_4229	N	0	59	1	0	58
Pocillopora_meandrina_HIv1___Sc0000015:7642015-7642588	Cluster_4230	N	25	1	6	551	16
Pocillopora_meandrina_HIv1___Sc0000015:7782375-7782875	Cluster_4231	N	14	122	373	87	14
Pocillopora_meandrina_HIv1___Sc0000015:7789352-7789778	Cluster_4232	N	104	18	8	8	48
Pocillopora_meandrina_HIv1___Sc0000015:8022317-8022743	Cluster_4233	N	104	23	4	8	46
Pocillopora_meandrina_HIv1___Sc0000015:8038314-8038740	Cluster_4234	N	103	24	7	6	42
Pocillopora_meandrina_HIv1___Sc0000015:8138598-8139026	Cluster_4235	N	32	12	54	53	32
Pocillopora_meandrina_HIv1___Sc0000015:8253460-8253904	Cluster_4236	N	77	36	35	147	132
Pocillopora_meandrina_HIv1___Sc0000015:8262262-8262689	Cluster_4237	N	93	44	24	6	1
Pocillopora_meandrina_HIv1___Sc0000015:8263467-8263913	Cluster_4238	N	284	23	4	44	5
Pocillopora_meandrina_HIv1___Sc0000015:8339361-8339959	Cluster_4239	N	436	899	821	1072	1874
Pocillopora_meandrina_HIv1___Sc0000015:8387393-8387805	Cluster_4240	N	18	78	5	55	31
Pocillopora_meandrina_HIv1___Sc0000015:8497462-8497984	Cluster_4241	N	54	218	144	378	482
Pocillopora_meandrina_HIv1___Sc0000015:8498175-8498704	Cluster_4242	N	41	163	84	265	347
Pocillopora_meandrina_HIv1___Sc0000015:8500922-8501444	Cluster_4243	N	60	163	116	285	286
Pocillopora_meandrina_HIv1___Sc0000015:8543212-8543629	Cluster_4244	N	44	6	22	0	0
Pocillopora_meandrina_HIv1___Sc0000015:8687559-8687991	Cluster_4245	N	28235	267941	16570	43561	163828
Pocillopora_meandrina_HIv1___Sc0000015:8753275-8753749	Cluster_4246	N	995	729	1324	1188	945
Pocillopora_meandrina_HIv1___Sc0000015:8753830-8754251	Cluster_4247	N	5	9	33	21	31
Pocillopora_meandrina_HIv1___Sc0000015:8756244-8756664	Cluster_4248	N	85	93	68	33	37
Pocillopora_meandrina_HIv1___Sc0000015:8855524-8855938	Cluster_4249	N	5	10	10	31	54
Pocillopora_meandrina_HIv1___Sc0000015:9017659-9018085	Cluster_4250	N	0	29	47	2	368
Pocillopora_meandrina_HIv1___Sc0000015:9071577-9072007	Cluster_4251	N	5683	36796	2482	16509	35809
Pocillopora_meandrina_HIv1___Sc0000015:9072831-9073262	Cluster_4252	N	121046	90991	103118	52075	216318
Pocillopora_meandrina_HIv1___Sc0000015:9225605-9226032	Cluster_4253	N	6	68	11	98	163
Pocillopora_meandrina_HIv1___Sc0000015:9227722-9228147	Cluster_4254	N	12	36	1	41	70
Pocillopora_meandrina_HIv1___Sc0000016:32798-33227	Cluster_4255	N	7	24	92	1	8
Pocillopora_meandrina_HIv1___Sc0000016:129098-129526	Cluster_4256	N	59	14	32	16	14
Pocillopora_meandrina_HIv1___Sc0000016:147296-147704	Cluster_4257	N	10	5	13	130	4
Pocillopora_meandrina_HIv1___Sc0000016:166043-166473	Cluster_4258	N	6	4	44	75	5
Pocillopora_meandrina_HIv1___Sc0000016:302160-302585	Cluster_4259	N	1	8	1	61	40
Pocillopora_meandrina_HIv1___Sc0000016:303144-303909	Cluster_4260	N	613	686	51	12	6
Pocillopora_meandrina_HIv1___Sc0000016:331685-332113	Cluster_4261	N	4	1	281	0	4
Pocillopora_meandrina_HIv1___Sc0000016:336418-337344	Cluster_4262	N	127	37	241	302	10
Pocillopora_meandrina_HIv1___Sc0000016:337417-337841	Cluster_4263	N	6	25	62	55	11
Pocillopora_meandrina_HIv1___Sc0000016:337943-338533	Cluster_4264	N	72	58	109	228	15
Pocillopora_meandrina_HIv1___Sc0000016:339031-340015	Cluster_4265	N	63	307	957	369	30
Pocillopora_meandrina_HIv1___Sc0000016:357789-358218	Cluster_4266	N	36	38	0	62	17
Pocillopora_meandrina_HIv1___Sc0000016:364050-364469	Cluster_4267	N	22	2	27	18	5
Pocillopora_meandrina_HIv1___Sc0000016:380554-380980	Cluster_4268	N	44	71	3	0	3
Pocillopora_meandrina_HIv1___Sc0000016:399937-400366	Cluster_4269	N	57	7	21	116	2
Pocillopora_meandrina_HIv1___Sc0000016:408747-409166	Cluster_4270	N	56	261	21	21	17
Pocillopora_meandrina_HIv1___Sc0000016:411660-412087	Cluster_4271	N	15	11	128	19	8
Pocillopora_meandrina_HIv1___Sc0000016:423086-423758	Cluster_4272	N	15	298	10	1	1
Pocillopora_meandrina_HIv1___Sc0000016:429147-429883	Cluster_4273	N	140	4	91	32	39
Pocillopora_meandrina_HIv1___Sc0000016:430236-430690	Cluster_4274	N	209	8	62	31	65
Pocillopora_meandrina_HIv1___Sc0000016:430801-431229	Cluster_4275	N	4	1	1	4	101
Pocillopora_meandrina_HIv1___Sc0000016:449291-449715	Cluster_4276	N	91	18	28	23	15
Pocillopora_meandrina_HIv1___Sc0000016:461171-461575	Cluster_4277	N	74	14	16	19	4
Pocillopora_meandrina_HIv1___Sc0000016:515713-516345	Cluster_4278	N	23	52	42	77	173
Pocillopora_meandrina_HIv1___Sc0000016:519485-520144	Cluster_4279	N	34	69	55	92	173
Pocillopora_meandrina_HIv1___Sc0000016:700335-700759	Cluster_4280	N	35	4	11	30	2
Pocillopora_meandrina_HIv1___Sc0000016:705542-706139	Cluster_4281	N	39	28	46	80	11
Pocillopora_meandrina_HIv1___Sc0000016:786273-786694	Cluster_4282	N	260	276	197	190	97
Pocillopora_meandrina_HIv1___Sc0000016:792205-792630	Cluster_4283	N	3	8	3	59	33
Pocillopora_meandrina_HIv1___Sc0000016:1497797-1498305	Cluster_4284	N	1223	369	449	22	176
Pocillopora_meandrina_HIv1___Sc0000016:1506420-1506847	Cluster_4285	N	9	20	17	78	33
Pocillopora_meandrina_HIv1___Sc0000016:1508882-1509287	Cluster_4286	N	7	37	30	128	34
Pocillopora_meandrina_HIv1___Sc0000016:1509675-1510522	Cluster_4287	N	2	43	4	853	130
Pocillopora_meandrina_HIv1___Sc0000016:1528767-1529419	Cluster_4288	N	317	294	20	11	21
Pocillopora_meandrina_HIv1___Sc0000016:1530112-1530550	Cluster_4289	N	15	271	7	3	1
Pocillopora_meandrina_HIv1___Sc0000016:1542070-1542497	Cluster_4290	N	29	9	3	29	29
Pocillopora_meandrina_HIv1___Sc0000016:1564855-1565895	Cluster_4291	N	355	25	74	452	244
Pocillopora_meandrina_HIv1___Sc0000016:1567184-1567608	Cluster_4292	N	40	7	38	109	37
Pocillopora_meandrina_HIv1___Sc0000016:1961743-1963021	Cluster_4293	N	1517	162	1296	1158	128
Pocillopora_meandrina_HIv1___Sc0000016:1963371-1964203	Cluster_4294	N	2079	468	785	645	458
Pocillopora_meandrina_HIv1___Sc0000016:1964293-1964722	Cluster_4295	N	16	26	9	12	354
Pocillopora_meandrina_HIv1___Sc0000016:1973703-1974132	Cluster_4296	N	59	1	45	22	9
Pocillopora_meandrina_HIv1___Sc0000016:1975076-1975490	Cluster_4297	N	48	37	21	40	4
Pocillopora_meandrina_HIv1___Sc0000016:1979755-1980183	Cluster_4298	N	0	0	137	0	9
Pocillopora_meandrina_HIv1___Sc0000016:1980840-1982515	Cluster_4299	N	1255	370	1979	314	268
Pocillopora_meandrina_HIv1___Sc0000016:1983933-1984362	Cluster_4300	N	72	0	54	92	9
Pocillopora_meandrina_HIv1___Sc0000016:1985561-1987523	Cluster_4301	N	2683	2691	1483	2723	535
Pocillopora_meandrina_HIv1___Sc0000016:1987752-1988179	Cluster_4302	N	26	26	15	37	9
Pocillopora_meandrina_HIv1___Sc0000016:1988558-1988986	Cluster_4303	N	970	12	50	28	320
Pocillopora_meandrina_HIv1___Sc0000016:1992010-1992438	Cluster_4304	N	5	47	32	2	23
Pocillopora_meandrina_HIv1___Sc0000016:1992662-1994013	Cluster_4305	N	2751	1462	4145	2586	1269
Pocillopora_meandrina_HIv1___Sc0000016:1994460-1994876	Cluster_4306	N	49	72	60	23	16
Pocillopora_meandrina_HIv1___Sc0000016:1995076-1995817	Cluster_4307	N	245	281	528	109	39
Pocillopora_meandrina_HIv1___Sc0000016:1997036-1997863	Cluster_4308	N	181	62	188	189	45
Pocillopora_meandrina_HIv1___Sc0000016:1998333-1999692	Cluster_4309	N	716	207	8681	7913	893
Pocillopora_meandrina_HIv1___Sc0000016:1999724-2000612	Cluster_4310	N	221	60	139	98	54
Pocillopora_meandrina_HIv1___Sc0000016:2000859-2002047	Cluster_4311	N	473	77	262	205	50
Pocillopora_meandrina_HIv1___Sc0000016:2004356-2005243	Cluster_4312	N	551	104	449	267	109
Pocillopora_meandrina_HIv1___Sc0000016:2005475-2006328	Cluster_4313	N	1261	562	424	396	453
Pocillopora_meandrina_HIv1___Sc0000016:2007743-2008172	Cluster_4314	N	29	113	0	0	56
Pocillopora_meandrina_HIv1___Sc0000016:2009466-2010664	Cluster_4315	N	187	127	195	1076	368
Pocillopora_meandrina_HIv1___Sc0000016:2011231-2011657	Cluster_4316	N	22	10	40	77	6
Pocillopora_meandrina_HIv1___Sc0000016:2011707-2012152	Cluster_4317	N	5	1	3	2033	0
Pocillopora_meandrina_HIv1___Sc0000016:2012397-2013719	Cluster_4318	N	65	53	614	880	16
Pocillopora_meandrina_HIv1___Sc0000016:2014002-2014751	Cluster_4319	N	26	17	418	351	2
Pocillopora_meandrina_HIv1___Sc0000016:2015470-2015897	Cluster_4320	N	94	1	2	1	106
Pocillopora_meandrina_HIv1___Sc0000016:2018256-2020804	Cluster_4321	N	1997	787	1735	1686	967
Pocillopora_meandrina_HIv1___Sc0000016:2020867-2021292	Cluster_4322	N	24	9	27	62	31
Pocillopora_meandrina_HIv1___Sc0000016:2021407-2022449	Cluster_4323	N	672	8	34	356	9
Pocillopora_meandrina_HIv1___Sc0000016:2028106-2028519	Cluster_4324	N	0	0	0	1	77
Pocillopora_meandrina_HIv1___Sc0000016:2030337-2031293	Cluster_4325	N	224	283	1072	200	222
Pocillopora_meandrina_HIv1___Sc0000016:2031493-2032028	Cluster_4326	N	64	46	111	3	29
Pocillopora_meandrina_HIv1___Sc0000016:2032247-2032984	Cluster_4327	N	139	108	220	7	82
Pocillopora_meandrina_HIv1___Sc0000016:2044454-2044862	Cluster_4328	N	4	13	36	28	5
Pocillopora_meandrina_HIv1___Sc0000016:2046027-2046437	Cluster_4329	N	63	6	11	12	2
Pocillopora_meandrina_HIv1___Sc0000016:2047355-2048281	Cluster_4330	N	2244	448	2792	21	1197
Pocillopora_meandrina_HIv1___Sc0000016:2049709-2052600	Cluster_4331	N	11236	3355	7887	6358	3183
Pocillopora_meandrina_HIv1___Sc0000016:2052863-2053462	Cluster_4332	N	539	756	474	0	115
Pocillopora_meandrina_HIv1___Sc0000016:2054561-2055417	Cluster_4333	N	133	38	195	130	160
Pocillopora_meandrina_HIv1___Sc0000016:2057548-2059148	Cluster_4334	N	488	113	347	344	122
Pocillopora_meandrina_HIv1___Sc0000016:2059175-2059856	Cluster_4335	N	84	34	130	74	59
Pocillopora_meandrina_HIv1___Sc0000016:2059892-2060823	Cluster_4336	N	347	64	157	100	70
Pocillopora_meandrina_HIv1___Sc0000016:2061622-2062935	Cluster_4337	N	865	463	3647	655	1747
Pocillopora_meandrina_HIv1___Sc0000016:2062993-2064048	Cluster_4338	N	293	161	962	217	347
Pocillopora_meandrina_HIv1___Sc0000016:2064705-2065899	Cluster_4339	N	722	444	344	1026	727
Pocillopora_meandrina_HIv1___Sc0000016:2067316-2069295	Cluster_4340	N	1779	706	786	1024	357
Pocillopora_meandrina_HIv1___Sc0000016:2069353-2070005	Cluster_4341	N	563	627	677	464	200
Pocillopora_meandrina_HIv1___Sc0000016:2070375-2070803	Cluster_4342	N	93	9	41	21	7
Pocillopora_meandrina_HIv1___Sc0000016:2071265-2073716	Cluster_4343	N	3042	1290	3323	3128	739
Pocillopora_meandrina_HIv1___Sc0000016:2074388-2074816	Cluster_4344	N	9	5	16	31	273
Pocillopora_meandrina_HIv1___Sc0000016:2075275-2075720	Cluster_4345	N	127	42	87	51	11
Pocillopora_meandrina_HIv1___Sc0000016:2076668-2077241	Cluster_4346	N	28	17	2555	15	10
Pocillopora_meandrina_HIv1___Sc0000016:2078690-2079504	Cluster_4347	N	102	22	144	146	71
Pocillopora_meandrina_HIv1___Sc0000016:2081725-2082293	Cluster_4348	N	1191	1053	1745	1273	696
Pocillopora_meandrina_HIv1___Sc0000016:2083077-2083505	Cluster_4349	N	40	5	16	139	9
Pocillopora_meandrina_HIv1___Sc0000016:2083699-2084123	Cluster_4350	N	19	4	122	12	2
Pocillopora_meandrina_HIv1___Sc0000016:2086534-2086961	Cluster_4351	N	21	13	131	19	20
Pocillopora_meandrina_HIv1___Sc0000016:2087543-2088032	Cluster_4352	N	1608	42	965	893	30
Pocillopora_meandrina_HIv1___Sc0000016:2088101-2089388	Cluster_4353	N	194	76	2296	74	16
Pocillopora_meandrina_HIv1___Sc0000016:2089561-2090649	Cluster_4354	N	276	75	119	77	249
Pocillopora_meandrina_HIv1___Sc0000016:2090934-2091801	Cluster_4355	N	32	1759	17	22	552
Pocillopora_meandrina_HIv1___Sc0000016:2098714-2100470	Cluster_4356	N	1870	121	634	775	123
Pocillopora_meandrina_HIv1___Sc0000016:2100713-2101564	Cluster_4357	N	3418	24	133	96	27
Pocillopora_meandrina_HIv1___Sc0000016:2101591-2102134	Cluster_4358	N	336	50	175	65	38
Pocillopora_meandrina_HIv1___Sc0000016:2107776-2108200	Cluster_4359	N	56	14	14	35	20
Pocillopora_meandrina_HIv1___Sc0000016:2108797-2109222	Cluster_4360	N	46	11	21	5	4
Pocillopora_meandrina_HIv1___Sc0000016:2109276-2109705	Cluster_4361	N	56	11	10	22	2
Pocillopora_meandrina_HIv1___Sc0000016:2330302-2330731	Cluster_4362	N	2	1	1	83	0
Pocillopora_meandrina_HIv1___Sc0000016:2383238-2383667	Cluster_4363	N	195	21	33	32	33
Pocillopora_meandrina_HIv1___Sc0000016:2403204-2403628	Cluster_4364	N	4	6	4	58	19
Pocillopora_meandrina_HIv1___Sc0000016:2869347-2869910	Cluster_4365	N	30	85	38	142	212
Pocillopora_meandrina_HIv1___Sc0000016:2977687-2978110	Cluster_4366	N	0	9	0	96	0
Pocillopora_meandrina_HIv1___Sc0000016:2998303-2998837	Cluster_4367	N	83	66	99	193	351
Pocillopora_meandrina_HIv1___Sc0000016:3090988-3091978	Cluster_4368	N	535	150	332	603	5
Pocillopora_meandrina_HIv1___Sc0000016:3094680-3095109	Cluster_4369	N	188	2	2	4	0
Pocillopora_meandrina_HIv1___Sc0000016:3210812-3211240	Cluster_4370	N	957	4	3	143	163
Pocillopora_meandrina_HIv1___Sc0000016:3211317-3212437	Cluster_4371	N	896	835	4	1489	254
Pocillopora_meandrina_HIv1___Sc0000016:3214743-3215578	Cluster_4372	N	193	35	80	26	16
Pocillopora_meandrina_HIv1___Sc0000016:3215721-3216149	Cluster_4373	N	0	81	0	13	61
Pocillopora_meandrina_HIv1___Sc0000016:3276360-3276777	Cluster_4374	N	3	0	2	27	76
Pocillopora_meandrina_HIv1___Sc0000016:3425024-3425524	Cluster_4375	N	1716	40	96	93	24
Pocillopora_meandrina_HIv1___Sc0000016:3529474-3529903	Cluster_4376	N	77	94	60	117	5
Pocillopora_meandrina_HIv1___Sc0000016:3635522-3635950	Cluster_4377	N	46	1	54	7	35
Pocillopora_meandrina_HIv1___Sc0000016:3640177-3640599	Cluster_4378	N	2	1	86	1	2
Pocillopora_meandrina_HIv1___Sc0000016:3672284-3672777	Cluster_4379	N	105	1	34	61	34
Pocillopora_meandrina_HIv1___Sc0000016:3736896-3737396	Cluster_4380	N	110	19	109	111	47
Pocillopora_meandrina_HIv1___Sc0000016:3786097-3786594	Cluster_4381	N	2	5	288	15	0
Pocillopora_meandrina_HIv1___Sc0000016:3853179-3853635	Cluster_4382	N	192	1	38	186	1
Pocillopora_meandrina_HIv1___Sc0000016:3853803-3854408	Cluster_4383	N	254	1	113	870	1
Pocillopora_meandrina_HIv1___Sc0000016:3877356-3877856	Cluster_4384	N	196	39	7	45	39
Pocillopora_meandrina_HIv1___Sc0000016:3880777-3881529	Cluster_4385	N	1062	246	124	827	29
Pocillopora_meandrina_HIv1___Sc0000016:3881972-3882394	Cluster_4386	N	62	32	26	47	12
Pocillopora_meandrina_HIv1___Sc0000016:3882865-3883292	Cluster_4387	N	58	29	17	68	13
Pocillopora_meandrina_HIv1___Sc0000016:3884374-3884802	Cluster_4388	N	50	21	68	41	9
Pocillopora_meandrina_HIv1___Sc0000016:3960711-3961139	Cluster_4389	N	2	186	0	12	2
Pocillopora_meandrina_HIv1___Sc0000016:3965357-3965785	Cluster_4390	N	22	32	11	79	5
Pocillopora_meandrina_HIv1___Sc0000016:3984663-3985964	Cluster_4391	N	380	758	135	1084	98
Pocillopora_meandrina_HIv1___Sc0000016:4504286-4505176	Cluster_4392	N	364	470	149	599	91
Pocillopora_meandrina_HIv1___Sc0000016:4964957-4965385	Cluster_4393	N	34	6	17	120	0
Pocillopora_meandrina_HIv1___Sc0000016:5067818-5068246	Cluster_4394	N	0	0	90	1	0
Pocillopora_meandrina_HIv1___Sc0000016:5158440-5158914	Cluster_4395	N	214	39	37	9	38
Pocillopora_meandrina_HIv1___Sc0000016:5159620-5160222	Cluster_4396	N	395	126	53	802	60
Pocillopora_meandrina_HIv1___Sc0000016:5258006-5258425	Cluster_4397	N	13	13	28	53	62
Pocillopora_meandrina_HIv1___Sc0000016:5310474-5311519	Cluster_4398	N	616	270	652	580	204
Pocillopora_meandrina_HIv1___Sc0000016:5311535-5313022	Cluster_4399	N	1092	380	837	900	555
Pocillopora_meandrina_HIv1___Sc0000016:5321552-5321971	Cluster_4400	N	9	29	10	28	78
Pocillopora_meandrina_HIv1___Sc0000016:5324658-5325073	Cluster_4401	N	18	41	29	80	189
Pocillopora_meandrina_HIv1___Sc0000016:5325764-5326185	Cluster_4402	N	14	67	19	83	128
Pocillopora_meandrina_HIv1___Sc0000016:5327727-5328217	Cluster_4403	N	22	80	25	98	216
