# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/17-Ptuh-lncRNA/Ptuh-lncRNA.gtf" "-o" "../output/18-Ptuh-lncRNA-matrix/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam" "../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/18-Ptuh-lncRNA-matrix/RNA-POC-47.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-48.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-50.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-53.sorted.bam	../data/18-Ptuh-lncRNA-matrix/RNA-POC-57.sorted.bam
lncRNA_6839	Pocillopora_meandrina_HIv1___Sc0000009	6052958	6053682	+	725	0	1	3	63	0
lncRNA_6840	Pocillopora_meandrina_HIv1___Sc0000009	6054798	6055837	+	1040	6	17	52	1	65
lncRNA_6841	Pocillopora_meandrina_HIv1___Sc0000009	6136218	6136482	+	265	0	0	0	30	0
lncRNA_6842	Pocillopora_meandrina_HIv1___Sc0000009	6148836	6149040	+	205	0	18	10	28	0
lncRNA_6843	Pocillopora_meandrina_HIv1___Sc0000009	6149269	6149584	+	316	0	24	0	12	5
lncRNA_6844	Pocillopora_meandrina_HIv1___Sc0000009	6151259	6151872	+	614	10	6	54	35	0
lncRNA_6845	Pocillopora_meandrina_HIv1___Sc0000009	6209856	6210449	+	594	0	0	59	0	0
lncRNA_6846	Pocillopora_meandrina_HIv1___Sc0000009	6211131	6211435	+	305	0	18	28	26	0
lncRNA_6847	Pocillopora_meandrina_HIv1___Sc0000009	6223250	6224205	+	956	12	90	154	118	0
lncRNA_6848	Pocillopora_meandrina_HIv1___Sc0000009	6232733	6233615	+	883	0	0	0	15	0
lncRNA_6849	Pocillopora_meandrina_HIv1___Sc0000009	6238969	6239273	+	305	15	5	2	24	0
lncRNA_6850	Pocillopora_meandrina_HIv1___Sc0000009	6240290	6240727	+	438	72	10	41	29	73
lncRNA_6851	Pocillopora_meandrina_HIv1___Sc0000009	6291187	6291396	+	210	0	0	0	16	0
lncRNA_6852	Pocillopora_meandrina_HIv1___Sc0000009	6350063	6350462	+	400	17	37	22	31	3
lncRNA_6853	Pocillopora_meandrina_HIv1___Sc0000009	6371496	6371743	+	248	0	0	0	0	0
lncRNA_6854	Pocillopora_meandrina_HIv1___Sc0000009	6403768	6403993	+	226	19	0	0	0	0
lncRNA_6855	Pocillopora_meandrina_HIv1___Sc0000009	6437133	6438029	+	897	67	31	51	17	10
lncRNA_6856	Pocillopora_meandrina_HIv1___Sc0000009	6455350	6455829	+	480	0	6	0	0	55
lncRNA_6857	Pocillopora_meandrina_HIv1___Sc0000009	6478745	6478991	+	247	6	0	0	16	8
lncRNA_6858	Pocillopora_meandrina_HIv1___Sc0000009	6493617	6494254	+	638	23	133	74	202	6
lncRNA_6859	Pocillopora_meandrina_HIv1___Sc0000009	6515460	6515791	+	332	0	28	0	0	0
lncRNA_6860	Pocillopora_meandrina_HIv1___Sc0000009	6526068	6526527	+	460	2	0	26	76	0
lncRNA_6861	Pocillopora_meandrina_HIv1___Sc0000009	6541148	6541367	+	220	0	7	5	0	0
lncRNA_6862	Pocillopora_meandrina_HIv1___Sc0000009	6558145	6558357	+	213	7	4	54	0	0
lncRNA_6863	Pocillopora_meandrina_HIv1___Sc0000009	6643103	6643320	+	218	0	0	24	0	0
lncRNA_6864	Pocillopora_meandrina_HIv1___Sc0000009	6971366	6972159	+	794	17	47	101	136	0
lncRNA_6865	Pocillopora_meandrina_HIv1___Sc0000009	6972812	6973666	+	855	0	11	111	68	0
lncRNA_6866	Pocillopora_meandrina_HIv1___Sc0000009	6975709	6976205	+	497	0	26	51	52	0
lncRNA_6867	Pocillopora_meandrina_HIv1___Sc0000009	7041688	7041989	+	302	0	13	0	23	0
lncRNA_6868	Pocillopora_meandrina_HIv1___Sc0000009	7084681	7084965	+	285	0	0	0	22	0
lncRNA_6869	Pocillopora_meandrina_HIv1___Sc0000009	7097521	7098469	+	949	194	96	69	37	13
lncRNA_6870	Pocillopora_meandrina_HIv1___Sc0000009	7111732	7112011	+	280	11	1	28	0	0
lncRNA_6871	Pocillopora_meandrina_HIv1___Sc0000009	7117873	7118143	+	271	0	0	0	0	14
lncRNA_6872	Pocillopora_meandrina_HIv1___Sc0000009	7122743	7123459	+	717	0	22	22	62	0
lncRNA_6873	Pocillopora_meandrina_HIv1___Sc0000009	7138392	7138760	+	369	0	105	4	33	0
lncRNA_6874	Pocillopora_meandrina_HIv1___Sc0000009	7207339	7207642	+	304	0	25	0	0	0
lncRNA_6875	Pocillopora_meandrina_HIv1___Sc0000009	7271128	7271419	+	292	36	5	19	23	0
lncRNA_6876	Pocillopora_meandrina_HIv1___Sc0000009	7273295	7273601	+	307	17	3	7	10	0
lncRNA_6877	Pocillopora_meandrina_HIv1___Sc0000009	7277788	7278266	+	479	131	57	11	28	0
lncRNA_6878	Pocillopora_meandrina_HIv1___Sc0000009	7295282	7295527	+	246	0	3	32	20	0
lncRNA_6879	Pocillopora_meandrina_HIv1___Sc0000009	7295951	7296211	+	261	0	0	2	69	10
lncRNA_6880	Pocillopora_meandrina_HIv1___Sc0000009	7306025	7306362	+	338	65	20	40	0	18
lncRNA_6881	Pocillopora_meandrina_HIv1___Sc0000009	7316672	7317019	+	348	7	0	28	0	8
lncRNA_6882	Pocillopora_meandrina_HIv1___Sc0000009	7492399	7493029	+	631	21	78	32	11	132
lncRNA_6883	Pocillopora_meandrina_HIv1___Sc0000009	7501343	7501617	+	275	0	10	2	11	8
lncRNA_6884	Pocillopora_meandrina_HIv1___Sc0000009	7549683	7549991	+	309	0	0	34	0	3
lncRNA_6885	Pocillopora_meandrina_HIv1___Sc0000009	7687364	7687671	+	308	38	0	124	61	41
lncRNA_6886	Pocillopora_meandrina_HIv1___Sc0000009	7790187	7790620	+	434	0	32	0	42	0
lncRNA_6887	Pocillopora_meandrina_HIv1___Sc0000009	7841140	7841445	+	306	0	13	27	0	0
lncRNA_6888	Pocillopora_meandrina_HIv1___Sc0000009	7869800	7870101	+	302	1	8	114	21	18
lncRNA_6889	Pocillopora_meandrina_HIv1___Sc0000009	7889078	7889316	+	239	15	30	17	143	12
lncRNA_6890	Pocillopora_meandrina_HIv1___Sc0000009	7912086	7912784	+	699	0	0	0	22	151
lncRNA_6891	Pocillopora_meandrina_HIv1___Sc0000009	7982060	7982701	+	642	0	0	10	52	4
lncRNA_6892	Pocillopora_meandrina_HIv1___Sc0000009	8044622	8044936	+	315	1	3	26	11	60
lncRNA_6893	Pocillopora_meandrina_HIv1___Sc0000009	8050241	8050457	+	217	0	10	2	16	0
lncRNA_6894	Pocillopora_meandrina_HIv1___Sc0000009	8051356	8051557	+	202	0	2	0	0	0
lncRNA_6895	Pocillopora_meandrina_HIv1___Sc0000009	8053682	8054099	+	418	14	0	19	20	7
lncRNA_6896	Pocillopora_meandrina_HIv1___Sc0000009	8096232	8096682	+	451	47	3	1	1	11
lncRNA_6897	Pocillopora_meandrina_HIv1___Sc0000009	8099228	8099438	+	211	0	5	4	28	0
lncRNA_6898	Pocillopora_meandrina_HIv1___Sc0000009	8103600	8103955	+	356	18	3	0	14	0
lncRNA_6899	Pocillopora_meandrina_HIv1___Sc0000009	8111090	8111440	+	351	0	9	35	57	0
lncRNA_6900	Pocillopora_meandrina_HIv1___Sc0000009	8133691	8134370	+	680	0	17	8	0	67
lncRNA_6901	Pocillopora_meandrina_HIv1___Sc0000009	8134612	8134837	+	226	0	0	25	0	12
lncRNA_6902	Pocillopora_meandrina_HIv1___Sc0000009	8148566	8148775	+	210	0	0	6	0	8
lncRNA_6903	Pocillopora_meandrina_HIv1___Sc0000009	8250686	8251662	+	977	19	6	8	3	242
lncRNA_6904	Pocillopora_meandrina_HIv1___Sc0000009	8283265	8283473	+	209	2	24	2	0	26
lncRNA_6905	Pocillopora_meandrina_HIv1___Sc0000009	8284358	8284879	+	522	6	2	17	5	15
lncRNA_6906	Pocillopora_meandrina_HIv1___Sc0000009	8285100	8285615	+	516	59	105	31	10	189
lncRNA_6907	Pocillopora_meandrina_HIv1___Sc0000009	8332381	8332622	+	242	2	32	0	0	0
lncRNA_6908	Pocillopora_meandrina_HIv1___Sc0000009	8342216	8342434	+	219	0	6	25	0	3
lncRNA_6909	Pocillopora_meandrina_HIv1___Sc0000009	8368952	8369374	+	423	53	0	0	0	0
lncRNA_6910	Pocillopora_meandrina_HIv1___Sc0000009	8415242	8415494	+	253	104	10	45	16	21
lncRNA_6911	Pocillopora_meandrina_HIv1___Sc0000009	8434765	8435136	+	372	7	8	15	9	6
lncRNA_6912	Pocillopora_meandrina_HIv1___Sc0000009	8472183	8472639	+	457	0	56	101	139	0
lncRNA_6913	Pocillopora_meandrina_HIv1___Sc0000009	8510254	8510547	+	294	0	53	0	1	0
lncRNA_6914	Pocillopora_meandrina_HIv1___Sc0000009	8516719	8517123	+	405	6	0	34	0	0
lncRNA_6915	Pocillopora_meandrina_HIv1___Sc0000009	8559319	8559931	+	613	28	24	7	6	10
lncRNA_6916	Pocillopora_meandrina_HIv1___Sc0000009	8574539	8574804	+	266	0	0	0	18	0
lncRNA_6917	Pocillopora_meandrina_HIv1___Sc0000009	8586732	8587333	+	602	1	12	47	33	1
lncRNA_6918	Pocillopora_meandrina_HIv1___Sc0000009	8593077	8593283	+	207	1	0	0	1	19
lncRNA_6919	Pocillopora_meandrina_HIv1___Sc0000009	8597252	8597492	+	241	0	0	0	29	0
lncRNA_6920	Pocillopora_meandrina_HIv1___Sc0000009	8617036	8617257	+	222	1	22	8	72	0
lncRNA_6921	Pocillopora_meandrina_HIv1___Sc0000009	8617584	8617903	+	320	0	2	1	7	0
lncRNA_6922	Pocillopora_meandrina_HIv1___Sc0000009	8622254	8622524	+	271	1	7	26	14	0
lncRNA_6923	Pocillopora_meandrina_HIv1___Sc0000009	8623361	8623579	+	219	12	0	11	3	0
lncRNA_6924	Pocillopora_meandrina_HIv1___Sc0000009	8631199	8631601	+	403	0	20	25	0	0
lncRNA_6925	Pocillopora_meandrina_HIv1___Sc0000009	8667720	8668429	+	710	0	0	0	0	11
lncRNA_6926	Pocillopora_meandrina_HIv1___Sc0000009	8699854	8700294	+	441	39	0	28	44	18
lncRNA_6927	Pocillopora_meandrina_HIv1___Sc0000009	8744927	8745163	+	237	19	0	24	2	11
lncRNA_6928	Pocillopora_meandrina_HIv1___Sc0000009	8745800	8747325	+	1526	87	71	203	70	408
lncRNA_6929	Pocillopora_meandrina_HIv1___Sc0000009	8765067	8765281	+	215	0	8	70	9	15
lncRNA_6930	Pocillopora_meandrina_HIv1___Sc0000009	8765591	8766048	+	458	0	5	41	29	12
lncRNA_6931	Pocillopora_meandrina_HIv1___Sc0000009	9176482	9176736	+	255	0	0	0	0	14
lncRNA_6932	Pocillopora_meandrina_HIv1___Sc0000009	9185775	9186735	+	961	0	14	25	0	77
lncRNA_6933	Pocillopora_meandrina_HIv1___Sc0000009	9208358	9208662	+	305	145	87	37	189	3
lncRNA_6934	Pocillopora_meandrina_HIv1___Sc0000009	9209032	9210329	+	1298	6	20	54	30	62
lncRNA_6935	Pocillopora_meandrina_HIv1___Sc0000009	9234112	9234711	+	600	0	2	8	89	0
lncRNA_6936	Pocillopora_meandrina_HIv1___Sc0000009	9288062	9288356	+	295	1	0	27	37	0
lncRNA_6937	Pocillopora_meandrina_HIv1___Sc0000009	9297322	9297781	+	460	0	2	0	4	2
lncRNA_6938	Pocillopora_meandrina_HIv1___Sc0000009	9309140	9309391	+	252	0	0	0	14	8
lncRNA_6939	Pocillopora_meandrina_HIv1___Sc0000009	9315325	9315535	+	211	0	14	6	0	0
lncRNA_6940	Pocillopora_meandrina_HIv1___Sc0000009	9321111	9321538	+	428	0	39	22	26	0
lncRNA_6941	Pocillopora_meandrina_HIv1___Sc0000009	9327356	9327564	+	209	0	0	0	0	1
lncRNA_6942	Pocillopora_meandrina_HIv1___Sc0000009	9343668	9344048	+	381	3	16	72	35	8
lncRNA_6943	Pocillopora_meandrina_HIv1___Sc0000009	9421821	9422073	+	253	0	0	0	0	4
lncRNA_6944	Pocillopora_meandrina_HIv1___Sc0000009	9454922	9456156	+	1235	7	21	283	151	299
lncRNA_6945	Pocillopora_meandrina_HIv1___Sc0000009	9462300	9462962	+	663	5	0	72	21	4
lncRNA_6946	Pocillopora_meandrina_HIv1___Sc0000009	9526529	9526801	+	273	0	7	4	0	26
lncRNA_6947	Pocillopora_meandrina_HIv1___Sc0000009	9568513	9568786	+	274	11	24	36	10	0
lncRNA_6948	Pocillopora_meandrina_HIv1___Sc0000009	9659409	9660078	+	670	79	14	21	4	11
lncRNA_6949	Pocillopora_meandrina_HIv1___Sc0000009	9731704	9732802	+	1099	3	8	1	31	7
lncRNA_6950	Pocillopora_meandrina_HIv1___Sc0000009	9815705	9815918	+	214	0	0	20	0	0
lncRNA_6951	Pocillopora_meandrina_HIv1___Sc0000009	9831175	9831552	+	378	0	0	9	25	0
lncRNA_6952	Pocillopora_meandrina_HIv1___Sc0000009	9891779	9892041	+	263	0	0	0	0	14
lncRNA_6953	Pocillopora_meandrina_HIv1___Sc0000009	9892365	9893403	+	1039	31	0	6	16	82
lncRNA_6954	Pocillopora_meandrina_HIv1___Sc0000009	9924631	9925432	+	802	9	6	21	5	47
lncRNA_6955	Pocillopora_meandrina_HIv1___Sc0000009	10248836	10249585	+	750	6	13	4	8	146
lncRNA_6956	Pocillopora_meandrina_HIv1___Sc0000009	10280089	10280303	+	215	0	0	20	0	0
lncRNA_6957	Pocillopora_meandrina_HIv1___Sc0000009	10284382	10285672	+	1291	13	12	167	19	93
lncRNA_6958	Pocillopora_meandrina_HIv1___Sc0000009	10295823	10296571	+	749	20	15	52	68	58
lncRNA_6959	Pocillopora_meandrina_HIv1___Sc0000009	10300210	10300449	+	240	8	0	0	13	3
lncRNA_6960	Pocillopora_meandrina_HIv1___Sc0000009	10319493	10319965	+	473	3	0	41	0	0
lncRNA_6961	Pocillopora_meandrina_HIv1___Sc0000009	10332438	10332855	+	418	0	17	39	15	0
lncRNA_6962	Pocillopora_meandrina_HIv1___Sc0000009	10343405	10343985	+	581	0	0	60	3	0
lncRNA_6963	Pocillopora_meandrina_HIv1___Sc0000009	10384013	10384249	+	237	5	0	59	21	0
lncRNA_6964	Pocillopora_meandrina_HIv1___Sc0000009	10440359	10440659	+	301	0	0	1	1	26
lncRNA_6965	Pocillopora_meandrina_HIv1___Sc0000009	10465900	10469268	+	3369	33	12	192	97	322
lncRNA_6966	Pocillopora_meandrina_HIv1___Sc0000009	10486235	10486540	+	306	16	1	47	7	21
lncRNA_6967	Pocillopora_meandrina_HIv1___Sc0000009	10489260	10490013	+	754	28	0	51	1	35
lncRNA_6968	Pocillopora_meandrina_HIv1___Sc0000009	10526893	10527118	+	226	0	0	0	4	6
lncRNA_6969	Pocillopora_meandrina_HIv1___Sc0000009	10527507	10527731	+	225	0	0	2	1	13
lncRNA_6970	Pocillopora_meandrina_HIv1___Sc0000009	10545884	10546125	+	242	0	0	21	13	0
lncRNA_6971	Pocillopora_meandrina_HIv1___Sc0000009	10569373	10569637	+	265	0	0	5	0	30
lncRNA_6972	Pocillopora_meandrina_HIv1___Sc0000009	10575345	10576338	+	994	387	8	0	66	85
lncRNA_6973	Pocillopora_meandrina_HIv1___Sc0000009	10693848	10694143	+	296	16	24	13	22	1
lncRNA_6974	Pocillopora_meandrina_HIv1___Sc0000009	10695675	10696346	+	672	58	11	18	66	10
lncRNA_6975	Pocillopora_meandrina_HIv1___Sc0000009	10716753	10717776	+	1024	3	32	30	116	25
lncRNA_6976	Pocillopora_meandrina_HIv1___Sc0000009	10852547	10852858	+	312	0	0	29	13	0
lncRNA_6977	Pocillopora_meandrina_HIv1___Sc0000009	10858961	10859242	+	282	0	0	1	3	0
lncRNA_6978	Pocillopora_meandrina_HIv1___Sc0000009	10878774	10878989	+	216	0	5	0	0	13
lncRNA_6979	Pocillopora_meandrina_HIv1___Sc0000009	10902727	10903415	+	689	2	7	0	10	15
lncRNA_6980	Pocillopora_meandrina_HIv1___Sc0000009	10920888	10921544	+	657	2	12	12	10	24
lncRNA_6981	Pocillopora_meandrina_HIv1___Sc0000009	10961814	10962134	+	321	0	0	0	0	17
lncRNA_6982	Pocillopora_meandrina_HIv1___Sc0000009	10963330	10965106	+	1777	146	38	113	22	95
lncRNA_6983	Pocillopora_meandrina_HIv1___Sc0000009	10983232	10983722	+	491	0	0	13	38	0
lncRNA_6984	Pocillopora_meandrina_HIv1___Sc0000009	11017830	11019719	+	1890	22	0	5	161	186
lncRNA_6985	Pocillopora_meandrina_HIv1___Sc0000009	11131405	11131613	+	209	3	0	3	1	20
lncRNA_6986	Pocillopora_meandrina_HIv1___Sc0000009	11174511	11174885	+	375	22	0	0	0	0
lncRNA_6987	Pocillopora_meandrina_HIv1___Sc0000009	11180982	11181277	+	296	0	12	6	24	0
lncRNA_6988	Pocillopora_meandrina_HIv1___Sc0000009	11228164	11228402	+	239	0	3	0	0	0
lncRNA_6989	Pocillopora_meandrina_HIv1___Sc0000009	11291609	11292187	+	579	0	6	27	2	0
lncRNA_6990	Pocillopora_meandrina_HIv1___Sc0000009	11295178	11295908	+	731	76	80	106	143	25
lncRNA_6991	Pocillopora_meandrina_HIv1___Sc0000009	11331537	11332219	+	683	8	3	9	24	43
lncRNA_6992	Pocillopora_meandrina_HIv1___Sc0000009	11346502	11346992	+	491	0	14	4	10	11
lncRNA_6993	Pocillopora_meandrina_HIv1___Sc0000009	11446588	11446852	+	265	0	0	0	12	0
lncRNA_6994	Pocillopora_meandrina_HIv1___Sc0000009	11586545	11586752	+	208	2	0	3	1	1
lncRNA_6995	Pocillopora_meandrina_HIv1___Sc0000009	11655563	11656025	+	463	0	10	47	14	0
lncRNA_6996	Pocillopora_meandrina_HIv1___Sc0000009	11664060	11664572	+	513	0	2	0	21	0
lncRNA_6997	Pocillopora_meandrina_HIv1___Sc0000009	11681728	11682051	+	324	8	0	0	0	3
lncRNA_6998	Pocillopora_meandrina_HIv1___Sc0000009	11722677	11722967	+	291	1	8	20	10	0
lncRNA_6999	Pocillopora_meandrina_HIv1___Sc0000009	11736574	11736830	+	257	10	9	18	1	23
lncRNA_7000	Pocillopora_meandrina_HIv1___Sc0000009	11777694	11777947	+	254	0	0	0	1	25
lncRNA_7001	Pocillopora_meandrina_HIv1___Sc0000009	11781752	11781952	+	201	0	10	0	0	0
lncRNA_7002	Pocillopora_meandrina_HIv1___Sc0000009	11793728	11794095	+	368	33	23	24	5	9
lncRNA_7003	Pocillopora_meandrina_HIv1___Sc0000009	11908868	11909158	+	291	4	28	26	17	30
lncRNA_7004	Pocillopora_meandrina_HIv1___Sc0000009	11911672	11912003	+	332	0	8	0	21	0
lncRNA_7005	Pocillopora_meandrina_HIv1___Sc0000009	11915315	11915640	+	326	4	11	9	5	8
lncRNA_7006	Pocillopora_meandrina_HIv1___Sc0000009	11919630	11919995	+	366	0	10	3	63	0
lncRNA_7007	Pocillopora_meandrina_HIv1___Sc0000009	11929303	11929659	+	357	0	1	9	33	0
lncRNA_7008	Pocillopora_meandrina_HIv1___Sc0000010	11877	13765	+	1889	235	264	226	377	401
lncRNA_7009	Pocillopora_meandrina_HIv1___Sc0000010	204187	205104	+	918	0	0	0	0	0
lncRNA_7010	Pocillopora_meandrina_HIv1___Sc0000010	204187	205104	+	918	0	0	0	0	0
lncRNA_7011	Pocillopora_meandrina_HIv1___Sc0000010	239792	241251	+	1460	558	1472	2273	1360	722
lncRNA_7012	Pocillopora_meandrina_HIv1___Sc0000010	271010	278823	+	7814	67	32	42	168	45
lncRNA_7013	Pocillopora_meandrina_HIv1___Sc0000010	482796	483026	+	231	43	11	9	17	17
lncRNA_7014	Pocillopora_meandrina_HIv1___Sc0000010	971903	974493	+	2591	801	1361	904	917	911
lncRNA_7015	Pocillopora_meandrina_HIv1___Sc0000010	1172267	1173831	+	1565	27652	46019	36043	54541	29226
lncRNA_7016	Pocillopora_meandrina_HIv1___Sc0000010	1849855	1850774	+	920	226	289	520	197	197
lncRNA_7017	Pocillopora_meandrina_HIv1___Sc0000010	2344949	2345392	+	444	9	0	2	6	37
lncRNA_7018	Pocillopora_meandrina_HIv1___Sc0000010	2497096	2501158	+	4063	60	239	138	84	25
lncRNA_7019	Pocillopora_meandrina_HIv1___Sc0000010	2507872	2508286	+	415	4	4	30	0	0
lncRNA_7020	Pocillopora_meandrina_HIv1___Sc0000010	2790624	2790906	+	283	0	0	7	38	7
lncRNA_7021	Pocillopora_meandrina_HIv1___Sc0000010	2905467	2927182	+	21716	41	9	71	45	6
lncRNA_7022	Pocillopora_meandrina_HIv1___Sc0000010	2915904	2927182	+	11279	0	0	0	0	0
lncRNA_7023	Pocillopora_meandrina_HIv1___Sc0000010	3008448	3009296	+	849	6	9	41	46	30
lncRNA_7024	Pocillopora_meandrina_HIv1___Sc0000010	3165514	3172378	+	6865	282	101	226	72	27
lncRNA_7025	Pocillopora_meandrina_HIv1___Sc0000010	3176900	3179366	+	2467	0	0	0	0	0
lncRNA_7026	Pocillopora_meandrina_HIv1___Sc0000010	3176900	3180648	+	3749	130	53	78	55	20
lncRNA_7027	Pocillopora_meandrina_HIv1___Sc0000010	3176918	3179366	+	2449	0	0	0	0	0
lncRNA_7028	Pocillopora_meandrina_HIv1___Sc0000010	3237396	3237924	+	529	0	0	0	0	0
lncRNA_7029	Pocillopora_meandrina_HIv1___Sc0000010	3305625	3306103	+	479	0	4	0	34	0
lncRNA_7030	Pocillopora_meandrina_HIv1___Sc0000010	3554716	3555772	+	1057	31	19	70	33	10
lncRNA_7031	Pocillopora_meandrina_HIv1___Sc0000010	3589272	3591172	+	1901	0	0	0	0	0
lncRNA_7032	Pocillopora_meandrina_HIv1___Sc0000010	3589276	3593093	+	3818	292	180	623	177	168
lncRNA_7033	Pocillopora_meandrina_HIv1___Sc0000010	3610537	3612500	+	1964	0	0	0	0	0
lncRNA_7034	Pocillopora_meandrina_HIv1___Sc0000010	3610564	3612500	+	1937	0	0	0	0	0
lncRNA_7035	Pocillopora_meandrina_HIv1___Sc0000010	3635399	3636896	+	1498	3902	312	16	4658	2598
lncRNA_7036	Pocillopora_meandrina_HIv1___Sc0000010	3701920	3703434	+	1515	516	34	50	311	316
lncRNA_7037	Pocillopora_meandrina_HIv1___Sc0000010	3705150	3706177	+	1028	210	12	67	388	1010
lncRNA_7038	Pocillopora_meandrina_HIv1___Sc0000010	3753396	3755869	+	2474	2	409	0	1090	3
lncRNA_7039	Pocillopora_meandrina_HIv1___Sc0000010	3794243	3794940	+	698	0	12	0	198	2
lncRNA_7040	Pocillopora_meandrina_HIv1___Sc0000010	3896075	3899796	+	3722	30	11	56	66	0
lncRNA_7041	Pocillopora_meandrina_HIv1___Sc0000010	3909569	3913227	+	3659	14	43	39	16	64
lncRNA_7042	Pocillopora_meandrina_HIv1___Sc0000010	3910016	3913227	+	3212	0	0	0	0	0
lncRNA_7043	Pocillopora_meandrina_HIv1___Sc0000010	4018091	4021124	+	3034	3	13	597	337	339
lncRNA_7044	Pocillopora_meandrina_HIv1___Sc0000010	4037828	4039848	+	2021	4	1	5	24	33
lncRNA_7045	Pocillopora_meandrina_HIv1___Sc0000010	4070827	4072167	+	1341	0	113	0	24	21
lncRNA_7046	Pocillopora_meandrina_HIv1___Sc0000010	4129852	4130708	+	857	9	15	21	0	0
lncRNA_7047	Pocillopora_meandrina_HIv1___Sc0000010	4130937	4133306	+	2370	8	0	17	2	0
lncRNA_7048	Pocillopora_meandrina_HIv1___Sc0000010	4185925	4188541	+	2617	19	270	27	159	153
lncRNA_7049	Pocillopora_meandrina_HIv1___Sc0000010	4204202	4206148	+	1947	48	5	0	35	34
lncRNA_7050	Pocillopora_meandrina_HIv1___Sc0000010	4282016	4282516	+	501	22	0	11	3	0
lncRNA_7051	Pocillopora_meandrina_HIv1___Sc0000010	4393573	4396661	+	3089	42	427	18	200	85
lncRNA_7052	Pocillopora_meandrina_HIv1___Sc0000010	4346749	4347852	+	1104	34	22	20	8	0
lncRNA_7053	Pocillopora_meandrina_HIv1___Sc0000010	4411491	4413773	+	2283	7	12	4	107	2
lncRNA_7054	Pocillopora_meandrina_HIv1___Sc0000010	4441073	4442408	+	1336	43	45	19	2	43
lncRNA_7055	Pocillopora_meandrina_HIv1___Sc0000010	4493332	4496236	+	2905	72	98	125	185	203
lncRNA_7056	Pocillopora_meandrina_HIv1___Sc0000010	4496504	4498177	+	1674	153	294	408	352	23
lncRNA_7057	Pocillopora_meandrina_HIv1___Sc0000010	4539567	4541042	+	1476	73	17	99	32	13
lncRNA_7058	Pocillopora_meandrina_HIv1___Sc0000010	4546295	4552532	+	6238	62	32	78	196	91
lncRNA_7059	Pocillopora_meandrina_HIv1___Sc0000010	4598543	4598925	+	383	8	14	42	17	41
lncRNA_7060	Pocillopora_meandrina_HIv1___Sc0000010	4627712	4629334	+	1623	85	15	89	17	11
lncRNA_7061	Pocillopora_meandrina_HIv1___Sc0000010	4634439	4640743	+	6305	53	0	0	115	37
lncRNA_7062	Pocillopora_meandrina_HIv1___Sc0000010	4639398	4640743	+	1346	0	0	0	0	0
lncRNA_7063	Pocillopora_meandrina_HIv1___Sc0000010	4989268	4993470	+	4203	3640	2774	3502	2114	2788
lncRNA_7064	Pocillopora_meandrina_HIv1___Sc0000010	4989952	4993470	+	3519	0	0	0	0	0
lncRNA_7065	Pocillopora_meandrina_HIv1___Sc0000010	5103061	5107296	+	4236	218	209	205	303	181
lncRNA_7066	Pocillopora_meandrina_HIv1___Sc0000010	5276522	5276933	+	412	2	9	0	1	2
lncRNA_7067	Pocillopora_meandrina_HIv1___Sc0000010	5464858	5465554	+	697	22	45	30	106	47
lncRNA_7068	Pocillopora_meandrina_HIv1___Sc0000010	5467622	5469216	+	1595	0	117	1	109	195
lncRNA_7069	Pocillopora_meandrina_HIv1___Sc0000010	5755708	5756922	+	1215	0	1	0	0	0
lncRNA_7070	Pocillopora_meandrina_HIv1___Sc0000010	5756124	5756922	+	799	0	0	0	0	0
lncRNA_7071	Pocillopora_meandrina_HIv1___Sc0000010	5809366	5809689	+	324	7	8	27	1	7
lncRNA_7072	Pocillopora_meandrina_HIv1___Sc0000010	5810134	5811231	+	1098	63	19	9	2	86
lncRNA_7073	Pocillopora_meandrina_HIv1___Sc0000010	5818911	5822270	+	3360	20	41	70	30	6
lncRNA_7074	Pocillopora_meandrina_HIv1___Sc0000010	5821704	5823111	+	1408	37	1	94	20	57
lncRNA_7075	Pocillopora_meandrina_HIv1___Sc0000010	5824123	5824613	+	491	0	0	0	0	0
lncRNA_7076	Pocillopora_meandrina_HIv1___Sc0000010	5824123	5824613	+	491	0	0	0	0	0
lncRNA_7077	Pocillopora_meandrina_HIv1___Sc0000010	5824173	5824613	+	441	0	0	0	0	0
lncRNA_7078	Pocillopora_meandrina_HIv1___Sc0000010	5824267	5824613	+	347	0	0	0	0	0
lncRNA_7079	Pocillopora_meandrina_HIv1___Sc0000010	5845070	5848212	+	3143	9	5	156	18	22
lncRNA_7080	Pocillopora_meandrina_HIv1___Sc0000010	5873185	5873423	+	239	26	25	44	11	18
lncRNA_7081	Pocillopora_meandrina_HIv1___Sc0000010	5899944	5901200	+	1257	28	0	11	4	0
