# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/19-Apul-lncRNA-matrix/Apul-lncRNAs.gtf" "-o" "../output/19-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam" "../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/07-Apul-Hisat/RNA-ACR-140.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-145.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-150.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-173.sorted.bam	../output/07-Apul-Hisat/RNA-ACR-178.sorted.bam
lncRNA_13245	ptg000020l	15125379	15127002	+	1624	0	0	0	0	0
lncRNA_13246	ptg000020l	15139872	15146546	+	6675	347	303	238	667	241
lncRNA_13247	ptg000020l	15406298	15412709	+	6412	0	0	0	0	0
lncRNA_13248	ptg000020l	15406298	15412709	+	6412	0	0	0	0	0
lncRNA_13249	ptg000020l	15406298	15412709	+	6412	0	0	0	0	0
lncRNA_13250	ptg000020l	15921005	15921690	+	686	5	7	3	1	41
lncRNA_13251	ptg000020l	15987587	15989044	+	1458	13	14	4	27	77
lncRNA_13252	ptg000020l	16046816	16053950	+	7135	8	102	0	0	20
lncRNA_13253	ptg000020l	16398181	16401187	+	3007	29	3	0	27	21
lncRNA_13254	ptg000020l	16504354	16506343	+	1990	15	321	307	24	308
lncRNA_13255	ptg000020l	16831252	16832117	+	866	0	0	0	0	35
lncRNA_13256	ptg000020l	16843217	16849560	+	6344	0	10	0	0	28
lncRNA_13257	ptg000020l	16938624	16941140	+	2517	0	0	1	0	44
lncRNA_13258	ptg000020l	17074123	17078602	+	4480	2	6	0	0	238
lncRNA_13259	ptg000020l	17122724	17124626	+	1903	0	0	0	0	51
lncRNA_13260	ptg000020l	17161089	17167714	+	6626	7	0	0	0	55
lncRNA_13261	ptg000020l	17628591	17640827	+	12237	5	0	4	0	101
lncRNA_13262	ptg000020l	17737890	17738764	+	875	0	0	0	0	0
lncRNA_13263	ptg000020l	17737901	17739183	+	1283	0	1	18	4	29
lncRNA_13264	ptg000020l	16916	17134	+	219	0	25	0	0	2
lncRNA_13265	ptg000020l	26708	26990	+	283	4	4	0	0	28
lncRNA_13266	ptg000020l	33322	33811	+	490	31	6	83	6	141
lncRNA_13267	ptg000020l	36858	37614	+	757	7	0	7	0	84
lncRNA_13268	ptg000020l	38458	38721	+	264	38	14	0	26	15
lncRNA_13269	ptg000020l	65191	65551	+	361	13	0	8	8	169
lncRNA_13270	ptg000020l	325214	325439	+	226	3	0	14	0	44
lncRNA_13271	ptg000020l	398224	398470	+	247	8	331	170	295	463
lncRNA_13272	ptg000020l	513210	513419	+	210	101	209	117	6	170
lncRNA_13273	ptg000020l	540976	541282	+	307	18	0	14	0	42
lncRNA_13274	ptg000020l	759901	760845	+	945	24	94	84	143	125
lncRNA_13275	ptg000020l	804364	804650	+	287	36	8	29	20	58
lncRNA_13276	ptg000020l	878795	879324	+	530	0	0	0	0	52
lncRNA_13277	ptg000020l	881129	881338	+	210	0	0	15	0	0
lncRNA_13278	ptg000020l	1029159	1029573	+	415	38	2	12	2	191
lncRNA_13279	ptg000020l	1181611	1181867	+	257	28	0	8	0	51
lncRNA_13280	ptg000020l	2085592	2085826	+	235	0	0	18	0	0
lncRNA_13281	ptg000020l	2140089	2140837	+	749	57	90	73	75	20
lncRNA_13282	ptg000020l	2202422	2202625	+	204	1	20	1	1	0
lncRNA_13283	ptg000020l	2208280	2208547	+	268	30	0	3	0	0
lncRNA_13284	ptg000020l	2362627	2363190	+	564	73	29	1	32	67
lncRNA_13285	ptg000020l	2383658	2383936	+	279	18	10	0	0	19
lncRNA_13286	ptg000020l	2629626	2630114	+	489	95	10	58	16	36
lncRNA_13287	ptg000020l	2630366	2630829	+	464	5	0	20	10	30
lncRNA_13288	ptg000020l	2633642	2633846	+	205	0	0	0	6	43
lncRNA_13289	ptg000020l	2920460	2920838	+	379	9	0	23	51	6
lncRNA_13290	ptg000020l	2922199	2922523	+	325	34	0	0	51	0
lncRNA_13291	ptg000020l	2924783	2924998	+	216	0	0	0	18	0
lncRNA_13292	ptg000020l	2962204	2962428	+	225	88	25	31	51	46
lncRNA_13293	ptg000020l	3210182	3211873	+	1692	508	354	31	300	423
lncRNA_13294	ptg000020l	3496509	3498209	+	1701	6	2	6	4	601
lncRNA_13295	ptg000020l	3505545	3506386	+	842	60	26	108	52	334
lncRNA_13296	ptg000020l	3511168	3512017	+	850	0	0	0	0	0
lncRNA_13297	ptg000020l	3719200	3719502	+	303	14	0	0	0	67
lncRNA_13298	ptg000020l	3720166	3721145	+	980	10	0	8	0	204
lncRNA_13299	ptg000020l	3892168	3893194	+	1027	6	0	12	26	108
lncRNA_13300	ptg000020l	3894500	3894747	+	248	35	0	0	6	0
lncRNA_13301	ptg000020l	4055125	4055511	+	387	0	0	0	0	51
lncRNA_13302	ptg000020l	4068008	4069297	+	1290	8	38	4	2	122
lncRNA_13303	ptg000020l	4071182	4071497	+	316	26	2	6	0	23
lncRNA_13304	ptg000020l	4098332	4098592	+	261	1	0	20	0	5
lncRNA_13305	ptg000020l	4212459	4214086	+	1628	0	8	78	116	21
lncRNA_13306	ptg000020l	4214533	4214781	+	249	0	0	13	22	0
lncRNA_13307	ptg000020l	4281068	4281451	+	384	13	15	10	6	14
lncRNA_13308	ptg000020l	4281942	4282326	+	385	25	18	9	6	9
lncRNA_13309	ptg000020l	4464951	4466611	+	1661	7	4	0	54	186
lncRNA_13310	ptg000020l	4551438	4551710	+	273	0	0	9	0	25
lncRNA_13311	ptg000020l	4593559	4593778	+	220	0	0	14	0	47
lncRNA_13312	ptg000020l	4662115	4662847	+	733	45	0	24	0	164
lncRNA_13313	ptg000020l	4664130	4665520	+	1391	23	2	35	0	105
lncRNA_13314	ptg000020l	4667445	4668184	+	740	12	0	51	0	86
lncRNA_13315	ptg000020l	4783676	4783949	+	274	6	35	3	9	70
lncRNA_13316	ptg000020l	4795300	4795908	+	609	422	1	0	156	184
lncRNA_13317	ptg000020l	4818729	4819050	+	322	0	0	1	24	5
lncRNA_13318	ptg000020l	4855987	4856400	+	414	4	5	21	15	24
lncRNA_13319	ptg000020l	5262334	5262611	+	278	14	0	30	2	0
lncRNA_13320	ptg000020l	5267157	5267422	+	266	0	0	0	0	27
lncRNA_13321	ptg000020l	5268341	5268545	+	205	4	2	0	5	84
lncRNA_13322	ptg000020l	5271748	5272962	+	1215	32	11	64	4	242
lncRNA_13323	ptg000020l	5275928	5277146	+	1219	41	12	105	41	101
lncRNA_13324	ptg000020l	5281255	5282003	+	749	0	0	0	0	0
lncRNA_13325	ptg000020l	5283771	5284311	+	541	2	12	7	13	65
lncRNA_13326	ptg000020l	5430330	5430772	+	443	13	32	7	11	15
lncRNA_13327	ptg000020l	5558224	5558472	+	249	0	0	20	4	36
lncRNA_13328	ptg000020l	5560222	5561390	+	1169	0	0	5	28	186
lncRNA_13329	ptg000020l	5688582	5688808	+	227	0	2	14	0	10
lncRNA_13330	ptg000020l	5689028	5689753	+	726	24	27	21	82	24
lncRNA_13331	ptg000020l	5772261	5772511	+	251	0	0	0	0	30
lncRNA_13332	ptg000020l	6059931	6060442	+	512	18	0	29	1	103
lncRNA_13333	ptg000020l	6060645	6061375	+	731	11	35	16	0	47
lncRNA_13334	ptg000020l	6062478	6062683	+	206	3	16	8	5	2
lncRNA_13335	ptg000020l	6327282	6327553	+	272	7	2	42	5	4
lncRNA_13336	ptg000020l	6329093	6329351	+	259	0	43	0	1	0
lncRNA_13337	ptg000020l	6330909	6331127	+	219	11	2	0	9	16
lncRNA_13338	ptg000020l	6413262	6413593	+	332	19	8	5	23	4
lncRNA_13339	ptg000020l	6414654	6414930	+	277	1	10	32	30	39
lncRNA_13340	ptg000020l	6421182	6421391	+	210	0	0	0	17	0
lncRNA_13341	ptg000020l	6480512	6480822	+	311	165	72	50	0	112
lncRNA_13342	ptg000020l	6481203	6481607	+	405	24	37	11	0	23
lncRNA_13343	ptg000020l	6482375	6482920	+	546	4	1	26	2	0
lncRNA_13344	ptg000020l	6508402	6508981	+	580	19	1	6	0	80
lncRNA_13345	ptg000020l	6574662	6574884	+	223	0	49	0	8	0
lncRNA_13346	ptg000020l	6614572	6617084	+	2513	410	249	238	200	163
lncRNA_13347	ptg000020l	6646996	6647539	+	544	10	10	66	12	34
lncRNA_13348	ptg000020l	6648094	6649236	+	1143	101	348	68	3	56
lncRNA_13349	ptg000020l	6652254	6652564	+	311	0	58	4	0	0
lncRNA_13350	ptg000020l	6655011	6655550	+	540	17	6	95	34	17
lncRNA_13351	ptg000020l	6682745	6682974	+	230	7	22	0	3	1
lncRNA_13352	ptg000020l	6711234	6711458	+	225	4	38	0	26	35
lncRNA_13353	ptg000020l	7359090	7359292	+	203	1	0	0	0	24
lncRNA_13354	ptg000020l	7363614	7364467	+	854	2	2	2	0	65
lncRNA_13355	ptg000020l	7570848	7571206	+	359	0	0	22	0	2
lncRNA_13356	ptg000020l	7823977	7824695	+	719	26	0	95	14	164
lncRNA_13357	ptg000020l	7826912	7827269	+	358	63	0	29	0	147
lncRNA_13358	ptg000020l	7840535	7842021	+	1487	61	74	106	174	88
lncRNA_13359	ptg000020l	7851399	7851892	+	494	1	0	14	1	33
lncRNA_13360	ptg000020l	7864886	7865405	+	520	0	0	33	4	51
lncRNA_13361	ptg000020l	7885366	7885659	+	294	0	0	0	0	0
lncRNA_13362	ptg000020l	7998505	7998970	+	466	0	0	0	0	0
lncRNA_13363	ptg000020l	8006197	8006586	+	390	0	0	61	0	9
lncRNA_13364	ptg000020l	8008147	8008899	+	753	7	9	2	2	110
lncRNA_13365	ptg000020l	8017770	8018424	+	655	39	8	32	1	23
lncRNA_13366	ptg000020l	8029881	8031542	+	1662	14	3	28	0	153
lncRNA_13367	ptg000020l	8040954	8041505	+	552	9	7	10	6	50
lncRNA_13368	ptg000020l	8055788	8056813	+	1026	133	3	34	1	65
lncRNA_13369	ptg000020l	8140722	8141238	+	517	7	3	30	0	221
lncRNA_13370	ptg000020l	8216440	8216777	+	338	2	8	10	0	36
lncRNA_13371	ptg000020l	8220312	8220541	+	230	18	0	0	1	3
lncRNA_13372	ptg000020l	8233607	8234203	+	597	32	0	0	3	65
lncRNA_13373	ptg000020l	8266272	8266690	+	419	16	11	17	5	186
lncRNA_13374	ptg000020l	8417451	8417719	+	269	0	1	82	0	0
lncRNA_13375	ptg000020l	8440066	8440979	+	914	65	7	7	0	153
lncRNA_13376	ptg000020l	8471593	8471852	+	260	0	0	20	0	0
lncRNA_13377	ptg000020l	8493934	8494428	+	495	9	6	8	0	41
lncRNA_13378	ptg000020l	8549346	8550700	+	1355	72	22	124	19	199
lncRNA_13379	ptg000020l	8584933	8585359	+	427	22	0	61	14	115
lncRNA_13380	ptg000020l	8589733	8589984	+	252	4	0	0	0	14
lncRNA_13381	ptg000020l	8591143	8591493	+	351	0	0	0	0	24
lncRNA_13382	ptg000020l	8595706	8595998	+	293	1	1	2	5	44
lncRNA_13383	ptg000020l	8597819	8598106	+	288	10	0	24	0	21
lncRNA_13384	ptg000020l	8684228	8684642	+	415	4	0	0	11	26
lncRNA_13385	ptg000020l	8700839	8701179	+	341	23	0	30	2	29
lncRNA_13386	ptg000020l	9048009	9048795	+	787	3	24	0	57	24
lncRNA_13387	ptg000020l	9050269	9050506	+	238	0	0	32	0	2
lncRNA_13388	ptg000020l	9051225	9052190	+	966	0	17	5	42	26
lncRNA_13389	ptg000020l	9098634	9099065	+	432	4	14	7	8	3
lncRNA_13390	ptg000020l	9100807	9101451	+	645	2	5	0	10	6
lncRNA_13391	ptg000020l	9144045	9144573	+	529	26	2	8	9	5
lncRNA_13392	ptg000020l	9199536	9199807	+	272	0	0	0	0	38
lncRNA_13393	ptg000020l	9333722	9334042	+	321	38	20	12	34	2
lncRNA_13394	ptg000020l	9335352	9335564	+	213	10	0	0	6	21
lncRNA_13395	ptg000020l	9335911	9336394	+	484	0	0	6	0	56
lncRNA_13396	ptg000020l	9416700	9417057	+	358	0	0	54	0	9
lncRNA_13397	ptg000020l	9435486	9435942	+	457	6	0	70	0	172
lncRNA_13398	ptg000020l	9437471	9441883	+	4413	63	30	202	26	346
lncRNA_13399	ptg000020l	9550581	9551098	+	518	12	0	17	0	113
lncRNA_13400	ptg000020l	9601921	9602189	+	269	5	0	3	5	26
lncRNA_13401	ptg000020l	9609145	9610253	+	1109	122	35	2	57	16
lncRNA_13402	ptg000020l	9653639	9653858	+	220	5	0	0	11	23
lncRNA_13403	ptg000020l	9884287	9884820	+	534	27	0	14	0	88
lncRNA_13404	ptg000020l	9889212	9889422	+	211	0	1	8	0	18
lncRNA_13405	ptg000020l	9893516	9894167	+	652	14	0	46	6	100
lncRNA_13406	ptg000020l	10035356	10036642	+	1287	31	2	13	6	106
lncRNA_13407	ptg000020l	10059273	10060053	+	781	77	2	69	14	227
lncRNA_13408	ptg000020l	10211194	10211843	+	650	124	48	55	0	2
lncRNA_13409	ptg000020l	10214625	10216975	+	2351	95	1	82	17	507
lncRNA_13410	ptg000020l	10229113	10229674	+	562	11	0	24	4	110
lncRNA_13411	ptg000020l	10312504	10312884	+	381	34	4	11	0	7
lncRNA_13412	ptg000020l	10315450	10316749	+	1300	29	0	58	2	104
lncRNA_13413	ptg000020l	10322859	10324379	+	1521	137	2	30	18	417
lncRNA_13414	ptg000020l	10327078	10327742	+	665	60	2	31	0	143
lncRNA_13415	ptg000020l	10328172	10329577	+	1406	8	5	4	0	113
lncRNA_13416	ptg000020l	10331860	10333081	+	1222	7	0	36	24	168
lncRNA_13417	ptg000020l	10338313	10339335	+	1023	84	40	48	16	15
lncRNA_13418	ptg000020l	10344560	10345177	+	618	43	0	10	16	161
lncRNA_13419	ptg000020l	10368286	10368997	+	712	45	55	92	12	43
lncRNA_13420	ptg000020l	10411452	10412411	+	960	0	158	178	8	3
lncRNA_13421	ptg000020l	10416179	10416724	+	546	85	20	3	0	89
lncRNA_13422	ptg000020l	10416986	10418735	+	1750	30	2	94	13	231
lncRNA_13423	ptg000020l	10470736	10471166	+	431	7	3	4	111	2
lncRNA_13424	ptg000020l	10526119	10526611	+	493	51	4	16	18	176
lncRNA_13425	ptg000020l	10528468	10529346	+	879	26	1	39	2	120
lncRNA_13426	ptg000020l	10530583	10531304	+	722	2	0	2	3	44
lncRNA_13427	ptg000020l	10540359	10541702	+	1344	110	4	87	6	177
lncRNA_13428	ptg000020l	10542125	10543103	+	979	138	34	37	3	125
lncRNA_13429	ptg000020l	10543844	10544912	+	1069	3	15	0	5	89
lncRNA_13430	ptg000020l	10545955	10546209	+	255	0	0	25	0	26
lncRNA_13431	ptg000020l	10551424	10552258	+	835	8	0	18	16	79
lncRNA_13432	ptg000020l	10553194	10554169	+	976	19	0	17	2	75
lncRNA_13433	ptg000020l	10555656	10556442	+	787	2	9	0	20	118
lncRNA_13434	ptg000020l	10558210	10559013	+	804	0	6	2	0	70
lncRNA_13435	ptg000020l	10563138	10563445	+	308	5	0	2	20	113
lncRNA_13436	ptg000020l	10566249	10568289	+	2041	3	0	24	13	253
lncRNA_13437	ptg000020l	10569665	10571106	+	1442	2	7	17	2	124
lncRNA_13438	ptg000020l	10576704	10577373	+	670	3	0	15	0	107
lncRNA_13439	ptg000020l	10582068	10583349	+	1282	8	6	28	8	144
lncRNA_13440	ptg000020l	10586394	10586635	+	242	10	0	1	0	69
lncRNA_13441	ptg000020l	10592352	10593700	+	1349	13	37	44	14	205
lncRNA_13442	ptg000020l	10596558	10597885	+	1328	50	0	19	0	173
lncRNA_13443	ptg000020l	10599031	10599793	+	763	33	2	35	7	150
lncRNA_13444	ptg000020l	10600187	10600404	+	218	0	0	22	0	4
lncRNA_13445	ptg000020l	10609297	10609769	+	473	50	6	51	26	412
lncRNA_13446	ptg000020l	10619328	10621471	+	2144	100	2	81	16	322
lncRNA_13447	ptg000020l	10623632	10624356	+	725	24	0	11	6	114
lncRNA_13448	ptg000020l	10626473	10626950	+	478	9	0	39	0	48
lncRNA_13449	ptg000020l	10632884	10633357	+	474	35	2	26	4	52
lncRNA_13450	ptg000020l	10633586	10634503	+	918	10	10	30	2	270
lncRNA_13451	ptg000020l	10640213	10641083	+	871	67	40	66	6	5
lncRNA_13452	ptg000020l	10644865	10645916	+	1052	82	6	27	8	179
lncRNA_13453	ptg000020l	10647180	10647920	+	741	27	2	53	3	79
lncRNA_13454	ptg000020l	10649475	10651662	+	2188	41	4	19	10	284
lncRNA_13455	ptg000020l	10660463	10661882	+	1420	4	0	3	18	167
lncRNA_13456	ptg000020l	10673660	10674536	+	877	18	1	47	0	85
lncRNA_13457	ptg000020l	10679317	10680150	+	834	7	0	34	0	69
lncRNA_13458	ptg000020l	10689390	10690756	+	1367	58	6	74	2	293
lncRNA_13459	ptg000020l	10691589	10692279	+	691	2	0	7	2	101
lncRNA_13460	ptg000020l	10692919	10694777	+	1859	60	3	95	10	388
lncRNA_13461	ptg000020l	10696538	10699220	+	2683	68	1	86	19	434
lncRNA_13462	ptg000020l	10713073	10713636	+	564	76	0	18	0	95
lncRNA_13463	ptg000020l	10715552	10716677	+	1126	4	0	6	0	96
lncRNA_13464	ptg000020l	10730838	10731634	+	797	4	0	7	0	131
lncRNA_13465	ptg000020l	10735396	10736847	+	1452	70	7	58	11	260
lncRNA_13466	ptg000020l	10830848	10831774	+	927	12	1	16	4	182
lncRNA_13467	ptg000020l	10841559	10841949	+	391	0	6	0	0	58
lncRNA_13468	ptg000020l	10848909	10849425	+	517	0	0	0	0	40
lncRNA_13469	ptg000020l	10948094	10948681	+	588	18	0	54	4	110
lncRNA_13470	ptg000020l	10978840	10979310	+	471	10	0	27	4	110
lncRNA_13471	ptg000020l	10992597	10992894	+	298	0	10	0	3	24
lncRNA_13472	ptg000020l	10995370	10995777	+	408	0	2	12	12	125
lncRNA_13473	ptg000020l	11006119	11006326	+	208	6	1	15	0	0
lncRNA_13474	ptg000020l	11007638	11008265	+	628	2	0	13	0	94
lncRNA_13475	ptg000020l	11022958	11023452	+	495	33	2	45	0	149
lncRNA_13476	ptg000020l	11224085	11224363	+	279	10	20	0	3	0
lncRNA_13477	ptg000020l	11340916	11341236	+	321	7	13	24	16	0
lncRNA_13478	ptg000020l	11430561	11430802	+	242	0	0	16	0	19
lncRNA_13479	ptg000020l	11431278	11432303	+	1026	1	0	4	1	76
lncRNA_13480	ptg000020l	11455337	11456005	+	669	8	5	32	2	118
lncRNA_13481	ptg000020l	11463341	11464467	+	1127	24	2	14	4	48
lncRNA_13482	ptg000020l	11471635	11472499	+	865	0	8	4	0	76
lncRNA_13483	ptg000020l	11485473	11486478	+	1006	23	0	1	0	71
lncRNA_13484	ptg000020l	11535709	11536775	+	1067	49	0	64	13	96
lncRNA_13485	ptg000020l	11598148	11598820	+	673	46	4	48	0	38
lncRNA_13486	ptg000020l	11652210	11652452	+	243	20	3	0	2	0
lncRNA_13487	ptg000020l	11681116	11681359	+	244	11	4	4	0	15
lncRNA_13488	ptg000020l	11696633	11697322	+	690	0	0	24	2	2
lncRNA_13489	ptg000020l	11780558	11781290	+	733	50	2	11	5	157
lncRNA_13490	ptg000020l	11790453	11791099	+	647	70	8	0	6	28
lncRNA_13491	ptg000020l	11813217	11813607	+	391	3	62	59	49	51
lncRNA_13492	ptg000020l	11832932	11833289	+	358	12	32	0	6	0
lncRNA_13493	ptg000020l	11960775	11961037	+	263	18	0	0	0	29
lncRNA_13494	ptg000020l	11963020	11963306	+	287	0	0	0	0	18
lncRNA_13495	ptg000020l	11988454	11988719	+	266	23	0	0	10	72
lncRNA_13496	ptg000020l	12055583	12055849	+	267	0	0	0	0	15
lncRNA_13497	ptg000020l	12059289	12060774	+	1486	103	5	2	1	255
lncRNA_13498	ptg000020l	12063044	12063329	+	286	0	0	21	0	0
lncRNA_13499	ptg000020l	12075029	12075282	+	254	0	0	0	0	53
lncRNA_13500	ptg000020l	12076221	12076627	+	407	1	0	27	0	0
lncRNA_13501	ptg000020l	12097815	12098566	+	752	37	31	58	36	14
lncRNA_13502	ptg000020l	12108327	12108743	+	417	41	0	0	0	76
lncRNA_13503	ptg000020l	12160468	12160833	+	366	50	0	0	0	0
lncRNA_13504	ptg000020l	12199769	12200080	+	312	0	55	35	0	1
lncRNA_13505	ptg000020l	12221123	12221622	+	500	60	0	4	0	0
lncRNA_13506	ptg000020l	12230328	12231187	+	860	57	0	0	3	364
lncRNA_13507	ptg000020l	12236871	12237113	+	243	0	5	0	0	48
lncRNA_13508	ptg000020l	12313595	12313872	+	278	24	0	7	0	61
lncRNA_13509	ptg000020l	12318545	12320008	+	1464	30	0	0	34	158
lncRNA_13510	ptg000020l	12320374	12321279	+	906	0	0	0	80	0
lncRNA_13511	ptg000020l	12322995	12323653	+	659	0	0	0	72	0
lncRNA_13512	ptg000020l	12324893	12325314	+	422	0	1	0	16	67
lncRNA_13513	ptg000020l	12325619	12325865	+	247	0	0	0	0	20
lncRNA_13514	ptg000020l	12327321	12327531	+	211	6	7	25	13	0
lncRNA_13515	ptg000020l	12332815	12333180	+	366	36	7	0	6	9
lncRNA_13516	ptg000020l	12335255	12335610	+	356	12	0	5	6	45
lncRNA_13517	ptg000020l	12352720	12352936	+	217	0	24	0	0	2
lncRNA_13518	ptg000020l	12354845	12355475	+	631	2	0	4	2	42
lncRNA_13519	ptg000020l	12356669	12357346	+	678	17	3	0	13	393
lncRNA_13520	ptg000020l	12496944	12499272	+	2329	459	588	442	485	178
lncRNA_13521	ptg000020l	12505206	12506411	+	1206	40	0	20	18	111
lncRNA_13522	ptg000020l	12521580	12522442	+	863	6	0	33	1	115
lncRNA_13523	ptg000020l	12548074	12548445	+	372	20	0	32	0	0
lncRNA_13524	ptg000020l	12597178	12597490	+	313	6	0	0	0	33
lncRNA_13525	ptg000020l	12602901	12604357	+	1457	28	113	22	24	18
lncRNA_13526	ptg000020l	12610965	12611235	+	271	0	0	0	8	36
lncRNA_13527	ptg000020l	12612555	12613449	+	895	19	22	83	2	119
lncRNA_13528	ptg000020l	12614352	12614879	+	528	54	8	0	273	8
lncRNA_13529	ptg000020l	12621318	12621682	+	365	0	15	0	0	0
lncRNA_13530	ptg000020l	12639883	12640213	+	331	0	0	0	0	0
lncRNA_13531	ptg000020l	12640857	12642285	+	1429	0	0	0	0	0
lncRNA_13532	ptg000020l	12695250	12695502	+	253	0	10	5	1	2
lncRNA_13533	ptg000020l	12713926	12714330	+	405	22	2	31	0	133
lncRNA_13534	ptg000020l	12743416	12744577	+	1162	2	1	94	2	226
lncRNA_13535	ptg000020l	12760468	12761775	+	1308	11	0	11	24	211
lncRNA_13536	ptg000020l	12798343	12800500	+	2158	6	15	69	28	220
lncRNA_13537	ptg000020l	12800736	12801640	+	905	96	82	66	145	91
lncRNA_13538	ptg000020l	12831600	12832602	+	1003	0	0	57	0	53
lncRNA_13539	ptg000020l	12854198	12854528	+	331	0	0	5	0	31
lncRNA_13540	ptg000020l	12876854	12877522	+	669	0	0	35	3	43
lncRNA_13541	ptg000020l	12909271	12909673	+	403	10	36	35	15	2
lncRNA_13542	ptg000020l	12910155	12910449	+	295	24	15	2	0	8
lncRNA_13543	ptg000020l	12921697	12923290	+	1594	9	124	26	9	163
lncRNA_13544	ptg000020l	12976360	12977450	+	1091	40	5	96	18	105
lncRNA_13545	ptg000020l	12977853	12978315	+	463	0	0	10	7	57
lncRNA_13546	ptg000020l	12990681	12991231	+	551	20	0	47	0	53
lncRNA_13547	ptg000020l	13014915	13015176	+	262	5	0	22	0	13
lncRNA_13548	ptg000020l	13023918	13024474	+	557	18	0	19	0	60
lncRNA_13549	ptg000020l	13024881	13025525	+	645	44	4	151	6	138
lncRNA_13550	ptg000020l	13037535	13038004	+	470	14	0	0	4	81
lncRNA_13551	ptg000020l	13039870	13040229	+	360	20	4	20	18	97
lncRNA_13552	ptg000020l	13042816	13043202	+	387	0	0	0	44	5
lncRNA_13553	ptg000020l	13044249	13044507	+	259	10	0	16	0	93
lncRNA_13554	ptg000020l	13073764	13075391	+	1628	9	1	32	1	90
lncRNA_13555	ptg000020l	13113721	13114115	+	395	4	0	0	0	32
lncRNA_13556	ptg000020l	13123986	13126433	+	2448	40	28	67	44	175
lncRNA_13557	ptg000020l	13128334	13129578	+	1245	129	12	52	19	61
lncRNA_13558	ptg000020l	13152610	13152874	+	265	20	0	0	0	2
lncRNA_13559	ptg000020l	13299736	13300312	+	577	55	0	8	0	10
lncRNA_13560	ptg000020l	13300802	13301314	+	513	19	0	70	0	38
lncRNA_13561	ptg000020l	13330278	13330800	+	523	6	0	36	0	41
lncRNA_13562	ptg000020l	13333612	13333874	+	263	14	4	25	12	25
lncRNA_13563	ptg000020l	13353004	13353240	+	237	2	0	0	7	15
lncRNA_13564	ptg000020l	13372853	13373362	+	510	1	97	1	0	9
lncRNA_13565	ptg000020l	13375693	13376450	+	758	14	52	6	2	28
lncRNA_13566	ptg000020l	13389473	13389914	+	442	8	0	23	19	17
lncRNA_13567	ptg000020l	13406779	13407249	+	471	20	0	0	2	18
lncRNA_13568	ptg000020l	13434075	13434357	+	283	0	0	22	0	10
lncRNA_13569	ptg000020l	13461471	13462517	+	1047	37	5	40	27	134
lncRNA_13570	ptg000020l	13464556	13467081	+	2526	84	3	145	21	437
lncRNA_13571	ptg000020l	13480215	13482332	+	2118	39	10	135	41	312
lncRNA_13572	ptg000020l	13491713	13492014	+	302	10	0	28	0	33
lncRNA_13573	ptg000020l	13547089	13547852	+	764	35	0	12	2	104
lncRNA_13574	ptg000020l	13577686	13577913	+	228	35	0	0	0	2
lncRNA_13575	ptg000020l	13579209	13579649	+	441	2	0	0	0	29
lncRNA_13576	ptg000020l	13580950	13581752	+	803	10	4	19	2	57
lncRNA_13577	ptg000020l	13603696	13604379	+	684	22	107	170	0	91
lncRNA_13578	ptg000020l	13633145	13633400	+	256	13	1	33	6	25
lncRNA_13579	ptg000020l	13647821	13648036	+	216	12	0	14	0	11
lncRNA_13580	ptg000020l	13648820	13649197	+	378	6	0	1	0	21
lncRNA_13581	ptg000020l	13657248	13657592	+	345	4	2	3	235	0
lncRNA_13582	ptg000020l	13671868	13673715	+	1848	31	13	60	11	165
lncRNA_13583	ptg000020l	13685786	13686379	+	594	44	0	0	4	63
lncRNA_13584	ptg000020l	13687011	13687424	+	414	11	0	0	51	8
lncRNA_13585	ptg000020l	13698657	13699388	+	732	16	7	22	6	96
lncRNA_13586	ptg000020l	13706112	13706424	+	313	0	13	0	0	27
lncRNA_13587	ptg000020l	13710900	13711743	+	844	17	0	37	6	119
lncRNA_13588	ptg000020l	13713662	13714338	+	677	30	1	2	3	43
lncRNA_13589	ptg000020l	13755337	13755630	+	294	0	0	22	0	2
lncRNA_13590	ptg000020l	13774154	13774484	+	331	1	0	16	2	12
lncRNA_13591	ptg000020l	13792632	13793259	+	628	37	0	12	33	105
lncRNA_13592	ptg000020l	13806543	13807231	+	689	30	0	63	0	181
lncRNA_13593	ptg000020l	13826716	13827813	+	1098	31	8	10	16	275
lncRNA_13594	ptg000020l	13830318	13830668	+	351	0	0	0	0	30
lncRNA_13595	ptg000020l	13831038	13831309	+	272	8	0	20	4	52
lncRNA_13596	ptg000020l	13836810	13837024	+	215	0	3	16	0	0
lncRNA_13597	ptg000020l	13842018	13842235	+	218	18	0	0	0	0
