"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"1845","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g19754.t1",0.38936766708657,0.517069984514738,0.973552982047016,156,-21.37,"2 19","719 743",20,"75.00%","80.00%"
"1846","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g19754.t1",0.722032912921094,0.168395734376101,0.892336638102182,156,-23.16,"2 19","923 948",21,"71.43%","80.95%"
"1847","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g2176.t1",-0.257953219667176,0.67524335767143,0.979115587552118,149,-23.33,"2 21","514 537",22,"59.09%","81.82%"
"1848","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g19953.t1",-0.415555228050356,0.486547777808686,0.972878432672402,163,-24.62,"2 21","654 677",21,"71.43%","80.95%"
"1849","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g5160.t2",-0.456544783167081,0.439586269450943,0.97024921967979,158,-24.18,"2 17","649 669",15,"80.00%","93.33%"
"1850","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g24725.t1",0.0427309090627009,0.945609878474528,0.999610930147471,150,-20.13,"2 17","799 819",15,"80.00%","80.00%"
"1851","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g29824.t1",0.370069340822992,0.539800548871545,0.973552982047016,170,-20.31,"2 20","294 316",19,"78.95%","89.47%"
"1852","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g7009.t1",0.326267610177909,0.592075807173852,0.976732732570472,160,-22.56,"2 21","502 521",19,"78.95%","84.21%"
"1853","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g19089.t1",0.0142913972106428,0.98180424735761,0.999610930147471,151,-21.28,"2 21","339 367",26,"61.54%","69.23%"
"1854","Cluster_4118","Pocillopora_meandrina_HIv1___RNAseq.g24493.t1",0.380980285233456,0.526925130497147,0.973552982047016,167,-21.62,"2 18","278 298",16,"87.50%","93.75%"
"1855","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g16857.t1",-0.626552809853464,0.258055056443868,0.939788038617492,168,-20.15,"2 20","50 71",19,"84.21%","89.47%"
"1856","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g13827.t1",0.111851134877984,0.857884219467234,0.996067076900065,164,-21.54,"2 19","319 339",17,"82.35%","88.24%"
"1857","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g668.t1",0.865038621154439,0.0582981630306199,0.806002242818396,151,-20.94,"2 20","586 606",18,"66.67%","72.22%"
"1858","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1",-0.490704136108415,0.401283875816526,0.968350308247485,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"1859","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1",-0.486068904245834,0.406433905885181,0.968350308247485,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"1860","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g25614.t1",0.107532702730526,0.863349434352242,0.996087148068407,147,-21.84,"2 12","290 311",10,"90.00%","90.00%"
"1861","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g24416.t1",0.432646448072641,0.466840850298401,0.97024921967979,176,-21.96,"2 21","88 109",19,"78.95%","89.47%"
"1862","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g5556.t1",0.64980949985482,0.235259158023053,0.92903341084918,162,-20.91,"2 20","805 826",19,"78.95%","78.95%"
"1863","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g24736.t1a",-0.482405030158261,0.410515473280244,0.969165283294894,158,-22.46,"2 18","886 905",16,"81.25%","87.50%"
"1864","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g26521.t1",0.500805132783375,0.390114671451959,0.967903306776112,169,-20.15,"2 19","52 74",18,"83.33%","88.89%"
"1865","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g8650.t1",0.859752925124474,0.0617050402338897,0.810894201895069,159,-23.07,"2 21","765 787",20,"70.00%","80.00%"
"1866","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g8650.t1",-0.837657920719488,0.0765793461724771,0.823777194167871,160,-20.4,"2 19","677 696",17,"70.59%","94.12%"
"1867","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g25657.t1",0.611242207928735,0.273366699988491,0.944044924257856,171,-24.07,"2 21","456 479",21,"76.19%","85.71%"
"1868","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g7078.t1",-0.734716395540738,0.157331037565631,0.885790980156003,149,-21.34,"2 16","468 491",16,"81.25%","81.25%"
"1869","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g8279.t1",-0.61066367985268,0.273949845634674,0.944044924257856,165,-20.79,"2 19","676 698",18,"77.78%","88.89%"
"1870","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g25340.t2c",-0.190205654838412,0.75929092374966,0.985627279814753,159,-21.02,"2 19","850 871",18,"77.78%","88.89%"
"1871","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g25340.t2c",0.406480350427927,0.49708111705178,0.973552982047016,159,-21.42,"2 20","850 870",18,"72.22%","77.78%"
"1872","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g16337.t1",-0.762016998798653,0.134278806477858,0.876805058669263,147,-20.9,"2 18","811 835",19,"73.68%","73.68%"
"1873","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g12488.t1",-0.270859410127962,0.659395628953454,0.978622467559393,145,-20.52,"2 10","76 96",8,"100.00%","100.00%"
"1874","Cluster_4438","Pocillopora_meandrina_HIv1___TS.g12488.t1",-0.102226265720804,0.870068529967137,0.996087148068407,150,-20.44,"2 11","76 97",9,"100.00%","100.00%"
"1875","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g21050.t1",0.374796937316276,0.534214231896932,0.973552982047016,162,-24.12,"2 21","890 910",19,"68.42%","89.47%"
"1876","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g21050.t1",-0.464143301845044,0.430997648199357,0.97024921967979,154,-22.14,"2 21","890 910",19,"68.42%","78.95%"
"1877","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g8596.t2",-0.258895397135938,0.67408448930902,0.979115587552118,142,-22.1,"2 12","509 531",11,"81.82%","90.91%"
"1878","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g1595.t1",-0.274914592858982,0.654428378248423,0.977982859683049,165,-20.71,"2 20","937 957",18,"83.33%","83.33%"
"1879","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g30148.t1",0.368769233332723,0.541338802328324,0.973552982047016,154,-20.41,"2 21","727 752",22,"68.18%","77.27%"
"1880","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g761.t1",-0.7287143932426,0.162539858062484,0.886219286816386,154,-20.92,"2 19","930 949",17,"76.47%","88.24%"
"1881","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g9971.t1",-0.931929555088539,0.021100218742159,0.687095063784671,156,-21.02,"2 19","635 656",17,"76.47%","82.35%"
"1882","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g25457.t1",-0.0784011848910628,0.900278870474822,0.997033432013061,165,-23.22,"2 22","601 623",20,"70.00%","80.00%"
"1883","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g28233.t1",-0.243275238164455,0.693335351050438,0.981259585590417,161,-20.67,"2 21","651 672",20,"80.00%","80.00%"
"1884","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g5197.t1",-0.431185034040831,0.468519068560064,0.97024921967979,149,-20.86,"2 14","949 970",12,"83.33%","83.33%"
"1885","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g16095.t1",-0.473321150219962,0.420675346649558,0.969770457189451,175,-21.56,"2 20","243 263",18,"83.33%","88.89%"
"1886","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g7200.t1",0.696332348910033,0.191463672847182,0.90848404595397,157,-20.7,"2 22","80 102",20,"65.00%","75.00%"
"1887","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g7200.t1",0.519142624225726,0.370031455377439,0.967156219342761,145,-22.26,"2 19","370 391",18,"66.67%","72.22%"
"1888","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g29526.t1",-0.464941229055364,0.430097970556943,0.97024921967979,157,-20.46,"2 20","184 207",20,"75.00%","80.00%"
"1889","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g17808.t1",0.337282002995662,0.578846267654765,0.97588893577236,145,-20.13,"2 18","593 614",16,"62.50%","75.00%"
"1890","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g27273.t1",-0.655898142088742,0.229386942934696,0.926947473179405,155,-20.06,"2 12","1 13",10,"100.00%","100.00%"
"1891","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g3736.t1",0.642198141652395,0.242656639708981,0.933770648587396,140,-20.21,"2 9","927 948",7,"100.00%","100.00%"
"1892","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g3736.t1",-0.827104532554371,0.0840258069931964,0.830305554577703,149,-21.64,"2 18","791 809",16,"75.00%","81.25%"
"1893","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g18772.t1",0.257548604825357,0.675741122356225,0.979115587552118,170,-22.4,"2 21","920 943",21,"80.95%","85.71%"
"1894","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g23426.t1",0.184981326922549,0.765824645239682,0.986415763149695,146,-22.02,"2 20","54 72",18,"66.67%","77.78%"
"1895","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g17458.t2",0.847572386106354,0.0697817236857224,0.813043600920035,146,-21.82,"2 20","508 533",22,"63.64%","68.18%"
"1896","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g11880.t1",-0.26542144990776,0.666065893768555,0.978872410042939,167,-22.74,"2 21","357 383",24,"75.00%","75.00%"
"1897","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g3927.t1a",0.0836982371863338,0.893556650708614,0.997033432013061,153,-20.54,"2 20","620 640",18,"72.22%","77.78%"
"1898","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g28928.t1",0.50066956122828,0.390264086927392,0.967903306776112,164,-21.66,"2 21","821 842",19,"73.68%","78.95%"
"1899","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g28293.t1",-0.311566536059323,0.609816193825709,0.976732732570472,161,-24.25,"2 14","848 869",12,"91.67%","100.00%"
"1900","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g11379.t1",0.394073640990353,0.511557001615014,0.973552982047016,175,-21.71,"2 20","594 615",18,"83.33%","88.89%"
"1901","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g17176.t1",-0.157073588941149,0.800833137820942,0.991823933489209,147,-20.4,"2 18","886 906",16,"75.00%","75.00%"
"1902","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g28237.t1",0.526749114623774,0.36177642795276,0.965649835769484,167,-23.67,"2 16","465 486",14,"92.86%","92.86%"
"1903","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g4004.t1",0.664207764592966,0.221439011773566,0.924804305226297,153,-20.21,"2 14","883 904",12,"83.33%","91.67%"
"1904","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1752.t1",-0.656132733080378,0.229161507015998,0.926947473179405,170,-30.67,"2 22","863 886",22,"77.27%","86.36%"
"1905","Cluster_1116","Pocillopora_meandrina_HIv1___RNAseq.g29880.t1",0.672909789197278,0.213199528786455,0.918679546759395,167,-25.6,"2 21","248 273",23,"73.91%","78.26%"
"1906","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g19707.t1",-0.54746891102422,0.339524279303377,0.963617152970834,153,-22.47,"2 20","179 204",22,"72.73%","72.73%"
"1907","Cluster_21","Pocillopora_meandrina_HIv1___TS.g14424.t1",0.411465200849264,0.491289275860613,0.973552982047016,167,-26.58,"2 21","753 775",20,"80.00%","80.00%"
"1908","Cluster_5253","Pocillopora_meandrina_HIv1___RNAseq.g21604.t1",0.459862280492067,0.435831808958929,0.97024921967979,158,-20.22,"2 21","938 962",22,"72.73%","77.27%"
"1909","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g10576.t1",0.171944621155568,0.782156903660479,0.989626213770461,163,-21.49,"2 16","844 865",14,"85.71%","92.86%"
"1910","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g5863.t1",-0.769399554667025,0.128233072306242,0.872400179132068,149,-20.01,"2 19","81 103",18,"72.22%","72.22%"
"1911","Cluster_4754","Pocillopora_meandrina_HIv1___TS.g16331.t1",0.791335298734267,0.110770480157071,0.86186377950889,170,-21.3,"2 15","435 456",13,"100.00%","100.00%"
"1912","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g8867.t1",-0.735821917323068,0.156377005408906,0.885790980156003,151,-21.95,"2 20","85 104",18,"66.67%","83.33%"
"1913","Cluster_2793","Pocillopora_meandrina_HIv1___RNAseq.g19785.t1",-0.635579174200202,0.24913989898586,0.935575255437723,172,-24.32,"2 20","443 461",18,"88.89%","88.89%"
"1914","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g30142.t1",0.654407171853815,0.23082114861587,0.926947473179405,164,-20.33,"2 21","365 386",19,"73.68%","78.95%"
"1915","Cluster_2973","Pocillopora_meandrina_HIv1___TS.g4679.t3",0.676024723194565,0.210271373897849,0.917126038663203,155,-21.45,"2 18","529 549",16,"75.00%","87.50%"
"1916","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g17369.t2",-0.319552243636968,0.600168017927262,0.976732732570472,169,-23.64,"2 20","176 199",20,"80.00%","90.00%"
"1917","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g17369.t2",-0.471001998808703,0.423278305492409,0.97024921967979,173,-24.02,"2 20","177 199",20,"85.00%","90.00%"
"1918","Cluster_1296","Pocillopora_meandrina_HIv1___TS.g22267.t1a",0.101687773226398,0.870750586945707,0.996087148068407,145,-20.73,"2 10","676 697",8,"100.00%","100.00%"
"1919","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g28732.t1",0.514521409490968,0.37506858777628,0.967743555596755,161,-21.57,"2 21","699 724",23,"78.26%","78.26%"
"1920","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g15294.t1",-0.11387361935284,0.855325566015693,0.996030710668925,167,-20.66,"2 21","397 419",20,"75.00%","85.00%"
"1921","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g11071.t1",0.187751637064195,0.762359174699985,0.986175781377003,167,-25.69,"2 21","644 666",20,"75.00%","85.00%"
"1922","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g23522.t2",0.449135840786628,0.447996942512954,0.97024921967979,158,-22.29,"2 21","947 971",22,"72.73%","77.27%"
"1923","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g25120.t1",0.395184825612408,0.510257022382273,0.973552982047016,166,-24.96,"2 19","232 253",17,"70.59%","94.12%"
"1924","Cluster_1068","Pocillopora_meandrina_HIv1___TS.g10642.t1",-0.398420834339593,0.506475064076275,0.973552982047016,159,-26.7,"2 21","109 131",20,"70.00%","80.00%"
"1925","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g4713.t1",0.494399540247218,0.397189080646129,0.967903306776112,159,-20.02,"2 21","976 999",20,"65.00%","85.00%"
"1926","Cluster_1068","Pocillopora_meandrina_HIv1___TS.g10556.t1",-0.148998800023886,0.81099314361469,0.993501339500028,146,-21.32,"2 20","411 437",23,"60.87%","69.57%"
"1927","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g3140.t1",0.781731903005244,0.118321295065417,0.867937913747191,157,-21.31,"2 21","241 265",23,"69.57%","78.26%"
"1928","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g8618.t1",-0.501285978913796,0.389584832819955,0.967903306776112,167,-20.65,"2 16","957 977",14,"85.71%","100.00%"
"1929","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22797.t1",0.0927722776486742,0.882048325921226,0.996551405140988,165,-22.13,"2 20","30 50",18,"83.33%","83.33%"
"1930","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22797.t1",0.0927722776486742,0.882048325921226,0.996551405140988,166,-21.39,"2 21","5 29",22,"77.27%","81.82%"
"1931","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g3491.t1",0.175777559646491,0.777350983206884,0.988562888710216,147,-20.41,"2 14","731 754",14,"85.71%","85.71%"
"1932","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g29228.t1",0.252573517154273,0.681866080290291,0.979639664445141,153,-21.17,"2 20","463 488",22,"72.73%","72.73%"
"1933","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g29228.t1",0.624462211207731,0.260131865726579,0.94038270248135,158,-24.42,"2 17","317 341",18,"83.33%","83.33%"
"1934","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g664.t1",0.339395092936713,0.576314470493355,0.97542458317668,169,-26.44,"2 22","177 199",20,"70.00%","85.00%"
"1935","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g1929.t1",-0.392078987354212,0.513892244235394,0.973552982047016,143,-20.78,"2 12","144 165",10,"80.00%","90.00%"
"1936","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g28314.t1",-0.940898040969052,0.0170941935745587,0.674410729954476,157,-21.24,"2 14","451 472",12,"83.33%","100.00%"
"1937","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g9385.t2",-0.373059075813231,0.536266430247161,0.973552982047016,165,-21.29,"2 20","245 268",20,"80.00%","85.00%"
"1938","Cluster_1068","Pocillopora_meandrina_HIv1___TS.g29209.t1",-0.379790685890452,0.528325916465002,0.973552982047016,164,-25.24,"2 21","301 322",19,"68.42%","84.21%"
"1939","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g8626.t2",-0.00439895410738676,0.994399095738771,0.999715194379551,154,-22.3,"2 15","178 199",13,"76.92%","92.31%"
"1940","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26397.t1",-0.0176345153062083,0.977548201536739,0.999610930147471,155,-21.04,"2 21","277 299",20,"70.00%","75.00%"
"1941","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g21089.t1",0.0489839008589025,0.937656710648824,0.999610930147471,145,-20.13,"2 18","513 534",16,"62.50%","75.00%"
"1942","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g20153.t1",0.712381973619729,0.176958576239413,0.899658336063542,178,-24.35,"2 21","332 355",21,"85.71%","90.48%"
"1943","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g30174.t1",-0.545133334427711,0.34201505672768,0.963617152970834,173,-26.35,"2 18","80 101",16,"87.50%","93.75%"
"1944","Cluster_2859","Pocillopora_meandrina_HIv1___RNAseq.g664.t1",0.506697286814514,0.383633988023016,0.967903306776112,167,-21.6,"2 21","890 913",21,"71.43%","85.71%"
"1945","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29757.t1",-0.834528914825947,0.0787648930582355,0.825560640900936,151,-25.26,"2 21","655 677",20,"70.00%","70.00%"
"1946","Cluster_36","Pocillopora_meandrina_HIv1___RNAseq.g26426.t1",-0.480880371463337,0.412216726790332,0.969384112656508,178,-23.66,"2 19","567 587",17,"88.24%","94.12%"
"1947","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.3765_t",0.704227863811228,0.184287312233876,0.902323725692756,154,-21.23,"2 21","408 428",19,"73.68%","73.68%"
"1948","Cluster_1953","Pocillopora_meandrina_HIv1___TS.g2518.t1",-0.190275567113737,0.759203534314262,0.985612056872878,151,-25.54,"2 21","408 435",25,"64.00%","68.00%"
"1949","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g27211.t1",0.13510495845379,0.828503793008128,0.994770429144229,159,-21.47,"2 20","892 917",22,"81.82%","81.82%"
"1950","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g18032.t1",-0.621348601127835,0.263233178953532,0.940894131807694,160,-21.05,"2 18","570 592",17,"82.35%","82.35%"
"1951","Cluster_925","Pocillopora_meandrina_HIv1___TS.g22642.t1",-0.214873046510696,0.72853522104952,0.983488024952819,166,-25.3,"2 21","130 156",24,"75.00%","79.17%"
"1952","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g17734.t1",-0.474689372965879,0.419141411196629,0.969388210786472,162,-22.58,"2 21","874 894",19,"73.68%","84.21%"
"1953","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g8061.t1",-0.949659786805903,0.0134554931121748,0.674410729954476,153,-20.87,"2 16","599 619",14,"78.57%","92.86%"
"1954","Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g17874.t1",0.788152733054926,0.113256220960939,0.864066554431119,171,-25.91,"2 20","922 942",18,"83.33%","83.33%"
"1955","Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g23941.t1",0.263841694071191,0.668005593631133,0.978872410042939,157,-20.54,"2 21","341 363",21,"76.19%","76.19%"
"1956","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g11924.t1",-0.385653632384932,0.521429348818489,0.973552982047016,165,-20.88,"2 19","837 859",18,"77.78%","88.89%"
"1957","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g18897.t1",-0.144292692916076,0.816920360489472,0.99397323403361,163,-20.97,"2 20","408 429",18,"72.22%","83.33%"
"1958","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g10916.t1",0.59964709019815,0.285116510285448,0.947795097801678,158,-25.29,"2 21","673 693",19,"63.16%","89.47%"
"1959","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g29694.t1",0.0059206853705544,0.992461593297296,0.999610930147471,162,-20.99,"2 20","507 531",21,"71.43%","80.95%"
"1960","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g29694.t1",-0.830204382670545,0.081816524390609,0.825560640900936,166,-21.37,"2 20","508 531",21,"76.19%","80.95%"
"1961","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g29694.t1",-0.0402498685229352,0.948766116419718,0.999610930147471,167,-22.29,"2 21","26 48",20,"80.00%","80.00%"
"1962","Cluster_1938","Pocillopora_meandrina_HIv1___TS.g19727.t2",0.233789909806693,0.705063785349721,0.982185628634329,154,-25.1,"2 15","276 298",13,"76.92%","92.31%"
