"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","given_miRNA_name"
"Cluster_3367","FUN_042638",0.305628618380651,0.617007570152039,0.998649612991003,146,-22.24,"2 11","4443 4466",9,"88.89%","100.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042646",-0.251596817157385,0.683069492168376,0.998649612991003,162,-26.41,"2 23","2 25",21,"71.43%","71.43%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042591",0.251516022014902,0.683169055660225,0.998649612991003,146,-20.25,"2 15","3259 3282",13,"69.23%","84.62%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043574",-0.119429671206932,0.848299686594158,0.998649612991003,165,-20.38,"2 22","7921 7944",20,"70.00%","80.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043592",-0.277638862616485,0.651094737740985,0.998649612991003,160,-21.04,"2 18","4245 4269",17,"76.47%","88.24%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043593",0.520492946497618,0.368562710773969,0.998649612991003,144,-23.98,"2 15","13529 13551",13,"76.92%","84.62%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043593",0.520492946497618,0.368562710773969,0.998649612991003,167,-22.52,"2 23","8288 8311",22,"77.27%","81.82%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043597",0.616426967079483,0.268155309105243,0.998649612991003,163,-23.04,"2 22","4187 4209",20,"60.00%","95.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043601",0.183067618468776,0.768219640891497,0.998649612991003,158,-22.21,"2 23","13953 13983",28,"71.43%","75.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042793",-0.0163017641313675,0.979244868607127,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043636",0.285822276784255,0.641097378841431,0.998649612991003,152,-21.65,"2 15","4522 4544",13,"84.62%","92.31%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042878",-0.157382746591844,0.800444401948349,0.998649612991003,144,-23.52,"2 23","12619 12648",27,"59.26%","66.67%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042878",-0.157382746591844,0.800444401948349,0.998649612991003,169,-21.64,"2 19","10751 10775",18,"77.78%","94.44%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042885",-0.230588770267015,0.709028211293223,0.998649612991003,161,-21.35,"2 18","2586 2609",16,"75.00%","87.50%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042892",-0.71589324695366,0.173829074626589,0.998649612991003,161,-21.35,"2 18","19571 19594",16,"75.00%","87.50%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042795",0.00189945969106662,0.997581534261988,0.999714627173974,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042897",-0.567677791241294,0.318165240848823,0.998649612991003,156,-22.99,"2 22","1372 1397",22,"63.64%","77.27%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042899",0.108651150661611,0.861933725952529,0.998649612991003,161,-21.35,"2 18","359 382",16,"75.00%","87.50%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042903",0.351867756707179,0.561412627587014,0.998649612991003,161,-21.35,"2 18","56222 56245",16,"75.00%","87.50%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042905",0.616218657435484,0.268364174520424,0.998649612991003,169,-31.49,"2 23","1638 1662",22,"63.64%","90.91%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042907",0.647507278689418,0.23749009348799,0.998649612991003,168,-24.68,"2 23","1795 1817",21,"71.43%","85.71%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042932",-0.385547300539405,0.521554264775377,0.998649612991003,159,-20.35,"2 19","18944 18965",17,"76.47%","88.24%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042953",0.258606735191756,0.674439508324907,0.998649612991003,169,-23.91,"2 23","3455 3479",22,"72.73%","81.82%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043007",0.77516221573436,0.123571896039527,0.998649612991003,148,-23.14,"2 22","721 745",21,"57.14%","76.19%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043012",0.748732199210609,0.145362473847803,0.998649612991003,153,-20.41,"2 19","7272 7296",18,"61.11%","88.89%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043014",0.446698648732788,0.450771371831062,0.998649612991003,153,-20.86,"2 23","2229 2255",24,"62.50%","70.83%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043040",-0.418784781142258,0.482810682331139,0.998649612991003,152,-20.73,"2 15","6112 6134",13,"84.62%","92.31%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042813",0.12328145533493,0.843431692595944,0.998649612991003,156,-26.55,"2 23","3684 3709",23,"65.22%","78.26%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042788",0.00185781753650207,0.997634554606342,0.999722967761679,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043127",0.44891729869557,0.448245569755884,0.998649612991003,167,-23.79,"2 16","8290 8313",14,"85.71%","100.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042817",0.525266574704941,0.363381817380954,0.998649612991003,157,-21.4,"2 15","22407 22431",14,"85.71%","92.86%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043182",0.126515662124441,0.83934601975657,0.998649612991003,157,-26.86,"2 23","2456 2481",23,"60.87%","78.26%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043218",0.145566663524758,0.81531541672544,0.998649612991003,176,-24.59,"2 23","22246 22268",21,"80.95%","85.71%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043236",0.690931125131521,0.196417395725181,0.998649612991003,148,-21.62,"2 23","23946 23968",21,"57.14%","76.19%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043237",0.455910199980519,0.440305257885649,0.998649612991003,160,-24.92,"2 23","9329 9354",23,"65.22%","82.61%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043258",0.497321336678826,0.393958498941912,0.998649612991003,157,-20.75,"2 23","23207 23232",23,"60.87%","78.26%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043261",0.865488731464169,0.0580108591551473,0.96546924320845,158,-21.74,"2 23","30378 30399",21,"71.43%","80.95%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043279",0.728755831026333,0.162503728087912,0.998649612991003,163,-24.21,"2 22","209 231",20,"65.00%","90.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043286",-0.586900952567674,0.298180562725824,0.998649612991003,160,-20.26,"2 22","4963 4987",21,"66.67%","80.95%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043290",0.289433062423504,0.636694261937101,0.998649612991003,161,-23.92,"2 23","19129 19153",22,"68.18%","77.27%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043304",-0.221043872504368,0.720867190953696,0.998649612991003,161,-20.1,"2 23","3279 3303",22,"68.18%","77.27%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043305",-0.256561707267712,0.676955454877229,0.998649612991003,161,-20.44,"2 23","132 156",22,"68.18%","77.27%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042833",0.340152394334907,0.575407608938296,0.998649612991003,155,-24.26,"2 22","3764 3792",25,"64.00%","76.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043323",-0.93742961235969,0.0186109485528009,0.85267300787631,145,-22.01,"2 16","1678 1700",14,"64.29%","92.86%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042835",0.799320738606911,0.10460734747953,0.998649612991003,160,-20.29,"2 18","2257 2282",18,"77.78%","83.33%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043347",0.222747837556172,0.718751721767137,0.998649612991003,147,-20.97,"2 17","14623 14650",19,"68.42%","73.68%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042837",0.640843846610973,0.243979391612391,0.998649612991003,173,-23.36,"2 22","8507 8530",20,"75.00%","85.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043348",0.534545509750966,0.353362688675674,0.998649612991003,172,-28.43,"2 23","13985 14007",21,"76.19%","85.71%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042838",-0.254565980257736,0.679412110612618,0.998649612991003,184,-24.7,"2 21","682 705",19,"84.21%","94.74%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043367",0.0695342197051112,0.911537677125737,0.998649612991003,174,-24.75,"2 21","1867 1889",19,"78.95%","94.74%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042790",0.0273076976590352,0.965235081245435,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042843",-0.141072576754834,0.820978388923146,0.998649612991003,168,-23.12,"2 23","5206 5231",23,"78.26%","78.26%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043400",-0.228295799812356,0.711869825601935,0.998649612991003,163,-20.04,"2 23","2321 2344",22,"72.73%","81.82%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043440",0.475668947161438,0.41804398494174,0.998649612991003,165,-21.43,"2 22","6725 6748",20,"70.00%","80.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043465",0.372206721631324,0.537273520214279,0.998649612991003,158,-23.47,"2 23","2824 2847",21,"61.90%","76.19%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043468",-0.648431388027472,0.236593907305943,0.998649612991003,164,-20.05,"2 21","15772 15795",19,"63.16%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043491",0.23231000823958,0.706896170562668,0.998649612991003,155,-24.22,"2 23","2477 2500",22,"63.64%","81.82%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043507",0.510184162796966,0.379811040895346,0.998649612991003,149,-22.75,"2 22","2329 2354",23,"60.87%","82.61%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043539",0.286824517286207,0.639874712771195,0.998649612991003,158,-20.06,"2 21","15960 15986",22,"72.73%","77.27%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_042857",-0.255783380445424,0.677913382847104,0.998649612991003,164,-20.13,"2 22","647 671",21,"71.43%","80.95%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043560",0.0974366009569685,0.876136449295068,0.998649612991003,160,-23.65,"2 23","4089 4118",27,"66.67%","74.07%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043567",0.509533671517231,0.380523533433942,0.998649612991003,156,-20.7,"2 23","10024 10050",24,"66.67%","75.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043567",0.509533671517231,0.380523533433942,0.998649612991003,171,-23.8,"2 23","591 615",23,"78.26%","82.61%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043708",NA,NA,NA,167,-20.71,"2 21","798 822",20,"75.00%","85.00%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043762",0.143662628319482,0.817714225223214,0.998649612991003,160,-20.73,"2 21","11300 11323",19,"63.16%","84.21%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043879",-0.00159609324935623,0.997967791820682,0.999745459510062,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043883",0.0280307436828203,0.964314822946101,0.998649612991003,160,-22.11,"2 21","958 981",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043887",0.0452358700397704,0.942423550453783,0.998649612991003,160,-22.11,"2 21","3339 3362",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043890",-0.156225872364737,0.801899158685615,0.998649612991003,160,-22.11,"2 21","2366 2389",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_043924",NA,NA,NA,153,-25.3,"2 23","676 701",23,"65.22%","69.57%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044053",0.00815611791751545,0.989615423272573,0.998929520526841,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044131",0.00647306833574367,0.991758290975366,0.998929520526841,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044135",-0.0912542792371443,0.883972902080499,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044140",-0.0159402970037626,0.97970504303713,0.998649612991003,178,-25.36,"2 23","1005 1026",21,"85.71%","90.48%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044204",-0.00497198891203984,0.993669493183809,0.999202864321138,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044206",0.0138670661099469,0.982344468940413,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044211",0.0351748939894889,0.955223171138442,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044222",0.00441909218420705,0.99437345539223,0.999304037809615,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044229",0.00714111289322816,0.990907729949638,0.998929520526841,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044238",0.0272323562407303,0.965330973243404,0.998649612991003,160,-22.11,"2 21","3339 3362",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044242",0.0337498995340876,0.957036452538146,0.998649612991003,160,-22.11,"2 21","6551 6574",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044244",0.0308363446508317,0.96074416971449,0.998649612991003,160,-22.11,"2 21","3870 3893",19,"57.89%","89.47%","CDS","apul-mir-novel-29"
"Cluster_3367","FUN_044282",0.743152506328438,0.150093971581304,0.998649612991003,146,-21.5,"2 15","1517 1540",13,"69.23%","84.62%","CDS","apul-mir-novel-29"
"Cluster_3437","FUN_001237",-0.384024587496552,0.523343768376,0.998649612991003,176,-22.66,"2 21","4858 4880",19,"78.95%","89.47%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001366",0.06120203558355,0.922123822491391,0.998649612991003,173,-23.04,"2 22","6835 6857",20,"75.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001422",-0.572898454516389,0.312704984029295,0.998649612991003,178,-21.25,"2 19","4542 4564",17,"88.24%","94.12%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001425",-0.670430772531238,0.215537933104601,0.998649612991003,165,-21.83,"2 20","5681 5702",18,"83.33%","83.33%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001530",-0.668777228314537,0.217101620362321,0.998649612991003,164,-20.07,"2 21","11466 11488",19,"73.68%","78.95%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001631",0.124856459866275,0.841441828957643,0.998649612991003,162,-20.63,"2 22","16069 16094",23,"73.91%","82.61%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001743",0.930488545649681,0.0217689553708519,0.892661273341612,162,-20.28,"2 22","36404 36428",23,"73.91%","78.26%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001749",0.179561578850545,0.77260967615443,0.998649612991003,166,-20.05,"2 19","1018 1040",17,"76.47%","88.24%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001882",0.660137894302571,0.22532208082515,0.998649612991003,158,-21.48,"2 22","4097 4122",24,"70.83%","75.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_000362",-0.109940279163327,0.860302189667705,0.998649612991003,166,-20.19,"2 22","6867 6889",21,"76.19%","85.71%","CDS","apul-mir-2030"
"Cluster_3437","FUN_000578",-0.844173609477296,0.0720899077234903,0.987857164954774,171,-21.54,"2 22","13702 13723",20,"75.00%","90.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_000184",-0.255945219808958,0.677714181758423,0.998649612991003,162,-20.14,"2 22","5384 5404",20,"70.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_000953",-0.0101827731985739,0.987035114548251,0.998929520526841,174,-22.72,"2 19","2720 2742",17,"88.24%","88.24%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001029",0.697082408918978,0.19077859411178,0.998649612991003,166,-22.93,"2 22","428 448",20,"75.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001065",-0.839292728163793,0.0754450550889292,0.99821227472325,178,-22.75,"2 19","14318 14340",17,"82.35%","100.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_001211",0.758880514055317,0.136872168853982,0.998649612991003,176,-21.9,"2 22","4087 4110",21,"80.95%","85.71%","CDS","apul-mir-2030"
"Cluster_3437","FUN_003578",-0.583028250676282,0.302179788404434,0.998649612991003,166,-20.65,"2 20","6021 6047",22,"72.73%","81.82%","CDS","apul-mir-2030"
"Cluster_3437","FUN_003711",0.296591318837088,0.6279801420117,0.998649612991003,162,-21.1,"2 22","3355 3384",27,"74.07%","74.07%","CDS","apul-mir-2030"
"Cluster_3437","FUN_002477",-0.108000077569152,0.862757819832155,0.998649612991003,176,-21.9,"2 22","29669 29692",21,"80.95%","85.71%","CDS","apul-mir-2030"
"Cluster_3437","FUN_004373",-0.886692575786171,0.0449985941716505,0.96546924320845,170,-24.04,"2 20","13360 13384",20,"80.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_004432",0.311993227390471,0.609299993708076,0.998649612991003,172,-20.8,"2 18","1496 1519",17,"88.24%","94.12%","CDS","apul-mir-2030"
"Cluster_3437","FUN_004764",-0.763617456028164,0.132961159288844,0.998649612991003,164,-20.44,"2 22","15080 15103",21,"71.43%","80.95%","CDS","apul-mir-2030"
"Cluster_3437","FUN_002529",-0.446238398547564,0.451295732053837,0.998649612991003,181,-24.85,"2 22","47469 47491",20,"80.00%","90.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_005253",-0.797734971388396,0.105822736467561,0.998649612991003,169,-21.06,"2 20","3071 3092",18,"83.33%","88.89%","CDS","apul-mir-2030"
"Cluster_3437","FUN_005390",-0.126158511319501,0.839797114630409,0.998649612991003,176,-21.9,"2 22","41204 41227",21,"80.95%","85.71%","CDS","apul-mir-2030"
"Cluster_3437","FUN_002650",-0.750649136324007,0.143747234832427,0.998649612991003,164,-20.44,"2 22","7421 7444",21,"71.43%","80.95%","CDS","apul-mir-2030"
"Cluster_3437","FUN_002810",-0.702700335273035,0.185669618950131,0.998649612991003,172,-22.86,"2 22","2649 2672",21,"76.19%","85.71%","CDS","apul-mir-2030"
"Cluster_3437","FUN_003399",NA,NA,NA,173,-20.16,"2 22","1160 1182",20,"80.00%","80.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006341",-0.617022408167415,0.267558517975342,0.998649612991003,156,-20.79,"2 22","11063 11086",21,"71.43%","71.43%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006539",-0.229083571700162,0.710893384031456,0.998649612991003,167,-20.07,"2 21","496 519",20,"75.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006548",0.106488958043516,0.864670740351935,0.998649612991003,167,-20.07,"2 21","23885 23908",20,"75.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006857",-0.609268947889718,0.275357059923803,0.998649612991003,174,-21.46,"2 21","9415 9436",19,"84.21%","89.47%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006944",-0.293381535428794,0.631885105433001,0.998649612991003,164,-20.14,"2 22","5458 5477",20,"80.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_007066",-0.988399436259561,0.0014972535317831,0.545343267336266,184,-21.9,"2 21","3415 3437",19,"84.21%","94.74%","CDS","apul-mir-2030"
"Cluster_3437","FUN_007150",0.560958113157559,0.325228484290176,0.998649612991003,167,-20.51,"2 22","8691 8715",22,"77.27%","81.82%","CDS","apul-mir-2030"
"Cluster_3437","FUN_007184",-0.31609666702963,0.604339661846828,0.998649612991003,162,-20.4,"2 22","5585 5607",21,"76.19%","80.95%","CDS","apul-mir-2030"
"Cluster_3437","FUN_005996",0.803144271244298,0.1016944149426,0.998649612991003,182,-26.25,"2 19","11100 11122",17,"94.12%","94.12%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006135",0.949855477317013,0.0133775091712898,0.773501915235558,172,-21.72,"2 21","21429 21451",19,"73.68%","89.47%","CDS","apul-mir-2030"
"Cluster_3437","FUN_006212",-0.789767308682028,0.111993082772963,0.998649612991003,162,-21.8,"2 22","8487 8514",25,"72.00%","80.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_008373",-0.488346010953287,0.403901985954742,0.998649612991003,162,-20.28,"2 22","2757 2781",23,"73.91%","78.26%","CDS","apul-mir-2030"
"Cluster_3437","FUN_008415",-0.706309784997848,0.182408066567949,0.998649612991003,163,-22.12,"2 22","10512 10533",20,"70.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_008437",-0.804028117692468,0.101024620895639,0.998649612991003,158,-20.41,"2 22","125 149",23,"73.91%","73.91%","CDS","apul-mir-2030"
"Cluster_3437","FUN_008551",-0.140545295113017,0.821643055892835,0.998649612991003,164,-20.14,"2 22","11920 11939",20,"80.00%","85.00%","CDS","apul-mir-2030"
"Cluster_3437","FUN_007627",NA,NA,NA,172,-21.21,"2 21","89 111",19,"78.95%","84.21%","CDS","apul-mir-2030"
"Cluster_3437","FUN_007733",0.0132110832324425,0.983179615711281,0.998649612991003,150,-20.61,"2 20","1107 1134",23,"65.22%","69.57%","CDS","apul-mir-2030"
