"miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"Cluster_19193","FUN_041885",0.92743388938017,0.0232086585913671,0.908159646324783,150,-23.49,"2 21","563 586",21,"66.67%","76.19%","5UTR"
"Cluster_1951","FUN_028202",0.883284845441539,0.0470187993587836,0.96546924320845,164,-20.1,"2 18","225 249",19,"78.95%","84.21%","5UTR"
"Cluster_2463","FUN_011776",-0.881986571304458,0.0477958101248315,0.96546924320845,166,-22.85,"2 15","708 729",13,"92.31%","100.00%","5UTR"
"Cluster_2463","FUN_026224",-0.918889531002497,0.0273900977793748,0.914225011702335,170,-22.22,"2 19","626 647",17,"82.35%","88.24%","5UTR"
"Cluster_2463","FUN_032570",-0.938017528226937,0.0183509130569202,0.84924523307487,165,-21.11,"2 20","209 235",23,"78.26%","78.26%","5UTR"
"Cluster_2859","FUN_014265",-0.931279125886388,0.0214012302287549,0.888803861972416,150,-20.67,"2 11","457 479",9,"100.00%","100.00%","5UTR"
"Cluster_2859","FUN_031451",-0.902528701059085,0.0359911108439191,0.960663545556015,155,-22,"2 21","128 151",20,"70.00%","75.00%","5UTR"
"Cluster_3250","FUN_009872",0.89615487461459,0.0395393787541867,0.96546924320845,155,-21.82,"2 21","47 69",20,"70.00%","75.00%","5UTR"
"Cluster_3250","FUN_014246",0.977388854104582,0.00406760929145237,0.545343267336266,155,-21.82,"2 21","700 726",24,"62.50%","75.00%","5UTR"
"Cluster_3250","FUN_015195",0.961884328530676,0.00888158585378557,0.706856173382899,159,-20.47,"2 21","631 653",20,"75.00%","75.00%","5UTR"
"Cluster_3250","FUN_015203",0.894708329017732,0.0403593442331659,0.96546924320845,167,-20.56,"2 21","613 635",20,"80.00%","80.00%","5UTR"
"Cluster_3250","FUN_028335",0.923341956285464,0.025183297298785,0.914225011702335,159,-22.16,"2 21","660 685",23,"65.22%","78.26%","5UTR"
"Cluster_3250","FUN_037791",0.917398931019132,0.0281421272777153,0.918255856474412,163,-21.57,"2 21","402 425",21,"66.67%","85.71%","5UTR"
"Cluster_3250","FUN_040185",0.988932570223591,0.00139534540683829,0.545343267336266,170,-22.32,"2 19","70 91",17,"82.35%","88.24%","5UTR"
"Cluster_3250","FUN_041481",0.957800731859933,0.010340057452146,0.72597757807112,160,-20.04,"2 21","70 91",19,"68.42%","78.95%","5UTR"
"Cluster_3366","FUN_000032",0.891526402261366,0.0421817209849842,0.96546924320845,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_008159",0.888310868864341,0.0440491206471639,0.96546924320845,150,-20.27,"2 15","548 571",13,"76.92%","84.62%","5UTR"
"Cluster_3366","FUN_009913",0.918383537121283,0.0276446437746941,0.914225011702335,155,-25.03,"2 23","243 266",22,"63.64%","81.82%","5UTR"
"Cluster_3366","FUN_011780",0.975875310655402,0.00448176009061027,0.567287002913177,166,-21.14,"2 23","596 619",21,"71.43%","76.19%","5UTR"
"Cluster_3366","FUN_015328",-0.90717533346543,0.0334724658713757,0.945300818699888,149,-21.46,"2 23","395 422",25,"60.00%","68.00%","5UTR"
"Cluster_3366","FUN_017186",0.888310868864341,0.0440491206471639,0.96546924320845,164,-20.6,"2 22","948 972",21,"76.19%","76.19%","5UTR"
"Cluster_3366","FUN_017733",0.888310868864341,0.0440491206471639,0.96546924320845,166,-21.78,"2 22","531 555",22,"77.27%","81.82%","5UTR"
"Cluster_3366","FUN_018722",-0.953396246749971,0.0119923897866854,0.766084851142397,156,-21.44,"2 20","453 476",19,"68.42%","89.47%","5UTR"
"Cluster_3366","FUN_023087",0.958597848949196,0.0100496880876405,0.718962589136623,154,-23.35,"2 22","74 97",21,"61.90%","85.71%","5UTR"
"Cluster_3366","FUN_023088",0.932966099845924,0.020623381040161,0.8790205629087,155,-23.02,"2 23","146 169",22,"63.64%","81.82%","5UTR"
"Cluster_3366","FUN_026893",0.888310868864341,0.0440491206471639,0.96546924320845,161,-20.26,"2 22","175 196",20,"75.00%","85.00%","5UTR"
"Cluster_3366","FUN_027876",0.967233906575093,0.00708475369867559,0.677079544727381,163,-21.62,"2 22","117 142",22,"72.73%","81.82%","5UTR"
"Cluster_3366","FUN_028854",0.921417672351699,0.0261297157538886,0.914225011702335,155,-23.16,"2 23","3 33",28,"67.86%","71.43%","5UTR"
"Cluster_3366","FUN_031249",0.888310868864341,0.0440491206471639,0.96546924320845,152,-22.24,"2 21","19 42",19,"57.89%","78.95%","5UTR"
"Cluster_3366","FUN_032154",0.957243531573967,0.0105446337589655,0.731118007169259,160,-24.78,"2 22","864 888",21,"61.90%","85.71%","5UTR"
"Cluster_3366","FUN_032232",0.96439974896939,0.00802011548109675,0.681594235929287,155,-22.08,"2 23","776 799",22,"59.09%","86.36%","5UTR"
"Cluster_3366","FUN_032691",0.900586230945934,0.0370611720882712,0.96546924320845,157,-24.95,"2 23","505 529",22,"59.09%","81.82%","5UTR"
"Cluster_3366","FUN_038971",0.932592016097603,0.0207950620315777,0.881826860106392,163,-20.7,"2 22","680 702",20,"65.00%","90.00%","5UTR"
"Cluster_3366","FUN_042799",0.884251517993552,0.0464428750660863,0.96546924320845,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_042801",0.887347361457904,0.0446136495919161,0.96546924320845,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_043882",0.893055275950466,0.0413028988805003,0.96546924320845,160,-20.74,"2 21","599 622",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_043896",0.893432970479828,0.0410867017355556,0.96546924320845,160,-20.74,"2 21","599 622",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_043935",0.91158910538012,0.031134913357715,0.926379705099553,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_044215",0.892928995182587,0.0413752640492101,0.96546924320845,160,-20.74,"2 21","599 622",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_044219",0.886992142476146,0.0448223505718219,0.96546924320845,160,-20.74,"2 21","558 581",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_044227",0.88804434305194,0.0442050526222555,0.96546924320845,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_044295",0.908846954076218,0.0325807956614736,0.937575331026227,160,-20.74,"2 21","561 584",19,"57.89%","89.47%","5UTR"
"Cluster_3366","FUN_044303",0.879552518369712,0.049263382060669,0.96546924320845,160,-20.74,"2 21","598 621",19,"57.89%","89.47%","5UTR"
"Cluster_3367","FUN_001440",-0.952019915981124,0.0125249160687102,0.766084851142397,147,-20.21,"2 21","146 174",24,"58.33%","70.83%","5UTR"
"Cluster_3367","FUN_008805",0.941418722908787,0.0168701383652224,0.840916683664362,141,-21.14,"2 23","395 419",22,"54.55%","68.18%","5UTR"
"Cluster_3367","FUN_016529",-0.930603056722605,0.021715566971918,0.891886345305062,168,-20.93,"2 23","428 450",21,"71.43%","85.71%","5UTR"
"Cluster_3367","FUN_019245",0.878980986083954,0.0496100059008085,0.96546924320845,179,-23.06,"2 22","265 287",20,"85.00%","90.00%","5UTR"
"Cluster_3367","FUN_022249",0.882410312215033,0.0475417604341827,0.96546924320845,157,-22.56,"2 19","741 765",18,"66.67%","88.89%","5UTR"
"Cluster_3367","FUN_037320",0.981281597349474,0.0030655886112208,0.545343267336266,162,-20.26,"2 22","110 138",25,"72.00%","80.00%","5UTR"
"Cluster_3367","FUN_040132",-0.915189052281455,0.0292690250295648,0.922979388371587,152,-21.36,"2 17","519 542",15,"73.33%","80.00%","5UTR"
"Cluster_3437","FUN_005958",0.889506050139988,0.0433520299891732,0.96546924320845,162,-20.76,"2 15","369 391",13,"92.31%","92.31%","5UTR"
"Cluster_3437","FUN_018083",0.975962148179331,0.0044576420663528,0.566267752670525,172,-23.69,"2 22","909 934",23,"73.91%","82.61%","5UTR"
"Cluster_3437","FUN_032331",0.938206201678588,0.0182677148461697,0.847898695599974,162,-20.28,"2 22","529 553",23,"73.91%","78.26%","5UTR"
"Cluster_4220","FUN_001407",0.957687780888371,0.0103814212978572,0.726530614823416,163,-28.5,"2 20","523 544",18,"72.22%","83.33%","5UTR"
"Cluster_4220","FUN_001668",-0.921755480007526,0.0259627587270485,0.914225011702335,145,-21.14,"2 21","402 429",25,"68.00%","68.00%","5UTR"
"Cluster_4220","FUN_002087",0.908545392368893,0.0327410829747855,0.9389323765789,164,-20.4,"2 18","791 813",17,"82.35%","88.24%","5UTR"
"Cluster_4220","FUN_002745",-0.892069215329199,0.0418690297751926,0.96546924320845,164,-22.94,"2 21","899 920",19,"73.68%","78.95%","5UTR"
"Cluster_4220","FUN_010846",-0.941058121542587,0.0170252068234786,0.843659699016479,147,-22.65,"2 12","158 179",10,"90.00%","90.00%","5UTR"
"Cluster_4220","FUN_010632",-0.938803435324594,0.0180051673281742,0.847898695599974,181,-28.1,"2 18","422 443",16,"93.75%","100.00%","5UTR"
"Cluster_4220","FUN_012637",-0.936812763880028,0.0188850546603082,0.856974339863655,164,-25.53,"2 21","835 856",19,"73.68%","78.95%","5UTR"
"Cluster_4220","FUN_013515",-0.899030295188651,0.0379254858142097,0.96546924320845,151,-20.08,"2 19","507 533",22,"72.73%","77.27%","5UTR"
"Cluster_4220","FUN_017909",0.89831940025494,0.0383224937810109,0.96546924320845,140,-20.24,"2 9","968 989",7,"100.00%","100.00%","5UTR"
"Cluster_4220","FUN_023915",0.898029169702219,0.0384849551033252,0.96546924320845,155,-20.52,"2 17","679 705",20,"75.00%","75.00%","5UTR"
"Cluster_4220","FUN_036552",-0.893956016597681,0.040787900204741,0.96546924320845,145,-23.37,"2 10","569 590",8,"100.00%","100.00%","5UTR"
"Cluster_4220","FUN_041990",-0.888309821684299,0.0440497329617929,0.96546924320845,172,-20.8,"2 21","520 541",19,"78.95%","84.21%","5UTR"
"Cluster_4254","FUN_017256",0.89309153135927,0.0412821301704677,0.96546924320845,167,-22.66,"2 20","849 870",18,"77.78%","83.33%","5UTR"
"Cluster_4254","FUN_019437",-0.975593853924566,0.00456022569432882,0.571809917871331,166,-21.26,"2 21","151 171",19,"78.95%","84.21%","5UTR"
"Cluster_4254","FUN_022533",0.930205888740329,0.0219009197131708,0.894396619595609,163,-21.97,"2 21","587 605",19,"84.21%","84.21%","5UTR"
"Cluster_4254","FUN_024070",0.926745460191873,0.0235372184020425,0.911947326397717,165,-21.14,"2 21","381 402",20,"80.00%","85.00%","5UTR"
"Cluster_4254","FUN_035209",0.900052880348446,0.0373567289609315,0.96546924320845,156,-21.82,"2 13","950 971",11,"90.91%","100.00%","5UTR"
"Cluster_4254","FUN_038740",0.930579025063576,0.0217267677135762,0.89203522164705,157,-20.16,"2 19","66 89",19,"68.42%","84.21%","5UTR"
"Cluster_4254","FUN_042379",0.988405531088292,0.00149607509505869,0.545343267336266,159,-21.75,"2 21","144 166",20,"75.00%","75.00%","5UTR"
"Cluster_5012","FUN_003899",0.93576275079708,0.0193546241966712,0.863699988344656,170,-20.21,"2 19","496 516",17,"82.35%","88.24%","5UTR"
"Cluster_5012","FUN_020904",0.924178193615415,0.0247755362242097,0.911947326397717,182,-31.86,"2 20","349 370",19,"89.47%","94.74%","5UTR"
"Cluster_5899","FUN_002566",0.903265053479815,0.0355880971760341,0.957664587191558,170,-20.28,"2 21","313 333",19,"78.95%","89.47%","5UTR"
"Cluster_5900","FUN_005821",0.956155762038839,0.0109477699888632,0.741654435404038,168,-22.02,"2 21","178 199",19,"73.68%","84.21%","5UTR"
"Cluster_5900","FUN_012649",0.957034210047625,0.010621824733579,0.733093745201711,152,-21.05,"2 15","15 35",13,"84.62%","92.31%","5UTR"
"Cluster_5900","FUN_015028",0.933879547826936,0.0202061091457408,0.874257567069394,143,-22.48,"2 12","290 311",10,"80.00%","90.00%","5UTR"
"Cluster_5900","FUN_038633",-0.965103191651987,0.00778441455860867,0.677119396353841,157,-22.22,"2 21","780 803",22,"68.18%","81.82%","5UTR"
"Cluster_5981","FUN_001091",-0.94919046502068,0.0136431226061678,0.778166556535932,158,-20.52,"2 17","356 377",15,"86.67%","86.67%","5UTR"
"Cluster_5981","FUN_001097",0.882027778531644,0.0477710859419588,0.96546924320845,161,-20.89,"2 22","688 710",20,"65.00%","80.00%","5UTR"
"Cluster_5981","FUN_006500",-0.894410846240038,0.0405286335642607,0.96546924320845,147,-27.75,"2 21","108 131",20,"65.00%","70.00%","5UTR"
"Cluster_5981","FUN_008007",-0.968997374347523,0.00652231200384553,0.658486062946931,169,-22.26,"2 21","918 938",19,"84.21%","84.21%","5UTR"
"Cluster_5981","FUN_011318",0.965113242711184,0.00778106354057353,0.677079544727381,155,-20.63,"2 21","113 136",20,"65.00%","80.00%","5UTR"
"Cluster_5981","FUN_013935",0.930472492799245,0.0217764430676389,0.892744982228573,156,-22.65,"2 22","763 788",23,"65.22%","73.91%","5UTR"
"Cluster_5981","FUN_012288",0.893031086131064,0.0413167577320748,0.96546924320845,162,-24.74,"2 21","369 390",19,"73.68%","84.21%","5UTR"
"Cluster_5981","FUN_015710",0.965113242711184,0.00778106354057353,0.677079544727381,166,-20.09,"2 19","201 223",17,"76.47%","88.24%","5UTR"
"Cluster_5981","FUN_015899",0.976345500765667,0.00435168569896906,0.560837554569365,164,-21.55,"2 22","724 748",22,"68.18%","81.82%","5UTR"
"Cluster_5981","FUN_016408",0.882503662335206,0.0474858508919343,0.96546924320845,164,-25.89,"2 21","435 457",21,"80.95%","80.95%","5UTR"
"Cluster_5981","FUN_017878",0.955176839284348,0.0113147738194874,0.751036153135827,150,-26.93,"2 21","253 274",19,"68.42%","73.68%","5UTR"
"Cluster_5981","FUN_026071",0.895659653137019,0.0398194885092122,0.96546924320845,156,-24.01,"2 22","906 929",21,"66.67%","76.19%","5UTR"
"Cluster_5981","FUN_028935",0.965113242711184,0.00778106354057356,0.677079544727381,157,-21.6,"2 22","101 121",20,"75.00%","80.00%","5UTR"
"Cluster_5981","FUN_031678",0.896430071320954,0.0393839930304947,0.96546924320845,165,-24.55,"2 22","729 751",20,"75.00%","75.00%","5UTR"
"Cluster_5981","FUN_033018",0.916069333514307,0.0288184336798294,0.922979388371587,173,-23.07,"2 20","126 147",18,"83.33%","94.44%","5UTR"
"Cluster_5981","FUN_034394",0.938825765156593,0.0179953749626708,0.847898695599974,148,-20.89,"2 22","483 508",23,"56.52%","73.91%","5UTR"
"Cluster_5981","FUN_036106",0.886174890214059,0.0453036796430979,0.96546924320845,163,-21.22,"2 21","140 163",20,"75.00%","80.00%","5UTR"
"Cluster_5981","FUN_038282",0.888184785914682,0.0441228641829625,0.96546924320845,165,-22.46,"2 22","435 457",20,"70.00%","80.00%","5UTR"
"Cluster_5981","FUN_037928",0.977058739895605,0.00415680458539133,0.550518750182381,165,-21.95,"2 19","368 391",18,"77.78%","88.89%","5UTR"
"Cluster_5981","FUN_040142",0.965163489389975,0.00776431843436624,0.677079544727381,161,-21.92,"2 22","83 105",20,"60.00%","85.00%","5UTR"
"Cluster_5981","FUN_041165",0.961967546364795,0.00885262692996367,0.706080273818519,164,-21.55,"2 22","747 771",22,"68.18%","81.82%","5UTR"
"Cluster_5981","FUN_041333",0.965113242711184,0.00778106354057353,0.677079544727381,149,-20.51,"2 21","184 206",20,"70.00%","75.00%","5UTR"
"Cluster_5981","FUN_041568",0.965113242711184,0.00778106354057356,0.677079544727381,150,-20.56,"2 21","978 999",19,"63.16%","78.95%","5UTR"
"Cluster_5981","FUN_043365",0.978293672710845,0.00382643437224645,0.545343267336266,157,-22.78,"2 21","347 374",24,"70.83%","79.17%","5UTR"
"Cluster_5981","FUN_043381",0.960612970285246,0.00932784049826585,0.717681557663573,140,-20.03,"2 9","769 791",7,"100.00%","100.00%","5UTR"
"Cluster_15726","Peve_00027432",-0.99995514319204,0.00602991134659825,0.573710369894872,156,-20.62,"2 21","242 264",22,"72.73%","77.27%","3UTR"
"Cluster_4629","Peve_00017735",0.997938030915672,0.0408894104551393,0.909359886114279,145,-20.33,"2 20","661 685",21,"66.67%","71.43%","3UTR"
"Cluster_1167","Peve_00020387",0.997608159669892,0.0440400511406639,0.923878309135209,156,-20.73,"2 21","935 956",19,"68.42%","73.68%","3UTR"
"Cluster_796","Peve_00020926",0.99976239721897,0.0138780829858655,0.720093853779252,161,-25.6,"2 21","197 216",19,"78.95%","78.95%","3UTR"
"Cluster_13502","Peve_00015952",0.997844556977271,0.0418062711782387,0.909359886114279,162,-21.27,"2 19","471 492",17,"76.47%","82.35%","3UTR"
"Cluster_15890","Peve_00013095",-0.99757658370632,0.0443299128918105,0.926127022176621,180,-23.84,"2 21","676 697",19,"84.21%","89.47%","3UTR"
"Cluster_4629","Peve_00034505",0.997938030915673,0.0408894104551382,0.909359886114279,158,-20.97,"2 20","824 846",19,"68.42%","84.21%","3UTR"
"Cluster_4629","Peve_00029667",0.997938030915673,0.0408894104551382,0.909359886114279,154,-20.44,"2 19","313 334",17,"70.59%","76.47%","3UTR"
"Cluster_796","Peve_00031940",-0.999663016871668,0.0165276609923165,0.773377054133803,155,-20.27,"2 21","182 200",19,"78.95%","78.95%","3UTR"
"Cluster_9149","Peve_00008275",1,0,0,159,-24.67,"2 20","190 211",18,"66.67%","83.33%","3UTR"
"Cluster_1167","Peve_00008279",0.999909726776791,0.00855416971793915,0.573710369894872,146,-21.82,"2 20","557 582",22,"63.64%","68.18%","3UTR"
"Cluster_6904","Peve_00026650",-0.998173851896017,0.0384794833063837,0.909359886114279,147,-20.08,"2 21","106 132",24,"58.33%","70.83%","3UTR"
"Cluster_4629","Peve_00010128",0.997938030915672,0.0408894104551393,0.909359886114279,142,-20.17,"2 20","86 111",22,"59.09%","68.18%","3UTR"
"Cluster_6906","Peve_00029665",-0.997478929018431,0.0452146257420912,0.931728931996319,159,-21.73,"2 21","933 956",21,"71.43%","76.19%","3UTR"
"Cluster_9149","Peve_00034585",1,9.48637384723993e-09,6.86838308108347e-06,147,-22.51,"2 12","409 430",10,"80.00%","100.00%","3UTR"
"Cluster_4115","Peve_00008964",-0.999794894490907,0.0128941051315395,0.697679744941,171,-22.26,"2 20","61 82",18,"77.78%","88.89%","3UTR"
"Cluster_2854","Peve_00023739",0.999976082283725,0.004403072548434,0.54328949385489,157,-22.98,"2 20","334 359",22,"72.73%","77.27%","3UTR"
"Cluster_15726","Peve_00020651",-0.998224476405987,0.0379422100483605,0.909359886114279,149,-26.8,"2 21","742 771",27,"66.67%","70.37%","3UTR"
"Cluster_1167","Peve_00027965",0.999909726776791,0.00855416971793389,0.573710369894872,147,-23.67,"2 18","436 460",19,"68.42%","78.95%","3UTR"
"Cluster_4080","Peve_00002333",-0.99984182162055,0.0113233363162533,0.656276085828034,159,-25.73,"2 21","460 487",25,"64.00%","76.00%","3UTR"
"Cluster_9149","Peve_00032772",1,9.48637384723993e-09,6.86838308108347e-06,141,-20.73,"2 14","548 569",12,"66.67%","83.33%","3UTR"
"Cluster_15726","Peve_00027699",-0.99781061214271,0.0421342959844262,0.911075865480802,168,-24.61,"2 21","27 48",19,"78.95%","78.95%","3UTR"
"Cluster_1167","Peve_00023767",0.999909726776791,0.00855416971793389,0.573710369894872,158,-20.46,"2 21","87 107",19,"73.68%","78.95%","3UTR"
"Cluster_11134","Peve_00030028",-0.999412779421733,0.0218181040468405,0.829411399113453,170,-26.78,"2 20","224 247",20,"75.00%","90.00%","3UTR"
"Cluster_15890","Peve_00015742",-0.998127395584257,0.0389660099841794,0.909359886114279,157,-20.18,"2 21","849 868",19,"73.68%","78.95%","3UTR"
"Cluster_4080","Peve_00017580",-0.999998957645573,0.000919184867929113,0.240277133272295,167,-21.45,"2 20","777 798",18,"77.78%","83.33%","3UTR"
"Cluster_9149","Peve_00037587",-0.997642761939907,0.0437202051657,0.921378164792108,140,-21.11,"2 9","365 386",7,"100.00%","100.00%","3UTR"
"Cluster_2787","Peve_00040680",0.999851452010528,0.0109732149417988,0.647820986329688,170,-24.52,"2 21","126 149",21,"80.95%","85.71%","3UTR"
"Cluster_1167","Peve_00043419",0.999909726776791,0.00855416971793389,0.573710369894872,158,-20.65,"2 20","290 312",19,"73.68%","78.95%","3UTR"
"Cluster_14999","Peve_00024854",-0.999571546587002,0.0186364175217764,0.782669382293497,163,-20.02,"2 21","853 876",21,"71.43%","80.95%","3UTR"
"Cluster_589","Peve_00035783",-0.997488611107799,0.0451276831430894,0.931124593466766,163,-30.37,"2 21","547 571",22,"72.73%","77.27%","3UTR"
"Cluster_5882","Peve_00018121",-0.998399871033844,0.0360189079935825,0.909359886114279,165,-20.08,"2 19","46 68",18,"83.33%","83.33%","3UTR"
"Cluster_9149","Peve_00006544",0.999971585054582,0.00479920788265011,0.551398425649056,145,-20.18,"2 10","1 16",8,"100.00%","100.00%","3UTR"
"Cluster_9149","Peve_00022361",-0.999345600152943,0.0230324640380137,0.844680676561554,160,-24.22,"2 13","11 32",11,"100.00%","100.00%","3UTR"
"Cluster_8884","Peve_00013542",-0.998136715854457,0.0388688885892676,0.909359886114279,161,-21.36,"2 19","214 238",21,"76.19%","76.19%","3UTR"
"Cluster_589","Peve_00034862",-0.996949252337422,0.0497403384974724,0.952281411175107,155,-23.55,"2 12","279 300",10,"100.00%","100.00%","3UTR"
"Cluster_1167","Peve_00004995",0.999909726776791,0.00855416971793389,0.573710369894872,142,-20.57,"2 11","93 114",9,"88.89%","88.89%","3UTR"
