# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/Peve-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-71.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-73.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-76.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-79.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Peve-lncRNA-pipeline/RNA-POR-82.sorted.bam
lncRNA_4805	Porites_evermani_scaffold_3052	39542	39851	+	310	0	1	42	0	4
lncRNA_4806	Porites_evermani_scaffold_3053	19214	19556	+	343	6	0	46	6	7
lncRNA_4807	Porites_evermani_scaffold_3053	51971	52276	+	306	88	8	53	15	73
lncRNA_4808	Porites_evermani_scaffold_3053	53627	55291	+	1665	334.60	31.40	201.33	57	623
lncRNA_4809	Porites_evermani_scaffold_3055	23143	23391	+	249	0	4	32	3	11
lncRNA_4810	Porites_evermani_scaffold_3055	12127	12423	+	297	0	0	32.50	10	3.50
lncRNA_4811	Porites_evermani_scaffold_3057	52241	52474	+	234	109	11	25	0	0
lncRNA_4812	Porites_evermani_scaffold_3058	12621	12934	+	314	0	6.67	37	2	4
lncRNA_4813	Porites_evermani_scaffold_3058	19546	19768	+	223	0	0	38	3	2
lncRNA_4814	Porites_evermani_scaffold_3058	51705	52007	+	303	11	0	44	8	24
lncRNA_4815	Porites_evermani_scaffold_3059	54931	55198	+	268	135	13	66	25	7
lncRNA_4816	Porites_evermani_scaffold_306	39772	46685	+	6914	454	87	419	551	474
lncRNA_4817	Porites_evermani_scaffold_306	91086	98985	+	7900	415	19	17	23	50
lncRNA_4818	Porites_evermani_scaffold_306	53753	54105	+	353	0	0	53	0	1
lncRNA_4819	Porites_evermani_scaffold_306	88545	88825	+	281	20	12	29	2	23
lncRNA_4820	Porites_evermani_scaffold_306	290046	290345	+	300	3	22	62	10	8
lncRNA_4821	Porites_evermani_scaffold_3060	20301	20976	+	676	59	4	91	6	70
lncRNA_4822	Porites_evermani_scaffold_3061	40907	41787	+	881	39.33	17.50	145	21.50	6.50
lncRNA_4823	Porites_evermani_scaffold_3061	54813	55166	+	354	74.00	17	20	57	39
lncRNA_4824	Porites_evermani_scaffold_3063	39296	44875	+	5580	61.58	104.00	128.20	58.33	324.83
lncRNA_4825	Porites_evermani_scaffold_3067	6661	6916	+	256	10	0	40	0	0
lncRNA_4826	Porites_evermani_scaffold_3067	26785	27015	+	231	6	2	30	0	0
lncRNA_4827	Porites_evermani_scaffold_307	26834	29984	+	3151	0	252.72	1	0	0
lncRNA_4828	Porites_evermani_scaffold_307	27549	29984	+	2436	0	237.72	1	0	0
lncRNA_4829	Porites_evermani_scaffold_307	28338	29984	+	1647	0	202.22	1	0	0
lncRNA_4830	Porites_evermani_scaffold_307	28719	29984	+	1266	0	196.55	1	0	0
lncRNA_4831	Porites_evermani_scaffold_307	31212	33392	+	2181	0	518.00	3	0	1
lncRNA_4832	Porites_evermani_scaffold_307	32243	33392	+	1150	0	468.00	3	0	1
lncRNA_4833	Porites_evermani_scaffold_307	34691	36117	+	1427	12.77	622.50	3.50	2.92	12.00
lncRNA_4834	Porites_evermani_scaffold_307	37209	38434	+	1226	0	175.77	0.67	0	0
lncRNA_4835	Porites_evermani_scaffold_307	37209	39165	+	1957	0	196.38	0.67	0	0
lncRNA_4836	Porites_evermani_scaffold_307	37209	39165	+	1957	0	196.38	0.67	0	0
lncRNA_4837	Porites_evermani_scaffold_307	42008	43328	+	1321	640.29	167.75	490	274.77	682.70
lncRNA_4838	Porites_evermani_scaffold_307	44796	50723	+	5928	2966	2802.50	1072.50	784	4583.50
lncRNA_4839	Porites_evermani_scaffold_307	46027	50723	+	4697	2768.50	2438.50	1069.50	779	4554.50
lncRNA_4840	Porites_evermani_scaffold_307	259645	260008	+	364	73	4	24	6.50	86.50
lncRNA_4841	Porites_evermani_scaffold_307	104463	108045	+	3583	285	603	525	243	538
lncRNA_4842	Porites_evermani_scaffold_307	109118	110362	+	1245	79	46	150	51	160
lncRNA_4843	Porites_evermani_scaffold_307	114848	116168	+	1321	66	34	112	35	98.50
lncRNA_4844	Porites_evermani_scaffold_3071	36493	36862	+	370	4	0	3	1	669
lncRNA_4845	Porites_evermani_scaffold_3073	15576	15875	+	300	0	0	36	0	0
lncRNA_4846	Porites_evermani_scaffold_3074	33791	50035	+	16245	355.50	107.70	306.50	144.33	289.40
lncRNA_4847	Porites_evermani_scaffold_3075	11691	12239	+	549	0	0	4	102	0
lncRNA_4848	Porites_evermani_scaffold_3075	42705	42998	+	294	0	0	30	0	6
lncRNA_4849	Porites_evermani_scaffold_3078	50790	54532	+	3743	0	45.50	11.50	23	112
lncRNA_4850	Porites_evermani_scaffold_3078	1066	6139	+	5074	413.00	547.50	1349.00	382.50	1598.00
lncRNA_4851	Porites_evermani_scaffold_3078	13060	13759	+	700	86.00	0	0	12.33	38.75
lncRNA_4852	Porites_evermani_scaffold_3079	51474	51747	+	274	0	0	24	0	0
lncRNA_4853	Porites_evermani_scaffold_308	178742	184582	+	5841	4	0	46	2	4
lncRNA_4854	Porites_evermani_scaffold_308	193665	196849	+	3185	2	2	278	28	18
lncRNA_4855	Porites_evermani_scaffold_308	197386	198022	+	637	0	10	75	16	1
lncRNA_4856	Porites_evermani_scaffold_3081	24314	24663	+	350	0	0	0	0	11.50
lncRNA_4857	Porites_evermani_scaffold_3083	1	4549	+	4549	140	36	172	187	268.00
lncRNA_4858	Porites_evermani_scaffold_3083	33217	35587	+	2371	402.00	70	2	406.00	910.33
lncRNA_4859	Porites_evermani_scaffold_3084	50507	50849	+	343	179	134	106	115	98
lncRNA_4860	Porites_evermani_scaffold_3086	38769	39011	+	243	10	11	29	11	10
lncRNA_4861	Porites_evermani_scaffold_3086	39936	40169	+	234	1	13	35	0	2
lncRNA_4862	Porites_evermani_scaffold_3087	37810	38022	+	213	1	5	26	2	8
lncRNA_4863	Porites_evermani_scaffold_309	87066	87306	+	241	7.78	0	38.50	1.90	7.50
lncRNA_4864	Porites_evermani_scaffold_309	282886	283120	+	235	12	5	75	14	35
lncRNA_4865	Porites_evermani_scaffold_3091	12009	13686	+	1678	48	0	26.50	0	18.75
lncRNA_4866	Porites_evermani_scaffold_3091	13012	13686	+	675	31	0	26.50	0	18.75
lncRNA_4867	Porites_evermani_scaffold_3091	17931	18171	+	241	104	0	12	1	2
lncRNA_4868	Porites_evermani_scaffold_3092	51778	53014	+	1237	223	6	0	2	7
lncRNA_4869	Porites_evermani_scaffold_3093	34224	34508	+	285	0	0	28	0	0
lncRNA_4870	Porites_evermani_scaffold_3096	33193	33471	+	279	34.03	4.80	7.20	9.27	5.80
lncRNA_4871	Porites_evermani_scaffold_31	115286	116366	+	1081	315.83	189.33	378.50	163.00	468.67
lncRNA_4872	Porites_evermani_scaffold_31	531459	533934	+	2476	0	47	35	20	6
lncRNA_4873	Porites_evermani_scaffold_31	182806	183988	+	1183	0	115	0	0	0
lncRNA_4874	Porites_evermani_scaffold_31	290875	309231	+	18357	259	114.50	1708	457	643.50
lncRNA_4875	Porites_evermani_scaffold_31	291290	309231	+	17942	222	102.50	1119	417	566.50
lncRNA_4876	Porites_evermani_scaffold_31	843424	846666	+	3243	1699.50	262	611	563	2028
lncRNA_4877	Porites_evermani_scaffold_31	849395	849885	+	491	74	22	72	39	53
lncRNA_4878	Porites_evermani_scaffold_31	275077	275567	+	491	18.50	21.50	361.50	60.50	19
lncRNA_4879	Porites_evermani_scaffold_31	431658	431927	+	270	9	22	0	27	1
lncRNA_4880	Porites_evermani_scaffold_31	456034	456377	+	344	8	2	38	4	10
lncRNA_4881	Porites_evermani_scaffold_31	559063	559307	+	245	46.33	0	1.40	1.20	0
lncRNA_4882	Porites_evermani_scaffold_31	689782	690045	+	264	4	0	70	9	4
lncRNA_4883	Porites_evermani_scaffold_31	841064	843051	+	1988	850.50	85	416	189	1037
lncRNA_4884	Porites_evermani_scaffold_310	50271	50641	+	371	2	31.50	131	0	0
lncRNA_4885	Porites_evermani_scaffold_310	217376	220994	+	3619	71.00	6.00	205.00	49.50	256.00
lncRNA_4886	Porites_evermani_scaffold_310	257827	259633	+	1807	215.00	55.50	416.00	544	130.00
lncRNA_4887	Porites_evermani_scaffold_310	88780	91186	+	2407	50	414.17	496.50	26	54
lncRNA_4888	Porites_evermani_scaffold_310	281789	283329	+	1541	3.00	0	117.00	65.45	4.20
lncRNA_4889	Porites_evermani_scaffold_310	103324	103670	+	347	3.65	2.70	36.73	0.40	7.27
lncRNA_4890	Porites_evermani_scaffold_3102	49260	50247	+	988	160.67	17	31	32	36
lncRNA_4891	Porites_evermani_scaffold_3103	29467	33264	+	3798	3	1	28	20	33
lncRNA_4892	Porites_evermani_scaffold_3103	38643	41183	+	2541	124.33	128.43	284.00	148.33	221.50
lncRNA_4893	Porites_evermani_scaffold_3103	24909	25110	+	202	6	2	34	0	0
lncRNA_4894	Porites_evermani_scaffold_3104	31628	36633	+	5006	387.50	1044.99	2410.47	1183.98	3018.71
lncRNA_4895	Porites_evermani_scaffold_3104	31649	36633	+	4985	387.50	1044.99	2410.47	1183.98	3018.71
lncRNA_4896	Porites_evermani_scaffold_3106	517	4650	+	4134	182	27	137	183.50	382
lncRNA_4897	Porites_evermani_scaffold_3107	43240	43597	+	358	7	0	52	0	7
lncRNA_4898	Porites_evermani_scaffold_3107	51659	53233	+	1575	290	231	1022	289	566
lncRNA_4899	Porites_evermani_scaffold_3109	1	499	+	499	66.50	48	83	30	6
lncRNA_4900	Porites_evermani_scaffold_311	274500	275748	+	1249	12.00	0	75.50	13.92	28.83
lncRNA_4901	Porites_evermani_scaffold_311	236752	236971	+	220	642	0.50	4	155	1302.33
lncRNA_4902	Porites_evermani_scaffold_3110	5938	7711	+	1774	0	0	186	0	0
lncRNA_4903	Porites_evermani_scaffold_3110	41945	42599	+	655	1.50	6	31.60	67.50	130.60
lncRNA_4904	Porites_evermani_scaffold_3110	42737	47028	+	4292	25	23	4	45.00	73.50
lncRNA_4905	Porites_evermani_scaffold_3111	29860	38003	+	8144	2516.50	536.50	806.00	784.33	4168.74
lncRNA_4906	Porites_evermani_scaffold_3111	35376	36359	+	984	478.50	80.50	208.00	177.33	764.24
lncRNA_4907	Porites_evermani_scaffold_3114	7844	8079	+	236	7	0	36	0	1
lncRNA_4908	Porites_evermani_scaffold_3116	44387	45885	+	1499	0	0	58	4	0
lncRNA_4909	Porites_evermani_scaffold_3116	47942	48256	+	315	5	0	56	0	0
lncRNA_4910	Porites_evermani_scaffold_3117	19284	20066	+	783	0	48	10	4	33
lncRNA_4911	Porites_evermani_scaffold_3117	45593	45861	+	269	11.62	5	10.00	1.00	58.50
lncRNA_4912	Porites_evermani_scaffold_3118	45148	49038	+	3891	154.17	67	168	71.50	85.50
lncRNA_4913	Porites_evermani_scaffold_3119	18743	19008	+	266	1	0	24	0	0
lncRNA_4914	Porites_evermani_scaffold_312	15116	29099	+	13984	72.40	36.80	77.40	35.43	110.13
lncRNA_4915	Porites_evermani_scaffold_312	276975	277719	+	745	193.60	8.20	968.08	26.80	14.42
lncRNA_4916	Porites_evermani_scaffold_312	105986	106381	+	396	0	0	50	0	0
lncRNA_4917	Porites_evermani_scaffold_312	127734	127963	+	230	185.57	37.58	73.42	20	151.62
lncRNA_4918	Porites_evermani_scaffold_312	128399	128644	+	246	8.20	2.50	148	12.33	36
lncRNA_4919	Porites_evermani_scaffold_312	254326	254557	+	232	6.50	5	0	0.83	28.50
lncRNA_4920	Porites_evermani_scaffold_3121	4042	4728	+	687	10	14	0	20	62
lncRNA_4921	Porites_evermani_scaffold_3122	9551	14934	+	5384	16	8	34	0	6
lncRNA_4922	Porites_evermani_scaffold_3122	2700	2961	+	262	3	6	29.50	1	1
lncRNA_4923	Porites_evermani_scaffold_3123	26414	26619	+	206	0	0	24	0	0
lncRNA_4924	Porites_evermani_scaffold_3124	21288	24664	+	3377	318.43	41.67	299.50	85.42	239.33
lncRNA_4925	Porites_evermani_scaffold_3124	44963	53023	+	8061	512.00	145	348	200.00	291.50
lncRNA_4926	Porites_evermani_scaffold_3124	41955	42200	+	246	63	9	27	38	26
lncRNA_4927	Porites_evermani_scaffold_3125	37188	37418	+	231	7.00	45.67	0	6.33	21.33
lncRNA_4928	Porites_evermani_scaffold_3127	10229	10472	+	244	0	2	0	2	24.50
lncRNA_4929	Porites_evermani_scaffold_313	187778	192001	+	4224	135.75	91.58	226.83	59.50	84.92
lncRNA_4930	Porites_evermani_scaffold_313	203822	204870	+	1049	99.48	58.77	41.97	118.13	47.42
lncRNA_4931	Porites_evermani_scaffold_313	33211	34744	+	1534	1460	675	836	717	1815
lncRNA_4932	Porites_evermani_scaffold_313	1305	1801	+	497	1	0	108	0	0
lncRNA_4933	Porites_evermani_scaffold_313	2308	2940	+	633	2	0	110	0	0
lncRNA_4934	Porites_evermani_scaffold_313	47554	49277	+	1724	708	186	1062	243	1189.50
lncRNA_4935	Porites_evermani_scaffold_313	253888	254146	+	259	0	0	32	0	0
lncRNA_4936	Porites_evermani_scaffold_3131	35384	41542	+	6159	93.00	82	208.00	32	101.00
lncRNA_4937	Porites_evermani_scaffold_3131	20265	20509	+	245	9	2	34	2	7
lncRNA_4938	Porites_evermani_scaffold_3131	26125	26448	+	324	0	0	36	0	0
lncRNA_4939	Porites_evermani_scaffold_3131	29863	30082	+	220	0	0	24	10	0
lncRNA_4940	Porites_evermani_scaffold_3131	51706	52361	+	656	68	30	82	36	21
lncRNA_4941	Porites_evermani_scaffold_3131	52681	53000	+	320	18	8	57	0	17
lncRNA_4942	Porites_evermani_scaffold_3133	32510	34152	+	1643	50	0	0	3	117
lncRNA_4943	Porites_evermani_scaffold_3133	36453	36707	+	255	0	6	32	8	2
lncRNA_4944	Porites_evermani_scaffold_3134	7862	8100	+	239	0	0	26	0	0
lncRNA_4945	Porites_evermani_scaffold_3134	39366	39573	+	208	0	0	27	0	1
lncRNA_4946	Porites_evermani_scaffold_3134	52319	52883	+	565	115.50	141	0	2	147.50
lncRNA_4947	Porites_evermani_scaffold_3136	10515	11916	+	1402	16	3	47	10	0
lncRNA_4948	Porites_evermani_scaffold_3137	43814	49961	+	6148	162.17	0	1.40	37	6
lncRNA_4949	Porites_evermani_scaffold_3138	30407	30698	+	292	0	0	36	0	0
lncRNA_4950	Porites_evermani_scaffold_3139	716	1192	+	477	63	24	7	15	44
lncRNA_4951	Porites_evermani_scaffold_314	92040	94046	+	2007	250.00	172.50	86	140.00	423.50
lncRNA_4952	Porites_evermani_scaffold_314	294682	295619	+	938	0	4	108	0	0
lncRNA_4953	Porites_evermani_scaffold_314	42217	43217	+	1001	76	53	304	47	119.50
lncRNA_4954	Porites_evermani_scaffold_314	24465	24932	+	468	12	0	77	2	21
lncRNA_4955	Porites_evermani_scaffold_314	137631	140729	+	3099	418.41	38.87	146.37	14.65	239.05
lncRNA_4956	Porites_evermani_scaffold_314	300175	300376	+	202	0	2	24	0	0
lncRNA_4957	Porites_evermani_scaffold_314	302005	302390	+	386	0	8	132	0	0
lncRNA_4958	Porites_evermani_scaffold_314	305521	305993	+	473	0.50	63	64	1	0
lncRNA_4959	Porites_evermani_scaffold_3141	19622	19948	+	327	34.10	2.63	2.00	1.00	18
lncRNA_4960	Porites_evermani_scaffold_3141	20837	21486	+	650	70.23	0.60	5.20	1.20	0
lncRNA_4961	Porites_evermani_scaffold_3144	31801	32176	+	376	16	15	110	16	10
lncRNA_4962	Porites_evermani_scaffold_3145	6756	15386	+	8631	20.50	22	38.50	8	2146.38
lncRNA_4963	Porites_evermani_scaffold_3148	154	1554	+	1401	170	3	211	86	312
lncRNA_4964	Porites_evermani_scaffold_3148	5150	6631	+	1482	191.53	49.02	126.72	44.32	204.76
lncRNA_4965	Porites_evermani_scaffold_3148	5176	12517	+	7342	1233.03	65.52	1740.56	731.36	2371.96
lncRNA_4966	Porites_evermani_scaffold_3148	5179	6716	+	1538	191.53	49.02	126.72	44.32	205.26
lncRNA_4967	Porites_evermani_scaffold_3148	5179	6716	+	1538	191.53	49.02	126.72	44.32	205.26
lncRNA_4968	Porites_evermani_scaffold_3148	11063	12517	+	1455	716.63	7.90	1211.43	505.31	1202.96
lncRNA_4969	Porites_evermani_scaffold_3148	9039	9945	+	907	329.83	10.50	401.33	183.33	943.40
lncRNA_4970	Porites_evermani_scaffold_3148	13849	15174	+	1326	277	0	421.50	279	531
lncRNA_4971	Porites_evermani_scaffold_3148	16904	18047	+	1144	1094.80	267.70	1258.30	696.00	1586.90
lncRNA_4972	Porites_evermani_scaffold_3148	16904	18710	+	1807	1578.13	289.70	1336.80	754.83	1679.90
lncRNA_4973	Porites_evermani_scaffold_3148	19924	23455	+	3532	2812.42	322.20	2216.77	1255.15	4102.40
lncRNA_4974	Porites_evermani_scaffold_3148	19928	23455	+	3528	2812.42	322.20	2216.77	1255.15	4102.40
lncRNA_4975	Porites_evermani_scaffold_3148	19928	23455	+	3528	2812.42	322.20	2216.77	1255.15	4102.40
lncRNA_4976	Porites_evermani_scaffold_3148	28245	29656	+	1412	101	43	86	48	72
lncRNA_4977	Porites_evermani_scaffold_3149	8837	9168	+	332	0	6	44	0	0
lncRNA_4978	Porites_evermani_scaffold_3149	44647	44869	+	223	0	0	24	0	0
lncRNA_4979	Porites_evermani_scaffold_315	151294	152077	+	784	24	1	42	0	77
lncRNA_4980	Porites_evermani_scaffold_3150	754	4487	+	3734	585.03	38.87	114	111.10	912.63
lncRNA_4981	Porites_evermani_scaffold_3150	49347	52539	+	3193	8.50	6.50	76.00	16.00	10.00
lncRNA_4982	Porites_evermani_scaffold_3150	49347	52539	+	3193	8.50	6.50	76.00	16.00	10.00
lncRNA_4983	Porites_evermani_scaffold_3155	11575	22644	+	11070	2	3	33	0	16
lncRNA_4984	Porites_evermani_scaffold_3159	15697	15956	+	260	0	2.50	0	0	42.00
lncRNA_4985	Porites_evermani_scaffold_3159	27114	27317	+	204	5.50	4	26	15	3
lncRNA_4986	Porites_evermani_scaffold_316	132398	132708	+	311	0	0	28	0	0
lncRNA_4987	Porites_evermani_scaffold_316	191993	192346	+	354	0	0	38	0	0
lncRNA_4988	Porites_evermani_scaffold_3161	17880	22535	+	4656	7.33	0	0	4	275.00
lncRNA_4989	Porites_evermani_scaffold_3161	13039	13669	+	631	0	16	71	0	8
lncRNA_4990	Porites_evermani_scaffold_3161	15223	16537	+	1315	3	1	0	3	166.50
lncRNA_4991	Porites_evermani_scaffold_3162	49711	51292	+	1582	2644	912	310	1138.50	3201
lncRNA_4992	Porites_evermani_scaffold_3162	49718	51292	+	1575	2644	912	310	1138.50	3201
lncRNA_4993	Porites_evermani_scaffold_3162	30075	31586	+	1512	0	4	2	344	311
lncRNA_4994	Porites_evermani_scaffold_3168	6045	6744	+	700	44.50	27.50	39	9	53.50
lncRNA_4995	Porites_evermani_scaffold_3168	5929	6461	+	533	68.50	41.50	72	14	58.50
lncRNA_4996	Porites_evermani_scaffold_3169	1496	3416	+	1921	9.75	44.40	116.27	16.46	60.12
lncRNA_4997	Porites_evermani_scaffold_3169	2773	7299	+	4527	47.92	101.60	289.22	62.87	151.54
lncRNA_4998	Porites_evermani_scaffold_317	3663	4507	+	845	275.23	68.40	362.80	162.37	250.70
lncRNA_4999	Porites_evermani_scaffold_317	275048	293396	+	18349	652	192	589	205	814
lncRNA_5000	Porites_evermani_scaffold_317	1	402	+	402	138	37	38	32	59
lncRNA_5001	Porites_evermani_scaffold_317	266680	268180	+	1501	364.33	80.17	355	148	531.78
lncRNA_5002	Porites_evermani_scaffold_317	271110	271350	+	241	8	1	26	11	12
lncRNA_5003	Porites_evermani_scaffold_3170	23838	24158	+	321	28.83	11.33	27.83	20.33	12.70
lncRNA_5004	Porites_evermani_scaffold_3171	346	3238	+	2893	152.33	91.50	58	97.50	219
lncRNA_5005	Porites_evermani_scaffold_3171	14522	20374	+	5853	614.82	235.10	267.87	212.96	653.02
lncRNA_5006	Porites_evermani_scaffold_3171	14522	20037	+	5516	593.77	222.26	254.76	203.23	620.52
lncRNA_5007	Porites_evermani_scaffold_3171	14522	22048	+	7527	843.32	401.34	317.87	300.21	916.02
lncRNA_5008	Porites_evermani_scaffold_3171	14553	20037	+	5485	593.77	222.26	254.76	203.23	620.52
lncRNA_5009	Porites_evermani_scaffold_3171	18076	22048	+	3973	411.78	257.01	128.08	157.52	471.54
lncRNA_5010	Porites_evermani_scaffold_3172	2115	2451	+	337	2	1	54	4	14
lncRNA_5011	Porites_evermani_scaffold_3174	50188	50453	+	266	0	0	32	6	2
lncRNA_5012	Porites_evermani_scaffold_3176	33337	48974	+	15638	286.83	102	270	188	221.33
lncRNA_5013	Porites_evermani_scaffold_3176	29305	29658	+	354	61	9	6	3	4
lncRNA_5014	Porites_evermani_scaffold_3177	45665	46598	+	934	608	146	1387	335	801
lncRNA_5015	Porites_evermani_scaffold_3177	270	6462	+	6193	1027.11	487.58	873.92	393.70	1351.52
lncRNA_5016	Porites_evermani_scaffold_3177	270	6462	+	6193	1027.11	487.58	873.92	393.70	1351.52
lncRNA_5017	Porites_evermani_scaffold_3177	1838	6462	+	4625	972.70	470.83	829.09	375.91	1270.35
lncRNA_5018	Porites_evermani_scaffold_3177	47137	51025	+	3889	151	64	119	11	226
lncRNA_5019	Porites_evermani_scaffold_3178	17519	17750	+	232	4	0	24	3	18
lncRNA_5020	Porites_evermani_scaffold_3178	25808	26051	+	244	41	0	28	10	26
lncRNA_5021	Porites_evermani_scaffold_3179	41625	43855	+	2231	0.50	15.50	31.00	0	31.97
lncRNA_5022	Porites_evermani_scaffold_3179	41625	43855	+	2231	0.50	15.50	31.00	0	31.97
lncRNA_5023	Porites_evermani_scaffold_3179	44325	51474	+	7150	0.50	66.25	244.17	18.25	131.74
lncRNA_5024	Porites_evermani_scaffold_3179	44325	51474	+	7150	0.50	66.25	244.17	18.25	131.74
lncRNA_5025	Porites_evermani_scaffold_3179	9102	9323	+	222	14.03	7	7.30	6.73	15.18
lncRNA_5026	Porites_evermani_scaffold_318	222311	233737	+	11427	23.00	11.00	371.00	3	51.50
lncRNA_5027	Porites_evermani_scaffold_318	276233	278489	+	2257	15.27	13	75.20	2.33	21
lncRNA_5028	Porites_evermani_scaffold_3180	585	7170	+	6586	14	24.75	75.25	4	103
lncRNA_5029	Porites_evermani_scaffold_3180	585	22716	+	22132	22	30.75	78.25	15	107
lncRNA_5030	Porites_evermani_scaffold_3184	35673	35914	+	242	2	3	32	8	0
lncRNA_5031	Porites_evermani_scaffold_3187	28398	28746	+	349	19	0	46	27	13
lncRNA_5032	Porites_evermani_scaffold_319	231485	241736	+	10252	965.17	453.97	598.75	507.50	2231.23
lncRNA_5033	Porites_evermani_scaffold_319	5555	5839	+	285	5	0	46	18	12
lncRNA_5034	Porites_evermani_scaffold_3190	49202	51408	+	2207	32	23	145	9	16
lncRNA_5035	Porites_evermani_scaffold_3190	31864	32223	+	360	100	76	240	12	86
lncRNA_5036	Porites_evermani_scaffold_3192	6385	8577	+	2193	40	9	0	12	26.50
lncRNA_5037	Porites_evermani_scaffold_3192	9015	9417	+	403	44	43	0	9	64.50
lncRNA_5038	Porites_evermani_scaffold_3194	45	7200	+	7156	5.83	4.40	130.21	808.08	2000.75
lncRNA_5039	Porites_evermani_scaffold_3194	21946	27217	+	5272	23	29	64	7	35
lncRNA_5040	Porites_evermani_scaffold_3194	4613	7200	+	2588	3.83	3.80	21.96	553.08	1343.15
lncRNA_5041	Porites_evermani_scaffold_3195	3456	3781	+	326	5	0	28	0	0
lncRNA_5042	Porites_evermani_scaffold_3195	35613	35888	+	276	1	4	32	14	0
lncRNA_5043	Porites_evermani_scaffold_3195	40839	41075	+	237	1	0	34	0	0
lncRNA_5044	Porites_evermani_scaffold_3197	37412	40732	+	3321	0	5.50	151.00	39.67	0.50
lncRNA_5045	Porites_evermani_scaffold_3198	21332	24786	+	3455	491.50	258.50	1091.50	354.50	826
lncRNA_5046	Porites_evermani_scaffold_3198	6980	7529	+	550	12.17	0	8.18	3.57	180.38
lncRNA_5047	Porites_evermani_scaffold_3199	29933	31337	+	1405	714	456	995	682	1158
lncRNA_5048	Porites_evermani_scaffold_3199	31526	43641	+	12116	1097.67	569.17	1100.22	716.26	1530.63
lncRNA_5049	Porites_evermani_scaffold_3199	31542	37045	+	5504	778.83	420.40	727.50	535.42	1169.33
lncRNA_5050	Porites_evermani_scaffold_3199	38066	42805	+	4740	245.30	118.92	283.72	132.56	305.46
lncRNA_5051	Porites_evermani_scaffold_3199	39401	45010	+	5610	196.92	127.17	289.05	104.15	365.73
lncRNA_5052	Porites_evermani_scaffold_3199	39401	45010	+	5610	196.92	127.17	289.05	104.15	365.73
lncRNA_5053	Porites_evermani_scaffold_3199	40289	45010	+	4722	139.34	99.15	222.43	80.44	289.07
lncRNA_5054	Porites_evermani_scaffold_3199	9027	9301	+	275	0	4	30	0	0
lncRNA_5055	Porites_evermani_scaffold_3199	20272	21082	+	811	657	689	1387	508	936
lncRNA_5056	Porites_evermani_scaffold_3199	47484	47780	+	297	104	76	65	36	133
lncRNA_5057	Porites_evermani_scaffold_3199	48978	49238	+	261	5	2	28	2	0
lncRNA_5058	Porites_evermani_scaffold_32	637520	638582	+	1063	217	0	560	206	154
lncRNA_5059	Porites_evermani_scaffold_32	679789	682353	+	2565	1420.67	687.50	2100.42	1184.53	2058.98
lncRNA_5060	Porites_evermani_scaffold_32	331867	332365	+	499	198	59	237	28	228
lncRNA_5061	Porites_evermani_scaffold_32	638771	640672	+	1902	266	4	648	335	242
lncRNA_5062	Porites_evermani_scaffold_32	655424	656002	+	579	16	18	25	0	60
lncRNA_5063	Porites_evermani_scaffold_320	89671	97079	+	7409	342	0	2	0	815
lncRNA_5064	Porites_evermani_scaffold_320	254845	262792	+	7948	8	11	48	5	23
lncRNA_5065	Porites_evermani_scaffold_3201	42918	44090	+	1173	10	71	146	12	15.50
lncRNA_5066	Porites_evermani_scaffold_3204	32382	37055	+	4674	132.00	79.33	70.83	144.83	170.00
lncRNA_5067	Porites_evermani_scaffold_3208	47046	47289	+	244	183	64.67	10.67	0.50	163.67
