# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "../output/01.6-Ptuh-lncRNA-pipeline/Ptuh_lncRNA_for_fc.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Ptuh-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam" "../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-47-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-48-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-50-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-53-S1-TP2.sorted.bam	../output/01.6-Ptuh-lncRNA-pipeline/RNA-POC-57-S1-TP2.sorted.bam
lncRNA_7182	Pocillopora_meandrina_HIv1___Sc0000010	8992474	8995138	+	2665	2	5	6	25	6
lncRNA_7183	Pocillopora_meandrina_HIv1___Sc0000010	9153957	9157698	+	3742	300.75	211.50	147.50	609.75	61.50
lncRNA_7184	Pocillopora_meandrina_HIv1___Sc0000010	9186908	9187187	+	280	24.50	44	60	81	2.50
lncRNA_7185	Pocillopora_meandrina_HIv1___Sc0000010	9343742	9350115	+	6374	43.00	6	5	4	11
lncRNA_7186	Pocillopora_meandrina_HIv1___Sc0000010	9567340	9577901	+	10562	67.00	175.83	28.83	222.67	37.25
lncRNA_7187	Pocillopora_meandrina_HIv1___Sc0000010	9567704	9568098	+	395	3.50	7	0	0.25	5.50
lncRNA_7188	Pocillopora_meandrina_HIv1___Sc0000010	9574453	9574886	+	434	3.00	7.33	10.33	7.00	0
lncRNA_7189	Pocillopora_meandrina_HIv1___Sc0000010	10210070	10211333	+	1264	59	500.50	327	1058	409
lncRNA_7190	Pocillopora_meandrina_HIv1___Sc0000010	10263161	10278578	+	15418	103.50	251.08	73.55	96.80	540.62
lncRNA_7191	Pocillopora_meandrina_HIv1___Sc0000010	10402136	10432252	+	30117	29.22	565.00	279.66	64.00	150.19
lncRNA_7192	Pocillopora_meandrina_HIv1___Sc0000010	10485380	10497455	+	12076	69.88	1675.56	297.16	127.40	202.33
lncRNA_7193	Pocillopora_meandrina_HIv1___Sc0000010	10551109	10552326	+	1218	4	0	11	67	7
lncRNA_7194	Pocillopora_meandrina_HIv1___Sc0000010	10793424	10844113	+	50690	265.22	282.63	535.05	420.65	196.18
lncRNA_7195	Pocillopora_meandrina_HIv1___Sc0000010	10801187	10812312	+	11126	113.58	125.42	76.60	113.44	18.30
lncRNA_7196	Pocillopora_meandrina_HIv1___Sc0000010	10811605	10832643	+	21039	64.46	65.70	53.95	64.74	23.55
lncRNA_7197	Pocillopora_meandrina_HIv1___Sc0000010	10813067	10834358	+	21292	47.46	39.36	41.78	85.74	58.22
lncRNA_7198	Pocillopora_meandrina_HIv1___Sc0000010	10822520	10833260	+	10741	31.54	24.04	33.39	51.12	21.72
lncRNA_7199	Pocillopora_meandrina_HIv1___Sc0000010	11024002	11025248	+	1247	4	38	63	144	0
lncRNA_7200	Pocillopora_meandrina_HIv1___Sc0000010	11049512	11050730	+	1219	37	67	63	26	44
lncRNA_7201	Pocillopora_meandrina_HIv1___Sc0000010	11351146	11359327	+	8182	0	0.67	16.33	41.00	0
lncRNA_7202	Pocillopora_meandrina_HIv1___Sc0000010	11393034	11394073	+	1040	83	81	173	107.50	8
lncRNA_7203	Pocillopora_meandrina_HIv1___Sc0000010	11450412	11451478	+	1067	23	2	12	0	24
lncRNA_7204	Pocillopora_meandrina_HIv1___Sc0000010	11456651	11462821	+	6171	45.50	67.33	91.75	76	86
lncRNA_7205	Pocillopora_meandrina_HIv1___Sc0000010	11464088	11464827	+	740	24.17	11.05	4	33.25	14.17
lncRNA_7206	Pocillopora_meandrina_HIv1___Sc0000010	11585001	11585406	+	406	71	3	45	6	11
lncRNA_7207	Pocillopora_meandrina_HIv1___Sc0000010	11703294	11715685	+	12392	0.85	67.46	0.20	40.63	1.44
lncRNA_7208	Pocillopora_meandrina_HIv1___Sc0000010	205967	207048	+	1082	781	754.10	708	1003.20	317
lncRNA_7209	Pocillopora_meandrina_HIv1___Sc0000010	395079	395822	+	744	17.31	17.12	38	35	9.29
lncRNA_7210	Pocillopora_meandrina_HIv1___Sc0000010	1008695	1009844	+	1150	27	16	46	12	0
lncRNA_7211	Pocillopora_meandrina_HIv1___Sc0000010	1067600	1071080	+	3481	4833	9474	7807	10285	5680
lncRNA_7212	Pocillopora_meandrina_HIv1___Sc0000010	1916357	1917546	+	1190	219	301.20	233.30	338.00	351
lncRNA_7213	Pocillopora_meandrina_HIv1___Sc0000010	2669199	2672624	+	3426	35	54	148	105	25
lncRNA_7214	Pocillopora_meandrina_HIv1___Sc0000010	2733305	2745421	+	12117	309.83	280.70	327.07	153.17	402.56
lncRNA_7215	Pocillopora_meandrina_HIv1___Sc0000010	2763495	2763802	+	308	0	0	28	0	1
lncRNA_7216	Pocillopora_meandrina_HIv1___Sc0000010	3225237	3244891	+	19655	715.50	1480.67	801.50	768.17	896
lncRNA_7217	Pocillopora_meandrina_HIv1___Sc0000010	3351385	3353102	+	1718	73	206	109	336.50	33
lncRNA_7218	Pocillopora_meandrina_HIv1___Sc0000010	3383587	3385888	+	2302	184.50	59	124.33	215	306
lncRNA_7219	Pocillopora_meandrina_HIv1___Sc0000010	3386646	3388776	+	2131	291.67	94.25	296.08	100.75	550.92
lncRNA_7220	Pocillopora_meandrina_HIv1___Sc0000010	3428738	3429742	+	1005	196	151	176	216	107
lncRNA_7221	Pocillopora_meandrina_HIv1___Sc0000010	3532083	3534771	+	2689	41	80	35	64	48
lncRNA_7222	Pocillopora_meandrina_HIv1___Sc0000010	3641960	3643951	+	1992	648.46	783.75	1174.90	772.40	1172.84
lncRNA_7223	Pocillopora_meandrina_HIv1___Sc0000010	3762294	3762559	+	266	0	0.40	0	32.10	0
lncRNA_7224	Pocillopora_meandrina_HIv1___Sc0000010	3795332	3799172	+	3841	1	1005	2	932	0
lncRNA_7225	Pocillopora_meandrina_HIv1___Sc0000010	3816339	3826846	+	10508	534.17	334.50	46.67	67	89
lncRNA_7226	Pocillopora_meandrina_HIv1___Sc0000010	3852531	3855425	+	2895	14	0	0	462	5
lncRNA_7227	Pocillopora_meandrina_HIv1___Sc0000010	3973854	3982546	+	8693	13.11	210.96	2110.61	32.78	17.70
lncRNA_7228	Pocillopora_meandrina_HIv1___Sc0000010	4326073	4326629	+	557	289.19	312.20	175.50	156.00	290.83
lncRNA_7229	Pocillopora_meandrina_HIv1___Sc0000010	4370505	4370994	+	490	42.50	59.83	14.00	25.00	0
lncRNA_7230	Pocillopora_meandrina_HIv1___Sc0000010	4480469	4481950	+	1482	88.00	60.50	47.00	215.83	39.33
lncRNA_7231	Pocillopora_meandrina_HIv1___Sc0000010	4479758	4480157	+	400	23.85	0	11.17	10.50	26.92
lncRNA_7232	Pocillopora_meandrina_HIv1___Sc0000010	4576597	4577886	+	1290	54	6	7	0	48
lncRNA_7233	Pocillopora_meandrina_HIv1___Sc0000010	4603864	4605203	+	1340	0	0	0	21	40
lncRNA_7234	Pocillopora_meandrina_HIv1___Sc0000010	4882623	4921783	+	39161	176.66	532.41	1866.86	157.87	624.19
lncRNA_7235	Pocillopora_meandrina_HIv1___Sc0000010	4882682	4921783	+	39102	176.66	532.41	1866.86	157.87	624.19
lncRNA_7236	Pocillopora_meandrina_HIv1___Sc0000010	4959332	4960299	+	968	2	6.50	24	38.10	0
lncRNA_7237	Pocillopora_meandrina_HIv1___Sc0000010	5201131	5202216	+	1086	22	86	58	29	29
lncRNA_7238	Pocillopora_meandrina_HIv1___Sc0000010	5266725	5269619	+	2895	21	65	9	262	114
lncRNA_7239	Pocillopora_meandrina_HIv1___Sc0000010	5399555	5400647	+	1093	15	31	2	212	0
lncRNA_7240	Pocillopora_meandrina_HIv1___Sc0000010	5770960	5772015	+	1056	21.45	3.60	142.13	6.44	83.40
lncRNA_7241	Pocillopora_meandrina_HIv1___Sc0000010	5811998	5812669	+	672	98.80	9.50	98.83	12.39	24.77
lncRNA_7242	Pocillopora_meandrina_HIv1___Sc0000010	5812683	5814289	+	1607	22.80	66.93	110.64	12.86	71.18
lncRNA_7243	Pocillopora_meandrina_HIv1___Sc0000010	5813144	5814289	+	1146	22.80	61.93	108.12	12	70.73
lncRNA_7244	Pocillopora_meandrina_HIv1___Sc0000010	5875836	5878705	+	2870	107.67	86.67	235.01	118.26	162.84
lncRNA_7245	Pocillopora_meandrina_HIv1___Sc0000010	5876977	5878600	+	1624	58.47	52.92	90.51	46.78	73.06
lncRNA_7246	Pocillopora_meandrina_HIv1___Sc0000010	5876986	5879369	+	2384	73.47	60.42	106.01	63.78	81.31
lncRNA_7247	Pocillopora_meandrina_HIv1___Sc0000010	5815657	5816802	+	1146	30.17	67.50	29.50	81.50	51.50
lncRNA_7248	Pocillopora_meandrina_HIv1___Sc0000010	5816803	5818128	+	1326	61.95	47.37	181.03	101.38	39.08
lncRNA_7249	Pocillopora_meandrina_HIv1___Sc0000010	5879673	5880459	+	787	25.93	23.94	67.70	49.14	24.52
lncRNA_7250	Pocillopora_meandrina_HIv1___Sc0000010	5880582	5882216	+	1635	25.37	23.00	96.93	60.08	38.28
lncRNA_7251	Pocillopora_meandrina_HIv1___Sc0000010	5897355	5897750	+	396	30.75	16.50	30.50	3	2
lncRNA_7252	Pocillopora_meandrina_HIv1___Sc0000010	5906322	5907850	+	1529	26.03	5.47	35.25	4	8.30
lncRNA_7253	Pocillopora_meandrina_HIv1___Sc0000010	5984320	6005208	+	20889	200.12	235.37	411.87	209.18	219.52
lncRNA_7254	Pocillopora_meandrina_HIv1___Sc0000010	5984504	6005208	+	20705	196.12	235.37	405.87	209.18	215.52
lncRNA_7255	Pocillopora_meandrina_HIv1___Sc0000010	6003021	6005208	+	2188	34.85	20.22	80.75	28.87	88.38
lncRNA_7256	Pocillopora_meandrina_HIv1___Sc0000010	5942500	5943858	+	1359	14.54	43.83	85.32	112.83	12.38
lncRNA_7257	Pocillopora_meandrina_HIv1___Sc0000010	5942500	5943858	+	1359	14.54	43.83	85.32	112.83	12.38
lncRNA_7258	Pocillopora_meandrina_HIv1___Sc0000010	5955670	5966212	+	10543	548.58	42.50	581.50	44.42	59.89
lncRNA_7259	Pocillopora_meandrina_HIv1___Sc0000010	5979476	5980821	+	1346	72.51	74.17	229.41	291.89	233.98
lncRNA_7260	Pocillopora_meandrina_HIv1___Sc0000010	6047086	6047887	+	802	51.43	30.67	60.69	112.11	172.06
lncRNA_7261	Pocillopora_meandrina_HIv1___Sc0000010	6064375	6066390	+	2016	135.54	48.58	111.16	92.78	99.45
lncRNA_7262	Pocillopora_meandrina_HIv1___Sc0000010	6162491	6166156	+	3666	89.72	245.72	143.68	206.67	42.33
lncRNA_7263	Pocillopora_meandrina_HIv1___Sc0000010	6163350	6166156	+	2807	62.89	213.56	129.35	199.08	39.83
lncRNA_7264	Pocillopora_meandrina_HIv1___Sc0000010	6101867	6103279	+	1413	5.00	16.83	89.97	65.67	21.90
lncRNA_7265	Pocillopora_meandrina_HIv1___Sc0000010	6120337	6121684	+	1348	33.60	9.47	47.69	26.39	42.48
lncRNA_7266	Pocillopora_meandrina_HIv1___Sc0000010	6160455	6161383	+	929	47.49	6.33	96.86	56.15	160.53
lncRNA_7267	Pocillopora_meandrina_HIv1___Sc0000010	6268472	6326724	+	58253	373.26	191.04	676.06	390.88	450.00
lncRNA_7268	Pocillopora_meandrina_HIv1___Sc0000010	6270608	6325605	+	54998	289.20	145.13	515.20	297.04	306.94
lncRNA_7269	Pocillopora_meandrina_HIv1___Sc0000010	6270608	6326724	+	56117	351.70	170.71	630.25	358.34	416.72
lncRNA_7270	Pocillopora_meandrina_HIv1___Sc0000010	6271805	6273602	+	1798	29.49	9.05	61.72	35.11	41.52
lncRNA_7271	Pocillopora_meandrina_HIv1___Sc0000010	6161925	6162456	+	532	26.83	19.17	127.70	60.03	74.79
lncRNA_7272	Pocillopora_meandrina_HIv1___Sc0000010	6202216	6204029	+	1814	13.83	87.83	82.30	114.15	36.32
lncRNA_7273	Pocillopora_meandrina_HIv1___Sc0000010	6205349	6206457	+	1109	0.40	1.25	68.01	36.80	4.80
lncRNA_7274	Pocillopora_meandrina_HIv1___Sc0000010	6233544	6234573	+	1030	39.75	33	118.23	9.67	29
lncRNA_7275	Pocillopora_meandrina_HIv1___Sc0000010	6287550	6288316	+	767	2.57	13.90	6.30	1.80	1.20
lncRNA_7276	Pocillopora_meandrina_HIv1___Sc0000010	6329968	6331751	+	1784	45.08	99.78	136.84	91.83	47.99
lncRNA_7277	Pocillopora_meandrina_HIv1___Sc0000010	6344831	6347893	+	3063	156.14	59.97	241.34	106.68	276.34
lncRNA_7278	Pocillopora_meandrina_HIv1___Sc0000010	6344831	6348155	+	3325	161.14	59.97	246.84	106.68	276.34
lncRNA_7279	Pocillopora_meandrina_HIv1___Sc0000010	6344832	6346854	+	2023	144.05	49.36	215.23	97.79	259.39
lncRNA_7280	Pocillopora_meandrina_HIv1___Sc0000010	6406263	6408952	+	2690	354.44	123.10	483.00	170.30	307.48
lncRNA_7281	Pocillopora_meandrina_HIv1___Sc0000010	6422501	6430189	+	7689	130.34	18.10	225.14	23.59	37.40
lncRNA_7282	Pocillopora_meandrina_HIv1___Sc0000010	6424466	6430189	+	5724	107.01	11.50	124.98	11.00	23.40
lncRNA_7283	Pocillopora_meandrina_HIv1___Sc0000010	6439687	6441463	+	1777	105.22	15.37	247.20	65.77	85.04
lncRNA_7284	Pocillopora_meandrina_HIv1___Sc0000010	6439687	6443067	+	3381	118.88	24.21	302.50	107.02	122.54
lncRNA_7285	Pocillopora_meandrina_HIv1___Sc0000010	6474407	6474863	+	457	82.53	48	152.33	153.25	87.17
lncRNA_7286	Pocillopora_meandrina_HIv1___Sc0000010	6535703	6536706	+	1004	63.30	6.60	119.30	61.60	56.83
lncRNA_7287	Pocillopora_meandrina_HIv1___Sc0000010	6477812	6478667	+	856	14.03	51.00	101.60	16.40	10.50
lncRNA_7288	Pocillopora_meandrina_HIv1___Sc0000010	6479544	6480340	+	797	50.66	26.02	37.82	91.75	11.21
lncRNA_7289	Pocillopora_meandrina_HIv1___Sc0000010	6537187	6538398	+	1212	7.83	16.17	84.98	61.31	24.80
lncRNA_7290	Pocillopora_meandrina_HIv1___Sc0000010	6537233	6599942	+	62710	318.69	170.20	693.52	419.65	373.95
lncRNA_7291	Pocillopora_meandrina_HIv1___Sc0000010	6598235	6599942	+	1708	12.54	14.70	38.02	37.59	50.81
lncRNA_7292	Pocillopora_meandrina_HIv1___Sc0000010	6599369	6599942	+	574	7.50	11.50	26.06	27.64	24.07
lncRNA_7293	Pocillopora_meandrina_HIv1___Sc0000010	6556683	6557849	+	1167	35.44	19.65	53.12	12.04	19.94
lncRNA_7294	Pocillopora_meandrina_HIv1___Sc0000010	6593965	6595883	+	1919	20.55	10.20	36.11	41.61	42.46
lncRNA_7295	Pocillopora_meandrina_HIv1___Sc0000010	6594195	6666891	+	72697	305.16	140.07	578.03	316.16	364.57
lncRNA_7296	Pocillopora_meandrina_HIv1___Sc0000010	6665305	6667173	+	1869	51.98	15.24	67.19	18.12	79.75
lncRNA_7297	Pocillopora_meandrina_HIv1___Sc0000010	6665790	6667173	+	1384	51.98	14.99	65.11	18.12	66.75
lncRNA_7298	Pocillopora_meandrina_HIv1___Sc0000010	6626807	6627571	+	765	9.50	6.48	10.18	9.57	4.19
lncRNA_7299	Pocillopora_meandrina_HIv1___Sc0000010	6628503	6629936	+	1434	4.67	7.37	8.76	6.57	4.53
lncRNA_7300	Pocillopora_meandrina_HIv1___Sc0000010	6635858	6637812	+	1955	35.82	3.93	50.42	4.18	4.11
lncRNA_7301	Pocillopora_meandrina_HIv1___Sc0000010	6648168	6653246	+	5079	1.44	1.33	14.32	0.57	11.64
lncRNA_7302	Pocillopora_meandrina_HIv1___Sc0000010	6742314	6743471	+	1158	7.83	26.44	41.88	29.83	14.26
lncRNA_7303	Pocillopora_meandrina_HIv1___Sc0000010	6742314	6743471	+	1158	7.83	26.44	41.88	29.83	14.26
lncRNA_7304	Pocillopora_meandrina_HIv1___Sc0000010	6742410	6743903	+	1494	7.83	26.44	35.38	27.33	13.51
lncRNA_7305	Pocillopora_meandrina_HIv1___Sc0000010	6822984	6824141	+	1158	285	1164	207	142	153
lncRNA_7306	Pocillopora_meandrina_HIv1___Sc0000010	6831909	6834373	+	2465	176.67	107.58	248.58	83.42	208.25
lncRNA_7307	Pocillopora_meandrina_HIv1___Sc0000010	7022146	7022398	+	253	15.10	18.45	67.90	19.47	25.37
lncRNA_7308	Pocillopora_meandrina_HIv1___Sc0000010	7025450	7028220	+	2771	24.75	46.17	34.43	47.83	31.43
lncRNA_7309	Pocillopora_meandrina_HIv1___Sc0000010	7061040	7064457	+	3418	19.28	23.13	189.02	40.63	75.97
lncRNA_7310	Pocillopora_meandrina_HIv1___Sc0000010	7084400	7086963	+	2564	160.00	95.76	253.85	73.55	64.92
lncRNA_7311	Pocillopora_meandrina_HIv1___Sc0000010	7085882	7086963	+	1082	68.52	26.68	137.92	26.72	29.67
lncRNA_7312	Pocillopora_meandrina_HIv1___Sc0000010	7102830	7104349	+	1520	4	18.08	58.50	7	0
lncRNA_7313	Pocillopora_meandrina_HIv1___Sc0000010	7125217	7126923	+	1707	76.50	10.10	157.72	11.45	27.10
lncRNA_7314	Pocillopora_meandrina_HIv1___Sc0000010	7132596	7133465	+	870	120.00	67.17	346.97	48.83	446.03
lncRNA_7315	Pocillopora_meandrina_HIv1___Sc0000010	7152016	7152455	+	440	146.68	178.00	119.70	209.12	139.84
lncRNA_7316	Pocillopora_meandrina_HIv1___Sc0000010	7156114	7157377	+	1264	6.50	7.00	62.50	42.50	1
lncRNA_7317	Pocillopora_meandrina_HIv1___Sc0000010	7232481	7233375	+	895	40.50	30.33	12.67	29	30
lncRNA_7318	Pocillopora_meandrina_HIv1___Sc0000010	7262113	7264790	+	2678	61.02	16.70	124.31	13.41	23.33
lncRNA_7319	Pocillopora_meandrina_HIv1___Sc0000010	7263895	7264790	+	896	31.17	13.03	68.58	4.68	12.33
lncRNA_7320	Pocillopora_meandrina_HIv1___Sc0000010	7268411	7269043	+	633	9.78	1.00	35.06	23.04	18.67
lncRNA_7321	Pocillopora_meandrina_HIv1___Sc0000010	7277183	7277711	+	529	20.37	26.50	30.12	55.00	62.03
lncRNA_7322	Pocillopora_meandrina_HIv1___Sc0000010	7291785	7293716	+	1932	29.80	12	69.37	82.18	59.80
lncRNA_7323	Pocillopora_meandrina_HIv1___Sc0000010	7376190	7376683	+	494	11	1	20.58	8.08	48.25
lncRNA_7324	Pocillopora_meandrina_HIv1___Sc0000010	7387153	7390692	+	3540	74.59	30.35	128.12	88.25	32.27
lncRNA_7325	Pocillopora_meandrina_HIv1___Sc0000010	7387170	7390692	+	3523	72.59	30.35	121.62	80	18.27
lncRNA_7326	Pocillopora_meandrina_HIv1___Sc0000010	7398294	7399762	+	1469	28.50	41.53	39.92	30.23	50.50
lncRNA_7327	Pocillopora_meandrina_HIv1___Sc0000010	7438438	7439058	+	621	11	0	47.92	4	25
lncRNA_7328	Pocillopora_meandrina_HIv1___Sc0000010	7455518	7459884	+	4367	61.20	24.25	117.33	31.01	19.22
lncRNA_7329	Pocillopora_meandrina_HIv1___Sc0000010	7456217	7459884	+	3668	41.90	16.58	74.30	22.68	13.14
lncRNA_7330	Pocillopora_meandrina_HIv1___Sc0000010	7456217	7459884	+	3668	41.90	16.58	74.30	22.68	13.14
lncRNA_7331	Pocillopora_meandrina_HIv1___Sc0000010	7538350	7539215	+	866	27.30	0.20	49.69	18.43	12.76
lncRNA_7332	Pocillopora_meandrina_HIv1___Sc0000010	7539292	7540135	+	844	70.45	3.20	124.45	4.67	33.62
lncRNA_7333	Pocillopora_meandrina_HIv1___Sc0000010	7544874	7545273	+	400	131.70	27.80	174.50	5.17	207.75
lncRNA_7334	Pocillopora_meandrina_HIv1___Sc0000010	7553190	7554368	+	1179	59.87	27.50	59.83	34.59	19.25
lncRNA_7335	Pocillopora_meandrina_HIv1___Sc0000010	7553278	7554127	+	850	50.87	27.50	55.67	30.59	19.25
lncRNA_7336	Pocillopora_meandrina_HIv1___Sc0000010	7612759	7613414	+	656	345.58	83.85	830.91	314.63	399.63
lncRNA_7337	Pocillopora_meandrina_HIv1___Sc0000010	7632483	7633704	+	1222	1.40	2.20	13.83	63.25	3.33
lncRNA_7338	Pocillopora_meandrina_HIv1___Sc0000010	7633802	7634116	+	315	5	0	7.83	69	0
lncRNA_7339	Pocillopora_meandrina_HIv1___Sc0000010	7667536	7667955	+	420	16.25	0.15	14.84	3	3.50
lncRNA_7340	Pocillopora_meandrina_HIv1___Sc0000010	7667539	7668405	+	867	25.28	0.15	17.16	3.43	4.97
lncRNA_7341	Pocillopora_meandrina_HIv1___Sc0000010	7762868	7763458	+	591	45.90	38.60	15.22	66.56	35.13
lncRNA_7342	Pocillopora_meandrina_HIv1___Sc0000010	7742019	7745578	+	3560	122.03	17.50	197.37	62.28	62.93
lncRNA_7343	Pocillopora_meandrina_HIv1___Sc0000010	7764984	7768921	+	3938	90.98	42.47	112.13	48.67	72.13
lncRNA_7344	Pocillopora_meandrina_HIv1___Sc0000010	7764993	7768921	+	3929	90.98	42.47	112.13	48.67	72.13
lncRNA_7345	Pocillopora_meandrina_HIv1___Sc0000010	7871528	7872254	+	727	26	3	0	3	0
lncRNA_7346	Pocillopora_meandrina_HIv1___Sc0000010	8008539	8012086	+	3548	45.30	11.81	39.73	40.47	18.15
lncRNA_7347	Pocillopora_meandrina_HIv1___Sc0000010	8008765	8013853	+	5089	58.30	26.51	54.83	49.37	39.55
lncRNA_7348	Pocillopora_meandrina_HIv1___Sc0000010	8009039	8013853	+	4815	53.63	26.51	52.33	38.87	36.39
lncRNA_7349	Pocillopora_meandrina_HIv1___Sc0000010	8009189	8013853	+	4665	50.01	25.51	47.58	37.87	36.39
lncRNA_7350	Pocillopora_meandrina_HIv1___Sc0000010	8137268	8144583	+	7316	638	70.50	239	137	77.75
lncRNA_7351	Pocillopora_meandrina_HIv1___Sc0000010	8137268	8153341	+	16074	903.48	185.31	305.80	448.44	130.42
lncRNA_7352	Pocillopora_meandrina_HIv1___Sc0000010	8919743	8937770	+	18028	7073.11	5043.03	8591.37	8081.52	6477.23
lncRNA_7353	Pocillopora_meandrina_HIv1___Sc0000010	8989673	8991131	+	1459	8	19	44	4	3
lncRNA_7354	Pocillopora_meandrina_HIv1___Sc0000010	9100242	9102469	+	2228	0	6	3	0	14
lncRNA_7355	Pocillopora_meandrina_HIv1___Sc0000010	9142501	9142887	+	387	19	29	36	50	6
lncRNA_7356	Pocillopora_meandrina_HIv1___Sc0000010	9152375	9155093	+	2719	69.75	125.50	14.50	419.25	20.50
lncRNA_7357	Pocillopora_meandrina_HIv1___Sc0000010	9217731	9218578	+	848	63	102	66	114	95
lncRNA_7358	Pocillopora_meandrina_HIv1___Sc0000010	9220160	9221058	+	899	18	2	49	4	4
lncRNA_7359	Pocillopora_meandrina_HIv1___Sc0000010	9502961	9503625	+	665	17	5	19	47	0
lncRNA_7360	Pocillopora_meandrina_HIv1___Sc0000010	9570335	9577685	+	7351	16.50	123.83	22.83	141.42	23.75
lncRNA_7361	Pocillopora_meandrina_HIv1___Sc0000010	9637996	9639118	+	1123	32	88	15	0	0
lncRNA_7362	Pocillopora_meandrina_HIv1___Sc0000010	9984614	9986122	+	1509	29	126	60	6	61
lncRNA_7363	Pocillopora_meandrina_HIv1___Sc0000010	9992464	9993702	+	1239	64.29	63.99	83.22	142.83	40.55
lncRNA_7364	Pocillopora_meandrina_HIv1___Sc0000010	10001962	10002786	+	825	462	264	394	107	426.67
lncRNA_7365	Pocillopora_meandrina_HIv1___Sc0000010	10002924	10004104	+	1181	67	60	68	35	40
lncRNA_7366	Pocillopora_meandrina_HIv1___Sc0000010	10004314	10006227	+	1914	141	201.33	118	64	113
lncRNA_7367	Pocillopora_meandrina_HIv1___Sc0000010	10018374	10022510	+	4137	131	164.33	234	60	323
lncRNA_7368	Pocillopora_meandrina_HIv1___Sc0000010	10022546	10024701	+	2156	24.50	17	21	25	0
lncRNA_7369	Pocillopora_meandrina_HIv1___Sc0000010	10024110	10024701	+	592	9.50	5	17	17	0
lncRNA_7370	Pocillopora_meandrina_HIv1___Sc0000010	10043759	10047607	+	3849	143	50	218	95	6
lncRNA_7371	Pocillopora_meandrina_HIv1___Sc0000010	10108520	10109823	+	1304	620	551	800	508	538
lncRNA_7372	Pocillopora_meandrina_HIv1___Sc0000010	10305056	10306310	+	1255	269.50	0	0	186.83	202.33
lncRNA_7373	Pocillopora_meandrina_HIv1___Sc0000010	10395009	10395463	+	455	4	5.33	0	0	16
lncRNA_7374	Pocillopora_meandrina_HIv1___Sc0000010	10402129	10404273	+	2145	13.31	23.33	125.61	11.42	102.19
lncRNA_7375	Pocillopora_meandrina_HIv1___Sc0000010	10432136	10462309	+	30174	56.14	492.93	142.19	135.50	151.28
lncRNA_7376	Pocillopora_meandrina_HIv1___Sc0000010	10462792	10463926	+	1135	14.67	9.00	69.17	17.00	15.83
lncRNA_7377	Pocillopora_meandrina_HIv1___Sc0000010	10675777	10677520	+	1744	62	95	93	77	5
lncRNA_7378	Pocillopora_meandrina_HIv1___Sc0000010	10773830	10774078	+	249	15.58	3.48	18.33	0.29	6.67
lncRNA_7379	Pocillopora_meandrina_HIv1___Sc0000010	10774505	10776037	+	1533	12.52	0.53	40.57	0.12	18.84
lncRNA_7380	Pocillopora_meandrina_HIv1___Sc0000010	10796941	10798615	+	1675	0	24.30	11.50	0.40	0
lncRNA_7381	Pocillopora_meandrina_HIv1___Sc0000010	10837432	10837740	+	309	0.50	4.50	1.50	17	0
lncRNA_7382	Pocillopora_meandrina_HIv1___Sc0000010	10876916	10878664	+	1749	108	347	154	280	225
lncRNA_7383	Pocillopora_meandrina_HIv1___Sc0000010	10955295	10955530	+	236	0	7	27	9	0
lncRNA_7384	Pocillopora_meandrina_HIv1___Sc0000010	11078600	11085457	+	6858	161	328	112	220	173
lncRNA_7385	Pocillopora_meandrina_HIv1___Sc0000010	11157475	11159119	+	1645	181	42	217	23	119
lncRNA_7386	Pocillopora_meandrina_HIv1___Sc0000010	11198962	11199424	+	463	20.80	79.91	21.85	19.12	72.21
lncRNA_7387	Pocillopora_meandrina_HIv1___Sc0000010	11240437	11242514	+	2078	550	855	650	803	538
lncRNA_7388	Pocillopora_meandrina_HIv1___Sc0000010	11404458	11406902	+	2445	113	487	58	423	88
lncRNA_7389	Pocillopora_meandrina_HIv1___Sc0000010	11408161	11410343	+	2183	7	35	12	26	0
lncRNA_7390	Pocillopora_meandrina_HIv1___Sc0000010	11412143	11416502	+	4360	401	337	328	676	265
lncRNA_7391	Pocillopora_meandrina_HIv1___Sc0000010	11458652	11479273	+	20622	712.83	330.05	159.25	556.75	145.67
lncRNA_7392	Pocillopora_meandrina_HIv1___Sc0000010	11473323	11474129	+	807	37	46	0	24.50	0
